2021-07-03 07:39:04,422 INFO     Search BICs for /tmp/Cli-35b/
2021-07-03 07:39:04,423 DEBUG    Reading the coverage of org.apache.commons.cli.bug.BugCLI252Test::testExactOptionNameMatch (failings)
2021-07-03 07:39:04,429 INFO     Loaded 1x125 Coverage Matrix
2021-07-03 07:39:04,429 INFO     The number of total commits: 808
2021-07-03 07:39:04,739 DEBUG    [line range] org/apache/commons/cli/AmbiguousOptionException.java <init> 45:49
2021-07-03 07:39:04,760 DEBUG                  - depth 0, hash a1b5d44, HEAD~158
2021-07-03 07:39:04,766 DEBUG                  - depth 1, hash 32c9109, HEAD~219
2021-07-03 07:39:04,770 DEBUG                  - depth 2, hash e366a69, HEAD~230
2021-07-03 07:39:04,774 DEBUG    [line range] org/apache/commons/cli/AmbiguousOptionException.java createMessage 67:87
2021-07-03 07:39:04,795 DEBUG                  - depth 0, hash 10eeaf6, HEAD~138
2021-07-03 07:39:04,800 DEBUG                  - depth 1, hash 88d94ad, HEAD~151
2021-07-03 07:39:04,804 DEBUG                  - depth 2, hash a1b5d44, HEAD~158
2021-07-03 07:39:04,808 DEBUG                  - depth 3, hash 32c9109, HEAD~219
2021-07-03 07:39:05,145 DEBUG    [line range] org/apache/commons/cli/CommandLine.java <init> 46:46
2021-07-03 07:39:05,174 DEBUG                  - depth 0, hash ccae69f, HEAD~148
2021-07-03 07:39:05,180 DEBUG                  - depth 1, hash a1b5d44, HEAD~158
2021-07-03 07:39:05,184 DEBUG                  - depth 2, hash 9b2b803, HEAD~723
2021-07-03 07:39:05,188 DEBUG                  - depth 3, hash aae50c5, HEAD~806
2021-07-03 07:39:05,574 DEBUG    [single line]   org/apache/commons/cli/DefaultParser.java <init> 31
2021-07-03 07:39:05,619 DEBUG                  - depth 0, hash f436985, HEAD~209
2021-07-03 07:39:05,625 DEBUG    [line range] org/apache/commons/cli/DefaultParser.java handleLongOption 367:377
2021-07-03 07:39:05,647 DEBUG                  - depth 0, hash 5b098de, HEAD~146
2021-07-03 07:39:05,652 DEBUG                  - depth 1, hash f436985, HEAD~209
2021-07-03 07:39:05,656 DEBUG    [line range] org/apache/commons/cli/DefaultParser.java handleLongOptionWithoutEqual 389:404
2021-07-03 07:39:05,678 DEBUG                  - depth 0, hash a1b5d44, HEAD~158
2021-07-03 07:39:05,683 DEBUG                  - depth 1, hash f436985, HEAD~209
2021-07-03 07:39:05,687 DEBUG    [line range] org/apache/commons/cli/DefaultParser.java handleToken 221:254
2021-07-03 07:39:05,709 DEBUG                  - depth 0, hash 5b098de, HEAD~146
2021-07-03 07:39:05,714 DEBUG                  - depth 1, hash f436985, HEAD~209
2021-07-03 07:39:05,719 DEBUG    [line range] org/apache/commons/cli/DefaultParser.java parse 58:61
2021-07-03 07:39:05,740 DEBUG                  - depth 0, hash a2cf820, HEAD~192
2021-07-03 07:39:05,746 DEBUG                  - depth 1, hash f436985, HEAD~209
