2021-07-04 09:46:37,447 INFO     Search BICs for /tmp/Mockito-32b/
2021-07-04 09:46:37,447 DEBUG    Reading the coverage of org.mockitousage.bugs.SpyShouldHaveNiceNameTest::shouldPrintNiceName (failings)
2021-07-04 09:46:37,477 INFO     Loaded 1x697 Coverage Matrix
2021-07-04 09:46:37,477 INFO     The number of total commits: 1447
2021-07-04 09:46:37,762 DEBUG    [single line]   org/mockito/Answers.java <clinit> 25
2021-07-04 09:46:37,850 DEBUG                  - depth 0, hash 77fea3d, HEAD~90
2021-07-04 09:46:37,856 DEBUG    [single line]   org/mockito/Answers.java <clinit> 27
2021-07-04 09:46:37,944 DEBUG                  - depth 0, hash 77fea3d, HEAD~90
2021-07-04 09:46:37,950 DEBUG    [single line]   org/mockito/Answers.java <clinit> 28
2021-07-04 09:46:38,037 DEBUG                  - depth 0, hash 77fea3d, HEAD~90
2021-07-04 09:46:38,043 DEBUG    [single line]   org/mockito/Answers.java <clinit> 29
2021-07-04 09:46:38,129 DEBUG                  - depth 0, hash 77fea3d, HEAD~90
2021-07-04 09:46:38,135 DEBUG    [single line]   org/mockito/Answers.java <clinit> 30
2021-07-04 09:46:38,225 DEBUG                  - depth 0, hash 77fea3d, HEAD~90
2021-07-04 09:46:38,230 DEBUG    [single line]   org/mockito/Answers.java <clinit> 31
2021-07-04 09:46:38,317 DEBUG                  - depth 0, hash 77fea3d, HEAD~90
2021-07-04 09:46:38,322 DEBUG    [line range] org/mockito/Answers.java <init> 36:38
2021-07-04 09:46:38,409 DEBUG                  - depth 0, hash 77fea3d, HEAD~90
2021-07-04 09:46:38,415 DEBUG    [line range] org/mockito/Answers.java get 40:42
2021-07-04 09:46:38,505 DEBUG                  - depth 0, hash 77fea3d, HEAD~90
2021-07-04 09:46:38,790 DEBUG    [single line]   org/mockito/ArgumentMatcher.java <init> 57
2021-07-04 09:46:38,879 DEBUG                  - depth 0, hash 1532827, HEAD~192
2021-07-04 09:46:38,884 DEBUG                  - depth 1, hash cbc530c, HEAD~281
2021-07-04 09:46:38,888 DEBUG                  - depth 2, hash bf4eec3, HEAD~1119
2021-07-04 09:46:39,267 DEBUG    [line range] org/mockito/Matchers.java <clinit> 100:100
2021-07-04 09:46:39,367 DEBUG                  - depth 0, hash d94c8c1, HEAD~583
2021-07-04 09:46:39,372 DEBUG                  - depth 1, hash 7035637, HEAD~640
2021-07-04 09:46:39,376 DEBUG                  - depth 2, hash 863efe6, HEAD~659
2021-07-04 09:46:39,380 DEBUG                  - depth 3, hash 6d73019, HEAD~679
2021-07-04 09:46:39,384 DEBUG                  - depth 4, hash affa89d, HEAD~680
2021-07-04 09:46:39,389 DEBUG                  - depth 5, hash e6759cc, HEAD~761
2021-07-04 09:46:39,393 DEBUG                  - depth 6, hash 63fbcc7, HEAD~762
2021-07-04 09:46:39,397 DEBUG                  - depth 7, hash 9d1a555, HEAD~803
2021-07-04 09:46:39,401 DEBUG                  - depth 8, hash 97194a6, HEAD~833
2021-07-04 09:46:39,405 DEBUG                  - depth 9, hash eb1110e, HEAD~860
2021-07-04 09:46:39,409 DEBUG                  - depth 10, hash b0c3487, HEAD~890
2021-07-04 09:46:39,413 DEBUG                  - depth 11, hash e71e3d3, HEAD~921
2021-07-04 09:46:39,417 DEBUG                  - depth 12, hash b29cc4b, HEAD~926
2021-07-04 09:46:39,421 DEBUG                  - depth 13, hash a56149b, HEAD~934
2021-07-04 09:46:39,425 DEBUG                  - depth 14, hash 56b3503, HEAD~938
2021-07-04 09:46:39,429 DEBUG                  - depth 15, hash a0e3112, HEAD~1029
2021-07-04 09:46:39,433 DEBUG                  - depth 16, hash f123fe1, HEAD~1037
2021-07-04 09:46:39,437 DEBUG                  - depth 17, hash 03444ce, HEAD~1044
2021-07-04 09:46:39,441 DEBUG                  - depth 18, hash 4f7f2f1, HEAD~1046
2021-07-04 09:46:39,445 DEBUG                  - depth 19, hash 868fcb0, HEAD~1049
2021-07-04 09:46:39,449 DEBUG                  - depth 20, hash 1b1c8f7, HEAD~1058
2021-07-04 09:46:39,454 DEBUG                  - depth 21, hash b866779, HEAD~1060
2021-07-04 09:46:39,458 DEBUG                  - depth 22, hash 05c8ca8, HEAD~1093
2021-07-04 09:46:39,462 DEBUG                  - depth 23, hash 5b494bf, HEAD~1095
2021-07-04 09:46:39,466 DEBUG                  - depth 24, hash 83e1a6d, HEAD~1098
2021-07-04 09:46:39,470 DEBUG                  - depth 25, hash 85cc060, HEAD~1100
2021-07-04 09:46:39,474 DEBUG                  - depth 26, hash 56d884c, HEAD~1101
2021-07-04 09:46:39,478 DEBUG                  - depth 27, hash feb23b0, HEAD~1103
2021-07-04 09:46:39,482 DEBUG                  - depth 28, hash bda14b0, HEAD~1116
2021-07-04 09:46:39,486 DEBUG                  - depth 29, hash bf4eec3, HEAD~1119
2021-07-04 09:46:39,490 DEBUG                  - depth 30, hash 71450e5, HEAD~1120
2021-07-04 09:46:39,494 DEBUG                  - depth 31, hash df23bd3, HEAD~1122
2021-07-04 09:46:39,498 DEBUG                  - depth 32, hash 824fbd7, HEAD~1135
2021-07-04 09:46:39,502 DEBUG                  - depth 33, hash 6127c09, HEAD~1170
2021-07-04 09:46:39,506 DEBUG                  - depth 34, hash bbd8d3c, HEAD~1171
2021-07-04 09:46:39,510 DEBUG                  - depth 35, hash 331f9b9, HEAD~1172
2021-07-04 09:46:39,514 DEBUG                  - depth 36, hash 8ddb75e, HEAD~1174
2021-07-04 09:46:39,518 DEBUG                  - depth 37, hash 057ebdd, HEAD~1175
2021-07-04 09:46:39,522 DEBUG                  - depth 38, hash 9f6cfd4, HEAD~1177
2021-07-04 09:46:39,526 DEBUG                  - depth 39, hash 1913433, HEAD~1178
2021-07-04 09:46:39,530 DEBUG                  - depth 40, hash 6a49c13, HEAD~1188
2021-07-04 09:46:39,534 DEBUG                  - depth 41, hash e056054, HEAD~1190
2021-07-04 09:46:39,538 DEBUG                  - depth 42, hash 389a09b, HEAD~1200
2021-07-04 09:46:39,542 DEBUG                  - depth 43, hash 272b3f0, HEAD~1230
2021-07-04 09:46:39,547 DEBUG                  - depth 44, hash 45b98cb, HEAD~1231
2021-07-04 09:46:39,551 DEBUG                  - depth 45, hash e86b9ac, HEAD~1238
2021-07-04 09:46:39,555 DEBUG                  - depth 46, hash d721a5a, HEAD~1246
2021-07-04 09:46:39,559 DEBUG                  - depth 47, hash 7862120, HEAD~1247
2021-07-04 09:46:39,563 DEBUG                  - depth 48, hash 85909dd, HEAD~1283
2021-07-04 09:46:39,567 DEBUG                  - depth 49, hash 9952454, HEAD~1285
2021-07-04 09:46:39,571 DEBUG                  - depth 50, hash 5f9f61a, HEAD~1382
2021-07-04 09:46:39,575 DEBUG                  - depth 51, hash 5f41dde, HEAD~1418
2021-07-04 09:46:39,579 DEBUG                  - depth 52, hash da791d6, HEAD~1420
2021-07-04 09:46:39,583 DEBUG                  - depth 53, hash 55db3c7, HEAD~1424
2021-07-04 09:46:39,587 DEBUG                  - depth 54, hash ce623bd, HEAD~1429
2021-07-04 09:46:39,978 DEBUG    [line range] org/mockito/Mockito.java <clinit> 680:680
2021-07-04 09:46:40,081 DEBUG                  - depth 0, hash 3275500, HEAD~131
2021-07-04 09:46:40,086 DEBUG                  - depth 1, hash 52a27f7, HEAD~549
2021-07-04 09:46:40,090 DEBUG                  - depth 2, hash 7a9beaf, HEAD~551
2021-07-04 09:46:40,094 DEBUG    [line range] org/mockito/Mockito.java spy 996:1000
2021-07-04 09:46:40,230 DEBUG                  - depth 0, hash 72076a8, HEAD~180
2021-07-04 09:46:40,236 DEBUG                  - depth 1, hash 620f8fa, HEAD~181
