2021-07-04 05:30:01,740 INFO     Search BICs for /tmp/Lang-11b/
2021-07-04 05:30:01,740 DEBUG    Reading the coverage of org.apache.commons.lang3.RandomStringUtilsTest::testLANG807 (failings)
2021-07-04 05:30:01,741 INFO     Loaded 1x11 Coverage Matrix
2021-07-04 05:30:01,742 INFO     The number of total commits: 3318
2021-07-04 05:30:02,088 DEBUG    [line range] org/apache/commons/lang3/RandomStringUtils.java <clinit> 43:43
2021-07-04 05:30:02,198 DEBUG                  - depth 0, hash d23b22c, HEAD~3316
2021-07-04 05:30:02,204 DEBUG    [line range] org/apache/commons/lang3/RandomStringUtils.java random 162:164
2021-07-04 05:30:02,312 DEBUG                  - depth 0, hash 9b82eae, HEAD~2726
2021-07-04 05:30:02,318 DEBUG                  - depth 1, hash d23b22c, HEAD~3316
2021-07-04 05:30:02,322 DEBUG    [line range] org/apache/commons/lang3/RandomStringUtils.java random 223:289
2021-07-04 05:30:02,431 DEBUG                  - depth 0, hash c9d786a, HEAD~0
2021-07-04 05:30:02,436 DEBUG                  - depth 1, hash 29468bd, HEAD~82
2021-07-04 05:30:02,440 DEBUG                  - depth 2, hash 861034c, HEAD~604
2021-07-04 05:30:02,444 DEBUG                  - depth 3, hash 6ff9961, HEAD~1919
2021-07-04 05:30:02,448 DEBUG                  - depth 4, hash d2b38e0, HEAD~2017
2021-07-04 05:30:02,452 DEBUG                  - depth 5, hash ca8766e, HEAD~2567
2021-07-04 05:30:02,456 DEBUG                  - depth 6, hash 9b82eae, HEAD~2726
2021-07-04 05:30:02,460 DEBUG                  - depth 7, hash 5f70a38, HEAD~2769
2021-07-04 05:30:02,464 DEBUG                  - depth 8, hash 11d347c, HEAD~2903
2021-07-04 05:30:02,468 DEBUG                  - depth 9, hash 11a540b, HEAD~2979
2021-07-04 05:30:02,472 DEBUG                  - depth 10, hash 865a748, HEAD~3029
2021-07-04 05:30:02,477 DEBUG                  - depth 11, hash d23b22c, HEAD~3316
2021-07-04 05:30:02,481 INFO     The number of BIC candidates: 12
