2021-07-03 20:28:28,292 INFO     Search BICs for /tmp/Compress-11b/
2021-07-03 20:28:28,292 DEBUG    Reading the coverage of org.apache.commons.compress.archivers.ArchiveStreamFactoryTest::shortTextFilesAreNoTARs (failings)
2021-07-03 20:28:28,309 INFO     Loaded 1x104 Coverage Matrix
2021-07-03 20:28:28,309 INFO     The number of total commits: 954
2021-07-03 20:28:28,610 DEBUG    [single line]   org/apache/commons/compress/archivers/ArchiveInputStream.java <init> 40
2021-07-03 20:28:28,642 DEBUG                  - depth 0, hash ca16539, HEAD~841
2021-07-03 20:28:28,648 DEBUG    [line range] org/apache/commons/compress/archivers/ArchiveInputStream.java <init> 42:42
2021-07-03 20:28:28,680 DEBUG                  - depth 0, hash 253196a, HEAD~605
2021-07-03 20:28:29,028 DEBUG    [single line]   org/apache/commons/compress/archivers/ArchiveStreamFactory.java <init> 74
2021-07-03 20:28:29,062 DEBUG                  - depth 0, hash 6a70323, HEAD~831
2021-07-03 20:28:29,067 DEBUG                  - depth 1, hash ca16539, HEAD~841
2021-07-03 20:28:29,071 DEBUG    [line range] org/apache/commons/compress/archivers/ArchiveStreamFactory.java createArchiveInputStream 197:254
2021-07-03 20:28:29,105 DEBUG                  - depth 0, hash a932366, HEAD~107
2021-07-03 20:28:29,111 DEBUG                  - depth 1, hash 58c56fc, HEAD~234
2021-07-03 20:28:29,115 DEBUG                  - depth 2, hash 60d6b6a, HEAD~266
2021-07-03 20:28:29,119 DEBUG                  - depth 3, hash e2f8a9b, HEAD~473
2021-07-03 20:28:29,123 DEBUG                  - depth 4, hash 3a75bfd, HEAD~561
2021-07-03 20:28:29,127 DEBUG                  - depth 5, hash eeef242, HEAD~725
2021-07-03 20:28:29,131 DEBUG                  - depth 6, hash c4a65f0, HEAD~730
2021-07-03 20:28:29,135 DEBUG                  - depth 7, hash 55c78f6, HEAD~795
2021-07-03 20:28:29,139 DEBUG                  - depth 8, hash 0ba4e2a, HEAD~796
2021-07-03 20:28:29,143 DEBUG                  - depth 9, hash dff9001, HEAD~808
2021-07-03 20:28:29,147 DEBUG                  - depth 10, hash b7bc8c7, HEAD~811
2021-07-03 20:28:29,151 DEBUG                  - depth 11, hash 5d9f7b4, HEAD~812
