2021-07-04 10:27:28,243 INFO     Search BICs for /tmp/Time-19b/
2021-07-04 10:27:28,244 DEBUG    Reading the coverage of org.joda.time.TestDateTimeZoneCutover::testDateTimeCreation_london (failings)
2021-07-04 10:27:28,350 INFO     Loaded 1x1407 Coverage Matrix
2021-07-04 10:27:28,350 INFO     The number of total commits: 1540
2021-07-04 10:27:28,669 DEBUG    [single line]   org/joda/time/Chronology.java <init> 63
2021-07-04 10:27:28,730 DEBUG                  - depth 0, hash 6bdd176, HEAD~1112
2021-07-04 10:27:28,736 DEBUG                  - depth 1, hash 14dcaf0, HEAD~1415
2021-07-04 10:27:28,740 DEBUG                  - depth 2, hash 7fe68f2, HEAD~1536
2021-07-04 10:27:29,206 DEBUG    [line range] org/joda/time/DateTime.java <init> 324:333
2021-07-04 10:27:29,267 DEBUG                  - depth 0, hash dcaef09, HEAD~198
2021-07-04 10:27:29,610 DEBUG    [single line]   org/joda/time/DateTimeField.java <init> 33
2021-07-04 10:27:29,671 DEBUG                  - depth 0, hash 92e7588, HEAD~1353
2021-07-04 10:27:29,677 DEBUG                  - depth 1, hash 0e07ac6, HEAD~1530
2021-07-04 10:27:29,681 DEBUG                  - depth 2, hash 7fe68f2, HEAD~1536
2021-07-04 10:27:30,061 DEBUG    [line range] org/joda/time/DateTimeFieldType.java <clinit> 73:74
2021-07-04 10:27:30,120 DEBUG                  - depth 0, hash 1a5b0ef, HEAD~1074
2021-07-04 10:27:30,125 DEBUG                  - depth 1, hash a5f5886, HEAD~1077
2021-07-04 10:27:30,129 DEBUG                  - depth 2, hash 4f78ec4, HEAD~1078
2021-07-04 10:27:30,133 DEBUG                  - depth 3, hash de0a353, HEAD~1079
2021-07-04 10:27:30,138 DEBUG    [line range] org/joda/time/DateTimeFieldType.java <init> 152:155
2021-07-04 10:27:30,197 DEBUG                  - depth 0, hash 1a5b0ef, HEAD~1074
2021-07-04 10:27:30,202 DEBUG                  - depth 1, hash a5f5886, HEAD~1077
2021-07-04 10:27:30,206 DEBUG                  - depth 2, hash de0a353, HEAD~1079
2021-07-04 10:27:30,210 DEBUG    [line range] org/joda/time/DateTimeFieldType.java centuryOfEra 353:355
2021-07-04 10:27:30,269 DEBUG                  - depth 0, hash 1a5b0ef, HEAD~1074
2021-07-04 10:27:30,274 DEBUG                  - depth 1, hash de0a353, HEAD~1079
2021-07-04 10:27:30,278 DEBUG    [line range] org/joda/time/DateTimeFieldType.java clockhourOfDay 226:228
2021-07-04 10:27:30,336 DEBUG                  - depth 0, hash 1a5b0ef, HEAD~1074
2021-07-04 10:27:30,341 DEBUG                  - depth 1, hash de0a353, HEAD~1079
2021-07-04 10:27:30,346 DEBUG    [line range] org/joda/time/DateTimeFieldType.java clockhourOfHalfday 244:246
2021-07-04 10:27:30,405 DEBUG                  - depth 0, hash 1a5b0ef, HEAD~1074
2021-07-04 10:27:30,411 DEBUG                  - depth 1, hash de0a353, HEAD~1079
2021-07-04 10:27:30,415 DEBUG    [line range] org/joda/time/DateTimeFieldType.java dayOfMonth 272:274
2021-07-04 10:27:30,473 DEBUG                  - depth 0, hash 1a5b0ef, HEAD~1074
2021-07-04 10:27:30,478 DEBUG                  - depth 1, hash de0a353, HEAD~1079
2021-07-04 10:27:30,482 DEBUG    [line range] org/joda/time/DateTimeFieldType.java dayOfWeek 263:265
2021-07-04 10:27:30,540 DEBUG                  - depth 0, hash 1a5b0ef, HEAD~1074
2021-07-04 10:27:30,546 DEBUG                  - depth 1, hash de0a353, HEAD~1079
2021-07-04 10:27:30,550 DEBUG    [line range] org/joda/time/DateTimeFieldType.java dayOfYear 281:283
2021-07-04 10:27:30,608 DEBUG                  - depth 0, hash 1a5b0ef, HEAD~1074
2021-07-04 10:27:30,613 DEBUG                  - depth 1, hash de0a353, HEAD~1079
2021-07-04 10:27:30,617 DEBUG    [line range] org/joda/time/DateTimeFieldType.java era 362:364
2021-07-04 10:27:30,676 DEBUG                  - depth 0, hash 1a5b0ef, HEAD~1074
2021-07-04 10:27:30,681 DEBUG                  - depth 1, hash de0a353, HEAD~1079
2021-07-04 10:27:30,685 DEBUG    [line range] org/joda/time/DateTimeFieldType.java halfdayOfDay 253:255
2021-07-04 10:27:30,745 DEBUG                  - depth 0, hash 1a5b0ef, HEAD~1074
2021-07-04 10:27:30,750 DEBUG                  - depth 1, hash de0a353, HEAD~1079
2021-07-04 10:27:30,754 DEBUG    [line range] org/joda/time/DateTimeFieldType.java hourOfDay 217:219
2021-07-04 10:27:30,812 DEBUG                  - depth 0, hash 1a5b0ef, HEAD~1074
2021-07-04 10:27:30,817 DEBUG                  - depth 1, hash de0a353, HEAD~1079
2021-07-04 10:27:30,821 DEBUG    [line range] org/joda/time/DateTimeFieldType.java hourOfHalfday 235:237
2021-07-04 10:27:30,879 DEBUG                  - depth 0, hash 1a5b0ef, HEAD~1074
