2021-07-04 09:42:56,475 INFO     Search BICs for /tmp/Mockito-29b/
2021-07-04 09:42:56,477 DEBUG    Reading the coverage of org.mockitousage.bugs.NPEWithCertainMatchersTest::shouldNotThrowNPEWhenNullPassedToSame (failings)
2021-07-04 09:42:56,505 INFO     Loaded 1x651 Coverage Matrix
2021-07-04 09:42:56,506 INFO     The number of total commits: 1489
2021-07-04 09:42:56,799 DEBUG    [single line]   org/mockito/Answers.java <clinit> 25
2021-07-04 09:42:56,888 DEBUG                  - depth 0, hash 77fea3d, HEAD~132
2021-07-04 09:42:56,894 DEBUG    [single line]   org/mockito/Answers.java <clinit> 34
2021-07-04 09:42:56,984 DEBUG                  - depth 0, hash 77fea3d, HEAD~132
2021-07-04 09:42:56,989 DEBUG    [single line]   org/mockito/Answers.java <clinit> 43
2021-07-04 09:42:57,082 DEBUG                  - depth 0, hash 77fea3d, HEAD~132
2021-07-04 09:42:57,087 DEBUG    [single line]   org/mockito/Answers.java <clinit> 52
2021-07-04 09:42:57,178 DEBUG                  - depth 0, hash 77fea3d, HEAD~132
2021-07-04 09:42:57,184 DEBUG    [single line]   org/mockito/Answers.java <clinit> 62
2021-07-04 09:42:57,273 DEBUG                  - depth 0, hash 77fea3d, HEAD~132
2021-07-04 09:42:57,278 DEBUG    [single line]   org/mockito/Answers.java <clinit> 71
2021-07-04 09:42:57,368 DEBUG                  - depth 0, hash 77fea3d, HEAD~132
2021-07-04 09:42:57,373 DEBUG    [line range] org/mockito/Answers.java <init> 76:78
2021-07-04 09:42:57,463 DEBUG                  - depth 0, hash 77fea3d, HEAD~132
2021-07-04 09:42:57,468 DEBUG    [line range] org/mockito/Answers.java get 80:82
2021-07-04 09:42:57,557 DEBUG                  - depth 0, hash 77fea3d, HEAD~132
2021-07-04 09:42:57,848 DEBUG    [single line]   org/mockito/ArgumentMatcher.java <init> 57
2021-07-04 09:42:57,940 DEBUG                  - depth 0, hash 1532827, HEAD~234
2021-07-04 09:42:57,945 DEBUG                  - depth 1, hash cbc530c, HEAD~323
2021-07-04 09:42:57,949 DEBUG                  - depth 2, hash bf4eec3, HEAD~1161
2021-07-04 09:42:58,327 DEBUG    [line range] org/mockito/Matchers.java <clinit> 100:100
2021-07-04 09:42:58,429 DEBUG                  - depth 0, hash d94c8c1, HEAD~625
2021-07-04 09:42:58,434 DEBUG                  - depth 1, hash 7035637, HEAD~682
2021-07-04 09:42:58,438 DEBUG                  - depth 2, hash 863efe6, HEAD~701
2021-07-04 09:42:58,442 DEBUG                  - depth 3, hash 6d73019, HEAD~721
