2021-07-03 20:25:04,303 INFO     Search BICs for /tmp/Compress-2b/
2021-07-03 20:25:04,304 DEBUG    Reading the coverage of org.apache.commons.compress.archivers.ArTestCase::testArDelete (failings)
2021-07-03 20:25:04,315 INFO     Loaded 1x191 Coverage Matrix
2021-07-03 20:25:04,316 INFO     The number of total commits: 341
2021-07-03 20:25:04,586 DEBUG    [single line]   org/apache/commons/compress/archivers/ArchiveInputStream.java <init> 39
2021-07-03 20:25:04,599 DEBUG                  - depth 0, hash ca16539, HEAD~228
2021-07-03 20:25:04,869 DEBUG    [single line]   org/apache/commons/compress/archivers/ArchiveOutputStream.java <init> 24
2021-07-03 20:25:04,882 DEBUG                  - depth 0, hash c30b588, HEAD~184
2021-07-03 20:25:04,887 DEBUG                  - depth 1, hash f77e1f1, HEAD~192
2021-07-03 20:25:04,892 DEBUG                  - depth 2, hash ca16539, HEAD~228
2021-07-03 20:25:05,209 DEBUG    [single line]   org/apache/commons/compress/archivers/ArchiveStreamFactory.java <init> 45
2021-07-03 20:25:05,224 DEBUG                  - depth 0, hash 6a70323, HEAD~218
2021-07-03 20:25:05,230 DEBUG                  - depth 1, hash ca16539, HEAD~228
2021-07-03 20:25:05,234 DEBUG    [line range] org/apache/commons/compress/archivers/ArchiveStreamFactory.java createArchiveInputStream 117:153
2021-07-03 20:25:05,250 DEBUG                  - depth 0, hash eeef242, HEAD~112
2021-07-03 20:25:05,255 DEBUG                  - depth 1, hash c4a65f0, HEAD~117
2021-07-03 20:25:05,259 DEBUG                  - depth 2, hash 55c78f6, HEAD~182
2021-07-03 20:25:05,263 DEBUG                  - depth 3, hash 0ba4e2a, HEAD~183
2021-07-03 20:25:05,267 DEBUG                  - depth 4, hash dff9001, HEAD~195
2021-07-03 20:25:05,271 DEBUG                  - depth 5, hash b7bc8c7, HEAD~198
2021-07-03 20:25:05,275 DEBUG                  - depth 6, hash 5d9f7b4, HEAD~199
2021-07-03 20:25:05,279 DEBUG                  - depth 7, hash 70c8320, HEAD~208
2021-07-03 20:25:05,283 DEBUG                  - depth 8, hash 6a70323, HEAD~218
2021-07-03 20:25:05,287 DEBUG                  - depth 9, hash ca16539, HEAD~228
2021-07-03 20:25:05,292 DEBUG    [line range] org/apache/commons/compress/archivers/ArchiveStreamFactory.java createArchiveOutputStream 86:106
2021-07-03 20:25:05,308 DEBUG                  - depth 0, hash c4a65f0, HEAD~117
2021-07-03 20:25:05,313 DEBUG                  - depth 1, hash 55c78f6, HEAD~182
2021-07-03 20:25:05,317 DEBUG                  - depth 2, hash 0ba4e2a, HEAD~183
2021-07-03 20:25:05,321 DEBUG                  - depth 3, hash 6284d8d, HEAD~191
2021-07-03 20:25:05,325 DEBUG                  - depth 4, hash f77e1f1, HEAD~192
