2021-07-03 07:35:26,132 INFO     Search BICs for /tmp/Cli-24b/
2021-07-03 07:35:26,132 DEBUG    Reading the coverage of org.apache.commons.cli.bug.BugCLI162Test::testLongLineChunkingIndentIgnored (failings)
2021-07-03 07:35:26,136 INFO     Loaded 1x132 Coverage Matrix
2021-07-03 07:35:26,137 INFO     The number of total commits: 427
2021-07-03 07:35:26,532 DEBUG    [single line]   org/apache/commons/cli/HelpFormatter.java <init> 35
2021-07-03 07:35:26,552 DEBUG                  - depth 0, hash 147df44, HEAD~47
2021-07-03 07:35:26,557 DEBUG                  - depth 1, hash 9b2b803, HEAD~342
2021-07-03 07:35:26,562 DEBUG                  - depth 2, hash 6bcbf15, HEAD~348
2021-07-03 07:35:26,566 DEBUG                  - depth 3, hash 4c34483, HEAD~353
2021-07-03 07:35:26,570 DEBUG                  - depth 4, hash a021283, HEAD~373
2021-07-03 07:35:26,574 DEBUG                  - depth 5, hash 62670f5, HEAD~375
2021-07-03 07:35:26,578 DEBUG                  - depth 6, hash 821b85f, HEAD~380
2021-07-03 07:35:26,582 DEBUG                  - depth 7, hash c712732, HEAD~407
2021-07-03 07:35:26,586 DEBUG                  - depth 8, hash 4dcbfa6, HEAD~409
2021-07-03 07:35:26,590 DEBUG                  - depth 9, hash 4cca25d, HEAD~422
2021-07-03 07:35:26,594 DEBUG                  - depth 10, hash aae50c5, HEAD~425
2021-07-03 07:35:26,598 DEBUG    [line range] org/apache/commons/cli/HelpFormatter.java <init> 71:71
2021-07-03 07:35:26,618 DEBUG                  - depth 0, hash c29455d, HEAD~130
2021-07-03 07:35:26,623 DEBUG                  - depth 1, hash 9b2b803, HEAD~342
2021-07-03 07:35:26,627 DEBUG                  - depth 2, hash 6bcbf15, HEAD~348
2021-07-03 07:35:26,631 DEBUG                  - depth 3, hash 4c34483, HEAD~353
2021-07-03 07:35:26,635 DEBUG                  - depth 4, hash a021283, HEAD~373
2021-07-03 07:35:26,639 DEBUG                  - depth 5, hash 62670f5, HEAD~375
2021-07-03 07:35:26,643 DEBUG                  - depth 6, hash 821b85f, HEAD~380
2021-07-03 07:35:26,647 DEBUG                  - depth 7, hash c712732, HEAD~407
2021-07-03 07:35:26,651 DEBUG                  - depth 8, hash 4dcbfa6, HEAD~409
2021-07-03 07:35:26,656 DEBUG                  - depth 9, hash 4cca25d, HEAD~422
2021-07-03 07:35:26,660 DEBUG                  - depth 10, hash aae50c5, HEAD~425
2021-07-03 07:35:26,664 DEBUG    [line range] org/apache/commons/cli/HelpFormatter.java createPadding 920:930
2021-07-03 07:35:26,683 DEBUG                  - depth 0, hash 9b2b803, HEAD~342
2021-07-03 07:35:26,688 DEBUG                  - depth 1, hash 821b85f, HEAD~380
2021-07-03 07:35:26,692 DEBUG                  - depth 2, hash aae50c5, HEAD~425
2021-07-03 07:35:26,696 DEBUG    [line range] org/apache/commons/cli/HelpFormatter.java findWrapPos 867:911
2021-07-03 07:35:26,715 DEBUG                  - depth 0, hash 147df44, HEAD~47
2021-07-03 07:35:26,720 DEBUG                  - depth 1, hash a8a8ec0, HEAD~259
2021-07-03 07:35:26,724 DEBUG                  - depth 2, hash 9cb37e0, HEAD~269
2021-07-03 07:35:26,728 DEBUG                  - depth 3, hash 9b2b803, HEAD~342
2021-07-03 07:35:26,732 DEBUG                  - depth 4, hash 821b85f, HEAD~380
2021-07-03 07:35:26,736 DEBUG                  - depth 5, hash aae50c5, HEAD~425
2021-07-03 07:35:26,741 DEBUG    [line range] org/apache/commons/cli/HelpFormatter.java getOptionComparator 302:305
2021-07-03 07:35:26,757 DEBUG                  - depth 0, hash 147df44, HEAD~47
2021-07-03 07:35:26,762 DEBUG                  - depth 1, hash df8f8e1, HEAD~104
2021-07-03 07:35:26,766 DEBUG    [line range] org/apache/commons/cli/HelpFormatter.java printHelp 439:444
2021-07-03 07:35:26,786 DEBUG                  - depth 0, hash 147df44, HEAD~47
2021-07-03 07:35:26,791 DEBUG                  - depth 1, hash 9b2b803, HEAD~342
2021-07-03 07:35:26,796 DEBUG                  - depth 2, hash 6bcbf15, HEAD~348
2021-07-03 07:35:26,800 DEBUG                  - depth 3, hash 4c34483, HEAD~353
2021-07-03 07:35:26,804 DEBUG                  - depth 4, hash a021283, HEAD~373
2021-07-03 07:35:26,808 DEBUG                  - depth 5, hash 62670f5, HEAD~375
