2021-07-04 08:33:18,665 INFO     Search BICs for /tmp/Mockito-4b/
2021-07-04 08:33:18,666 DEBUG    Reading the coverage of org.mockito.exceptions.ReporterTest::can_use_print_mock_name_even_when_mock_bogus_default_answer_and_when_reporting_no_more_interaction_wanted_in_order (failings)
2021-07-04 08:33:18,699 DEBUG    Reading the coverage of org.mockito.exceptions.ReporterTest::can_use_print_mock_name_even_when_mock_bogus_default_answer_and_when_reporting_injection_failure (failings)
2021-07-04 08:33:18,727 DEBUG    Reading the coverage of org.mockito.exceptions.ReporterTest::can_use_mock_name_even_when_mock_bogus_default_answer_and_when_reporting_no_more_interaction_wanted (failings)
2021-07-04 08:33:18,770 DEBUG    Reading the coverage of org.mockitousage.bugs.ClassCastExOnVerifyZeroInteractionsTest::should_not_throw_a_ClassCastException (failings)
2021-07-04 08:33:18,804 INFO     Loaded 4x731 Coverage Matrix
2021-07-04 08:33:18,805 INFO     The number of total commits: 2560
2021-07-04 08:33:19,099 DEBUG    [single line]   org/mockito/Answers.java <clinit> 26
2021-07-04 08:33:19,217 DEBUG                  - depth 0, hash 34f4436, HEAD~108
2021-07-04 08:33:19,223 DEBUG                  - depth 1, hash 1351511, HEAD~578
2021-07-04 08:33:19,227 DEBUG                  - depth 2, hash f7fc2e1, HEAD~953
2021-07-04 08:33:19,231 DEBUG                  - depth 3, hash b64e775, HEAD~961
2021-07-04 08:33:19,235 DEBUG                  - depth 4, hash 4bf949d, HEAD~990
2021-07-04 08:33:19,239 DEBUG                  - depth 5, hash af1b08c, HEAD~1069
2021-07-04 08:33:19,243 DEBUG                  - depth 6, hash 346dc99, HEAD~1202
2021-07-04 08:33:19,247 DEBUG                  - depth 7, hash 77fea3d, HEAD~1203
2021-07-04 08:33:19,251 DEBUG    [single line]   org/mockito/Answers.java <clinit> 34
2021-07-04 08:33:19,369 DEBUG                  - depth 0, hash 34f4436, HEAD~108
2021-07-04 08:33:19,374 DEBUG                  - depth 1, hash 1351511, HEAD~578
2021-07-04 08:33:19,378 DEBUG                  - depth 2, hash f7fc2e1, HEAD~953
2021-07-04 08:33:19,382 DEBUG                  - depth 3, hash b64e775, HEAD~961
2021-07-04 08:33:19,386 DEBUG                  - depth 4, hash 4bf949d, HEAD~990
2021-07-04 08:33:19,390 DEBUG                  - depth 5, hash af1b08c, HEAD~1069
2021-07-04 08:33:19,394 DEBUG                  - depth 6, hash 346dc99, HEAD~1202
2021-07-04 08:33:19,398 DEBUG                  - depth 7, hash 77fea3d, HEAD~1203
2021-07-04 08:33:19,403 DEBUG    [single line]   org/mockito/Answers.java <clinit> 43
2021-07-04 08:33:19,525 DEBUG                  - depth 0, hash 34f4436, HEAD~108
2021-07-04 08:33:19,530 DEBUG                  - depth 1, hash 1351511, HEAD~578
2021-07-04 08:33:19,534 DEBUG                  - depth 2, hash f7fc2e1, HEAD~953
2021-07-04 08:33:19,539 DEBUG                  - depth 3, hash b64e775, HEAD~961
2021-07-04 08:33:19,543 DEBUG                  - depth 4, hash 4bf949d, HEAD~990
2021-07-04 08:33:19,547 DEBUG                  - depth 5, hash af1b08c, HEAD~1069
2021-07-04 08:33:19,551 DEBUG                  - depth 6, hash 346dc99, HEAD~1202
2021-07-04 08:33:19,555 DEBUG                  - depth 7, hash 77fea3d, HEAD~1203
2021-07-04 08:33:19,559 DEBUG    [single line]   org/mockito/Answers.java <clinit> 52
2021-07-04 08:33:19,682 DEBUG                  - depth 0, hash 34f4436, HEAD~108
2021-07-04 08:33:19,687 DEBUG                  - depth 1, hash 1351511, HEAD~578
2021-07-04 08:33:19,691 DEBUG                  - depth 2, hash f7fc2e1, HEAD~953
2021-07-04 08:33:19,695 DEBUG                  - depth 3, hash b64e775, HEAD~961
2021-07-04 08:33:19,699 DEBUG                  - depth 4, hash 4bf949d, HEAD~990
2021-07-04 08:33:19,703 DEBUG                  - depth 5, hash af1b08c, HEAD~1069
2021-07-04 08:33:19,708 DEBUG                  - depth 6, hash 346dc99, HEAD~1202
2021-07-04 08:33:19,712 DEBUG                  - depth 7, hash 77fea3d, HEAD~1203
2021-07-04 08:33:19,716 DEBUG    [single line]   org/mockito/Answers.java <clinit> 62
2021-07-04 08:33:19,838 DEBUG                  - depth 0, hash 34f4436, HEAD~108
2021-07-04 08:33:19,843 DEBUG                  - depth 1, hash 1351511, HEAD~578
2021-07-04 08:33:19,848 DEBUG                  - depth 2, hash f7fc2e1, HEAD~953
