2021-07-03 07:30:10,321 INFO     Search BICs for /tmp/Cli-2b/
2021-07-03 07:30:10,321 DEBUG    Reading the coverage of org.apache.commons.cli.bug.BugCLI51Test::test (failings)
2021-07-03 07:30:10,327 INFO     Loaded 1x200 Coverage Matrix
2021-07-03 07:30:10,327 INFO     The number of total commits: 264
2021-07-03 07:30:10,647 DEBUG    [line range] org/apache/commons/cli/CommandLine.java <init> 43:43
2021-07-03 07:30:10,660 DEBUG                  - depth 0, hash 9b2b803, HEAD~179
2021-07-03 07:30:10,666 DEBUG                  - depth 1, hash aae50c5, HEAD~262
2021-07-03 07:30:10,670 DEBUG    [line range] org/apache/commons/cli/CommandLine.java addOption 286:289
2021-07-03 07:30:10,683 DEBUG                  - depth 0, hash b0e1b80, HEAD~0
2021-07-03 07:30:10,688 DEBUG                  - depth 1, hash 9b2b803, HEAD~179
2021-07-03 07:30:10,692 DEBUG                  - depth 2, hash 0f52eff, HEAD~187
2021-07-03 07:30:10,696 DEBUG                  - depth 3, hash 347bbeb, HEAD~188
2021-07-03 07:30:10,700 DEBUG                  - depth 4, hash 0c281fb, HEAD~191
2021-07-03 07:30:10,704 DEBUG                  - depth 5, hash 872f1d5, HEAD~211
2021-07-03 07:30:10,709 DEBUG                  - depth 6, hash c08f738, HEAD~214
2021-07-03 07:30:10,713 DEBUG                  - depth 7, hash 04490af, HEAD~227
2021-07-03 07:30:10,717 DEBUG                  - depth 8, hash f9df518, HEAD~231
2021-07-03 07:30:10,721 DEBUG                  - depth 9, hash 5aa47b7, HEAD~236
2021-07-03 07:30:10,725 DEBUG                  - depth 10, hash 4cca25d, HEAD~259
2021-07-03 07:30:10,729 DEBUG                  - depth 11, hash aae50c5, HEAD~262
2021-07-03 07:30:11,081 DEBUG    [line range] org/apache/commons/cli/Option.java <init> 89:93
2021-07-03 07:30:11,095 DEBUG                  - depth 0, hash 9b2b803, HEAD~179
2021-07-03 07:30:11,101 DEBUG                  - depth 1, hash 04490af, HEAD~227
2021-07-03 07:30:11,105 DEBUG                  - depth 2, hash 16b91ad, HEAD~235
2021-07-03 07:30:11,109 DEBUG    [line range] org/apache/commons/cli/Option.java <init> 54:54
2021-07-03 07:30:11,122 DEBUG                  - depth 0, hash beb276c, HEAD~184
2021-07-03 07:30:11,127 DEBUG                  - depth 1, hash 62670f5, HEAD~212
2021-07-03 07:30:11,131 DEBUG    [line range] org/apache/commons/cli/Option.java add 474:484
