2021-07-03 20:26:59,591 INFO     Search BICs for /tmp/Compress-6b/
2021-07-03 20:26:59,591 DEBUG    Reading the coverage of org.apache.commons.compress.archivers.zip.ZipArchiveEntryTest::testNotEquals (failings)
2021-07-03 20:26:59,592 INFO     Loaded 1x14 Coverage Matrix
2021-07-03 20:26:59,592 INFO     The number of total commits: 547
2021-07-03 20:26:59,946 DEBUG    [line range] org/apache/commons/compress/archivers/zip/ZipArchiveEntry.java <init> 50:50
2021-07-03 20:26:59,969 DEBUG                  - depth 0, hash 7b125a3, HEAD~3
2021-07-03 20:26:59,975 DEBUG    [line range] org/apache/commons/compress/archivers/zip/ZipArchiveEntry.java <init> 62:64
2021-07-03 20:26:59,998 DEBUG                  - depth 0, hash 463d6eb, HEAD~399
2021-07-03 20:27:00,003 DEBUG                  - depth 1, hash ab9ebfc, HEAD~413
2021-07-03 20:27:00,007 DEBUG                  - depth 2, hash 8822084, HEAD~505
2021-07-03 20:27:00,011 DEBUG    [line range] org/apache/commons/compress/archivers/zip/ZipArchiveEntry.java equals 454:470
2021-07-03 20:27:00,035 DEBUG                  - depth 0, hash 28c23fb, HEAD~90
2021-07-03 20:27:00,040 INFO     The number of BIC candidates: 5
