2021-07-03 20:47:56,807 INFO     Search BICs for /tmp/Compress-46b/
2021-07-03 20:47:56,807 DEBUG    Reading the coverage of org.apache.commons.compress.archivers.zip.X5455_ExtendedTimestampTest::testGettersSetters (failings)
2021-07-03 20:47:56,809 INFO     Loaded 1x29 Coverage Matrix
2021-07-03 20:47:56,810 INFO     The number of total commits: 2294
2021-07-03 20:47:57,171 DEBUG    [line range] org/apache/commons/compress/archivers/zip/X5455_ExtendedTimestamp.java <clinit> 84:84
2021-07-03 20:47:57,249 DEBUG                  - depth 0, hash 0e1d5a4, HEAD~1184
2021-07-03 20:47:57,254 DEBUG    [line range] org/apache/commons/compress/archivers/zip/X5455_ExtendedTimestamp.java <init> 122:122
2021-07-03 20:47:57,332 DEBUG                  - depth 0, hash 0e1d5a4, HEAD~1184
2021-07-03 20:47:57,337 DEBUG    [line range] org/apache/commons/compress/archivers/zip/X5455_ExtendedTimestamp.java dateToZipLong 518:527
2021-07-03 20:47:57,414 DEBUG                  - depth 0, hash 0e1d5a4, HEAD~1184
2021-07-03 20:47:57,419 DEBUG    [line range] org/apache/commons/compress/archivers/zip/X5455_ExtendedTimestamp.java setModifyJavaTime 476:476
2021-07-03 20:47:57,496 DEBUG                  - depth 0, hash 478bef3, HEAD~447
2021-07-03 20:47:57,502 DEBUG                  - depth 1, hash 0e1d5a4, HEAD~1184
2021-07-03 20:47:57,506 DEBUG    [line range] org/apache/commons/compress/archivers/zip/X5455_ExtendedTimestamp.java setModifyTime 418:423
2021-07-03 20:47:57,583 DEBUG                  - depth 0, hash 478bef3, HEAD~447
2021-07-03 20:47:57,588 DEBUG                  - depth 1, hash 09a4199, HEAD~941
2021-07-03 20:47:57,592 DEBUG                  - depth 2, hash 0e1d5a4, HEAD~1184
2021-07-03 20:47:57,930 DEBUG    [line range] org/apache/commons/compress/archivers/zip/ZipLong.java <clinit> 37:37
2021-07-03 20:47:58,010 DEBUG                  - depth 0, hash 008ca94, HEAD~2010
2021-07-03 20:47:58,015 DEBUG    [line range] org/apache/commons/compress/archivers/zip/ZipLong.java <init> 88:90
2021-07-03 20:47:58,092 DEBUG                  - depth 0, hash d0595b7, HEAD~0
2021-07-03 20:47:58,098 DEBUG    [line range] org/apache/commons/compress/archivers/zip/ZipLong.java <init> 80:82
2021-07-03 20:47:58,180 DEBUG                  - depth 0, hash 478bef3, HEAD~447
2021-07-03 20:47:58,185 DEBUG                  - depth 1, hash ab9ebfc, HEAD~2160
2021-07-03 20:47:58,189 DEBUG                  - depth 2, hash 8822084, HEAD~2252
2021-07-03 20:47:58,193 DEBUG    [line range] org/apache/commons/compress/archivers/zip/ZipLong.java getValue 121:123
2021-07-03 20:47:58,274 DEBUG                  - depth 0, hash ab9ebfc, HEAD~2160
2021-07-03 20:47:58,606 DEBUG    [line range] org/apache/commons/compress/archivers/zip/ZipShort.java <clinit> 34:34
2021-07-03 20:47:58,685 DEBUG                  - depth 0, hash e3e137d, HEAD~65
2021-07-03 20:47:58,691 DEBUG    [line range] org/apache/commons/compress/archivers/zip/ZipShort.java <init> 44:46
2021-07-03 20:47:58,771 DEBUG                  - depth 0, hash 478bef3, HEAD~447
2021-07-03 20:47:58,776 DEBUG                  - depth 1, hash ab9ebfc, HEAD~2160
2021-07-03 20:47:58,780 DEBUG                  - depth 2, hash 8822084, HEAD~2252
2021-07-03 20:47:58,784 INFO     The number of BIC candidates: 8
