2021-07-04 09:45:35,575 INFO     Search BICs for /tmp/Mockito-31b/
2021-07-04 09:45:35,577 DEBUG    Reading the coverage of org.mockito.internal.stubbing.defaultanswers.ReturnsSmartNullsTest::shouldPrintTheParametersWhenCallingAMethodWithArgs (failings)
2021-07-04 09:45:35,586 INFO     Loaded 1x241 Coverage Matrix
2021-07-04 09:45:35,586 INFO     The number of total commits: 1477
2021-07-04 09:45:35,891 DEBUG    [line range] org/mockito/MockitoAnnotations.java initMocks 88:98
2021-07-04 09:45:35,981 DEBUG                  - depth 0, hash feb23b0, HEAD~1133
2021-07-04 09:45:35,987 DEBUG                  - depth 1, hash ebcb3e7, HEAD~1135
2021-07-04 09:45:35,991 DEBUG                  - depth 2, hash 70eb8ea, HEAD~1183
2021-07-04 09:45:35,995 DEBUG    [line range] org/mockito/MockitoAnnotations.java scan 100:113
2021-07-04 09:45:36,085 DEBUG                  - depth 0, hash 75e15e4, HEAD~95
2021-07-04 09:45:36,090 DEBUG                  - depth 1, hash 3275500, HEAD~161
2021-07-04 09:45:36,094 DEBUG                  - depth 2, hash 896c61e, HEAD~164
2021-07-04 09:45:36,098 DEBUG                  - depth 3, hash 2a256b3, HEAD~661
2021-07-04 09:45:36,102 DEBUG                  - depth 4, hash 2dc4ebd, HEAD~884
2021-07-04 09:45:36,106 DEBUG                  - depth 5, hash 2aed41e, HEAD~1027
2021-07-04 09:45:36,110 DEBUG                  - depth 6, hash 83fcd71, HEAD~1134
2021-07-04 09:45:36,114 DEBUG                  - depth 7, hash ebcb3e7, HEAD~1135
2021-07-04 09:45:36,118 DEBUG                  - depth 8, hash 70eb8ea, HEAD~1183
2021-07-04 09:45:36,398 DEBUG    [single line]   org/mockito/configuration/DefaultMockitoConfiguration.java <init> 20
2021-07-04 09:45:36,488 DEBUG                  - depth 0, hash 2d152ee, HEAD~690
2021-07-04 09:45:36,853 DEBUG    [single line]   org/mockito/exceptions/Reporter.java <init> 46
2021-07-04 09:45:36,952 DEBUG                  - depth 0, hash bcc618a, HEAD~1293
2021-07-04 09:45:36,957 DEBUG                  - depth 1, hash ce722d1, HEAD~1411
2021-07-04 09:45:37,251 DEBUG    [single line]   org/mockito/internal/configuration/ClassPathLoader.java <init> 10
2021-07-04 09:45:37,341 DEBUG                  - depth 0, hash c81d6bd, HEAD~675
2021-07-04 09:45:37,346 DEBUG    [line range] org/mockito/internal/configuration/ClassPathLoader.java loadConfiguration 15:35
2021-07-04 09:45:37,435 DEBUG                  - depth 0, hash d5d05a2, HEAD~655
2021-07-04 09:45:37,440 DEBUG                  - depth 1, hash fca2c21, HEAD~674
2021-07-04 09:45:37,444 DEBUG                  - depth 2, hash c81d6bd, HEAD~675
2021-07-04 09:45:37,772 DEBUG    [single line]   org/mockito/internal/configuration/DefaultAnnotationEngine.java <init> 28
2021-07-04 09:45:37,864 DEBUG                  - depth 0, hash 7a6d0db, HEAD~660
2021-07-04 09:45:37,869 DEBUG                  - depth 1, hash 2a256b3, HEAD~661
