2021-07-03 07:39:54,217 INFO     Search BICs for /tmp/Cli-38b/
2021-07-03 07:39:54,217 DEBUG    Reading the coverage of org.apache.commons.cli.bug.BugCLI265Test::shouldParseConcatenatedShortOptions (failings)
2021-07-03 07:39:54,224 INFO     Loaded 1x183 Coverage Matrix
2021-07-03 07:39:54,224 INFO     The number of total commits: 831
2021-07-03 07:39:54,556 DEBUG    [line range] org/apache/commons/cli/CommandLine.java <init> 46:46
2021-07-03 07:39:54,587 DEBUG                  - depth 0, hash ccae69f, HEAD~171
2021-07-03 07:39:54,593 DEBUG                  - depth 1, hash a1b5d44, HEAD~181
2021-07-03 07:39:54,597 DEBUG                  - depth 2, hash 9b2b803, HEAD~746
2021-07-03 07:39:54,601 DEBUG                  - depth 3, hash aae50c5, HEAD~829
2021-07-03 07:39:54,605 DEBUG    [line range] org/apache/commons/cli/CommandLine.java addOption 349:352
2021-07-03 07:39:54,636 DEBUG                  - depth 0, hash 5de96d7, HEAD~187
2021-07-03 07:39:54,641 DEBUG                  - depth 1, hash b0e1b80, HEAD~550
2021-07-03 07:39:54,645 DEBUG                  - depth 2, hash 9b2b803, HEAD~746
2021-07-03 07:39:54,650 DEBUG                  - depth 3, hash 0f52eff, HEAD~754
2021-07-03 07:39:54,654 DEBUG                  - depth 4, hash 347bbeb, HEAD~755
2021-07-03 07:39:54,658 DEBUG                  - depth 5, hash 0c281fb, HEAD~758
2021-07-03 07:39:54,662 DEBUG                  - depth 6, hash 872f1d5, HEAD~778
2021-07-03 07:39:54,666 DEBUG                  - depth 7, hash c08f738, HEAD~781
2021-07-03 07:39:54,670 DEBUG                  - depth 8, hash 04490af, HEAD~794
2021-07-03 07:39:54,674 DEBUG                  - depth 9, hash f9df518, HEAD~798
2021-07-03 07:39:54,678 DEBUG                  - depth 10, hash 5aa47b7, HEAD~803
2021-07-03 07:39:54,683 DEBUG                  - depth 11, hash 4cca25d, HEAD~826
2021-07-03 07:39:54,687 DEBUG                  - depth 12, hash aae50c5, HEAD~829
2021-07-03 07:39:54,691 DEBUG    [line range] org/apache/commons/cli/CommandLine.java getOptionValue 142:147
2021-07-03 07:39:54,722 DEBUG                  - depth 0, hash 9b2b803, HEAD~746
2021-07-03 07:39:54,727 DEBUG                  - depth 1, hash f9df518, HEAD~798
