2021-07-03 20:52:19,381 INFO     Search BICs for /tmp/Csv-13b/
2021-07-03 20:52:19,381 DEBUG    Reading the coverage of org.apache.commons.csv.CSVPrinterTest::testMySqlNullStringDefault (failings)
2021-07-03 20:52:19,388 DEBUG    Reading the coverage of org.apache.commons.csv.CSVPrinterTest::testMySqlNullOutput (failings)
2021-07-03 20:52:19,395 INFO     Loaded 2x124 Coverage Matrix
2021-07-03 20:52:19,396 INFO     The number of total commits: 1011
2021-07-03 20:52:19,818 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java <clinit> 229:230
2021-07-03 20:52:19,869 DEBUG                  - depth 0, hash d54b339, HEAD~16
2021-07-03 20:52:19,875 DEBUG                  - depth 1, hash 4471e9d, HEAD~77
2021-07-03 20:52:19,879 DEBUG                  - depth 2, hash a4f7371, HEAD~121
2021-07-03 20:52:19,883 DEBUG                  - depth 3, hash 99c3819, HEAD~204
2021-07-03 20:52:19,887 DEBUG                  - depth 4, hash 5db1a2c, HEAD~321
2021-07-03 20:52:19,891 DEBUG                  - depth 5, hash 97d3457, HEAD~376
2021-07-03 20:52:19,895 DEBUG                  - depth 6, hash 75f39a8, HEAD~388
2021-07-03 20:52:19,899 DEBUG                  - depth 7, hash 60cc83a, HEAD~441
2021-07-03 20:52:19,903 DEBUG                  - depth 8, hash 50e2719, HEAD~632
2021-07-03 20:52:19,907 DEBUG                  - depth 9, hash 42476f4, HEAD~873
2021-07-03 20:52:19,911 DEBUG                  - depth 10, hash 1166ca6, HEAD~884
2021-07-03 20:52:19,915 DEBUG                  - depth 11, hash eac54a2, HEAD~989
2021-07-03 20:52:19,919 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java <init> 414:434
2021-07-03 20:52:19,967 DEBUG                  - depth 0, hash d54b339, HEAD~16
2021-07-03 20:52:19,972 DEBUG                  - depth 1, hash 722d696, HEAD~72
2021-07-03 20:52:19,976 DEBUG                  - depth 2, hash 4471e9d, HEAD~77
2021-07-03 20:52:19,980 DEBUG                  - depth 3, hash a4f7371, HEAD~121
2021-07-03 20:52:19,984 DEBUG                  - depth 4, hash 67d150a, HEAD~147
2021-07-03 20:52:19,988 DEBUG                  - depth 5, hash f9a3162, HEAD~148
2021-07-03 20:52:19,992 DEBUG                  - depth 6, hash a72c71f, HEAD~149
2021-07-03 20:52:19,996 DEBUG                  - depth 7, hash aa0762d, HEAD~151
2021-07-03 20:52:20,001 DEBUG                  - depth 8, hash 3cd5067, HEAD~185
2021-07-03 20:52:20,005 DEBUG                  - depth 9, hash c1049b5, HEAD~193
2021-07-03 20:52:20,009 DEBUG                  - depth 10, hash cdbb1cd, HEAD~197
2021-07-03 20:52:20,013 DEBUG                  - depth 11, hash fa116dd, HEAD~198
2021-07-03 20:52:20,017 DEBUG                  - depth 12, hash 1fa12a6, HEAD~199
2021-07-03 20:52:20,021 DEBUG                  - depth 13, hash 4b2a4ca, HEAD~200
2021-07-03 20:52:20,025 DEBUG                  - depth 14, hash 99c3819, HEAD~204
2021-07-03 20:52:20,029 DEBUG                  - depth 15, hash 16b175b, HEAD~212
2021-07-03 20:52:20,033 DEBUG                  - depth 16, hash 35d101c, HEAD~214
2021-07-03 20:52:20,037 DEBUG                  - depth 17, hash 692a1e3, HEAD~215
2021-07-03 20:52:20,041 DEBUG                  - depth 18, hash 5941149, HEAD~271
2021-07-03 20:52:20,045 DEBUG                  - depth 19, hash 97d3457, HEAD~376
2021-07-03 20:52:20,049 DEBUG                  - depth 20, hash 5a0894f, HEAD~400
2021-07-03 20:52:20,054 DEBUG                  - depth 21, hash ab2e7eb, HEAD~404
2021-07-03 20:52:20,058 DEBUG                  - depth 22, hash 75b9a4b, HEAD~440
2021-07-03 20:52:20,062 DEBUG                  - depth 23, hash 60cc83a, HEAD~441
2021-07-03 20:52:20,066 DEBUG                  - depth 24, hash db11c04, HEAD~531
2021-07-03 20:52:20,070 DEBUG                  - depth 25, hash 6a34b82, HEAD~541
2021-07-03 20:52:20,074 DEBUG                  - depth 26, hash 0030e1a, HEAD~593
