2021-07-04 09:30:41,782 INFO     Search BICs for /tmp/Mockito-22b/
2021-07-04 09:30:41,782 DEBUG    Reading the coverage of org.mockito.internal.matchers.EqualityTest::shouldKnowIfObjectsAreEqual (failings)
2021-07-04 09:30:41,793 INFO     Loaded 1x216 Coverage Matrix
2021-07-04 09:30:41,793 INFO     The number of total commits: 1977
2021-07-04 09:30:42,112 DEBUG    [line range] org/mockito/MockitoAnnotations.java initMocks 89:109
2021-07-04 09:30:42,225 DEBUG                  - depth 0, hash f920e3a, HEAD~437
2021-07-04 09:30:42,231 DEBUG                  - depth 1, hash f8f76a4, HEAD~487
2021-07-04 09:30:42,235 DEBUG                  - depth 2, hash feb23b0, HEAD~1633
2021-07-04 09:30:42,239 DEBUG                  - depth 3, hash ebcb3e7, HEAD~1635
2021-07-04 09:30:42,243 DEBUG                  - depth 4, hash 70eb8ea, HEAD~1683
2021-07-04 09:30:42,248 DEBUG    [line range] org/mockito/MockitoAnnotations.java scanDeprecatedWay 111:117
2021-07-04 09:30:42,359 DEBUG                  - depth 0, hash f8f76a4, HEAD~487
2021-07-04 09:30:42,364 DEBUG                  - depth 1, hash 75e15e4, HEAD~595
2021-07-04 09:30:42,368 DEBUG                  - depth 2, hash 3275500, HEAD~661
2021-07-04 09:30:42,372 DEBUG                  - depth 3, hash 896c61e, HEAD~664
2021-07-04 09:30:42,376 DEBUG                  - depth 4, hash 2a256b3, HEAD~1161
2021-07-04 09:30:42,381 DEBUG                  - depth 5, hash 2dc4ebd, HEAD~1384
2021-07-04 09:30:42,385 DEBUG                  - depth 6, hash 2aed41e, HEAD~1527
2021-07-04 09:30:42,389 DEBUG                  - depth 7, hash 83fcd71, HEAD~1634
2021-07-04 09:30:42,393 DEBUG                  - depth 8, hash ebcb3e7, HEAD~1635
2021-07-04 09:30:42,397 DEBUG                  - depth 9, hash 70eb8ea, HEAD~1683
2021-07-04 09:30:42,681 DEBUG    [single line]   org/mockito/configuration/DefaultMockitoConfiguration.java <init> 20
2021-07-04 09:30:42,793 DEBUG                  - depth 0, hash 2d152ee, HEAD~1190
2021-07-04 09:30:42,799 DEBUG    [line range] org/mockito/configuration/DefaultMockitoConfiguration.java getAnnotationEngine 38:40
2021-07-04 09:30:42,911 DEBUG                  - depth 0, hash 3275500, HEAD~661
2021-07-04 09:30:42,916 DEBUG                  - depth 1, hash 7a6d0db, HEAD~1160
2021-07-04 09:30:42,921 DEBUG                  - depth 2, hash 2a256b3, HEAD~1161
2021-07-04 09:30:43,309 DEBUG    [single line]   org/mockito/exceptions/Reporter.java <init> 49
2021-07-04 09:30:43,436 DEBUG                  - depth 0, hash bcc618a, HEAD~1793
2021-07-04 09:30:43,442 DEBUG                  - depth 1, hash ce722d1, HEAD~1911
2021-07-04 09:30:43,721 DEBUG    [single line]   org/mockito/internal/configuration/CaptorAnnotationProcessor.java process 17
2021-07-04 09:30:43,833 DEBUG                  - depth 0, hash 5ea5f32, HEAD~311
2021-07-04 09:30:44,176 DEBUG    [line range] org/mockito/internal/configuration/ClassPathLoader.java <clinit> 63:63
2021-07-04 09:30:44,291 DEBUG                  - depth 0, hash d6fbda8, HEAD~134
2021-07-04 09:30:44,296 DEBUG                  - depth 1, hash e3923e3, HEAD~137
2021-07-04 09:30:44,300 DEBUG                  - depth 2, hash b206310, HEAD~178
2021-07-04 09:30:44,304 DEBUG                  - depth 3, hash f1290c4, HEAD~208
2021-07-04 09:30:44,308 DEBUG                  - depth 4, hash ff32a69, HEAD~242
2021-07-04 09:30:44,312 DEBUG                  - depth 5, hash f7fc2e1, HEAD~370
2021-07-04 09:30:44,316 DEBUG                  - depth 6, hash f66dc40, HEAD~299
2021-07-04 09:30:44,320 DEBUG                  - depth 7, hash 4c1a6c2, HEAD~301
2021-07-04 09:30:44,324 DEBUG                  - depth 8, hash 1db289e, HEAD~308
