2021-07-03 20:53:16,059 INFO     Search BICs for /tmp/Csv-15b/
2021-07-03 20:53:16,059 DEBUG    Reading the coverage of org.apache.commons.csv.CSVPrinterTest::testDontQuoteEuroFirstChar (failings)
2021-07-03 20:53:16,065 INFO     Loaded 1x151 Coverage Matrix
2021-07-03 20:53:16,065 INFO     The number of total commits: 1213
2021-07-03 20:53:16,344 DEBUG    [line range] org/apache/commons/csv/Assertions.java notNull 33:37
2021-07-03 20:53:16,377 DEBUG                  - depth 0, hash 5941149, HEAD~473
2021-07-03 20:53:16,382 DEBUG                  - depth 1, hash 724c88d, HEAD~514
2021-07-03 20:53:16,387 DEBUG                  - depth 2, hash a2fef00, HEAD~516
2021-07-03 20:53:16,868 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java <clinit> 244:245
2021-07-03 20:53:16,935 DEBUG                  - depth 0, hash 7e47152, HEAD~12
2021-07-03 20:53:16,940 DEBUG                  - depth 1, hash 16b9e2c, HEAD~184
2021-07-03 20:53:16,944 DEBUG                  - depth 2, hash d54b339, HEAD~218
2021-07-03 20:53:16,948 DEBUG                  - depth 3, hash 4471e9d, HEAD~279
2021-07-03 20:53:16,952 DEBUG                  - depth 4, hash a4f7371, HEAD~323
2021-07-03 20:53:16,956 DEBUG                  - depth 5, hash 99c3819, HEAD~406
2021-07-03 20:53:16,960 DEBUG                  - depth 6, hash 5db1a2c, HEAD~523
2021-07-03 20:53:16,964 DEBUG                  - depth 7, hash 97d3457, HEAD~578
2021-07-03 20:53:16,969 DEBUG                  - depth 8, hash 75f39a8, HEAD~590
2021-07-03 20:53:16,973 DEBUG                  - depth 9, hash 60cc83a, HEAD~643
2021-07-03 20:53:16,977 DEBUG                  - depth 10, hash 50e2719, HEAD~834
2021-07-03 20:53:16,981 DEBUG                  - depth 11, hash 42476f4, HEAD~1075
2021-07-03 20:53:16,985 DEBUG                  - depth 12, hash 1166ca6, HEAD~1086
2021-07-03 20:53:16,989 DEBUG                  - depth 13, hash eac54a2, HEAD~1191
2021-07-03 20:53:16,993 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java <init> 628:652
2021-07-03 20:53:17,056 DEBUG                  - depth 0, hash 0c216e7, HEAD~7
2021-07-03 20:53:17,061 DEBUG                  - depth 1, hash 7e47152, HEAD~12
2021-07-03 20:53:17,065 DEBUG                  - depth 2, hash d9d6a8f, HEAD~164
2021-07-03 20:53:17,070 DEBUG                  - depth 3, hash 562b277, HEAD~165
2021-07-03 20:53:17,074 DEBUG                  - depth 4, hash 63ddb09, HEAD~180
2021-07-03 20:53:17,078 DEBUG                  - depth 5, hash 16b9e2c, HEAD~184
2021-07-03 20:53:17,082 DEBUG                  - depth 6, hash d54b339, HEAD~218
2021-07-03 20:53:17,086 DEBUG                  - depth 7, hash 722d696, HEAD~274
2021-07-03 20:53:17,090 DEBUG                  - depth 8, hash 4471e9d, HEAD~279
2021-07-03 20:53:17,094 DEBUG                  - depth 9, hash a4f7371, HEAD~323
2021-07-03 20:53:17,098 DEBUG                  - depth 10, hash 67d150a, HEAD~349
2021-07-03 20:53:17,102 DEBUG                  - depth 11, hash f9a3162, HEAD~350
2021-07-03 20:53:17,107 DEBUG                  - depth 12, hash a72c71f, HEAD~351
2021-07-03 20:53:17,111 DEBUG                  - depth 13, hash aa0762d, HEAD~353
2021-07-03 20:53:17,115 DEBUG                  - depth 14, hash 3cd5067, HEAD~387
2021-07-03 20:53:17,119 DEBUG                  - depth 15, hash c1049b5, HEAD~395
2021-07-03 20:53:17,123 DEBUG                  - depth 16, hash cdbb1cd, HEAD~399
2021-07-03 20:53:17,127 DEBUG                  - depth 17, hash fa116dd, HEAD~400
2021-07-03 20:53:17,131 DEBUG                  - depth 18, hash 1fa12a6, HEAD~401
2021-07-03 20:53:17,135 DEBUG                  - depth 19, hash 4b2a4ca, HEAD~402
2021-07-03 20:53:17,140 DEBUG                  - depth 20, hash 99c3819, HEAD~406
2021-07-03 20:53:17,144 DEBUG                  - depth 21, hash 16b175b, HEAD~414
2021-07-03 20:53:17,148 DEBUG                  - depth 22, hash 35d101c, HEAD~416
2021-07-03 20:53:17,152 DEBUG                  - depth 23, hash 692a1e3, HEAD~417
2021-07-03 20:53:17,156 DEBUG                  - depth 24, hash 5941149, HEAD~473
2021-07-03 20:53:17,160 DEBUG                  - depth 25, hash 97d3457, HEAD~578
2021-07-03 20:53:17,164 DEBUG                  - depth 26, hash 5a0894f, HEAD~602
2021-07-03 20:53:17,168 DEBUG                  - depth 27, hash ab2e7eb, HEAD~606
2021-07-03 20:53:17,172 DEBUG                  - depth 28, hash 75b9a4b, HEAD~642
2021-07-03 20:53:17,177 DEBUG                  - depth 29, hash 60cc83a, HEAD~643
2021-07-03 20:53:17,181 DEBUG                  - depth 30, hash db11c04, HEAD~733
2021-07-03 20:53:17,185 DEBUG                  - depth 31, hash 6a34b82, HEAD~743
2021-07-03 20:53:17,189 DEBUG                  - depth 32, hash 0030e1a, HEAD~795
2021-07-03 20:53:17,193 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java getAutoFlush 900:902
2021-07-03 20:53:17,228 DEBUG                  - depth 0, hash 7e47152, HEAD~12
2021-07-03 20:53:17,233 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java getDelimiter 765:767
2021-07-03 20:53:17,292 DEBUG                  - depth 0, hash 60cc83a, HEAD~643
2021-07-03 20:53:17,297 DEBUG                  - depth 1, hash 759596a, HEAD~654
2021-07-03 20:53:17,301 DEBUG                  - depth 2, hash d10442b, HEAD~664
2021-07-03 20:53:17,305 DEBUG                  - depth 3, hash df08aca, HEAD~672
2021-07-03 20:53:17,310 DEBUG                  - depth 4, hash 6a34b82, HEAD~743
2021-07-03 20:53:17,314 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java getHeader 783:785
2021-07-03 20:53:17,372 DEBUG                  - depth 0, hash 390800f, HEAD~583
