2021-07-04 08:52:27,195 INFO     Search BICs for /tmp/Mockito-9b/
2021-07-04 08:52:27,196 DEBUG    Reading the coverage of org.mockitousage.constructor.CreatingMocksWithConstructorTest::abstractMethodReturnsDefault (failings)
2021-07-04 08:52:27,229 DEBUG    Reading the coverage of org.mockitousage.constructor.CreatingMocksWithConstructorTest::testCallsRealInterfaceMethod (failings)
2021-07-04 08:52:27,261 DEBUG    Reading the coverage of org.mockitousage.constructor.CreatingMocksWithConstructorTest::abstractMethodStubbed (failings)
2021-07-04 08:52:27,304 INFO     Loaded 3x650 Coverage Matrix
2021-07-04 08:52:27,305 INFO     The number of total commits: 2358
2021-07-04 08:52:27,601 DEBUG    [single line]   org/mockito/Answers.java <clinit> 25
2021-07-04 08:52:27,725 DEBUG                  - depth 0, hash 77fea3d, HEAD~1001
2021-07-04 08:52:27,731 DEBUG    [single line]   org/mockito/Answers.java <clinit> 34
2021-07-04 08:52:27,851 DEBUG                  - depth 0, hash 77fea3d, HEAD~1001
2021-07-04 08:52:27,857 DEBUG    [single line]   org/mockito/Answers.java <clinit> 43
2021-07-04 08:52:27,977 DEBUG                  - depth 0, hash 77fea3d, HEAD~1001
2021-07-04 08:52:27,983 DEBUG    [single line]   org/mockito/Answers.java <clinit> 52
2021-07-04 08:52:28,103 DEBUG                  - depth 0, hash 77fea3d, HEAD~1001
2021-07-04 08:52:28,108 DEBUG    [single line]   org/mockito/Answers.java <clinit> 62
2021-07-04 08:52:28,233 DEBUG                  - depth 0, hash 77fea3d, HEAD~1001
2021-07-04 08:52:28,238 DEBUG    [single line]   org/mockito/Answers.java <clinit> 71
2021-07-04 08:52:28,364 DEBUG                  - depth 0, hash 77fea3d, HEAD~1001
2021-07-04 08:52:28,369 DEBUG    [line range] org/mockito/Answers.java <init> 76:78
2021-07-04 08:52:28,489 DEBUG                  - depth 0, hash 77fea3d, HEAD~1001
2021-07-04 08:52:28,494 DEBUG    [line range] org/mockito/Answers.java get 80:82
2021-07-04 08:52:28,615 DEBUG                  - depth 0, hash 77fea3d, HEAD~1001
2021-07-04 08:52:28,980 DEBUG    [line range] org/mockito/Matchers.java <clinit> 107:107
2021-07-04 08:52:29,114 DEBUG                  - depth 0, hash 1351511, HEAD~376
2021-07-04 08:52:29,119 DEBUG                  - depth 1, hash d94c8c1, HEAD~1494
2021-07-04 08:52:29,124 DEBUG                  - depth 2, hash 7035637, HEAD~1551
2021-07-04 08:52:29,128 DEBUG                  - depth 3, hash 863efe6, HEAD~1570
2021-07-04 08:52:29,132 DEBUG                  - depth 4, hash 6d73019, HEAD~1590
2021-07-04 08:52:29,136 DEBUG                  - depth 5, hash affa89d, HEAD~1591
2021-07-04 08:52:29,140 DEBUG                  - depth 6, hash e6759cc, HEAD~1672
2021-07-04 08:52:29,144 DEBUG                  - depth 7, hash 63fbcc7, HEAD~1673
2021-07-04 08:52:29,148 DEBUG                  - depth 8, hash 9d1a555, HEAD~1714
2021-07-04 08:52:29,152 DEBUG                  - depth 9, hash 97194a6, HEAD~1744
2021-07-04 08:52:29,156 DEBUG                  - depth 10, hash eb1110e, HEAD~1771
2021-07-04 08:52:29,160 DEBUG                  - depth 11, hash b0c3487, HEAD~1801
2021-07-04 08:52:29,164 DEBUG                  - depth 12, hash e71e3d3, HEAD~1832
2021-07-04 08:52:29,168 DEBUG                  - depth 13, hash b29cc4b, HEAD~1837
2021-07-04 08:52:29,172 DEBUG                  - depth 14, hash a56149b, HEAD~1845
2021-07-04 08:52:29,177 DEBUG                  - depth 15, hash 56b3503, HEAD~1849
2021-07-04 08:52:29,181 DEBUG                  - depth 16, hash a0e3112, HEAD~1940
2021-07-04 08:52:29,185 DEBUG                  - depth 17, hash f123fe1, HEAD~1948
2021-07-04 08:52:29,189 DEBUG                  - depth 18, hash 03444ce, HEAD~1955
2021-07-04 08:52:29,193 DEBUG                  - depth 19, hash 4f7f2f1, HEAD~1957
2021-07-04 08:52:29,197 DEBUG                  - depth 20, hash 868fcb0, HEAD~1960
2021-07-04 08:52:29,201 DEBUG                  - depth 21, hash 1b1c8f7, HEAD~1969
2021-07-04 08:52:29,206 DEBUG                  - depth 22, hash b866779, HEAD~1971
2021-07-04 08:52:29,210 DEBUG                  - depth 23, hash 05c8ca8, HEAD~2004
2021-07-04 08:52:29,214 DEBUG                  - depth 24, hash 5b494bf, HEAD~2006
2021-07-04 08:52:29,218 DEBUG                  - depth 25, hash 83e1a6d, HEAD~2009
2021-07-04 08:52:29,222 DEBUG                  - depth 26, hash 85cc060, HEAD~2011
2021-07-04 08:52:29,227 DEBUG                  - depth 27, hash 56d884c, HEAD~2012
2021-07-04 08:52:29,231 DEBUG                  - depth 28, hash feb23b0, HEAD~2014
2021-07-04 08:52:29,235 DEBUG                  - depth 29, hash bda14b0, HEAD~2027
2021-07-04 08:52:29,239 DEBUG                  - depth 30, hash bf4eec3, HEAD~2030
2021-07-04 08:52:29,243 DEBUG                  - depth 31, hash 71450e5, HEAD~2031
2021-07-04 08:52:29,247 DEBUG                  - depth 32, hash df23bd3, HEAD~2033
2021-07-04 08:52:29,252 DEBUG                  - depth 33, hash 824fbd7, HEAD~2046
2021-07-04 08:52:29,256 DEBUG                  - depth 34, hash 6127c09, HEAD~2081
2021-07-04 08:52:29,260 DEBUG                  - depth 35, hash bbd8d3c, HEAD~2082
2021-07-04 08:52:29,264 DEBUG                  - depth 36, hash 331f9b9, HEAD~2083
2021-07-04 08:52:29,268 DEBUG                  - depth 37, hash 8ddb75e, HEAD~2085
2021-07-04 08:52:29,273 DEBUG                  - depth 38, hash 057ebdd, HEAD~2086
2021-07-04 08:52:29,277 DEBUG                  - depth 39, hash 9f6cfd4, HEAD~2088
2021-07-04 08:52:29,281 DEBUG                  - depth 40, hash 1913433, HEAD~2089
2021-07-04 08:52:29,285 DEBUG                  - depth 41, hash 6a49c13, HEAD~2099
2021-07-04 08:52:29,289 DEBUG                  - depth 42, hash e056054, HEAD~2101
2021-07-04 08:52:29,293 DEBUG                  - depth 43, hash 389a09b, HEAD~2111
2021-07-04 08:52:29,298 DEBUG                  - depth 44, hash 272b3f0, HEAD~2141
2021-07-04 08:52:29,302 DEBUG                  - depth 45, hash 45b98cb, HEAD~2142
2021-07-04 08:52:29,306 DEBUG                  - depth 46, hash e86b9ac, HEAD~2149
2021-07-04 08:52:29,310 DEBUG                  - depth 47, hash d721a5a, HEAD~2157
2021-07-04 08:52:29,314 DEBUG                  - depth 48, hash 7862120, HEAD~2158
2021-07-04 08:52:29,319 DEBUG                  - depth 49, hash 85909dd, HEAD~2194
2021-07-04 08:52:29,323 DEBUG                  - depth 50, hash 9952454, HEAD~2196
2021-07-04 08:52:29,327 DEBUG                  - depth 51, hash 5f9f61a, HEAD~2293
2021-07-04 08:52:29,331 DEBUG                  - depth 52, hash 5f41dde, HEAD~2329
2021-07-04 08:52:29,335 DEBUG                  - depth 53, hash da791d6, HEAD~2331
2021-07-04 08:52:29,340 DEBUG                  - depth 54, hash 55db3c7, HEAD~2335
2021-07-04 08:52:29,344 DEBUG                  - depth 55, hash ce623bd, HEAD~2340
2021-07-04 08:52:29,743 DEBUG    [line range] org/mockito/Mockito.java <clinit> 977:977
2021-07-04 08:52:29,891 DEBUG                  - depth 0, hash 3275500, HEAD~1042
2021-07-04 08:52:29,896 DEBUG                  - depth 1, hash 52a27f7, HEAD~1460
2021-07-04 08:52:29,900 DEBUG                  - depth 2, hash 7a9beaf, HEAD~1462
2021-07-04 08:52:29,905 DEBUG    [line range] org/mockito/Mockito.java spy 1403:1408
2021-07-04 08:52:30,029 DEBUG                  - depth 0, hash ab03b63, HEAD~32
2021-07-04 08:52:30,034 DEBUG                  - depth 1, hash 9e72501, HEAD~40
2021-07-04 08:52:30,038 DEBUG    [line range] org/mockito/Mockito.java withSettings 2289:2291
2021-07-04 08:52:30,183 DEBUG                  - depth 0, hash cbca8d0, HEAD~1345
2021-07-04 08:52:30,189 DEBUG                  - depth 1, hash ba4db5f, HEAD~1367
2021-07-04 08:52:30,193 DEBUG                  - depth 2, hash c69a4d3, HEAD~1375
2021-07-04 08:52:30,512 DEBUG    [line range] org/mockito/MockitoAnnotations.java initMocks 89:109
2021-07-04 08:52:30,635 DEBUG                  - depth 0, hash f920e3a, HEAD~818
2021-07-04 08:52:30,640 DEBUG                  - depth 1, hash f8f76a4, HEAD~868
2021-07-04 08:52:30,645 DEBUG                  - depth 2, hash feb23b0, HEAD~2014
2021-07-04 08:52:30,649 DEBUG                  - depth 3, hash ebcb3e7, HEAD~2016
2021-07-04 08:52:30,653 DEBUG                  - depth 4, hash 70eb8ea, HEAD~2064
2021-07-04 08:52:30,657 DEBUG    [line range] org/mockito/MockitoAnnotations.java scanDeprecatedWay 111:117
2021-07-04 08:52:30,784 DEBUG                  - depth 0, hash f8f76a4, HEAD~868
2021-07-04 08:52:30,789 DEBUG                  - depth 1, hash 75e15e4, HEAD~976
2021-07-04 08:52:30,794 DEBUG                  - depth 2, hash 3275500, HEAD~1042
2021-07-04 08:52:30,798 DEBUG                  - depth 3, hash 896c61e, HEAD~1045
2021-07-04 08:52:30,802 DEBUG                  - depth 4, hash 2a256b3, HEAD~1542
2021-07-04 08:52:30,806 DEBUG                  - depth 5, hash 2dc4ebd, HEAD~1765
2021-07-04 08:52:30,811 DEBUG                  - depth 6, hash 2aed41e, HEAD~1908
2021-07-04 08:52:30,815 DEBUG                  - depth 7, hash 83fcd71, HEAD~2015
2021-07-04 08:52:30,819 DEBUG                  - depth 8, hash ebcb3e7, HEAD~2016
2021-07-04 08:52:30,823 DEBUG                  - depth 9, hash 70eb8ea, HEAD~2064
