2021-07-04 08:44:11,207 INFO     Search BICs for /tmp/Mockito-6b/
2021-07-04 08:44:11,207 DEBUG    Reading the coverage of org.mockitousage.matchers.MatchersTest::anyStringMatcher (failings)
2021-07-04 08:44:11,252 DEBUG    Reading the coverage of org.mockitousage.matchers.NewMatchersTest::shouldAllowAnyCollection (failings)
2021-07-04 08:44:11,299 DEBUG    Reading the coverage of org.mockitousage.matchers.NewMatchersTest::shouldAllowAnyList (failings)
2021-07-04 08:44:11,356 DEBUG    Reading the coverage of org.mockitousage.matchers.AnyXMatchersAcceptNullsTest::shouldNotAcceptNullInAnyXMatchers (failings)
2021-07-04 08:44:11,401 DEBUG    Reading the coverage of org.mockitousage.matchers.NewMatchersTest::shouldAllowAnySet (failings)
2021-07-04 08:44:11,446 DEBUG    Reading the coverage of org.mockitousage.matchers.NewMatchersTest::shouldAllowAnyMap (failings)
2021-07-04 08:44:11,501 DEBUG    Reading the coverage of org.mockitousage.matchers.AnyXMatchersAcceptNullsTest::shouldNotAcceptNullInAllAnyPrimitiveWrapperMatchers (failings)
2021-07-04 08:44:11,549 INFO     Loaded 7x903 Coverage Matrix
2021-07-04 08:44:11,550 INFO     The number of total commits: 2483
2021-07-04 08:44:11,837 DEBUG    [single line]   org/mockito/Answers.java <clinit> 25
2021-07-04 08:44:11,963 DEBUG                  - depth 0, hash 77fea3d, HEAD~1126
2021-07-04 08:44:11,968 DEBUG    [single line]   org/mockito/Answers.java <clinit> 34
2021-07-04 08:44:12,093 DEBUG                  - depth 0, hash 77fea3d, HEAD~1126
2021-07-04 08:44:12,098 DEBUG    [single line]   org/mockito/Answers.java <clinit> 43
2021-07-04 08:44:12,222 DEBUG                  - depth 0, hash 77fea3d, HEAD~1126
2021-07-04 08:44:12,227 DEBUG    [single line]   org/mockito/Answers.java <clinit> 52
2021-07-04 08:44:12,352 DEBUG                  - depth 0, hash 77fea3d, HEAD~1126
2021-07-04 08:44:12,357 DEBUG    [single line]   org/mockito/Answers.java <clinit> 62
2021-07-04 08:44:12,481 DEBUG                  - depth 0, hash 77fea3d, HEAD~1126
2021-07-04 08:44:12,487 DEBUG    [single line]   org/mockito/Answers.java <clinit> 71
2021-07-04 08:44:12,611 DEBUG                  - depth 0, hash 77fea3d, HEAD~1126
2021-07-04 08:44:12,616 DEBUG    [line range] org/mockito/Answers.java <init> 76:78
2021-07-04 08:44:12,740 DEBUG                  - depth 0, hash 77fea3d, HEAD~1126
2021-07-04 08:44:12,745 DEBUG    [line range] org/mockito/Answers.java get 80:82
2021-07-04 08:44:12,870 DEBUG                  - depth 0, hash 77fea3d, HEAD~1126
2021-07-04 08:44:13,166 DEBUG    [single line]   org/mockito/ArgumentMatcher.java <init> 60
2021-07-04 08:44:13,293 DEBUG                  - depth 0, hash 1532827, HEAD~1228
2021-07-04 08:44:13,298 DEBUG                  - depth 1, hash cbc530c, HEAD~1317
2021-07-04 08:44:13,303 DEBUG                  - depth 2, hash bf4eec3, HEAD~2155
2021-07-04 08:44:13,675 DEBUG    [line range] org/mockito/Matchers.java <clinit> 107:107
2021-07-04 08:44:13,814 DEBUG                  - depth 0, hash 1351511, HEAD~501
2021-07-04 08:44:13,819 DEBUG                  - depth 1, hash d94c8c1, HEAD~1619
2021-07-04 08:44:13,823 DEBUG                  - depth 2, hash 7035637, HEAD~1676
2021-07-04 08:44:13,827 DEBUG                  - depth 3, hash 863efe6, HEAD~1695
2021-07-04 08:44:13,831 DEBUG                  - depth 4, hash 6d73019, HEAD~1715
2021-07-04 08:44:13,835 DEBUG                  - depth 5, hash affa89d, HEAD~1716
2021-07-04 08:44:13,840 DEBUG                  - depth 6, hash e6759cc, HEAD~1797
2021-07-04 08:44:13,844 DEBUG                  - depth 7, hash 63fbcc7, HEAD~1798
2021-07-04 08:44:13,848 DEBUG                  - depth 8, hash 9d1a555, HEAD~1839
2021-07-04 08:44:13,852 DEBUG                  - depth 9, hash 97194a6, HEAD~1869
2021-07-04 08:44:13,856 DEBUG                  - depth 10, hash eb1110e, HEAD~1896
2021-07-04 08:44:13,860 DEBUG                  - depth 11, hash b0c3487, HEAD~1926
2021-07-04 08:44:13,864 DEBUG                  - depth 12, hash e71e3d3, HEAD~1957
2021-07-04 08:44:13,868 DEBUG                  - depth 13, hash b29cc4b, HEAD~1962
2021-07-04 08:44:13,873 DEBUG                  - depth 14, hash a56149b, HEAD~1970
2021-07-04 08:44:13,877 DEBUG                  - depth 15, hash 56b3503, HEAD~1974
2021-07-04 08:44:13,881 DEBUG                  - depth 16, hash a0e3112, HEAD~2065
2021-07-04 08:44:13,885 DEBUG                  - depth 17, hash f123fe1, HEAD~2073
2021-07-04 08:44:13,889 DEBUG                  - depth 18, hash 03444ce, HEAD~2080
2021-07-04 08:44:13,893 DEBUG                  - depth 19, hash 4f7f2f1, HEAD~2082
2021-07-04 08:44:13,897 DEBUG                  - depth 20, hash 868fcb0, HEAD~2085
2021-07-04 08:44:13,902 DEBUG                  - depth 21, hash 1b1c8f7, HEAD~2094
2021-07-04 08:44:13,906 DEBUG                  - depth 22, hash b866779, HEAD~2096
2021-07-04 08:44:13,910 DEBUG                  - depth 23, hash 05c8ca8, HEAD~2129
2021-07-04 08:44:13,914 DEBUG                  - depth 24, hash 5b494bf, HEAD~2131
2021-07-04 08:44:13,918 DEBUG                  - depth 25, hash 83e1a6d, HEAD~2134
2021-07-04 08:44:13,922 DEBUG                  - depth 26, hash 85cc060, HEAD~2136
2021-07-04 08:44:13,926 DEBUG                  - depth 27, hash 56d884c, HEAD~2137
2021-07-04 08:44:13,931 DEBUG                  - depth 28, hash feb23b0, HEAD~2139
2021-07-04 08:44:13,935 DEBUG                  - depth 29, hash bda14b0, HEAD~2152
2021-07-04 08:44:13,939 DEBUG                  - depth 30, hash bf4eec3, HEAD~2155
2021-07-04 08:44:13,943 DEBUG                  - depth 31, hash 71450e5, HEAD~2156
2021-07-04 08:44:13,947 DEBUG                  - depth 32, hash df23bd3, HEAD~2158
2021-07-04 08:44:13,951 DEBUG                  - depth 33, hash 824fbd7, HEAD~2171
2021-07-04 08:44:13,955 DEBUG                  - depth 34, hash 6127c09, HEAD~2206
2021-07-04 08:44:13,959 DEBUG                  - depth 35, hash bbd8d3c, HEAD~2207
2021-07-04 08:44:13,963 DEBUG                  - depth 36, hash 331f9b9, HEAD~2208
2021-07-04 08:44:13,967 DEBUG                  - depth 37, hash 8ddb75e, HEAD~2210
2021-07-04 08:44:13,972 DEBUG                  - depth 38, hash 057ebdd, HEAD~2211
2021-07-04 08:44:13,976 DEBUG                  - depth 39, hash 9f6cfd4, HEAD~2213
2021-07-04 08:44:13,980 DEBUG                  - depth 40, hash 1913433, HEAD~2214
2021-07-04 08:44:13,984 DEBUG                  - depth 41, hash 6a49c13, HEAD~2224
2021-07-04 08:44:13,988 DEBUG                  - depth 42, hash e056054, HEAD~2226
2021-07-04 08:44:13,992 DEBUG                  - depth 43, hash 389a09b, HEAD~2236
2021-07-04 08:44:13,996 DEBUG                  - depth 44, hash 272b3f0, HEAD~2266
2021-07-04 08:44:14,000 DEBUG                  - depth 45, hash 45b98cb, HEAD~2267
2021-07-04 08:44:14,004 DEBUG                  - depth 46, hash e86b9ac, HEAD~2274
2021-07-04 08:44:14,009 DEBUG                  - depth 47, hash d721a5a, HEAD~2282
2021-07-04 08:44:14,013 DEBUG                  - depth 48, hash 7862120, HEAD~2283
2021-07-04 08:44:14,017 DEBUG                  - depth 49, hash 85909dd, HEAD~2319
2021-07-04 08:44:14,021 DEBUG                  - depth 50, hash 9952454, HEAD~2321
2021-07-04 08:44:14,025 DEBUG                  - depth 51, hash 5f9f61a, HEAD~2418
2021-07-04 08:44:14,029 DEBUG                  - depth 52, hash 5f41dde, HEAD~2454
2021-07-04 08:44:14,033 DEBUG                  - depth 53, hash da791d6, HEAD~2456
2021-07-04 08:44:14,037 DEBUG                  - depth 54, hash 55db3c7, HEAD~2460
2021-07-04 08:44:14,041 DEBUG                  - depth 55, hash ce623bd, HEAD~2465
2021-07-04 08:44:14,045 DEBUG    [line range] org/mockito/Matchers.java anyString 322:324
2021-07-04 08:44:14,183 DEBUG                  - depth 0, hash d94c8c1, HEAD~1619
2021-07-04 08:44:14,189 DEBUG                  - depth 1, hash 7035637, HEAD~1676
2021-07-04 08:44:14,193 DEBUG                  - depth 2, hash 863efe6, HEAD~1695
2021-07-04 08:44:14,197 DEBUG                  - depth 3, hash 6d73019, HEAD~1715
2021-07-04 08:44:14,201 DEBUG                  - depth 4, hash affa89d, HEAD~1716
2021-07-04 08:44:14,205 DEBUG                  - depth 5, hash e6759cc, HEAD~1797
2021-07-04 08:44:14,210 DEBUG                  - depth 6, hash 63fbcc7, HEAD~1798
2021-07-04 08:44:14,214 DEBUG                  - depth 7, hash 9d1a555, HEAD~1839
2021-07-04 08:44:14,218 DEBUG                  - depth 8, hash 97194a6, HEAD~1869
2021-07-04 08:44:14,222 DEBUG                  - depth 9, hash eb1110e, HEAD~1896
2021-07-04 08:44:14,226 DEBUG                  - depth 10, hash b0c3487, HEAD~1926
2021-07-04 08:44:14,230 DEBUG                  - depth 11, hash e71e3d3, HEAD~1957
2021-07-04 08:44:14,234 DEBUG                  - depth 12, hash b29cc4b, HEAD~1962
2021-07-04 08:44:14,238 DEBUG                  - depth 13, hash a56149b, HEAD~1970
2021-07-04 08:44:14,242 DEBUG                  - depth 14, hash 56b3503, HEAD~1974
2021-07-04 08:44:14,247 DEBUG                  - depth 15, hash a0e3112, HEAD~2065
2021-07-04 08:44:14,251 DEBUG                  - depth 16, hash f123fe1, HEAD~2073
2021-07-04 08:44:14,255 DEBUG                  - depth 17, hash 03444ce, HEAD~2080
2021-07-04 08:44:14,259 DEBUG                  - depth 18, hash 4f7f2f1, HEAD~2082
2021-07-04 08:44:14,263 DEBUG                  - depth 19, hash 868fcb0, HEAD~2085
2021-07-04 08:44:14,267 DEBUG                  - depth 20, hash 1b1c8f7, HEAD~2094
2021-07-04 08:44:14,271 DEBUG                  - depth 21, hash b866779, HEAD~2096
2021-07-04 08:44:14,276 DEBUG                  - depth 22, hash 05c8ca8, HEAD~2129
2021-07-04 08:44:14,280 DEBUG                  - depth 23, hash 5b494bf, HEAD~2131
2021-07-04 08:44:14,284 DEBUG                  - depth 24, hash 83e1a6d, HEAD~2134
2021-07-04 08:44:14,288 DEBUG                  - depth 25, hash 85cc060, HEAD~2136
2021-07-04 08:44:14,292 DEBUG                  - depth 26, hash 56d884c, HEAD~2137
2021-07-04 08:44:14,296 DEBUG                  - depth 27, hash feb23b0, HEAD~2139
2021-07-04 08:44:14,301 DEBUG                  - depth 28, hash bda14b0, HEAD~2152
2021-07-04 08:44:14,305 DEBUG                  - depth 29, hash bf4eec3, HEAD~2155
2021-07-04 08:44:14,309 DEBUG                  - depth 30, hash 71450e5, HEAD~2156
2021-07-04 08:44:14,313 DEBUG                  - depth 31, hash df23bd3, HEAD~2158
2021-07-04 08:44:14,317 DEBUG                  - depth 32, hash 824fbd7, HEAD~2171
2021-07-04 08:44:14,321 DEBUG                  - depth 33, hash 6127c09, HEAD~2206
2021-07-04 08:44:14,326 DEBUG                  - depth 34, hash bbd8d3c, HEAD~2207
2021-07-04 08:44:14,330 DEBUG                  - depth 35, hash 331f9b9, HEAD~2208
2021-07-04 08:44:14,334 DEBUG                  - depth 36, hash 8ddb75e, HEAD~2210
2021-07-04 08:44:14,338 DEBUG                  - depth 37, hash 057ebdd, HEAD~2211
2021-07-04 08:44:14,342 DEBUG                  - depth 38, hash 9f6cfd4, HEAD~2213
2021-07-04 08:44:14,346 DEBUG                  - depth 39, hash 1913433, HEAD~2214
2021-07-04 08:44:14,351 DEBUG                  - depth 40, hash 6a49c13, HEAD~2224
2021-07-04 08:44:14,355 DEBUG                  - depth 41, hash e056054, HEAD~2226
2021-07-04 08:44:14,359 DEBUG                  - depth 42, hash 389a09b, HEAD~2236
2021-07-04 08:44:14,363 DEBUG                  - depth 43, hash 272b3f0, HEAD~2266
2021-07-04 08:44:14,367 DEBUG                  - depth 44, hash 45b98cb, HEAD~2267
2021-07-04 08:44:14,371 DEBUG                  - depth 45, hash e86b9ac, HEAD~2274
2021-07-04 08:44:14,375 DEBUG                  - depth 46, hash d721a5a, HEAD~2282
2021-07-04 08:44:14,379 DEBUG                  - depth 47, hash 7862120, HEAD~2283
2021-07-04 08:44:14,383 DEBUG                  - depth 48, hash 85909dd, HEAD~2319
2021-07-04 08:44:14,387 DEBUG                  - depth 49, hash 9952454, HEAD~2321
2021-07-04 08:44:14,391 DEBUG                  - depth 50, hash 5f9f61a, HEAD~2418
2021-07-04 08:44:14,396 DEBUG                  - depth 51, hash 5f41dde, HEAD~2454
2021-07-04 08:44:14,400 DEBUG                  - depth 52, hash da791d6, HEAD~2456
2021-07-04 08:44:14,404 DEBUG                  - depth 53, hash 55db3c7, HEAD~2460
2021-07-04 08:44:14,408 DEBUG                  - depth 54, hash ce623bd, HEAD~2465
2021-07-04 08:44:14,412 DEBUG    [line range] org/mockito/Matchers.java reportMatcher 877:879
2021-07-04 08:44:14,550 DEBUG                  - depth 0, hash 1351511, HEAD~501
2021-07-04 08:44:14,556 DEBUG                  - depth 1, hash d94c8c1, HEAD~1619
2021-07-04 08:44:14,560 DEBUG                  - depth 2, hash 7035637, HEAD~1676
2021-07-04 08:44:14,564 DEBUG                  - depth 3, hash 863efe6, HEAD~1695
2021-07-04 08:44:14,568 DEBUG                  - depth 4, hash 6d73019, HEAD~1715
2021-07-04 08:44:14,572 DEBUG                  - depth 5, hash affa89d, HEAD~1716
2021-07-04 08:44:14,576 DEBUG                  - depth 6, hash e6759cc, HEAD~1797
2021-07-04 08:44:14,580 DEBUG                  - depth 7, hash 63fbcc7, HEAD~1798
2021-07-04 08:44:14,584 DEBUG                  - depth 8, hash 9d1a555, HEAD~1839
2021-07-04 08:44:14,588 DEBUG                  - depth 9, hash 97194a6, HEAD~1869
2021-07-04 08:44:14,593 DEBUG                  - depth 10, hash eb1110e, HEAD~1896
2021-07-04 08:44:14,597 DEBUG                  - depth 11, hash b0c3487, HEAD~1926
2021-07-04 08:44:14,601 DEBUG                  - depth 12, hash e71e3d3, HEAD~1957
2021-07-04 08:44:14,605 DEBUG                  - depth 13, hash b29cc4b, HEAD~1962
2021-07-04 08:44:14,609 DEBUG                  - depth 14, hash a56149b, HEAD~1970
2021-07-04 08:44:14,613 DEBUG                  - depth 15, hash 56b3503, HEAD~1974
2021-07-04 08:44:14,617 DEBUG                  - depth 16, hash a0e3112, HEAD~2065
2021-07-04 08:44:14,621 DEBUG                  - depth 17, hash f123fe1, HEAD~2073
2021-07-04 08:44:14,625 DEBUG                  - depth 18, hash 03444ce, HEAD~2080
2021-07-04 08:44:14,629 DEBUG                  - depth 19, hash 4f7f2f1, HEAD~2082
2021-07-04 08:44:14,633 DEBUG                  - depth 20, hash 868fcb0, HEAD~2085
2021-07-04 08:44:14,637 DEBUG                  - depth 21, hash 1b1c8f7, HEAD~2094
2021-07-04 08:44:14,642 DEBUG                  - depth 22, hash b866779, HEAD~2096
2021-07-04 08:44:14,646 DEBUG                  - depth 23, hash 05c8ca8, HEAD~2129
2021-07-04 08:44:14,650 DEBUG                  - depth 24, hash 5b494bf, HEAD~2131
2021-07-04 08:44:14,654 DEBUG                  - depth 25, hash 83e1a6d, HEAD~2134
2021-07-04 08:44:14,658 DEBUG                  - depth 26, hash 85cc060, HEAD~2136
2021-07-04 08:44:14,662 DEBUG                  - depth 27, hash 56d884c, HEAD~2137
2021-07-04 08:44:14,666 DEBUG                  - depth 28, hash feb23b0, HEAD~2139
2021-07-04 08:44:14,670 DEBUG                  - depth 29, hash bda14b0, HEAD~2152
2021-07-04 08:44:14,674 DEBUG                  - depth 30, hash bf4eec3, HEAD~2155
2021-07-04 08:44:14,678 DEBUG                  - depth 31, hash 71450e5, HEAD~2156
2021-07-04 08:44:14,682 DEBUG                  - depth 32, hash df23bd3, HEAD~2158
2021-07-04 08:44:14,686 DEBUG                  - depth 33, hash 824fbd7, HEAD~2171
2021-07-04 08:44:14,691 DEBUG                  - depth 34, hash 6127c09, HEAD~2206
2021-07-04 08:44:14,695 DEBUG                  - depth 35, hash bbd8d3c, HEAD~2207
2021-07-04 08:44:14,699 DEBUG                  - depth 36, hash 331f9b9, HEAD~2208
2021-07-04 08:44:14,703 DEBUG                  - depth 37, hash 8ddb75e, HEAD~2210
2021-07-04 08:44:14,707 DEBUG                  - depth 38, hash 057ebdd, HEAD~2211
2021-07-04 08:44:14,711 DEBUG                  - depth 39, hash 9f6cfd4, HEAD~2213
2021-07-04 08:44:14,715 DEBUG                  - depth 40, hash 1913433, HEAD~2214
2021-07-04 08:44:14,719 DEBUG                  - depth 41, hash 6a49c13, HEAD~2224
2021-07-04 08:44:14,723 DEBUG                  - depth 42, hash e056054, HEAD~2226
2021-07-04 08:44:14,727 DEBUG                  - depth 43, hash 389a09b, HEAD~2236
2021-07-04 08:44:14,731 DEBUG                  - depth 44, hash 272b3f0, HEAD~2266
2021-07-04 08:44:14,736 DEBUG                  - depth 45, hash 45b98cb, HEAD~2267
2021-07-04 08:44:14,740 DEBUG                  - depth 46, hash e86b9ac, HEAD~2274
2021-07-04 08:44:14,744 DEBUG                  - depth 47, hash d721a5a, HEAD~2282
2021-07-04 08:44:14,748 DEBUG                  - depth 48, hash 7862120, HEAD~2283
2021-07-04 08:44:14,752 DEBUG                  - depth 49, hash 85909dd, HEAD~2319
2021-07-04 08:44:14,756 DEBUG                  - depth 50, hash 9952454, HEAD~2321
2021-07-04 08:44:14,760 DEBUG                  - depth 51, hash 5f9f61a, HEAD~2418
2021-07-04 08:44:14,764 DEBUG                  - depth 52, hash 5f41dde, HEAD~2454
2021-07-04 08:44:14,768 DEBUG                  - depth 53, hash da791d6, HEAD~2456
2021-07-04 08:44:14,772 DEBUG                  - depth 54, hash 55db3c7, HEAD~2460
2021-07-04 08:44:14,776 DEBUG                  - depth 55, hash ce623bd, HEAD~2465
2021-07-04 08:44:15,147 DEBUG    [line range] org/mockito/Mockito.java <clinit> 975:975
2021-07-04 08:44:15,301 DEBUG                  - depth 0, hash 3275500, HEAD~1167
2021-07-04 08:44:15,306 DEBUG                  - depth 1, hash 52a27f7, HEAD~1585
2021-07-04 08:44:15,310 DEBUG                  - depth 2, hash 7a9beaf, HEAD~1587
2021-07-04 08:44:15,315 DEBUG    [line range] org/mockito/Mockito.java mock 1162:1164
2021-07-04 08:44:15,501 DEBUG                  - depth 0, hash cbca8d0, HEAD~1470
2021-07-04 08:44:15,507 DEBUG                  - depth 1, hash af1f73b, HEAD~1471
2021-07-04 08:44:15,511 DEBUG                  - depth 2, hash ba4db5f, HEAD~1492
2021-07-04 08:44:15,515 DEBUG                  - depth 3, hash c69a4d3, HEAD~1500
2021-07-04 08:44:15,519 DEBUG                  - depth 4, hash 9a93c49, HEAD~1501
2021-07-04 08:44:15,524 DEBUG                  - depth 5, hash 7a9beaf, HEAD~1587
2021-07-04 08:44:15,528 DEBUG                  - depth 6, hash b10d431, HEAD~1588
2021-07-04 08:44:15,532 DEBUG                  - depth 7, hash 51aca50, HEAD~1624
2021-07-04 08:44:15,536 DEBUG                  - depth 8, hash 42117fb, HEAD~1651
2021-07-04 08:44:15,540 DEBUG                  - depth 9, hash d5d05a2, HEAD~1661
2021-07-04 08:44:15,544 DEBUG                  - depth 10, hash 6680565, HEAD~1662
2021-07-04 08:44:15,549 DEBUG                  - depth 11, hash d9a7fe6, HEAD~1663
2021-07-04 08:44:15,553 DEBUG                  - depth 12, hash 1cdf03f, HEAD~1664
2021-07-04 08:44:15,557 DEBUG                  - depth 13, hash c0700cf, HEAD~1673
2021-07-04 08:44:15,561 DEBUG                  - depth 14, hash 115824f, HEAD~1674
2021-07-04 08:44:15,565 DEBUG                  - depth 15, hash 2ddf002, HEAD~1677
2021-07-04 08:44:15,570 DEBUG                  - depth 16, hash c81d6bd, HEAD~1681
2021-07-04 08:44:15,574 DEBUG                  - depth 17, hash 454dd73, HEAD~1694
2021-07-04 08:44:15,578 DEBUG                  - depth 18, hash 863efe6, HEAD~1695
2021-07-04 08:44:15,582 DEBUG                  - depth 19, hash 8928424, HEAD~1728
2021-07-04 08:44:15,586 DEBUG                  - depth 20, hash 2903175, HEAD~1732
2021-07-04 08:44:15,591 DEBUG                  - depth 21, hash 10f43cc, HEAD~1733
2021-07-04 08:44:15,595 DEBUG                  - depth 22, hash 197397b, HEAD~1742
2021-07-04 08:44:15,599 DEBUG                  - depth 23, hash f79e36a, HEAD~1744
2021-07-04 08:44:15,603 DEBUG                  - depth 24, hash 9aa4ac8, HEAD~1747
2021-07-04 08:44:15,608 DEBUG                  - depth 25, hash ae4edc5, HEAD~1749
2021-07-04 08:44:15,612 DEBUG                  - depth 26, hash 296a8a3, HEAD~1750
2021-07-04 08:44:15,616 DEBUG                  - depth 27, hash ee8cd08, HEAD~1753
2021-07-04 08:44:15,620 DEBUG                  - depth 28, hash 36f0f5a, HEAD~1756
2021-07-04 08:44:15,624 DEBUG                  - depth 29, hash 4a53794, HEAD~1781
2021-07-04 08:44:15,629 DEBUG                  - depth 30, hash e03ee92, HEAD~1795
2021-07-04 08:44:15,633 DEBUG                  - depth 31, hash 2faec95, HEAD~1796
2021-07-04 08:44:15,637 DEBUG                  - depth 32, hash 4aa8e25, HEAD~1799
2021-07-04 08:44:15,641 DEBUG                  - depth 33, hash ffdd141, HEAD~1802
2021-07-04 08:44:15,645 DEBUG                  - depth 34, hash eb59f08, HEAD~1806
2021-07-04 08:44:15,650 DEBUG                  - depth 35, hash 4701604, HEAD~1809
2021-07-04 08:44:15,654 DEBUG                  - depth 36, hash 2b4ae9f, HEAD~1817
2021-07-04 08:44:15,658 DEBUG                  - depth 37, hash 762e769, HEAD~1828
