2021-07-04 09:55:00,789 INFO     Search BICs for /tmp/Mockito-37b/
2021-07-04 09:55:00,789 DEBUG    Reading the coverage of org.mockito.internal.stubbing.answers.AnswersValidatorTest::shouldFailWhenCallingRealMethodOnIterface (failings)
2021-07-04 09:55:00,803 DEBUG    Reading the coverage of org.mockitousage.spies.SpyingOnInterfacesTest::shouldFailFastWhenCallingRealMethodOnInterface (failings)
2021-07-04 09:55:00,821 INFO     Loaded 2x463 Coverage Matrix
2021-07-04 09:55:00,821 INFO     The number of total commits: 1186
2021-07-04 09:55:01,163 DEBUG    [line range] org/mockito/Matchers.java <clinit> 95:95
2021-07-04 09:55:01,250 DEBUG                  - depth 0, hash d94c8c1, HEAD~322
2021-07-04 09:55:01,256 DEBUG                  - depth 1, hash 7035637, HEAD~379
2021-07-04 09:55:01,260 DEBUG                  - depth 2, hash 863efe6, HEAD~398
2021-07-04 09:55:01,264 DEBUG                  - depth 3, hash 6d73019, HEAD~418
2021-07-04 09:55:01,268 DEBUG                  - depth 4, hash affa89d, HEAD~419
2021-07-04 09:55:01,272 DEBUG                  - depth 5, hash e6759cc, HEAD~500
2021-07-04 09:55:01,276 DEBUG                  - depth 6, hash 63fbcc7, HEAD~501
2021-07-04 09:55:01,280 DEBUG                  - depth 7, hash 9d1a555, HEAD~542
2021-07-04 09:55:01,284 DEBUG                  - depth 8, hash 97194a6, HEAD~572
2021-07-04 09:55:01,288 DEBUG                  - depth 9, hash eb1110e, HEAD~599
2021-07-04 09:55:01,292 DEBUG                  - depth 10, hash b0c3487, HEAD~629
2021-07-04 09:55:01,296 DEBUG                  - depth 11, hash e71e3d3, HEAD~660
2021-07-04 09:55:01,300 DEBUG                  - depth 12, hash b29cc4b, HEAD~665
2021-07-04 09:55:01,305 DEBUG                  - depth 13, hash a56149b, HEAD~673
2021-07-04 09:55:01,309 DEBUG                  - depth 14, hash 56b3503, HEAD~677
2021-07-04 09:55:01,313 DEBUG                  - depth 15, hash a0e3112, HEAD~768
2021-07-04 09:55:01,317 DEBUG                  - depth 16, hash f123fe1, HEAD~776
2021-07-04 09:55:01,321 DEBUG                  - depth 17, hash 03444ce, HEAD~783
2021-07-04 09:55:01,325 DEBUG                  - depth 18, hash 4f7f2f1, HEAD~785
2021-07-04 09:55:01,329 DEBUG                  - depth 19, hash 868fcb0, HEAD~788
2021-07-04 09:55:01,333 DEBUG                  - depth 20, hash 1b1c8f7, HEAD~797
2021-07-04 09:55:01,338 DEBUG                  - depth 21, hash b866779, HEAD~799
2021-07-04 09:55:01,342 DEBUG                  - depth 22, hash 05c8ca8, HEAD~832
2021-07-04 09:55:01,346 DEBUG                  - depth 23, hash 5b494bf, HEAD~834
2021-07-04 09:55:01,350 DEBUG                  - depth 24, hash 83e1a6d, HEAD~837
2021-07-04 09:55:01,354 DEBUG                  - depth 25, hash 85cc060, HEAD~839
2021-07-04 09:55:01,358 DEBUG                  - depth 26, hash 56d884c, HEAD~840
2021-07-04 09:55:01,362 DEBUG                  - depth 27, hash feb23b0, HEAD~842
2021-07-04 09:55:01,367 DEBUG                  - depth 28, hash bda14b0, HEAD~855
2021-07-04 09:55:01,371 DEBUG                  - depth 29, hash bf4eec3, HEAD~858
2021-07-04 09:55:01,375 DEBUG                  - depth 30, hash 71450e5, HEAD~859
2021-07-04 09:55:01,379 DEBUG                  - depth 31, hash df23bd3, HEAD~861
2021-07-04 09:55:01,383 DEBUG                  - depth 32, hash 824fbd7, HEAD~874
2021-07-04 09:55:01,387 DEBUG                  - depth 33, hash 6127c09, HEAD~909
2021-07-04 09:55:01,391 DEBUG                  - depth 34, hash bbd8d3c, HEAD~910
2021-07-04 09:55:01,396 DEBUG                  - depth 35, hash 331f9b9, HEAD~911
2021-07-04 09:55:01,400 DEBUG                  - depth 36, hash 8ddb75e, HEAD~913
2021-07-04 09:55:01,404 DEBUG                  - depth 37, hash 057ebdd, HEAD~914
2021-07-04 09:55:01,408 DEBUG                  - depth 38, hash 9f6cfd4, HEAD~916
2021-07-04 09:55:01,412 DEBUG                  - depth 39, hash 1913433, HEAD~917
2021-07-04 09:55:01,416 DEBUG                  - depth 40, hash 6a49c13, HEAD~927
2021-07-04 09:55:01,420 DEBUG                  - depth 41, hash e056054, HEAD~929
