2021-07-03 20:53:36,524 INFO     Search BICs for /tmp/Csv-16b/
2021-07-03 20:53:36,524 DEBUG    Reading the coverage of org.apache.commons.csv.CSVParserTest::testIteratorSequenceBreaking (failings)
2021-07-03 20:53:36,533 INFO     Loaded 1x221 Coverage Matrix
2021-07-03 20:53:36,533 INFO     The number of total commits: 1225
2021-07-03 20:53:36,801 DEBUG    [line range] org/apache/commons/csv/Assertions.java notNull 33:37
2021-07-03 20:53:36,834 DEBUG                  - depth 0, hash 5941149, HEAD~485
2021-07-03 20:53:36,840 DEBUG                  - depth 1, hash 724c88d, HEAD~526
2021-07-03 20:53:36,844 DEBUG                  - depth 2, hash a2fef00, HEAD~528
2021-07-03 20:53:37,341 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java <clinit> 249:250
2021-07-03 20:53:37,408 DEBUG                  - depth 0, hash 7e47152, HEAD~24
2021-07-03 20:53:37,414 DEBUG                  - depth 1, hash 16b9e2c, HEAD~196
2021-07-03 20:53:37,418 DEBUG                  - depth 2, hash d54b339, HEAD~230
2021-07-03 20:53:37,422 DEBUG                  - depth 3, hash 4471e9d, HEAD~291
2021-07-03 20:53:37,426 DEBUG                  - depth 4, hash a4f7371, HEAD~335
2021-07-03 20:53:37,430 DEBUG                  - depth 5, hash 99c3819, HEAD~418
2021-07-03 20:53:37,434 DEBUG                  - depth 6, hash 5db1a2c, HEAD~535
2021-07-03 20:53:37,438 DEBUG                  - depth 7, hash 97d3457, HEAD~590
2021-07-03 20:53:37,442 DEBUG                  - depth 8, hash 75f39a8, HEAD~602
2021-07-03 20:53:37,446 DEBUG                  - depth 9, hash 60cc83a, HEAD~655
2021-07-03 20:53:37,450 DEBUG                  - depth 10, hash 50e2719, HEAD~846
2021-07-03 20:53:37,454 DEBUG                  - depth 11, hash 42476f4, HEAD~1087
2021-07-03 20:53:37,459 DEBUG                  - depth 12, hash 1166ca6, HEAD~1098
2021-07-03 20:53:37,463 DEBUG                  - depth 13, hash eac54a2, HEAD~1203
2021-07-03 20:53:37,467 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java <init> 670:694
2021-07-03 20:53:37,531 DEBUG                  - depth 0, hash 0c216e7, HEAD~19
2021-07-03 20:53:37,536 DEBUG                  - depth 1, hash 7e47152, HEAD~24
2021-07-03 20:53:37,540 DEBUG                  - depth 2, hash d9d6a8f, HEAD~176
2021-07-03 20:53:37,544 DEBUG                  - depth 3, hash 562b277, HEAD~177
2021-07-03 20:53:37,548 DEBUG                  - depth 4, hash 63ddb09, HEAD~192
2021-07-03 20:53:37,553 DEBUG                  - depth 5, hash 16b9e2c, HEAD~196
2021-07-03 20:53:37,557 DEBUG                  - depth 6, hash d54b339, HEAD~230
2021-07-03 20:53:37,561 DEBUG                  - depth 7, hash 722d696, HEAD~286
2021-07-03 20:53:37,565 DEBUG                  - depth 8, hash 4471e9d, HEAD~291
2021-07-03 20:53:37,569 DEBUG                  - depth 9, hash a4f7371, HEAD~335
2021-07-03 20:53:37,573 DEBUG                  - depth 10, hash 67d150a, HEAD~361
2021-07-03 20:53:37,577 DEBUG                  - depth 11, hash f9a3162, HEAD~362
2021-07-03 20:53:37,581 DEBUG                  - depth 12, hash a72c71f, HEAD~363
2021-07-03 20:53:37,585 DEBUG                  - depth 13, hash aa0762d, HEAD~365
2021-07-03 20:53:37,589 DEBUG                  - depth 14, hash 3cd5067, HEAD~399
2021-07-03 20:53:37,593 DEBUG                  - depth 15, hash c1049b5, HEAD~407
2021-07-03 20:53:37,598 DEBUG                  - depth 16, hash cdbb1cd, HEAD~411
2021-07-03 20:53:37,602 DEBUG                  - depth 17, hash fa116dd, HEAD~412
2021-07-03 20:53:37,606 DEBUG                  - depth 18, hash 1fa12a6, HEAD~413
2021-07-03 20:53:37,610 DEBUG                  - depth 19, hash 4b2a4ca, HEAD~414
2021-07-03 20:53:37,614 DEBUG                  - depth 20, hash 99c3819, HEAD~418
2021-07-03 20:53:37,618 DEBUG                  - depth 21, hash 16b175b, HEAD~426
2021-07-03 20:53:37,622 DEBUG                  - depth 22, hash 35d101c, HEAD~428
2021-07-03 20:53:37,626 DEBUG                  - depth 23, hash 692a1e3, HEAD~429
2021-07-03 20:53:37,630 DEBUG                  - depth 24, hash 5941149, HEAD~485
2021-07-03 20:53:37,635 DEBUG                  - depth 25, hash 97d3457, HEAD~590
2021-07-03 20:53:37,639 DEBUG                  - depth 26, hash 5a0894f, HEAD~614
2021-07-03 20:53:37,643 DEBUG                  - depth 27, hash ab2e7eb, HEAD~618
2021-07-03 20:53:37,647 DEBUG                  - depth 28, hash 75b9a4b, HEAD~654
2021-07-03 20:53:37,651 DEBUG                  - depth 29, hash 60cc83a, HEAD~655
2021-07-03 20:53:37,655 DEBUG                  - depth 30, hash db11c04, HEAD~745
2021-07-03 20:53:37,659 DEBUG                  - depth 31, hash 6a34b82, HEAD~755
2021-07-03 20:53:37,663 DEBUG                  - depth 32, hash 0030e1a, HEAD~807
2021-07-03 20:53:37,668 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java getCommentMarker 808:810
2021-07-03 20:53:37,729 DEBUG                  - depth 0, hash 67d150a, HEAD~361
2021-07-03 20:53:37,734 DEBUG                  - depth 1, hash f9a3162, HEAD~362
2021-07-03 20:53:37,738 DEBUG                  - depth 2, hash 60cc83a, HEAD~655
2021-07-03 20:53:37,742 DEBUG                  - depth 3, hash 9bafed6, HEAD~708
2021-07-03 20:53:37,746 DEBUG                  - depth 4, hash e28d4e9, HEAD~713
2021-07-03 20:53:37,750 DEBUG                  - depth 5, hash 2018c0c, HEAD~722
2021-07-03 20:53:37,754 DEBUG                  - depth 6, hash 5e0e770, HEAD~723
2021-07-03 20:53:37,759 DEBUG                  - depth 7, hash 71a6570, HEAD~739
2021-07-03 20:53:37,763 DEBUG                  - depth 8, hash 713e9c5, HEAD~743
2021-07-03 20:53:37,767 DEBUG                  - depth 9, hash db11c04, HEAD~745
2021-07-03 20:53:37,771 DEBUG                  - depth 10, hash 0383fd5, HEAD~751
2021-07-03 20:53:37,775 DEBUG                  - depth 11, hash 68352ee, HEAD~752
2021-07-03 20:53:37,779 DEBUG                  - depth 12, hash 6a34b82, HEAD~755
2021-07-03 20:53:37,783 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java getDelimiter 817:819
2021-07-03 20:53:37,845 DEBUG                  - depth 0, hash 60cc83a, HEAD~655
2021-07-03 20:53:37,851 DEBUG                  - depth 1, hash 759596a, HEAD~666
2021-07-03 20:53:37,855 DEBUG                  - depth 2, hash d10442b, HEAD~676
2021-07-03 20:53:37,859 DEBUG                  - depth 3, hash df08aca, HEAD~684
2021-07-03 20:53:37,863 DEBUG                  - depth 4, hash 6a34b82, HEAD~755
2021-07-03 20:53:37,867 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java getEscapeCharacter 826:828
2021-07-03 20:53:37,927 DEBUG                  - depth 0, hash f9a3162, HEAD~362
2021-07-03 20:53:37,933 DEBUG                  - depth 1, hash 60cc83a, HEAD~655
2021-07-03 20:53:37,937 DEBUG                  - depth 2, hash df08aca, HEAD~684
2021-07-03 20:53:37,941 DEBUG                  - depth 3, hash 961cce2, HEAD~720
2021-07-03 20:53:37,945 DEBUG                  - depth 4, hash db11c04, HEAD~745
2021-07-03 20:53:37,949 DEBUG                  - depth 5, hash 6a34b82, HEAD~755
2021-07-03 20:53:37,953 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java getHeader 835:837
2021-07-03 20:53:38,013 DEBUG                  - depth 0, hash 390800f, HEAD~595
2021-07-03 20:53:38,018 DEBUG                  - depth 1, hash 60cc83a, HEAD~655
2021-07-03 20:53:38,022 DEBUG                  - depth 2, hash 961cce2, HEAD~720
2021-07-03 20:53:38,026 DEBUG                  - depth 3, hash 6a34b82, HEAD~755
2021-07-03 20:53:38,031 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java getIgnoreEmptyLines 854:856
2021-07-03 20:53:38,091 DEBUG                  - depth 0, hash 4695d73, HEAD~364
2021-07-03 20:53:38,096 DEBUG                  - depth 1, hash f51f898, HEAD~381
2021-07-03 20:53:38,101 DEBUG                  - depth 2, hash 60cc83a, HEAD~655
2021-07-03 20:53:38,105 DEBUG                  - depth 3, hash 961cce2, HEAD~720
2021-07-03 20:53:38,109 DEBUG                  - depth 4, hash db11c04, HEAD~745
2021-07-03 20:53:38,113 DEBUG                  - depth 5, hash 6a34b82, HEAD~755
2021-07-03 20:53:38,117 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java getIgnoreSurroundingSpaces 873:875
2021-07-03 20:53:38,164 DEBUG                  - depth 0, hash a4c1a85, HEAD~202
2021-07-03 20:53:38,169 DEBUG                  - depth 1, hash d54b339, HEAD~230
2021-07-03 20:53:38,174 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java getNullString 887:889
2021-07-03 20:53:38,231 DEBUG                  - depth 0, hash 5a0894f, HEAD~614
2021-07-03 20:53:38,236 DEBUG                  - depth 1, hash 75b9a4b, HEAD~654
2021-07-03 20:53:38,240 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java getQuoteCharacter 896:898
2021-07-03 20:53:38,302 DEBUG                  - depth 0, hash f9a3162, HEAD~362
2021-07-03 20:53:38,307 DEBUG                  - depth 1, hash 60cc83a, HEAD~655
2021-07-03 20:53:38,311 DEBUG                  - depth 2, hash 961cce2, HEAD~720
2021-07-03 20:53:38,316 DEBUG                  - depth 3, hash 6a34b82, HEAD~755
2021-07-03 20:53:38,320 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java getTrim 942:944
2021-07-03 20:53:38,365 DEBUG                  - depth 0, hash 16b9e2c, HEAD~196
2021-07-03 20:53:38,371 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java isLineBreak 544:546
2021-07-03 20:53:38,439 DEBUG                  - depth 0, hash 9631efe, HEAD~544
2021-07-03 20:53:38,445 DEBUG                  - depth 1, hash 60cc83a, HEAD~655
2021-07-03 20:53:38,449 DEBUG                  - depth 2, hash 6a34b82, HEAD~755
2021-07-03 20:53:38,453 DEBUG                  - depth 3, hash 73ec29f, HEAD~761
2021-07-03 20:53:38,457 DEBUG                  - depth 4, hash 53f15f4, HEAD~801
2021-07-03 20:53:38,461 DEBUG                  - depth 5, hash 6e57364, HEAD~806
2021-07-03 20:53:38,465 DEBUG                  - depth 6, hash 0030e1a, HEAD~807
2021-07-03 20:53:38,470 DEBUG                  - depth 7, hash 53fd86d, HEAD~854
2021-07-03 20:53:38,474 DEBUG                  - depth 8, hash 6ab9b46, HEAD~863
2021-07-03 20:53:38,478 DEBUG                  - depth 9, hash 67bbc35, HEAD~866
2021-07-03 20:53:38,482 DEBUG                  - depth 10, hash 6c1b0fa, HEAD~881
2021-07-03 20:53:38,486 DEBUG                  - depth 11, hash 93fc1f9, HEAD~883
2021-07-03 20:53:38,490 DEBUG                  - depth 12, hash bf06bed, HEAD~886
2021-07-03 20:53:38,494 DEBUG                  - depth 13, hash 38741a4, HEAD~971
2021-07-03 20:53:38,499 DEBUG                  - depth 14, hash c9dedff, HEAD~1006
2021-07-03 20:53:38,503 DEBUG                  - depth 15, hash aee6c50, HEAD~1012
2021-07-03 20:53:38,507 DEBUG                  - depth 16, hash bbb2da1, HEAD~1021
2021-07-03 20:53:38,511 DEBUG                  - depth 17, hash 740a1b6, HEAD~1037
2021-07-03 20:53:38,515 DEBUG                  - depth 18, hash 194e21c, HEAD~1055
2021-07-03 20:53:38,519 DEBUG                  - depth 19, hash 70337be, HEAD~1076
2021-07-03 20:53:38,524 DEBUG                  - depth 20, hash cb99634, HEAD~1086
2021-07-03 20:53:38,528 DEBUG                  - depth 21, hash 42476f4, HEAD~1087
2021-07-03 20:53:38,532 DEBUG                  - depth 22, hash 43b777b, HEAD~1092
2021-07-03 20:53:38,536 DEBUG                  - depth 23, hash 1166ca6, HEAD~1098
2021-07-03 20:53:38,540 DEBUG                  - depth 24, hash 02b2146, HEAD~1110
2021-07-03 20:53:38,544 DEBUG                  - depth 25, hash eac54a2, HEAD~1203
2021-07-03 20:53:38,549 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java isLineBreak 556:558
2021-07-03 20:53:38,603 DEBUG                  - depth 0, hash 9631efe, HEAD~544
2021-07-03 20:53:38,608 DEBUG                  - depth 1, hash 15b4e3f, HEAD~545
2021-07-03 20:53:38,613 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java parse 1017:1019
2021-07-03 20:53:38,674 DEBUG                  - depth 0, hash f78b5a1, HEAD~599
2021-07-03 20:53:38,680 DEBUG                  - depth 1, hash 60cc83a, HEAD~655
2021-07-03 20:53:38,684 DEBUG                  - depth 2, hash 6a34b82, HEAD~755
2021-07-03 20:53:38,688 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java toStringArray 1385:1395
2021-07-03 20:53:38,735 DEBUG                  - depth 0, hash a4c1a85, HEAD~202
2021-07-03 20:53:38,740 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java validate 1419:1463
2021-07-03 20:53:38,796 DEBUG                  - depth 0, hash ed6adc7, HEAD~125
