2021-07-03 20:50:01,021 INFO     Search BICs for /tmp/Csv-5b/
2021-07-03 20:50:01,021 DEBUG    Reading the coverage of org.apache.commons.csv.CSVFormatTest::testNullRecordSeparatorCsv106 (failings)
2021-07-03 20:50:01,025 INFO     Loaded 1x87 Coverage Matrix
2021-07-03 20:50:01,025 INFO     The number of total commits: 750
2021-07-03 20:50:01,293 DEBUG    [line range] org/apache/commons/csv/Assertions.java notNull 31:35
2021-07-03 20:50:01,316 DEBUG                  - depth 0, hash 5941149, HEAD~10
2021-07-03 20:50:01,321 DEBUG                  - depth 1, hash 724c88d, HEAD~51
2021-07-03 20:50:01,325 DEBUG                  - depth 2, hash a2fef00, HEAD~53
2021-07-03 20:50:01,732 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java <clinit> 174:175
2021-07-03 20:50:01,770 DEBUG                  - depth 0, hash 5db1a2c, HEAD~60
2021-07-03 20:50:01,775 DEBUG                  - depth 1, hash 97d3457, HEAD~115
2021-07-03 20:50:01,779 DEBUG                  - depth 2, hash 75f39a8, HEAD~127
2021-07-03 20:50:01,783 DEBUG                  - depth 3, hash 60cc83a, HEAD~180
2021-07-03 20:50:01,787 DEBUG                  - depth 4, hash 50e2719, HEAD~371
2021-07-03 20:50:01,791 DEBUG                  - depth 5, hash 42476f4, HEAD~612
2021-07-03 20:50:01,795 DEBUG                  - depth 6, hash 1166ca6, HEAD~623
2021-07-03 20:50:01,799 DEBUG                  - depth 7, hash eac54a2, HEAD~728
2021-07-03 20:50:01,803 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java <init> 292:311
2021-07-03 20:50:01,836 DEBUG                  - depth 0, hash 5941149, HEAD~10
2021-07-03 20:50:01,841 DEBUG                  - depth 1, hash 97d3457, HEAD~115
2021-07-03 20:50:01,846 DEBUG                  - depth 2, hash 5a0894f, HEAD~139
2021-07-03 20:50:01,850 DEBUG                  - depth 3, hash ab2e7eb, HEAD~143
2021-07-03 20:50:01,854 DEBUG                  - depth 4, hash 75b9a4b, HEAD~179
2021-07-03 20:50:01,858 DEBUG                  - depth 5, hash 60cc83a, HEAD~180
2021-07-03 20:50:01,862 DEBUG                  - depth 6, hash db11c04, HEAD~270
2021-07-03 20:50:01,866 DEBUG                  - depth 7, hash 6a34b82, HEAD~280
2021-07-03 20:50:01,870 DEBUG                  - depth 8, hash 0030e1a, HEAD~332
2021-07-03 20:50:01,874 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java format 379:388
2021-07-03 20:50:01,904 DEBUG                  - depth 0, hash 60cc83a, HEAD~180
2021-07-03 20:50:01,910 DEBUG                  - depth 1, hash 6b2a504, HEAD~228
2021-07-03 20:50:01,914 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java getDelimiter 404:406
2021-07-03 20:50:01,946 DEBUG                  - depth 0, hash 60cc83a, HEAD~180
2021-07-03 20:50:01,951 DEBUG                  - depth 1, hash 759596a, HEAD~191
2021-07-03 20:50:01,955 DEBUG                  - depth 2, hash d10442b, HEAD~201
2021-07-03 20:50:01,959 DEBUG                  - depth 3, hash df08aca, HEAD~209
2021-07-03 20:50:01,963 DEBUG                  - depth 4, hash 6a34b82, HEAD~280
2021-07-03 20:50:01,967 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java getRecordSeparator 486:488
2021-07-03 20:50:01,999 DEBUG                  - depth 0, hash 60cc83a, HEAD~180
2021-07-03 20:50:02,005 DEBUG                  - depth 1, hash db11c04, HEAD~270
2021-07-03 20:50:02,009 DEBUG                  - depth 2, hash 6a34b82, HEAD~280
2021-07-03 20:50:02,013 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java isEscaping 533:535
2021-07-03 20:50:02,045 DEBUG                  - depth 0, hash 60cc83a, HEAD~180
2021-07-03 20:50:02,050 DEBUG                  - depth 1, hash 6a34b82, HEAD~280
2021-07-03 20:50:02,054 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java isLineBreak 237:239
2021-07-03 20:50:02,093 DEBUG                  - depth 0, hash 9631efe, HEAD~69
2021-07-03 20:50:02,098 DEBUG                  - depth 1, hash 60cc83a, HEAD~180
2021-07-03 20:50:02,102 DEBUG                  - depth 2, hash 6a34b82, HEAD~280
2021-07-03 20:50:02,106 DEBUG                  - depth 3, hash 73ec29f, HEAD~286
2021-07-03 20:50:02,110 DEBUG                  - depth 4, hash 53f15f4, HEAD~326
2021-07-03 20:50:02,114 DEBUG                  - depth 5, hash 6e57364, HEAD~331
2021-07-03 20:50:02,119 DEBUG                  - depth 6, hash 0030e1a, HEAD~332
2021-07-03 20:50:02,123 DEBUG                  - depth 7, hash 53fd86d, HEAD~379
2021-07-03 20:50:02,127 DEBUG                  - depth 8, hash 6ab9b46, HEAD~388
2021-07-03 20:50:02,131 DEBUG                  - depth 9, hash 67bbc35, HEAD~391
2021-07-03 20:50:02,135 DEBUG                  - depth 10, hash 6c1b0fa, HEAD~406
2021-07-03 20:50:02,139 DEBUG                  - depth 11, hash 93fc1f9, HEAD~408
2021-07-03 20:50:02,143 DEBUG                  - depth 12, hash bf06bed, HEAD~411
2021-07-03 20:50:02,147 DEBUG                  - depth 13, hash 38741a4, HEAD~496
2021-07-03 20:50:02,152 DEBUG                  - depth 14, hash c9dedff, HEAD~531
2021-07-03 20:50:02,156 DEBUG                  - depth 15, hash aee6c50, HEAD~537
2021-07-03 20:50:02,160 DEBUG                  - depth 16, hash bbb2da1, HEAD~546
2021-07-03 20:50:02,164 DEBUG                  - depth 17, hash 740a1b6, HEAD~562
2021-07-03 20:50:02,168 DEBUG                  - depth 18, hash 194e21c, HEAD~580
2021-07-03 20:50:02,172 DEBUG                  - depth 19, hash 70337be, HEAD~601
2021-07-03 20:50:02,176 DEBUG                  - depth 20, hash cb99634, HEAD~611
2021-07-03 20:50:02,180 DEBUG                  - depth 21, hash 42476f4, HEAD~612
2021-07-03 20:50:02,185 DEBUG                  - depth 22, hash 43b777b, HEAD~617
2021-07-03 20:50:02,189 DEBUG                  - depth 23, hash 1166ca6, HEAD~623
2021-07-03 20:50:02,193 DEBUG                  - depth 24, hash 02b2146, HEAD~635
2021-07-03 20:50:02,197 DEBUG                  - depth 25, hash eac54a2, HEAD~728
2021-07-03 20:50:02,201 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java isLineBreak 249:251
2021-07-03 20:50:02,226 DEBUG                  - depth 0, hash 9631efe, HEAD~69
2021-07-03 20:50:02,231 DEBUG                  - depth 1, hash 15b4e3f, HEAD~70
2021-07-03 20:50:02,235 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java isQuoting 551:553
2021-07-03 20:50:02,267 DEBUG                  - depth 0, hash 60cc83a, HEAD~180
2021-07-03 20:50:02,272 DEBUG                  - depth 1, hash 6a34b82, HEAD~280
2021-07-03 20:50:02,277 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java newFormat 261:263
2021-07-03 20:50:02,314 DEBUG                  - depth 0, hash 97d3457, HEAD~115
2021-07-03 20:50:02,319 DEBUG                  - depth 1, hash 75f39a8, HEAD~127
2021-07-03 20:50:02,323 DEBUG                  - depth 2, hash 60cc83a, HEAD~180
2021-07-03 20:50:02,327 DEBUG                  - depth 3, hash 6ab9b46, HEAD~388
2021-07-03 20:50:02,332 DEBUG                  - depth 4, hash aee6c50, HEAD~537
2021-07-03 20:50:02,336 DEBUG                  - depth 5, hash 312f5b0, HEAD~599
2021-07-03 20:50:02,340 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java validate 615:652
2021-07-03 20:50:02,366 DEBUG                  - depth 0, hash fcc0d15, HEAD~105
2021-07-03 20:50:02,372 DEBUG                  - depth 1, hash f881372, HEAD~117
2021-07-03 20:50:02,376 DEBUG                  - depth 2, hash 75f39a8, HEAD~127
2021-07-03 20:50:02,380 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java withDelimiter 697:703
2021-07-03 20:50:02,406 DEBUG                  - depth 0, hash 97d3457, HEAD~115
2021-07-03 20:50:02,412 DEBUG                  - depth 1, hash 75f39a8, HEAD~127
2021-07-03 20:50:02,416 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java withEscape 714:716
2021-07-03 20:50:02,442 DEBUG                  - depth 0, hash 75f39a8, HEAD~127
2021-07-03 20:50:02,448 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java withEscape 727:733
2021-07-03 20:50:02,474 DEBUG                  - depth 0, hash 97d3457, HEAD~115
2021-07-03 20:50:02,479 DEBUG                  - depth 1, hash 75f39a8, HEAD~127
2021-07-03 20:50:02,484 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java withHeader 752:755
2021-07-03 20:50:02,510 DEBUG                  - depth 0, hash 97d3457, HEAD~115
2021-07-03 20:50:02,516 DEBUG                  - depth 1, hash 75f39a8, HEAD~127
2021-07-03 20:50:02,520 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java withIgnoreEmptyLines 765:768
2021-07-03 20:50:02,546 DEBUG                  - depth 0, hash 97d3457, HEAD~115
2021-07-03 20:50:02,552 DEBUG                  - depth 1, hash 75f39a8, HEAD~127
2021-07-03 20:50:02,556 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java withIgnoreSurroundingSpaces 778:781
2021-07-03 20:50:02,582 DEBUG                  - depth 0, hash 97d3457, HEAD~115
2021-07-03 20:50:02,588 DEBUG                  - depth 1, hash 75f39a8, HEAD~127
2021-07-03 20:50:02,592 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java withQuoteChar 825:831
2021-07-03 20:50:02,618 DEBUG                  - depth 0, hash 97d3457, HEAD~115
2021-07-03 20:50:02,624 DEBUG                  - depth 1, hash 75f39a8, HEAD~127
2021-07-03 20:50:02,628 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java withRecordSeparator 854:856
2021-07-03 20:50:02,654 DEBUG                  - depth 0, hash 75f39a8, HEAD~127
2021-07-03 20:50:02,660 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java withRecordSeparator 866:869
2021-07-03 20:50:02,686 DEBUG                  - depth 0, hash 97d3457, HEAD~115
2021-07-03 20:50:02,692 DEBUG                  - depth 1, hash 75f39a8, HEAD~127
2021-07-03 20:50:02,696 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java withSkipHeaderRecord 880:883
2021-07-03 20:50:02,722 DEBUG                  - depth 0, hash 97d3457, HEAD~115
2021-07-03 20:50:02,728 DEBUG                  - depth 1, hash 75f39a8, HEAD~127
2021-07-03 20:50:03,120 DEBUG    [line range] org/apache/commons/csv/CSVPrinter.java <init> 43:43
2021-07-03 20:50:03,172 DEBUG                  - depth 0, hash 6640e85, HEAD~166
2021-07-03 20:50:03,177 DEBUG                  - depth 1, hash d90fa38, HEAD~614
2021-07-03 20:50:03,181 DEBUG                  - depth 2, hash 1166ca6, HEAD~623
2021-07-03 20:50:03,185 DEBUG                  - depth 3, hash 02b2146, HEAD~635
2021-07-03 20:50:03,190 DEBUG                  - depth 4, hash f6f9fc1, HEAD~723
2021-07-03 20:50:03,194 DEBUG                  - depth 5, hash e23e79e, HEAD~749
2021-07-03 20:50:03,198 DEBUG    [line range] org/apache/commons/csv/CSVPrinter.java print 97:107
2021-07-03 20:50:03,225 DEBUG                  - depth 0, hash 5823366, HEAD~5
2021-07-03 20:50:03,231 DEBUG                  - depth 1, hash 6640e85, HEAD~166
2021-07-03 20:50:03,235 DEBUG                  - depth 2, hash 3a90cfe, HEAD~297
2021-07-03 20:50:03,239 DEBUG                  - depth 3, hash 66a56ee, HEAD~383
2021-07-03 20:50:03,243 DEBUG                  - depth 4, hash 6ab9b46, HEAD~388
2021-07-03 20:50:03,247 DEBUG                  - depth 5, hash 6c1b0fa, HEAD~406
2021-07-03 20:50:03,251 DEBUG                  - depth 6, hash 9fb2b4f, HEAD~520
2021-07-03 20:50:03,255 DEBUG                  - depth 7, hash ac6e857, HEAD~576
