2021-07-04 09:53:33,664 INFO     Search BICs for /tmp/Mockito-36b/
2021-07-04 09:53:33,664 DEBUG    Reading the coverage of org.mockitousage.spies.SpyingOnInterfacesTest::shouldFailInRuntimeWhenCallingRealMethodOnInterface (failings)
2021-07-04 09:53:33,684 DEBUG    Reading the coverage of org.mockito.internal.invocation.InvocationTest::shouldScreamWhenCallingRealMethodOnInterface (failings)
2021-07-04 09:53:33,699 INFO     Loaded 2x526 Coverage Matrix
2021-07-04 09:53:33,700 INFO     The number of total commits: 1189
2021-07-04 09:53:33,991 DEBUG    [single line]   org/mockito/ArgumentMatcher.java <init> 62
2021-07-04 09:53:34,067 DEBUG                  - depth 0, hash cbc530c, HEAD~23
2021-07-04 09:53:34,073 DEBUG                  - depth 1, hash bf4eec3, HEAD~861
2021-07-04 09:53:34,410 DEBUG    [line range] org/mockito/Matchers.java <clinit> 95:95
2021-07-04 09:53:34,497 DEBUG                  - depth 0, hash d94c8c1, HEAD~325
2021-07-04 09:53:34,502 DEBUG                  - depth 1, hash 7035637, HEAD~382
2021-07-04 09:53:34,506 DEBUG                  - depth 2, hash 863efe6, HEAD~401
2021-07-04 09:53:34,511 DEBUG                  - depth 3, hash 6d73019, HEAD~421
2021-07-04 09:53:34,515 DEBUG                  - depth 4, hash affa89d, HEAD~422
2021-07-04 09:53:34,519 DEBUG                  - depth 5, hash e6759cc, HEAD~503
2021-07-04 09:53:34,523 DEBUG                  - depth 6, hash 63fbcc7, HEAD~504
2021-07-04 09:53:34,527 DEBUG                  - depth 7, hash 9d1a555, HEAD~545
2021-07-04 09:53:34,531 DEBUG                  - depth 8, hash 97194a6, HEAD~575
2021-07-04 09:53:34,535 DEBUG                  - depth 9, hash eb1110e, HEAD~602
2021-07-04 09:53:34,539 DEBUG                  - depth 10, hash b0c3487, HEAD~632
2021-07-04 09:53:34,543 DEBUG                  - depth 11, hash e71e3d3, HEAD~663
2021-07-04 09:53:34,547 DEBUG                  - depth 12, hash b29cc4b, HEAD~668
2021-07-04 09:53:34,551 DEBUG                  - depth 13, hash a56149b, HEAD~676
2021-07-04 09:53:34,555 DEBUG                  - depth 14, hash 56b3503, HEAD~680
2021-07-04 09:53:34,559 DEBUG                  - depth 15, hash a0e3112, HEAD~771
2021-07-04 09:53:34,563 DEBUG                  - depth 16, hash f123fe1, HEAD~779
2021-07-04 09:53:34,567 DEBUG                  - depth 17, hash 03444ce, HEAD~786
2021-07-04 09:53:34,572 DEBUG                  - depth 18, hash 4f7f2f1, HEAD~788
2021-07-04 09:53:34,576 DEBUG                  - depth 19, hash 868fcb0, HEAD~791
2021-07-04 09:53:34,580 DEBUG                  - depth 20, hash 1b1c8f7, HEAD~800
2021-07-04 09:53:34,584 DEBUG                  - depth 21, hash b866779, HEAD~802
2021-07-04 09:53:34,588 DEBUG                  - depth 22, hash 05c8ca8, HEAD~835
2021-07-04 09:53:34,592 DEBUG                  - depth 23, hash 5b494bf, HEAD~837
2021-07-04 09:53:34,596 DEBUG                  - depth 24, hash 83e1a6d, HEAD~840
2021-07-04 09:53:34,601 DEBUG                  - depth 25, hash 85cc060, HEAD~842
2021-07-04 09:53:34,605 DEBUG                  - depth 26, hash 56d884c, HEAD~843
2021-07-04 09:53:34,609 DEBUG                  - depth 27, hash feb23b0, HEAD~845
2021-07-04 09:53:34,613 DEBUG                  - depth 28, hash bda14b0, HEAD~858
2021-07-04 09:53:34,617 DEBUG                  - depth 29, hash bf4eec3, HEAD~861
2021-07-04 09:53:34,621 DEBUG                  - depth 30, hash 71450e5, HEAD~862
2021-07-04 09:53:34,625 DEBUG                  - depth 31, hash df23bd3, HEAD~864
2021-07-04 09:53:34,629 DEBUG                  - depth 32, hash 824fbd7, HEAD~877
2021-07-04 09:53:34,634 DEBUG                  - depth 33, hash 6127c09, HEAD~912
2021-07-04 09:53:34,638 DEBUG                  - depth 34, hash bbd8d3c, HEAD~913
2021-07-04 09:53:34,642 DEBUG                  - depth 35, hash 331f9b9, HEAD~914
2021-07-04 09:53:34,646 DEBUG                  - depth 36, hash 8ddb75e, HEAD~916
2021-07-04 09:53:34,650 DEBUG                  - depth 37, hash 057ebdd, HEAD~917
2021-07-04 09:53:34,654 DEBUG                  - depth 38, hash 9f6cfd4, HEAD~919
2021-07-04 09:53:34,658 DEBUG                  - depth 39, hash 1913433, HEAD~920
2021-07-04 09:53:34,663 DEBUG                  - depth 40, hash 6a49c13, HEAD~930
2021-07-04 09:53:34,667 DEBUG                  - depth 41, hash e056054, HEAD~932
2021-07-04 09:53:34,671 DEBUG                  - depth 42, hash 389a09b, HEAD~942
2021-07-04 09:53:34,675 DEBUG                  - depth 43, hash 272b3f0, HEAD~972
2021-07-04 09:53:34,679 DEBUG                  - depth 44, hash 45b98cb, HEAD~973
2021-07-04 09:53:34,683 DEBUG                  - depth 45, hash e86b9ac, HEAD~980
2021-07-04 09:53:34,688 DEBUG                  - depth 46, hash d721a5a, HEAD~988
2021-07-04 09:53:34,692 DEBUG                  - depth 47, hash 7862120, HEAD~989
2021-07-04 09:53:34,696 DEBUG                  - depth 48, hash 85909dd, HEAD~1025
2021-07-04 09:53:34,700 DEBUG                  - depth 49, hash 9952454, HEAD~1027
2021-07-04 09:53:34,704 DEBUG                  - depth 50, hash 5f9f61a, HEAD~1124
2021-07-04 09:53:34,708 DEBUG                  - depth 51, hash 5f41dde, HEAD~1160
2021-07-04 09:53:34,713 DEBUG                  - depth 52, hash da791d6, HEAD~1162
2021-07-04 09:53:34,717 DEBUG                  - depth 53, hash 55db3c7, HEAD~1166
2021-07-04 09:53:34,721 DEBUG                  - depth 54, hash ce623bd, HEAD~1171
2021-07-04 09:53:35,123 DEBUG    [line range] org/mockito/Mockito.java <clinit> 630:630
2021-07-04 09:53:35,209 DEBUG                  - depth 0, hash 52a27f7, HEAD~291
2021-07-04 09:53:35,215 DEBUG                  - depth 1, hash 7a9beaf, HEAD~293
2021-07-04 09:53:35,219 DEBUG    [line range] org/mockito/Mockito.java mock 730:732
2021-07-04 09:53:35,336 DEBUG                  - depth 0, hash cbca8d0, HEAD~176
2021-07-04 09:53:35,342 DEBUG                  - depth 1, hash af1f73b, HEAD~177
2021-07-04 09:53:35,346 DEBUG                  - depth 2, hash ba4db5f, HEAD~198
2021-07-04 09:53:35,350 DEBUG                  - depth 3, hash c69a4d3, HEAD~206
2021-07-04 09:53:35,354 DEBUG                  - depth 4, hash 9a93c49, HEAD~207
