2021-07-04 09:04:15,208 INFO     Search BICs for /tmp/Mockito-13b/
2021-07-04 09:04:15,208 DEBUG    Reading the coverage of org.mockitousage.bugs.VerifyingWithAnExtraCallToADifferentMockTest::shouldAllowVerifyingWhenOtherMockCallIsInTheSameLine (failings)
2021-07-04 09:04:15,235 INFO     Loaded 1x628 Coverage Matrix
2021-07-04 09:04:15,235 INFO     The number of total commits: 1374
2021-07-04 09:04:15,530 DEBUG    [single line]   org/mockito/Answers.java <clinit> 25
2021-07-04 09:04:15,615 DEBUG                  - depth 0, hash 77fea3d, HEAD~17
2021-07-04 09:04:15,620 DEBUG    [single line]   org/mockito/Answers.java <clinit> 27
2021-07-04 09:04:15,704 DEBUG                  - depth 0, hash 77fea3d, HEAD~17
2021-07-04 09:04:15,710 DEBUG    [single line]   org/mockito/Answers.java <clinit> 28
2021-07-04 09:04:15,794 DEBUG                  - depth 0, hash 77fea3d, HEAD~17
2021-07-04 09:04:15,799 DEBUG    [single line]   org/mockito/Answers.java <clinit> 29
2021-07-04 09:04:15,887 DEBUG                  - depth 0, hash 77fea3d, HEAD~17
2021-07-04 09:04:15,892 DEBUG    [single line]   org/mockito/Answers.java <clinit> 30
2021-07-04 09:04:15,977 DEBUG                  - depth 0, hash 77fea3d, HEAD~17
2021-07-04 09:04:15,982 DEBUG    [single line]   org/mockito/Answers.java <clinit> 31
2021-07-04 09:04:16,067 DEBUG                  - depth 0, hash 77fea3d, HEAD~17
2021-07-04 09:04:16,072 DEBUG    [line range] org/mockito/Answers.java <init> 36:38
2021-07-04 09:04:16,160 DEBUG                  - depth 0, hash 77fea3d, HEAD~17
2021-07-04 09:04:16,165 DEBUG    [line range] org/mockito/Answers.java get 40:42
2021-07-04 09:04:16,249 DEBUG                  - depth 0, hash 77fea3d, HEAD~17
2021-07-04 09:04:16,545 DEBUG    [single line]   org/mockito/ArgumentMatcher.java <init> 57
2021-07-04 09:04:16,631 DEBUG                  - depth 0, hash 1532827, HEAD~119
2021-07-04 09:04:16,636 DEBUG                  - depth 1, hash cbc530c, HEAD~208
2021-07-04 09:04:16,640 DEBUG                  - depth 2, hash bf4eec3, HEAD~1046
2021-07-04 09:04:17,007 DEBUG    [line range] org/mockito/Matchers.java <clinit> 95:95
2021-07-04 09:04:17,105 DEBUG                  - depth 0, hash d94c8c1, HEAD~510
2021-07-04 09:04:17,110 DEBUG                  - depth 1, hash 7035637, HEAD~567
2021-07-04 09:04:17,114 DEBUG                  - depth 2, hash 863efe6, HEAD~586
2021-07-04 09:04:17,118 DEBUG                  - depth 3, hash 6d73019, HEAD~606
2021-07-04 09:04:17,122 DEBUG                  - depth 4, hash affa89d, HEAD~607
2021-07-04 09:04:17,126 DEBUG                  - depth 5, hash e6759cc, HEAD~688
2021-07-04 09:04:17,130 DEBUG                  - depth 6, hash 63fbcc7, HEAD~689
2021-07-04 09:04:17,135 DEBUG                  - depth 7, hash 9d1a555, HEAD~730
2021-07-04 09:04:17,139 DEBUG                  - depth 8, hash 97194a6, HEAD~760
2021-07-04 09:04:17,143 DEBUG                  - depth 9, hash eb1110e, HEAD~787
2021-07-04 09:04:17,147 DEBUG                  - depth 10, hash b0c3487, HEAD~817
2021-07-04 09:04:17,151 DEBUG                  - depth 11, hash e71e3d3, HEAD~848
2021-07-04 09:04:17,155 DEBUG                  - depth 12, hash b29cc4b, HEAD~853
2021-07-04 09:04:17,159 DEBUG                  - depth 13, hash a56149b, HEAD~861
2021-07-04 09:04:17,163 DEBUG                  - depth 14, hash 56b3503, HEAD~865
2021-07-04 09:04:17,167 DEBUG                  - depth 15, hash a0e3112, HEAD~956
2021-07-04 09:04:17,172 DEBUG                  - depth 16, hash f123fe1, HEAD~964
2021-07-04 09:04:17,176 DEBUG                  - depth 17, hash 03444ce, HEAD~971
2021-07-04 09:04:17,180 DEBUG                  - depth 18, hash 4f7f2f1, HEAD~973
2021-07-04 09:04:17,184 DEBUG                  - depth 19, hash 868fcb0, HEAD~976
2021-07-04 09:04:17,188 DEBUG                  - depth 20, hash 1b1c8f7, HEAD~985
2021-07-04 09:04:17,192 DEBUG                  - depth 21, hash b866779, HEAD~987
2021-07-04 09:04:17,196 DEBUG                  - depth 22, hash 05c8ca8, HEAD~1020
2021-07-04 09:04:17,200 DEBUG                  - depth 23, hash 5b494bf, HEAD~1022
2021-07-04 09:04:17,205 DEBUG                  - depth 24, hash 83e1a6d, HEAD~1025
2021-07-04 09:04:17,209 DEBUG                  - depth 25, hash 85cc060, HEAD~1027
2021-07-04 09:04:17,213 DEBUG                  - depth 26, hash 56d884c, HEAD~1028
2021-07-04 09:04:17,217 DEBUG                  - depth 27, hash feb23b0, HEAD~1030
2021-07-04 09:04:17,221 DEBUG                  - depth 28, hash bda14b0, HEAD~1043
2021-07-04 09:04:17,225 DEBUG                  - depth 29, hash bf4eec3, HEAD~1046
