2021-07-03 20:50:51,170 INFO     Search BICs for /tmp/Csv-8b/
2021-07-03 20:50:51,170 DEBUG    Reading the coverage of org.apache.commons.csv.CSVFormatTest::testDuplicateHeaderElements (failings)
2021-07-03 20:50:51,172 INFO     Loaded 1x45 Coverage Matrix
2021-07-03 20:50:51,173 INFO     The number of total commits: 796
2021-07-03 20:50:51,563 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java <clinit> 174:175
2021-07-03 20:50:51,602 DEBUG                  - depth 0, hash 5db1a2c, HEAD~106
2021-07-03 20:50:51,608 DEBUG                  - depth 1, hash 97d3457, HEAD~161
2021-07-03 20:50:51,612 DEBUG                  - depth 2, hash 75f39a8, HEAD~173
2021-07-03 20:50:51,616 DEBUG                  - depth 3, hash 60cc83a, HEAD~226
2021-07-03 20:50:51,620 DEBUG                  - depth 4, hash 50e2719, HEAD~417
2021-07-03 20:50:51,625 DEBUG                  - depth 5, hash 42476f4, HEAD~658
2021-07-03 20:50:51,629 DEBUG                  - depth 6, hash 1166ca6, HEAD~669
2021-07-03 20:50:51,633 DEBUG                  - depth 7, hash eac54a2, HEAD~774
2021-07-03 20:50:51,637 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java <init> 296:315
2021-07-03 20:50:51,672 DEBUG                  - depth 0, hash 692a1e3, HEAD~0
2021-07-03 20:50:51,677 DEBUG                  - depth 1, hash 5941149, HEAD~56
2021-07-03 20:50:51,682 DEBUG                  - depth 2, hash 97d3457, HEAD~161
2021-07-03 20:50:51,686 DEBUG                  - depth 3, hash 5a0894f, HEAD~185
2021-07-03 20:50:51,690 DEBUG                  - depth 4, hash ab2e7eb, HEAD~189
2021-07-03 20:50:51,694 DEBUG                  - depth 5, hash 75b9a4b, HEAD~225
2021-07-03 20:50:51,698 DEBUG                  - depth 6, hash 60cc83a, HEAD~226
2021-07-03 20:50:51,702 DEBUG                  - depth 7, hash db11c04, HEAD~316
2021-07-03 20:50:51,706 DEBUG                  - depth 8, hash 6a34b82, HEAD~326
2021-07-03 20:50:51,710 DEBUG                  - depth 9, hash 0030e1a, HEAD~378
2021-07-03 20:50:51,715 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java isLineBreak 242:244
2021-07-03 20:50:51,755 DEBUG                  - depth 0, hash 9631efe, HEAD~115
2021-07-03 20:50:51,760 DEBUG                  - depth 1, hash 60cc83a, HEAD~226
2021-07-03 20:50:51,764 DEBUG                  - depth 2, hash 6a34b82, HEAD~326
2021-07-03 20:50:51,768 DEBUG                  - depth 3, hash 73ec29f, HEAD~332
2021-07-03 20:50:51,773 DEBUG                  - depth 4, hash 53f15f4, HEAD~372
2021-07-03 20:50:51,777 DEBUG                  - depth 5, hash 6e57364, HEAD~377
2021-07-03 20:50:51,781 DEBUG                  - depth 6, hash 0030e1a, HEAD~378
2021-07-03 20:50:51,785 DEBUG                  - depth 7, hash 53fd86d, HEAD~425
2021-07-03 20:50:51,789 DEBUG                  - depth 8, hash 6ab9b46, HEAD~434
2021-07-03 20:50:51,793 DEBUG                  - depth 9, hash 67bbc35, HEAD~437
2021-07-03 20:50:51,797 DEBUG                  - depth 10, hash 6c1b0fa, HEAD~452
2021-07-03 20:50:51,801 DEBUG                  - depth 11, hash 93fc1f9, HEAD~454
2021-07-03 20:50:51,805 DEBUG                  - depth 12, hash bf06bed, HEAD~457
2021-07-03 20:50:51,810 DEBUG                  - depth 13, hash 38741a4, HEAD~542
