2021-07-04 09:05:49,266 INFO     Search BICs for /tmp/Mockito-14b/
2021-07-04 09:05:49,266 DEBUG    Reading the coverage of org.mockitousage.bugs.VerifyingWithAnExtraCallToADifferentMockTest::shouldAllowVerifyingWhenOtherMockCallIsInTheSameLine (failings)
2021-07-04 09:05:49,291 INFO     Loaded 1x631 Coverage Matrix
2021-07-04 09:05:49,291 INFO     The number of total commits: 1361
2021-07-04 09:05:49,579 DEBUG    [single line]   org/mockito/Answers.java <clinit> 25
2021-07-04 09:05:49,664 DEBUG                  - depth 0, hash 77fea3d, HEAD~4
2021-07-04 09:05:49,670 DEBUG    [single line]   org/mockito/Answers.java <clinit> 27
2021-07-04 09:05:49,753 DEBUG                  - depth 0, hash 77fea3d, HEAD~4
2021-07-04 09:05:49,759 DEBUG    [single line]   org/mockito/Answers.java <clinit> 28
2021-07-04 09:05:49,842 DEBUG                  - depth 0, hash 77fea3d, HEAD~4
2021-07-04 09:05:49,847 DEBUG    [single line]   org/mockito/Answers.java <clinit> 29
2021-07-04 09:05:49,931 DEBUG                  - depth 0, hash 77fea3d, HEAD~4
2021-07-04 09:05:49,936 DEBUG    [single line]   org/mockito/Answers.java <clinit> 30
2021-07-04 09:05:50,019 DEBUG                  - depth 0, hash 77fea3d, HEAD~4
2021-07-04 09:05:50,024 DEBUG    [single line]   org/mockito/Answers.java <clinit> 31
2021-07-04 09:05:50,108 DEBUG                  - depth 0, hash 77fea3d, HEAD~4
2021-07-04 09:05:50,113 DEBUG    [line range] org/mockito/Answers.java <init> 36:38
2021-07-04 09:05:50,200 DEBUG                  - depth 0, hash 77fea3d, HEAD~4
2021-07-04 09:05:50,205 DEBUG    [line range] org/mockito/Answers.java get 40:42
2021-07-04 09:05:50,289 DEBUG                  - depth 0, hash 77fea3d, HEAD~4
2021-07-04 09:05:50,575 DEBUG    [single line]   org/mockito/ArgumentMatcher.java <init> 57
2021-07-04 09:05:50,661 DEBUG                  - depth 0, hash 1532827, HEAD~106
2021-07-04 09:05:50,666 DEBUG                  - depth 1, hash cbc530c, HEAD~195
2021-07-04 09:05:50,670 DEBUG                  - depth 2, hash bf4eec3, HEAD~1033
2021-07-04 09:05:51,047 DEBUG    [line range] org/mockito/Matchers.java <clinit> 95:95
2021-07-04 09:05:51,143 DEBUG                  - depth 0, hash d94c8c1, HEAD~497
2021-07-04 09:05:51,148 DEBUG                  - depth 1, hash 7035637, HEAD~554
2021-07-04 09:05:51,152 DEBUG                  - depth 2, hash 863efe6, HEAD~573
2021-07-04 09:05:51,156 DEBUG                  - depth 3, hash 6d73019, HEAD~593
2021-07-04 09:05:51,160 DEBUG                  - depth 4, hash affa89d, HEAD~594
2021-07-04 09:05:51,164 DEBUG                  - depth 5, hash e6759cc, HEAD~675
2021-07-04 09:05:51,168 DEBUG                  - depth 6, hash 63fbcc7, HEAD~676
2021-07-04 09:05:51,172 DEBUG                  - depth 7, hash 9d1a555, HEAD~717
2021-07-04 09:05:51,176 DEBUG                  - depth 8, hash 97194a6, HEAD~747
2021-07-04 09:05:51,181 DEBUG                  - depth 9, hash eb1110e, HEAD~774
2021-07-04 09:05:51,185 DEBUG                  - depth 10, hash b0c3487, HEAD~804
2021-07-04 09:05:51,189 DEBUG                  - depth 11, hash e71e3d3, HEAD~835
2021-07-04 09:05:51,193 DEBUG                  - depth 12, hash b29cc4b, HEAD~840
