2021-07-04 09:56:21,905 INFO     Search BICs for /tmp/Mockito-38b/
2021-07-04 09:56:21,905 DEBUG    Reading the coverage of org.mockitousage.bugs.ActualInvocationHasNullArgumentNPEBugTest::shouldAllowPassingNullArgument (failings)
2021-07-04 09:56:21,928 DEBUG    Reading the coverage of org.mockito.internal.verification.argumentmatching.ArgumentMatchingToolTest::shouldWorkFineWhenGivenArgIsNull (failings)
2021-07-04 09:56:21,942 INFO     Loaded 2x591 Coverage Matrix
2021-07-04 09:56:21,942 INFO     The number of total commits: 1092
2021-07-04 09:56:22,228 DEBUG    [single line]   org/mockito/ArgumentMatcher.java <init> 60
2021-07-04 09:56:22,298 DEBUG                  - depth 0, hash bf4eec3, HEAD~764
2021-07-04 09:56:22,654 DEBUG    [line range] org/mockito/Matchers.java <clinit> 104:104
2021-07-04 09:56:22,735 DEBUG                  - depth 0, hash d94c8c1, HEAD~228
2021-07-04 09:56:22,741 DEBUG                  - depth 1, hash 7035637, HEAD~285
2021-07-04 09:56:22,745 DEBUG                  - depth 2, hash 863efe6, HEAD~304
2021-07-04 09:56:22,749 DEBUG                  - depth 3, hash 6d73019, HEAD~324
2021-07-04 09:56:22,753 DEBUG                  - depth 4, hash affa89d, HEAD~325
2021-07-04 09:56:22,757 DEBUG                  - depth 5, hash e6759cc, HEAD~406
2021-07-04 09:56:22,761 DEBUG                  - depth 6, hash 63fbcc7, HEAD~407
2021-07-04 09:56:22,765 DEBUG                  - depth 7, hash 9d1a555, HEAD~448
2021-07-04 09:56:22,769 DEBUG                  - depth 8, hash 97194a6, HEAD~478
2021-07-04 09:56:22,773 DEBUG                  - depth 9, hash eb1110e, HEAD~505
2021-07-04 09:56:22,777 DEBUG                  - depth 10, hash b0c3487, HEAD~535
2021-07-04 09:56:22,781 DEBUG                  - depth 11, hash e71e3d3, HEAD~566
2021-07-04 09:56:22,785 DEBUG                  - depth 12, hash b29cc4b, HEAD~571
2021-07-04 09:56:22,789 DEBUG                  - depth 13, hash a56149b, HEAD~579
2021-07-04 09:56:22,793 DEBUG                  - depth 14, hash 56b3503, HEAD~583
2021-07-04 09:56:22,797 DEBUG                  - depth 15, hash a0e3112, HEAD~674
2021-07-04 09:56:22,801 DEBUG                  - depth 16, hash f123fe1, HEAD~682
2021-07-04 09:56:22,806 DEBUG                  - depth 17, hash 03444ce, HEAD~689
2021-07-04 09:56:22,810 DEBUG                  - depth 18, hash 4f7f2f1, HEAD~691
2021-07-04 09:56:22,814 DEBUG                  - depth 19, hash 868fcb0, HEAD~694
2021-07-04 09:56:22,818 DEBUG                  - depth 20, hash 1b1c8f7, HEAD~703
2021-07-04 09:56:22,822 DEBUG                  - depth 21, hash b866779, HEAD~705
2021-07-04 09:56:22,826 DEBUG                  - depth 22, hash 05c8ca8, HEAD~738
2021-07-04 09:56:22,830 DEBUG                  - depth 23, hash 5b494bf, HEAD~740
2021-07-04 09:56:22,834 DEBUG                  - depth 24, hash 83e1a6d, HEAD~743
2021-07-04 09:56:22,838 DEBUG                  - depth 25, hash 85cc060, HEAD~745
2021-07-04 09:56:22,842 DEBUG                  - depth 26, hash 56d884c, HEAD~746
2021-07-04 09:56:22,847 DEBUG                  - depth 27, hash feb23b0, HEAD~748
2021-07-04 09:56:22,851 DEBUG                  - depth 28, hash bda14b0, HEAD~761
2021-07-04 09:56:22,855 DEBUG                  - depth 29, hash bf4eec3, HEAD~764
2021-07-04 09:56:22,859 DEBUG                  - depth 30, hash 71450e5, HEAD~765
2021-07-04 09:56:22,863 DEBUG                  - depth 31, hash df23bd3, HEAD~767
2021-07-04 09:56:22,867 DEBUG                  - depth 32, hash 824fbd7, HEAD~780
2021-07-04 09:56:22,871 DEBUG                  - depth 33, hash 6127c09, HEAD~815
2021-07-04 09:56:22,875 DEBUG                  - depth 34, hash bbd8d3c, HEAD~816
2021-07-04 09:56:22,879 DEBUG                  - depth 35, hash 331f9b9, HEAD~817
2021-07-04 09:56:22,884 DEBUG                  - depth 36, hash 8ddb75e, HEAD~819
2021-07-04 09:56:22,888 DEBUG                  - depth 37, hash 057ebdd, HEAD~820
2021-07-04 09:56:22,892 DEBUG                  - depth 38, hash 9f6cfd4, HEAD~822
2021-07-04 09:56:22,896 DEBUG                  - depth 39, hash 1913433, HEAD~823
2021-07-04 09:56:22,900 DEBUG                  - depth 40, hash 6a49c13, HEAD~833
2021-07-04 09:56:22,904 DEBUG                  - depth 41, hash e056054, HEAD~835
2021-07-04 09:56:22,908 DEBUG                  - depth 42, hash 389a09b, HEAD~845
2021-07-04 09:56:22,912 DEBUG                  - depth 43, hash 272b3f0, HEAD~875
2021-07-04 09:56:22,916 DEBUG                  - depth 44, hash 45b98cb, HEAD~876
2021-07-04 09:56:22,921 DEBUG                  - depth 45, hash e86b9ac, HEAD~883
2021-07-04 09:56:22,925 DEBUG                  - depth 46, hash d721a5a, HEAD~891
2021-07-04 09:56:22,929 DEBUG                  - depth 47, hash 7862120, HEAD~892
2021-07-04 09:56:22,933 DEBUG                  - depth 48, hash 85909dd, HEAD~928
2021-07-04 09:56:22,937 DEBUG                  - depth 49, hash 9952454, HEAD~930
2021-07-04 09:56:22,941 DEBUG                  - depth 50, hash 5f9f61a, HEAD~1027
2021-07-04 09:56:22,945 DEBUG                  - depth 51, hash 5f41dde, HEAD~1063
2021-07-04 09:56:22,949 DEBUG                  - depth 52, hash da791d6, HEAD~1065
2021-07-04 09:56:22,953 DEBUG                  - depth 53, hash 55db3c7, HEAD~1069
2021-07-04 09:56:22,958 DEBUG                  - depth 54, hash ce623bd, HEAD~1074
2021-07-04 09:56:22,962 DEBUG    [line range] org/mockito/Matchers.java anyObject 201:203
2021-07-04 09:56:23,042 DEBUG                  - depth 0, hash d94c8c1, HEAD~228
2021-07-04 09:56:23,047 DEBUG                  - depth 1, hash 7035637, HEAD~285
2021-07-04 09:56:23,052 DEBUG                  - depth 2, hash 863efe6, HEAD~304
2021-07-04 09:56:23,056 DEBUG                  - depth 3, hash 6d73019, HEAD~324
2021-07-04 09:56:23,060 DEBUG                  - depth 4, hash affa89d, HEAD~325
2021-07-04 09:56:23,064 DEBUG                  - depth 5, hash e6759cc, HEAD~406
2021-07-04 09:56:23,068 DEBUG                  - depth 6, hash 63fbcc7, HEAD~407
2021-07-04 09:56:23,072 DEBUG                  - depth 7, hash 9d1a555, HEAD~448
2021-07-04 09:56:23,076 DEBUG                  - depth 8, hash 97194a6, HEAD~478
2021-07-04 09:56:23,080 DEBUG                  - depth 9, hash eb1110e, HEAD~505
2021-07-04 09:56:23,084 DEBUG                  - depth 10, hash b0c3487, HEAD~535
2021-07-04 09:56:23,088 DEBUG                  - depth 11, hash e71e3d3, HEAD~566
2021-07-04 09:56:23,092 DEBUG                  - depth 12, hash b29cc4b, HEAD~571
2021-07-04 09:56:23,096 DEBUG                  - depth 13, hash a56149b, HEAD~579
2021-07-04 09:56:23,101 DEBUG                  - depth 14, hash 56b3503, HEAD~583
2021-07-04 09:56:23,105 DEBUG                  - depth 15, hash a0e3112, HEAD~674
2021-07-04 09:56:23,109 DEBUG                  - depth 16, hash f123fe1, HEAD~682
2021-07-04 09:56:23,113 DEBUG                  - depth 17, hash 03444ce, HEAD~689
2021-07-04 09:56:23,117 DEBUG                  - depth 18, hash 4f7f2f1, HEAD~691
