2021-07-03 20:39:46,080 INFO     Search BICs for /tmp/Compress-35b/
2021-07-03 20:39:46,080 DEBUG    Reading the coverage of org.apache.commons.compress.DetectArchiverTestCase::testCOMPRESS335 (failings)
2021-07-03 20:39:46,117 INFO     Loaded 1x330 Coverage Matrix
2021-07-03 20:39:46,118 INFO     The number of total commits: 1786
2021-07-03 20:39:46,388 DEBUG    [line range] org/apache/commons/compress/archivers/ArchiveException.java <init> 36:38
2021-07-03 20:39:46,448 DEBUG                  - depth 0, hash c640fab, HEAD~1198
2021-07-03 20:39:46,453 DEBUG                  - depth 1, hash 61ba3d9, HEAD~1358
2021-07-03 20:39:46,457 DEBUG                  - depth 2, hash ca16539, HEAD~1673
2021-07-03 20:39:46,760 DEBUG    [single line]   org/apache/commons/compress/archivers/ArchiveInputStream.java <init> 40
2021-07-03 20:39:46,819 DEBUG                  - depth 0, hash ca16539, HEAD~1673
2021-07-03 20:39:46,825 DEBUG    [line range] org/apache/commons/compress/archivers/ArchiveInputStream.java <init> 42:42
2021-07-03 20:39:46,886 DEBUG                  - depth 0, hash 2a207ec, HEAD~655
2021-07-03 20:39:46,891 DEBUG                  - depth 1, hash 253196a, HEAD~1437
2021-07-03 20:39:46,895 DEBUG    [line range] org/apache/commons/compress/archivers/ArchiveInputStream.java count 91:93
2021-07-03 20:39:46,956 DEBUG                  - depth 0, hash 2dca661, HEAD~1217
2021-07-03 20:39:46,962 DEBUG                  - depth 1, hash 4bce1fb, HEAD~1371
2021-07-03 20:39:46,966 DEBUG    [line range] org/apache/commons/compress/archivers/ArchiveInputStream.java count 102:106
2021-07-03 20:39:47,027 DEBUG                  - depth 0, hash 2dca661, HEAD~1217
2021-07-03 20:39:47,032 DEBUG                  - depth 1, hash 4bce1fb, HEAD~1371
2021-07-03 20:39:47,373 DEBUG    [line range] org/apache/commons/compress/archivers/ArchiveStreamFactory.java <init> 135:137
2021-07-03 20:39:47,437 DEBUG                  - depth 0, hash 0b33b14, HEAD~84
2021-07-03 20:39:47,442 DEBUG                  - depth 1, hash 2ab43b0, HEAD~721
2021-07-03 20:39:47,446 DEBUG    [line range] org/apache/commons/compress/archivers/ArchiveStreamFactory.java <init> 130:130
2021-07-03 20:39:47,510 DEBUG                  - depth 0, hash 0b33b14, HEAD~84
2021-07-03 20:39:47,515 DEBUG                  - depth 1, hash 2ab43b0, HEAD~721
2021-07-03 20:39:47,519 DEBUG    [line range] org/apache/commons/compress/archivers/ArchiveStreamFactory.java createArchiveInputStream 329:398
