2021-07-04 09:28:59,039 INFO     Search BICs for /tmp/Mockito-21b/
2021-07-04 09:28:59,039 DEBUG    Reading the coverage of org.mockito.internal.creation.instance.ConstructorInstantiatorTest::creates_instances_of_inner_classes (failings)
2021-07-04 09:28:59,050 INFO     Loaded 1x234 Coverage Matrix
2021-07-04 09:28:59,050 INFO     The number of total commits: 2324
2021-07-04 09:28:59,363 DEBUG    [line range] org/mockito/MockitoAnnotations.java initMocks 89:109
2021-07-04 09:28:59,483 DEBUG                  - depth 0, hash f920e3a, HEAD~784
2021-07-04 09:28:59,489 DEBUG                  - depth 1, hash f8f76a4, HEAD~834
2021-07-04 09:28:59,493 DEBUG                  - depth 2, hash feb23b0, HEAD~1980
2021-07-04 09:28:59,497 DEBUG                  - depth 3, hash ebcb3e7, HEAD~1982
2021-07-04 09:28:59,501 DEBUG                  - depth 4, hash 70eb8ea, HEAD~2030
2021-07-04 09:28:59,506 DEBUG    [line range] org/mockito/MockitoAnnotations.java scanDeprecatedWay 111:117
2021-07-04 09:28:59,630 DEBUG                  - depth 0, hash f8f76a4, HEAD~834
2021-07-04 09:28:59,636 DEBUG                  - depth 1, hash 75e15e4, HEAD~942
2021-07-04 09:28:59,640 DEBUG                  - depth 2, hash 3275500, HEAD~1008
2021-07-04 09:28:59,644 DEBUG                  - depth 3, hash 896c61e, HEAD~1011
2021-07-04 09:28:59,648 DEBUG                  - depth 4, hash 2a256b3, HEAD~1508
2021-07-04 09:28:59,652 DEBUG                  - depth 5, hash 2dc4ebd, HEAD~1731
2021-07-04 09:28:59,656 DEBUG                  - depth 6, hash 2aed41e, HEAD~1874
2021-07-04 09:28:59,660 DEBUG                  - depth 7, hash 83fcd71, HEAD~1981
2021-07-04 09:28:59,664 DEBUG                  - depth 8, hash ebcb3e7, HEAD~1982
2021-07-04 09:28:59,668 DEBUG                  - depth 9, hash 70eb8ea, HEAD~2030
2021-07-04 09:28:59,954 DEBUG    [single line]   org/mockito/configuration/DefaultMockitoConfiguration.java <init> 20
2021-07-04 09:29:00,076 DEBUG                  - depth 0, hash 2d152ee, HEAD~1537
2021-07-04 09:29:00,081 DEBUG    [line range] org/mockito/configuration/DefaultMockitoConfiguration.java getAnnotationEngine 38:40
2021-07-04 09:29:00,201 DEBUG                  - depth 0, hash 3275500, HEAD~1008
2021-07-04 09:29:00,206 DEBUG                  - depth 1, hash 7a6d0db, HEAD~1507
2021-07-04 09:29:00,210 DEBUG                  - depth 2, hash 2a256b3, HEAD~1508
2021-07-04 09:29:00,598 DEBUG    [single line]   org/mockito/exceptions/Reporter.java <init> 47
2021-07-04 09:29:00,730 DEBUG                  - depth 0, hash bcc618a, HEAD~2140
2021-07-04 09:29:00,736 DEBUG                  - depth 1, hash ce722d1, HEAD~2258
