2021-07-03 20:37:40,729 INFO     Search BICs for /tmp/Compress-31b/
2021-07-03 20:37:40,729 DEBUG    Reading the coverage of org.apache.commons.compress.archivers.TarTestCase::testCOMPRESS178 (failings)
2021-07-03 20:37:40,755 DEBUG    Reading the coverage of org.apache.commons.compress.archivers.tar.TarUtilsTest::testParseOctalInvalid (failings)
2021-07-03 20:37:40,778 INFO     Loaded 2x251 Coverage Matrix
2021-07-03 20:37:40,779 INFO     The number of total commits: 1721
2021-07-03 20:37:41,081 DEBUG    [single line]   org/apache/commons/compress/archivers/ArchiveInputStream.java <init> 40
2021-07-03 20:37:41,138 DEBUG                  - depth 0, hash ca16539, HEAD~1608
2021-07-03 20:37:41,144 DEBUG    [line range] org/apache/commons/compress/archivers/ArchiveInputStream.java <init> 42:42
2021-07-03 20:37:41,202 DEBUG                  - depth 0, hash 2a207ec, HEAD~590
2021-07-03 20:37:41,208 DEBUG                  - depth 1, hash 253196a, HEAD~1372
2021-07-03 20:37:41,212 DEBUG    [line range] org/apache/commons/compress/archivers/ArchiveInputStream.java count 91:93
2021-07-03 20:37:41,272 DEBUG                  - depth 0, hash 2dca661, HEAD~1152
2021-07-03 20:37:41,277 DEBUG                  - depth 1, hash 4bce1fb, HEAD~1306
2021-07-03 20:37:41,281 DEBUG    [line range] org/apache/commons/compress/archivers/ArchiveInputStream.java count 102:106
2021-07-03 20:37:41,342 DEBUG                  - depth 0, hash 2dca661, HEAD~1152
2021-07-03 20:37:41,347 DEBUG                  - depth 1, hash 4bce1fb, HEAD~1306
2021-07-03 20:37:41,700 DEBUG    [line range] org/apache/commons/compress/archivers/ArchiveStreamFactory.java <init> 135:137
2021-07-03 20:37:41,761 DEBUG                  - depth 0, hash 0b33b14, HEAD~19
2021-07-03 20:37:41,767 DEBUG                  - depth 1, hash 2ab43b0, HEAD~656
2021-07-03 20:37:41,771 DEBUG    [line range] org/apache/commons/compress/archivers/ArchiveStreamFactory.java <init> 130:130
2021-07-03 20:37:41,831 DEBUG                  - depth 0, hash 0b33b14, HEAD~19
2021-07-03 20:37:41,837 DEBUG                  - depth 1, hash 2ab43b0, HEAD~656
2021-07-03 20:37:41,841 DEBUG    [line range] org/apache/commons/compress/archivers/ArchiveStreamFactory.java createArchiveInputStream 194:256
2021-07-03 20:37:41,904 DEBUG                  - depth 0, hash d50feb6, HEAD~10
2021-07-03 20:37:41,909 DEBUG                  - depth 1, hash a99d1e3, HEAD~268
2021-07-03 20:37:41,913 DEBUG                  - depth 2, hash 90b73bf, HEAD~461
2021-07-03 20:37:41,917 DEBUG                  - depth 3, hash 5972cab, HEAD~462
2021-07-03 20:37:41,921 DEBUG                  - depth 4, hash 93a15dd, HEAD~517
2021-07-03 20:37:41,925 DEBUG                  - depth 5, hash 2ab43b0, HEAD~656
2021-07-03 20:37:41,929 DEBUG                  - depth 6, hash 39c93f4, HEAD~708
2021-07-03 20:37:41,933 DEBUG                  - depth 7, hash a932366, HEAD~874
2021-07-03 20:37:41,938 DEBUG                  - depth 8, hash c640fab, HEAD~1133
2021-07-03 20:37:41,942 DEBUG                  - depth 9, hash bed564b, HEAD~1156
2021-07-03 20:37:41,946 DEBUG                  - depth 10, hash ae0f984, HEAD~1162
2021-07-03 20:37:41,950 DEBUG                  - depth 11, hash 2e3acfa, HEAD~1165
2021-07-03 20:37:41,954 DEBUG                  - depth 12, hash e7517b8, HEAD~1171
2021-07-03 20:37:41,958 DEBUG                  - depth 13, hash c4a65f0, HEAD~1497
2021-07-03 20:37:41,962 DEBUG                  - depth 14, hash 55c78f6, HEAD~1562
2021-07-03 20:37:41,966 DEBUG                  - depth 15, hash 0ba4e2a, HEAD~1563
2021-07-03 20:37:41,970 DEBUG                  - depth 16, hash b7bc8c7, HEAD~1578
2021-07-03 20:37:41,975 DEBUG                  - depth 17, hash 70c8320, HEAD~1588
2021-07-03 20:37:41,979 DEBUG                  - depth 18, hash 6a70323, HEAD~1598
2021-07-03 20:37:41,983 DEBUG                  - depth 19, hash ca16539, HEAD~1608
2021-07-03 20:37:42,437 DEBUG    [line range] org/apache/commons/compress/archivers/tar/TarArchiveEntry.java <init> 185:194
2021-07-03 20:37:42,504 DEBUG                  - depth 0, hash c0a9923, HEAD~624
2021-07-03 20:37:42,509 DEBUG                  - depth 1, hash 69ceb4e, HEAD~736
2021-07-03 20:37:42,513 DEBUG                  - depth 2, hash 8118f82, HEAD~1326
2021-07-03 20:37:42,517 DEBUG                  - depth 3, hash 1d55670, HEAD~1329
2021-07-03 20:37:42,522 DEBUG                  - depth 4, hash 24f9c9b, HEAD~1331
2021-07-03 20:37:42,526 DEBUG                  - depth 5, hash 46ad24d, HEAD~1594
2021-07-03 20:37:42,530 DEBUG                  - depth 6, hash 8822084, HEAD~1679
2021-07-03 20:37:42,534 DEBUG    [line range] org/apache/commons/compress/archivers/tar/TarArchiveEntry.java <init> 118:118
2021-07-03 20:37:42,601 DEBUG                  - depth 0, hash c0a9923, HEAD~624
2021-07-03 20:37:42,606 DEBUG                  - depth 1, hash 1d55670, HEAD~1329
2021-07-03 20:37:42,610 DEBUG                  - depth 2, hash 46ad24d, HEAD~1594
2021-07-03 20:37:42,614 DEBUG                  - depth 3, hash 8822084, HEAD~1679
2021-07-03 20:37:42,619 DEBUG    [line range] org/apache/commons/compress/archivers/tar/TarArchiveEntry.java <init> 321:325
2021-07-03 20:37:42,685 DEBUG                  - depth 0, hash e4ee376, HEAD~735
2021-07-03 20:37:42,690 DEBUG                  - depth 1, hash 69ceb4e, HEAD~736
2021-07-03 20:37:42,694 DEBUG                  - depth 2, hash 46ad24d, HEAD~1594
2021-07-03 20:37:42,698 DEBUG                  - depth 3, hash 8822084, HEAD~1679
2021-07-03 20:37:42,703 DEBUG    [line range] org/apache/commons/compress/archivers/tar/TarArchiveEntry.java evaluateType 1063:1071
2021-07-03 20:37:42,767 DEBUG                  - depth 0, hash 70d0fce, HEAD~716
2021-07-03 20:37:42,772 DEBUG                  - depth 1, hash a0e435e, HEAD~717
2021-07-03 20:37:42,777 DEBUG                  - depth 2, hash aa9d0bc, HEAD~1004
2021-07-03 20:37:42,781 DEBUG    [line range] org/apache/commons/compress/archivers/tar/TarArchiveEntry.java getSize 582:584
2021-07-03 20:37:42,848 DEBUG                  - depth 0, hash 46ad24d, HEAD~1594
2021-07-03 20:37:42,853 DEBUG                  - depth 1, hash 8822084, HEAD~1679
2021-07-03 20:37:42,857 DEBUG    [line range] org/apache/commons/compress/archivers/tar/TarArchiveEntry.java isGNULongLinkEntry 682:685
2021-07-03 20:37:42,918 DEBUG                  - depth 0, hash 601e4d7, HEAD~503
2021-07-03 20:37:42,923 DEBUG    [line range] org/apache/commons/compress/archivers/tar/TarArchiveEntry.java isGNULongNameEntry 692:695
2021-07-03 20:37:42,988 DEBUG                  - depth 0, hash f36320a, HEAD~662
2021-07-03 20:37:42,993 DEBUG                  - depth 1, hash 75f92f6, HEAD~1487
2021-07-03 20:37:42,997 DEBUG                  - depth 2, hash 46ad24d, HEAD~1594
2021-07-03 20:37:43,001 DEBUG                  - depth 3, hash ca16539, HEAD~1608
2021-07-03 20:37:43,005 DEBUG    [line range] org/apache/commons/compress/archivers/tar/TarArchiveEntry.java isGNUSparse 673:675
2021-07-03 20:37:43,069 DEBUG                  - depth 0, hash aa9d0bc, HEAD~1004
2021-07-03 20:37:43,075 DEBUG    [line range] org/apache/commons/compress/archivers/tar/TarArchiveEntry.java isPaxHeader 705:708
2021-07-03 20:37:43,139 DEBUG                  - depth 0, hash 05b6eb1, HEAD~1082
2021-07-03 20:37:43,144 DEBUG                  - depth 1, hash 33cd35e, HEAD~1084
2021-07-03 20:37:43,148 DEBUG    [line range] org/apache/commons/compress/archivers/tar/TarArchiveEntry.java parseTarHeader 938:941
2021-07-03 20:37:43,210 DEBUG                  - depth 0, hash 69ceb4e, HEAD~736
2021-07-03 20:37:43,216 DEBUG    [line range] org/apache/commons/compress/archivers/tar/TarArchiveEntry.java parseTarHeader 943:1012
2021-07-03 20:37:43,281 DEBUG                  - depth 0, hash 811fb4e, HEAD~658
2021-07-03 20:37:43,286 DEBUG                  - depth 1, hash 69ceb4e, HEAD~736
2021-07-03 20:37:43,291 DEBUG                  - depth 2, hash 6c71a2b, HEAD~746
2021-07-03 20:37:43,295 DEBUG                  - depth 3, hash 7ee6b67, HEAD~759
2021-07-03 20:37:43,299 DEBUG                  - depth 4, hash 6846564, HEAD~779
2021-07-03 20:37:43,303 DEBUG                  - depth 5, hash aa9d0bc, HEAD~1004
2021-07-03 20:37:43,307 DEBUG                  - depth 6, hash 5b25f6c, HEAD~1081
2021-07-03 20:37:43,311 DEBUG                  - depth 7, hash 33cd35e, HEAD~1084
2021-07-03 20:37:43,315 DEBUG                  - depth 8, hash 8118f82, HEAD~1326
2021-07-03 20:37:43,319 DEBUG                  - depth 9, hash 46ad24d, HEAD~1594
2021-07-03 20:37:43,323 DEBUG                  - depth 10, hash ca16539, HEAD~1608
2021-07-03 20:37:43,735 DEBUG    [line range] org/apache/commons/compress/archivers/tar/TarArchiveInputStream.java <init> 85:87
2021-07-03 20:37:43,800 DEBUG                  - depth 0, hash a671a70, HEAD~470
2021-07-03 20:37:43,806 DEBUG                  - depth 1, hash 0a986c6, HEAD~1558
2021-07-03 20:37:43,810 DEBUG                  - depth 2, hash a7049ab, HEAD~1560
2021-07-03 20:37:43,814 DEBUG                  - depth 3, hash 55c78f6, HEAD~1562
2021-07-03 20:37:43,818 DEBUG                  - depth 4, hash 0ba4e2a, HEAD~1563
2021-07-03 20:37:43,822 DEBUG                  - depth 5, hash 3f9bcc6, HEAD~1569
2021-07-03 20:37:43,826 DEBUG                  - depth 6, hash 5e5804c, HEAD~1580
2021-07-03 20:37:43,831 DEBUG                  - depth 7, hash 46ad24d, HEAD~1594
2021-07-03 20:37:43,835 DEBUG                  - depth 8, hash 726f6f2, HEAD~1595
2021-07-03 20:37:43,839 DEBUG                  - depth 9, hash a8a9e64, HEAD~1606
2021-07-03 20:37:43,843 DEBUG                  - depth 10, hash ca16539, HEAD~1608
2021-07-03 20:37:43,847 DEBUG    [line range] org/apache/commons/compress/archivers/tar/TarArchiveInputStream.java <init> 127:129
2021-07-03 20:37:43,912 DEBUG                  - depth 0, hash a671a70, HEAD~470
2021-07-03 20:37:43,918 DEBUG                  - depth 1, hash 69ceb4e, HEAD~736
2021-07-03 20:37:43,922 DEBUG                  - depth 2, hash 0a986c6, HEAD~1558
2021-07-03 20:37:43,926 DEBUG                  - depth 3, hash a7049ab, HEAD~1560
2021-07-03 20:37:43,930 DEBUG                  - depth 4, hash 55c78f6, HEAD~1562
2021-07-03 20:37:43,934 DEBUG                  - depth 5, hash 0ba4e2a, HEAD~1563
2021-07-03 20:37:43,939 DEBUG                  - depth 6, hash 3f9bcc6, HEAD~1569
2021-07-03 20:37:43,943 DEBUG                  - depth 7, hash 5e5804c, HEAD~1580
2021-07-03 20:37:43,947 DEBUG                  - depth 8, hash 46ad24d, HEAD~1594
2021-07-03 20:37:43,951 DEBUG                  - depth 9, hash 726f6f2, HEAD~1595
2021-07-03 20:37:43,955 DEBUG                  - depth 10, hash a8a9e64, HEAD~1606
2021-07-03 20:37:43,959 DEBUG                  - depth 11, hash ca16539, HEAD~1608
2021-07-03 20:37:43,964 DEBUG    [line range] org/apache/commons/compress/archivers/tar/TarArchiveInputStream.java <init> 52:52
2021-07-03 20:37:44,025 DEBUG                  - depth 0, hash a2f978e, HEAD~618
2021-07-03 20:37:44,031 DEBUG    [line range] org/apache/commons/compress/archivers/tar/TarArchiveInputStream.java getNextEntry 556:559
2021-07-03 20:37:44,096 DEBUG                  - depth 0, hash 46628ef, HEAD~905
2021-07-03 20:37:44,101 DEBUG                  - depth 1, hash 0a986c6, HEAD~1558
2021-07-03 20:37:44,105 DEBUG                  - depth 2, hash a7049ab, HEAD~1560
2021-07-03 20:37:44,109 DEBUG                  - depth 3, hash 55c78f6, HEAD~1562
2021-07-03 20:37:44,114 DEBUG                  - depth 4, hash 0ba4e2a, HEAD~1563
2021-07-03 20:37:44,118 DEBUG                  - depth 5, hash 3f9bcc6, HEAD~1569
2021-07-03 20:37:44,122 DEBUG                  - depth 6, hash 5e5804c, HEAD~1580
2021-07-03 20:37:44,126 DEBUG                  - depth 7, hash 46ad24d, HEAD~1594
2021-07-03 20:37:44,130 DEBUG                  - depth 8, hash 726f6f2, HEAD~1595
2021-07-03 20:37:44,134 DEBUG                  - depth 9, hash a8a9e64, HEAD~1606
2021-07-03 20:37:44,139 DEBUG                  - depth 10, hash ca16539, HEAD~1608
2021-07-03 20:37:44,143 DEBUG    [line range] org/apache/commons/compress/archivers/tar/TarArchiveInputStream.java getNextTarEntry 256:325
2021-07-03 20:37:44,209 DEBUG                  - depth 0, hash d50feb6, HEAD~10
2021-07-03 20:37:44,215 DEBUG                  - depth 1, hash c9c1565, HEAD~195
2021-07-03 20:37:44,219 DEBUG                  - depth 2, hash a671a70, HEAD~470
2021-07-03 20:37:44,223 DEBUG                  - depth 3, hash d57a662, HEAD~486
2021-07-03 20:37:44,227 DEBUG                  - depth 4, hash 29d9a8b, HEAD~502
2021-07-03 20:37:44,231 DEBUG                  - depth 5, hash 601e4d7, HEAD~503
2021-07-03 20:37:44,236 DEBUG                  - depth 6, hash 2f69e63, HEAD~582
2021-07-03 20:37:44,240 DEBUG                  - depth 7, hash a2f978e, HEAD~618
2021-07-03 20:37:44,244 DEBUG                  - depth 8, hash f4044dd, HEAD~621
2021-07-03 20:37:44,248 DEBUG                  - depth 9, hash f36320a, HEAD~662
2021-07-03 20:37:44,252 DEBUG                  - depth 10, hash f331a7d, HEAD~705
2021-07-03 20:37:44,256 DEBUG                  - depth 11, hash 69ceb4e, HEAD~736
2021-07-03 20:37:44,260 DEBUG                  - depth 12, hash bc84d20, HEAD~755
2021-07-03 20:37:44,265 DEBUG                  - depth 13, hash 5dad112, HEAD~775
