2021-07-03 07:40:14,968 INFO     Search BICs for /tmp/Cli-40b/
2021-07-03 07:40:14,968 DEBUG    Reading the coverage of org.apache.commons.cli.TypeHandlerTest::testCreateValueInteger_failure (failings)
2021-07-03 07:40:14,969 INFO     Loaded 1x19 Coverage Matrix
2021-07-03 07:40:14,969 INFO     The number of total commits: 903
2021-07-03 07:40:15,284 DEBUG    [line range] org/apache/commons/cli/PatternOptionBuilder.java <clinit> 58:58
2021-07-03 07:40:15,314 DEBUG                  - depth 0, hash 9d05157, HEAD~179
2021-07-03 07:40:15,319 DEBUG                  - depth 1, hash f641323, HEAD~442
2021-07-03 07:40:15,323 DEBUG                  - depth 2, hash 9b2b803, HEAD~818
2021-07-03 07:40:15,327 DEBUG                  - depth 3, hash 7e3bcff, HEAD~886
2021-07-03 07:40:15,332 DEBUG                  - depth 4, hash aae50c5, HEAD~901
2021-07-03 07:40:15,672 DEBUG    [line range] org/apache/commons/cli/TypeHandler.java createValue 62:105
2021-07-03 07:40:15,703 DEBUG                  - depth 0, hash c17d0ff, HEAD~27
2021-07-03 07:40:15,708 DEBUG                  - depth 1, hash aea58f8, HEAD~33
2021-07-03 07:40:15,712 DEBUG                  - depth 2, hash 5fb9e50, HEAD~42
2021-07-03 07:40:15,716 DEBUG                  - depth 3, hash abfcc82, HEAD~52
2021-07-03 07:40:15,720 DEBUG                  - depth 4, hash 89333a7, HEAD~177
2021-07-03 07:40:15,724 DEBUG                  - depth 5, hash ace122c, HEAD~322
2021-07-03 07:40:15,728 DEBUG                  - depth 6, hash b20a8e9, HEAD~384
2021-07-03 07:40:15,732 DEBUG                  - depth 7, hash 9b2b803, HEAD~818
2021-07-03 07:40:15,736 DEBUG                  - depth 8, hash 7e3bcff, HEAD~886
2021-07-03 07:40:15,740 DEBUG                  - depth 9, hash aae50c5, HEAD~901
2021-07-03 07:40:15,745 INFO     The number of BIC candidates: 12
