2021-07-03 07:38:27,406 INFO     Search BICs for /tmp/Cli-33b/
2021-07-03 07:38:27,406 DEBUG    Reading the coverage of org.apache.commons.cli.HelpFormatterTest::testIndentedHeaderAndFooter (failings)
2021-07-03 07:38:27,409 INFO     Loaded 1x81 Coverage Matrix
2021-07-03 07:38:27,409 INFO     The number of total commits: 637
2021-07-03 07:38:27,814 DEBUG    [single line]   org/apache/commons/cli/HelpFormatter.java <init> 36
2021-07-03 07:38:27,840 DEBUG                  - depth 0, hash 147df44, HEAD~153
2021-07-03 07:38:27,846 DEBUG                  - depth 1, hash 9b2b803, HEAD~552
2021-07-03 07:38:27,850 DEBUG                  - depth 2, hash 6bcbf15, HEAD~558
2021-07-03 07:38:27,854 DEBUG                  - depth 3, hash 4c34483, HEAD~563
2021-07-03 07:38:27,858 DEBUG                  - depth 4, hash a021283, HEAD~583
2021-07-03 07:38:27,862 DEBUG                  - depth 5, hash 62670f5, HEAD~585
2021-07-03 07:38:27,866 DEBUG                  - depth 6, hash 821b85f, HEAD~590
2021-07-03 07:38:27,871 DEBUG                  - depth 7, hash c712732, HEAD~617
2021-07-03 07:38:27,875 DEBUG                  - depth 8, hash 4dcbfa6, HEAD~619
2021-07-03 07:38:27,879 DEBUG                  - depth 9, hash 4cca25d, HEAD~632
2021-07-03 07:38:27,883 DEBUG                  - depth 10, hash aae50c5, HEAD~635
2021-07-03 07:38:27,887 DEBUG    [line range] org/apache/commons/cli/HelpFormatter.java <init> 75:75
2021-07-03 07:38:27,913 DEBUG                  - depth 0, hash c29455d, HEAD~311
2021-07-03 07:38:27,918 DEBUG                  - depth 1, hash 9b2b803, HEAD~552
2021-07-03 07:38:27,922 DEBUG                  - depth 2, hash 6bcbf15, HEAD~558
2021-07-03 07:38:27,926 DEBUG                  - depth 3, hash 4c34483, HEAD~563
2021-07-03 07:38:27,930 DEBUG                  - depth 4, hash a021283, HEAD~583
2021-07-03 07:38:27,935 DEBUG                  - depth 5, hash 62670f5, HEAD~585
2021-07-03 07:38:27,939 DEBUG                  - depth 6, hash 821b85f, HEAD~590
2021-07-03 07:38:27,943 DEBUG                  - depth 7, hash c712732, HEAD~617
2021-07-03 07:38:27,947 DEBUG                  - depth 8, hash 4dcbfa6, HEAD~619
2021-07-03 07:38:27,951 DEBUG                  - depth 9, hash 4cca25d, HEAD~632
2021-07-03 07:38:27,955 DEBUG                  - depth 10, hash aae50c5, HEAD~635
2021-07-03 07:38:27,959 DEBUG    [line range] org/apache/commons/cli/HelpFormatter.java createPadding 948:954
2021-07-03 07:38:27,984 DEBUG                  - depth 0, hash 23df383, HEAD~4
2021-07-03 07:38:27,990 DEBUG                  - depth 1, hash 9b2b803, HEAD~552
2021-07-03 07:38:27,994 DEBUG                  - depth 2, hash 821b85f, HEAD~590
2021-07-03 07:38:27,998 DEBUG                  - depth 3, hash aae50c5, HEAD~635
2021-07-03 07:38:28,002 DEBUG    [line range] org/apache/commons/cli/HelpFormatter.java findWrapPos 902:939
2021-07-03 07:38:28,028 DEBUG                  - depth 0, hash 777cb81, HEAD~3
2021-07-03 07:38:28,033 DEBUG                  - depth 1, hash 147df44, HEAD~153
2021-07-03 07:38:28,037 DEBUG                  - depth 2, hash a8a8ec0, HEAD~469
2021-07-03 07:38:28,041 DEBUG                  - depth 3, hash 9cb37e0, HEAD~479
2021-07-03 07:38:28,045 DEBUG                  - depth 4, hash 9b2b803, HEAD~552
2021-07-03 07:38:28,050 DEBUG                  - depth 5, hash 821b85f, HEAD~590
2021-07-03 07:38:28,054 DEBUG                  - depth 6, hash aae50c5, HEAD~635
2021-07-03 07:38:28,058 DEBUG    [line range] org/apache/commons/cli/HelpFormatter.java getOptionComparator 334:337
2021-07-03 07:38:28,081 DEBUG                  - depth 0, hash 147df44, HEAD~153
2021-07-03 07:38:28,086 DEBUG                  - depth 1, hash df8f8e1, HEAD~232
2021-07-03 07:38:28,090 DEBUG    [line range] org/apache/commons/cli/HelpFormatter.java printHelp 499:528
2021-07-03 07:38:28,117 DEBUG                  - depth 0, hash 147df44, HEAD~153
2021-07-03 07:38:28,122 DEBUG                  - depth 1, hash 9b2b803, HEAD~552
2021-07-03 07:38:28,126 DEBUG                  - depth 2, hash 6bcbf15, HEAD~558
2021-07-03 07:38:28,130 DEBUG                  - depth 3, hash 4c34483, HEAD~563
2021-07-03 07:38:28,134 DEBUG                  - depth 4, hash a021283, HEAD~583
2021-07-03 07:38:28,139 DEBUG                  - depth 5, hash 62670f5, HEAD~585
2021-07-03 07:38:28,143 DEBUG                  - depth 6, hash 821b85f, HEAD~590
2021-07-03 07:38:28,147 DEBUG                  - depth 7, hash c712732, HEAD~617
2021-07-03 07:38:28,151 DEBUG                  - depth 8, hash 4dcbfa6, HEAD~619
2021-07-03 07:38:28,155 DEBUG                  - depth 9, hash 4cca25d, HEAD~632
2021-07-03 07:38:28,159 DEBUG                  - depth 10, hash aae50c5, HEAD~635
2021-07-03 07:38:28,163 DEBUG    [line range] org/apache/commons/cli/HelpFormatter.java printOptions 694:701
2021-07-03 07:38:28,190 DEBUG                  - depth 0, hash 9b2b803, HEAD~552
2021-07-03 07:38:28,195 DEBUG                  - depth 1, hash 6bcbf15, HEAD~558
2021-07-03 07:38:28,199 DEBUG                  - depth 2, hash 4c34483, HEAD~563
2021-07-03 07:38:28,204 DEBUG                  - depth 3, hash a021283, HEAD~583
2021-07-03 07:38:28,208 DEBUG                  - depth 4, hash 62670f5, HEAD~585
2021-07-03 07:38:28,212 DEBUG                  - depth 5, hash 821b85f, HEAD~590
2021-07-03 07:38:28,216 DEBUG                  - depth 6, hash c712732, HEAD~617
2021-07-03 07:38:28,220 DEBUG                  - depth 7, hash 4dcbfa6, HEAD~619
2021-07-03 07:38:28,224 DEBUG                  - depth 8, hash 4cca25d, HEAD~632
2021-07-03 07:38:28,228 DEBUG                  - depth 9, hash aae50c5, HEAD~635
2021-07-03 07:38:28,232 DEBUG    [line range] org/apache/commons/cli/HelpFormatter.java printUsage 538:593
2021-07-03 07:38:28,259 DEBUG                  - depth 0, hash 147df44, HEAD~153
2021-07-03 07:38:28,264 DEBUG                  - depth 1, hash df8f8e1, HEAD~232
2021-07-03 07:38:28,268 DEBUG                  - depth 2, hash 6f972cf, HEAD~334
2021-07-03 07:38:28,272 DEBUG                  - depth 3, hash 9b2b803, HEAD~552
2021-07-03 07:38:28,276 DEBUG                  - depth 4, hash 6bcbf15, HEAD~558
2021-07-03 07:38:28,280 DEBUG                  - depth 5, hash 4c34483, HEAD~563
2021-07-03 07:38:28,284 DEBUG                  - depth 6, hash a021283, HEAD~583
2021-07-03 07:38:28,289 DEBUG                  - depth 7, hash 62670f5, HEAD~585
2021-07-03 07:38:28,293 DEBUG                  - depth 8, hash 821b85f, HEAD~590
2021-07-03 07:38:28,297 DEBUG                  - depth 9, hash c712732, HEAD~617
2021-07-03 07:38:28,301 DEBUG                  - depth 10, hash 4dcbfa6, HEAD~619
2021-07-03 07:38:28,305 DEBUG                  - depth 11, hash 4cca25d, HEAD~632
2021-07-03 07:38:28,309 DEBUG                  - depth 12, hash aae50c5, HEAD~635
2021-07-03 07:38:28,313 DEBUG    [line range] org/apache/commons/cli/HelpFormatter.java printWrapped 723:729
2021-07-03 07:38:28,339 DEBUG                  - depth 0, hash 147df44, HEAD~153
2021-07-03 07:38:28,345 DEBUG                  - depth 1, hash 9b2b803, HEAD~552
2021-07-03 07:38:28,349 DEBUG                  - depth 2, hash 6bcbf15, HEAD~558
2021-07-03 07:38:28,353 DEBUG                  - depth 3, hash 4c34483, HEAD~563
2021-07-03 07:38:28,357 DEBUG                  - depth 4, hash a021283, HEAD~583
2021-07-03 07:38:28,361 DEBUG                  - depth 5, hash 62670f5, HEAD~585
2021-07-03 07:38:28,365 DEBUG                  - depth 6, hash 821b85f, HEAD~590
