2021-07-03 20:41:37,427 INFO     Search BICs for /tmp/Compress-38b/
2021-07-03 20:41:37,427 DEBUG    Reading the coverage of org.apache.commons.compress.archivers.tar.TarArchiveInputStreamTest::survivesPaxHeaderWithNameEndingInSlash (failings)
2021-07-03 20:41:37,437 INFO     Loaded 1x268 Coverage Matrix
2021-07-03 20:41:37,438 INFO     The number of total commits: 1868
2021-07-03 20:41:37,736 DEBUG    [single line]   org/apache/commons/compress/archivers/ArchiveInputStream.java <init> 40
2021-07-03 20:41:37,799 DEBUG                  - depth 0, hash ca16539, HEAD~1755
2021-07-03 20:41:37,805 DEBUG    [line range] org/apache/commons/compress/archivers/ArchiveInputStream.java <init> 42:42
2021-07-03 20:41:37,869 DEBUG                  - depth 0, hash 2a207ec, HEAD~737
2021-07-03 20:41:37,874 DEBUG                  - depth 1, hash 253196a, HEAD~1519
2021-07-03 20:41:37,879 DEBUG    [line range] org/apache/commons/compress/archivers/ArchiveInputStream.java count 91:93
2021-07-03 20:41:37,943 DEBUG                  - depth 0, hash 478bef3, HEAD~21
2021-07-03 20:41:37,948 DEBUG                  - depth 1, hash 2dca661, HEAD~1299
2021-07-03 20:41:37,952 DEBUG                  - depth 2, hash 4bce1fb, HEAD~1453
2021-07-03 20:41:37,956 DEBUG    [line range] org/apache/commons/compress/archivers/ArchiveInputStream.java count 102:106
2021-07-03 20:41:38,020 DEBUG                  - depth 0, hash 478bef3, HEAD~21
2021-07-03 20:41:38,026 DEBUG                  - depth 1, hash 2dca661, HEAD~1299
2021-07-03 20:41:38,030 DEBUG                  - depth 2, hash 4bce1fb, HEAD~1453
2021-07-03 20:41:38,034 DEBUG    [line range] org/apache/commons/compress/archivers/ArchiveInputStream.java read 79:83
2021-07-03 20:41:38,099 DEBUG                  - depth 0, hash 3f2c760, HEAD~19
2021-07-03 20:41:38,104 DEBUG                  - depth 1, hash fb06e3a, HEAD~1016
2021-07-03 20:41:38,108 DEBUG                  - depth 2, hash 253196a, HEAD~1519
2021-07-03 20:41:38,576 DEBUG    [line range] org/apache/commons/compress/archivers/tar/TarArchiveEntry.java <clinit> 146:146
2021-07-03 20:41:38,643 DEBUG                  - depth 0, hash 9cc0604, HEAD~25
2021-07-03 20:41:38,649 DEBUG    [line range] org/apache/commons/compress/archivers/tar/TarArchiveEntry.java <init> 225:234
2021-07-03 20:41:38,736 DEBUG                  - depth 0, hash ce9e0ce, HEAD~94
2021-07-03 20:41:38,742 DEBUG                  - depth 1, hash 7aa8e75, HEAD~107
2021-07-03 20:41:38,746 DEBUG                  - depth 2, hash 1930eed, HEAD~117
2021-07-03 20:41:38,750 DEBUG                  - depth 3, hash 1dcab3f, HEAD~120
2021-07-03 20:41:38,754 DEBUG                  - depth 4, hash 9e1ac89, HEAD~124
2021-07-03 20:41:38,758 DEBUG                  - depth 5, hash 9b3e389, HEAD~135
2021-07-03 20:41:38,762 DEBUG                  - depth 6, hash 24a3100, HEAD~137
2021-07-03 20:41:38,766 DEBUG                  - depth 7, hash 31b546a, HEAD~142
2021-07-03 20:41:38,770 DEBUG                  - depth 8, hash 09aecce, HEAD~222
2021-07-03 20:41:38,775 DEBUG                  - depth 9, hash 8a2f04c, HEAD~476
2021-07-03 20:41:38,779 DEBUG                  - depth 10, hash c873310, HEAD~626
2021-07-03 20:41:38,783 DEBUG                  - depth 11, hash 601e4d7, HEAD~650
2021-07-03 20:41:38,787 DEBUG                  - depth 12, hash ddbca72, HEAD~694
2021-07-03 20:41:38,791 DEBUG                  - depth 13, hash 31184ea, HEAD~696
2021-07-03 20:41:38,795 DEBUG                  - depth 14, hash c1fd317, HEAD~698
2021-07-03 20:41:38,799 DEBUG                  - depth 15, hash 6583714, HEAD~770
2021-07-03 20:41:38,803 DEBUG                  - depth 16, hash c0a9923, HEAD~771
2021-07-03 20:41:38,808 DEBUG                  - depth 17, hash 811fb4e, HEAD~805
2021-07-03 20:41:38,812 DEBUG                  - depth 18, hash f36320a, HEAD~809
2021-07-03 20:41:38,816 DEBUG                  - depth 19, hash 2bd0dd4, HEAD~848
2021-07-03 20:41:38,820 DEBUG                  - depth 20, hash aa1a75c, HEAD~850
2021-07-03 20:41:38,824 DEBUG                  - depth 21, hash 70d0fce, HEAD~863
2021-07-03 20:41:38,828 DEBUG                  - depth 22, hash a0e435e, HEAD~864
2021-07-03 20:41:38,832 DEBUG                  - depth 23, hash 32619a8, HEAD~877
2021-07-03 20:41:38,836 DEBUG                  - depth 24, hash e4ee376, HEAD~882
2021-07-03 20:41:38,841 DEBUG                  - depth 25, hash 69ceb4e, HEAD~883
2021-07-03 20:41:38,845 DEBUG                  - depth 26, hash 5b13f84, HEAD~887
2021-07-03 20:41:38,849 DEBUG                  - depth 27, hash 9a1011d, HEAD~888
2021-07-03 20:41:38,853 DEBUG                  - depth 28, hash be286da, HEAD~890
2021-07-03 20:41:38,857 DEBUG                  - depth 29, hash 6c71a2b, HEAD~893
2021-07-03 20:41:38,861 DEBUG                  - depth 30, hash b23b5c8, HEAD~903
2021-07-03 20:41:38,865 DEBUG                  - depth 31, hash 16dc21b, HEAD~905
2021-07-03 20:41:38,869 DEBUG                  - depth 32, hash 7ee6b67, HEAD~906
2021-07-03 20:41:38,874 DEBUG                  - depth 33, hash a6fbdae, HEAD~918
2021-07-03 20:41:38,878 DEBUG                  - depth 34, hash 5dad112, HEAD~922
2021-07-03 20:41:38,882 DEBUG                  - depth 35, hash 6846564, HEAD~926
2021-07-03 20:41:38,886 DEBUG                  - depth 36, hash e81176f, HEAD~1049
2021-07-03 20:41:38,890 DEBUG                  - depth 37, hash 46628ef, HEAD~1052
2021-07-03 20:41:38,894 DEBUG                  - depth 38, hash aa9d0bc, HEAD~1151
2021-07-03 20:41:38,898 DEBUG                  - depth 39, hash 86aaf84, HEAD~1184
2021-07-03 20:41:38,903 DEBUG                  - depth 40, hash 6209f81, HEAD~1222
2021-07-03 20:41:38,907 DEBUG                  - depth 41, hash 5b85bf1, HEAD~1227
2021-07-03 20:41:38,911 DEBUG                  - depth 42, hash 5b25f6c, HEAD~1228
2021-07-03 20:41:38,915 DEBUG                  - depth 43, hash 05b6eb1, HEAD~1229
2021-07-03 20:41:38,919 DEBUG                  - depth 44, hash 33cd35e, HEAD~1231
2021-07-03 20:41:38,923 DEBUG                  - depth 45, hash 7b115db, HEAD~1257
2021-07-03 20:41:38,927 DEBUG                  - depth 46, hash bed564b, HEAD~1303
2021-07-03 20:41:38,932 DEBUG                  - depth 47, hash 7bb5d88, HEAD~1327
2021-07-03 20:41:38,936 DEBUG                  - depth 48, hash 3e2ddad, HEAD~1328
2021-07-03 20:41:38,940 DEBUG                  - depth 49, hash 17ffd7f, HEAD~1338
2021-07-03 20:41:38,944 DEBUG                  - depth 50, hash 3bb9282, HEAD~1365
2021-07-03 20:41:38,948 DEBUG                  - depth 51, hash 8118f82, HEAD~1473
2021-07-03 20:41:38,952 DEBUG                  - depth 52, hash 1d55670, HEAD~1476
2021-07-03 20:41:38,956 DEBUG                  - depth 53, hash 24f9c9b, HEAD~1478
2021-07-03 20:41:38,961 DEBUG                  - depth 54, hash 26d12c5, HEAD~1497
2021-07-03 20:41:38,965 DEBUG                  - depth 55, hash fec51a1, HEAD~1512
2021-07-03 20:41:38,969 DEBUG                  - depth 56, hash 99870ef, HEAD~1563
2021-07-03 20:41:38,973 DEBUG                  - depth 57, hash c013e28, HEAD~1631
2021-07-03 20:41:38,977 DEBUG                  - depth 58, hash 32eea1e, HEAD~1633
2021-07-03 20:41:38,981 DEBUG                  - depth 59, hash 75f92f6, HEAD~1634
2021-07-03 20:41:38,986 DEBUG                  - depth 60, hash 46ad24d, HEAD~1741
