2021-07-03 07:37:34,776 INFO     Search BICs for /tmp/Cli-30b/
2021-07-03 07:37:34,776 DEBUG    Reading the coverage of org.apache.commons.cli.OptionGroupTest::testTwoOptionsFromGroupWithProperties (failings)
2021-07-03 07:37:34,784 DEBUG    Reading the coverage of org.apache.commons.cli.PosixParserTest::testPropertyOptionUnexpected (failings)
2021-07-03 07:37:34,791 DEBUG    Reading the coverage of org.apache.commons.cli.PosixParserTest::testPropertyOptionGroup (failings)
2021-07-03 07:37:34,799 DEBUG    Reading the coverage of org.apache.commons.cli.GnuParserTest::testPropertyOptionUnexpected (failings)
2021-07-03 07:37:34,806 DEBUG    Reading the coverage of org.apache.commons.cli.DefaultParserTest::testPropertyOptionGroup (failings)
2021-07-03 07:37:34,813 DEBUG    Reading the coverage of org.apache.commons.cli.BasicParserTest::testPropertyOptionGroup (failings)
2021-07-03 07:37:34,821 DEBUG    Reading the coverage of org.apache.commons.cli.GnuParserTest::testPropertyOptionGroup (failings)
2021-07-03 07:37:34,828 DEBUG    Reading the coverage of org.apache.commons.cli.DefaultParserTest::testPropertyOptionUnexpected (failings)
2021-07-03 07:37:34,835 DEBUG    Reading the coverage of org.apache.commons.cli.BasicParserTest::testPropertyOptionUnexpected (failings)
2021-07-03 07:37:34,851 INFO     Loaded 9x263 Coverage Matrix
2021-07-03 07:37:34,851 INFO     The number of total commits: 627
2021-07-03 07:37:35,137 DEBUG    [line range] org/apache/commons/cli/AlreadySelectedException.java <init> 41:44
2021-07-03 07:37:35,157 DEBUG                  - depth 0, hash 9b2b803, HEAD~542
2021-07-03 07:37:35,163 DEBUG                  - depth 1, hash aae50c5, HEAD~625
2021-07-03 07:37:35,167 DEBUG    [line range] org/apache/commons/cli/AlreadySelectedException.java <init> 54:60
2021-07-03 07:37:35,187 DEBUG                  - depth 0, hash 147df44, HEAD~143
2021-07-03 07:37:35,192 DEBUG                  - depth 1, hash 8d450c9, HEAD~155
2021-07-03 07:37:35,527 DEBUG    [line range] org/apache/commons/cli/CommandLine.java <init> 49:49
2021-07-03 07:37:35,552 DEBUG                  - depth 0, hash 9b2b803, HEAD~542
2021-07-03 07:37:35,557 DEBUG                  - depth 1, hash aae50c5, HEAD~625
2021-07-03 07:37:35,562 DEBUG    [line range] org/apache/commons/cli/CommandLine.java addOption 357:360
2021-07-03 07:37:35,587 DEBUG                  - depth 0, hash b0e1b80, HEAD~346
2021-07-03 07:37:35,593 DEBUG                  - depth 1, hash 9b2b803, HEAD~542
2021-07-03 07:37:35,597 DEBUG                  - depth 2, hash 0f52eff, HEAD~550
2021-07-03 07:37:35,601 DEBUG                  - depth 3, hash 347bbeb, HEAD~551
2021-07-03 07:37:35,605 DEBUG                  - depth 4, hash 0c281fb, HEAD~554
2021-07-03 07:37:35,609 DEBUG                  - depth 5, hash 872f1d5, HEAD~574
2021-07-03 07:37:35,613 DEBUG                  - depth 6, hash c08f738, HEAD~577
2021-07-03 07:37:35,617 DEBUG                  - depth 7, hash 04490af, HEAD~590
2021-07-03 07:37:35,621 DEBUG                  - depth 8, hash f9df518, HEAD~594
2021-07-03 07:37:35,625 DEBUG                  - depth 9, hash 5aa47b7, HEAD~599
2021-07-03 07:37:35,629 DEBUG                  - depth 10, hash 4cca25d, HEAD~622
2021-07-03 07:37:35,633 DEBUG                  - depth 11, hash aae50c5, HEAD~625
2021-07-03 07:37:35,637 DEBUG    [line range] org/apache/commons/cli/CommandLine.java hasOption 68:71
2021-07-03 07:37:35,663 DEBUG                  - depth 0, hash 147df44, HEAD~143
2021-07-03 07:37:35,668 DEBUG                  - depth 1, hash b0e1b80, HEAD~346
2021-07-03 07:37:35,672 DEBUG                  - depth 2, hash 9b2b803, HEAD~542
2021-07-03 07:37:35,676 DEBUG                  - depth 3, hash 4cca25d, HEAD~622
2021-07-03 07:37:35,680 DEBUG                  - depth 4, hash aae50c5, HEAD~625
2021-07-03 07:37:35,685 DEBUG    [line range] org/apache/commons/cli/CommandLine.java resolveOption 194:212
2021-07-03 07:37:35,710 DEBUG                  - depth 0, hash 147df44, HEAD~143
2021-07-03 07:37:35,715 DEBUG                  - depth 1, hash b0e1b80, HEAD~346
2021-07-03 07:37:35,719 DEBUG                  - depth 2, hash 9b2b803, HEAD~542
2021-07-03 07:37:35,724 DEBUG                  - depth 3, hash 347bbeb, HEAD~551
2021-07-03 07:37:35,728 DEBUG                  - depth 4, hash 0c281fb, HEAD~554
2021-07-03 07:37:35,732 DEBUG                  - depth 5, hash 83b7ceb, HEAD~593
2021-07-03 07:37:35,736 DEBUG                  - depth 6, hash f9df518, HEAD~594
2021-07-03 07:37:35,740 DEBUG                  - depth 7, hash 5aa47b7, HEAD~599
2021-07-03 07:37:35,744 DEBUG                  - depth 8, hash 4cca25d, HEAD~622
2021-07-03 07:37:35,748 DEBUG                  - depth 9, hash aae50c5, HEAD~625
2021-07-03 07:37:36,117 DEBUG    [line range] org/apache/commons/cli/Option.java <init> 57:57
2021-07-03 07:37:36,142 DEBUG                  - depth 0, hash beb276c, HEAD~547
2021-07-03 07:37:36,147 DEBUG                  - depth 1, hash 62670f5, HEAD~575
2021-07-03 07:37:36,151 DEBUG    [line range] org/apache/commons/cli/Option.java clearValues 658:661
2021-07-03 07:37:36,174 DEBUG                  - depth 0, hash 147df44, HEAD~143
2021-07-03 07:37:36,179 DEBUG                  - depth 1, hash c155ceb, HEAD~344
2021-07-03 07:37:36,183 DEBUG    [line range] org/apache/commons/cli/Option.java clone 638:650
2021-07-03 07:37:36,205 DEBUG                  - depth 0, hash 147df44, HEAD~143
2021-07-03 07:37:36,211 DEBUG                  - depth 1, hash 4cf1b71, HEAD~294
2021-07-03 07:37:36,215 DEBUG                  - depth 2, hash 1545ae4, HEAD~299
2021-07-03 07:37:36,219 DEBUG    [line range] org/apache/commons/cli/Option.java getKey 155:164
2021-07-03 07:37:36,243 DEBUG                  - depth 0, hash 147df44, HEAD~143
2021-07-03 07:37:36,248 DEBUG                  - depth 1, hash 9b2b803, HEAD~542
2021-07-03 07:37:36,252 DEBUG                  - depth 2, hash 347bbeb, HEAD~551
