2021-07-03 20:17:35,446 INFO     Search BICs for /tmp/Codec-16b/
2021-07-03 20:17:35,446 DEBUG    Reading the coverage of org.apache.commons.codec.binary.Base32Test::testCodec200 (failings)
2021-07-03 20:17:35,448 INFO     Loaded 1x26 Coverage Matrix
2021-07-03 20:17:35,449 INFO     The number of total commits: 1443
2021-07-03 20:17:35,841 DEBUG    [line range] org/apache/commons/codec/binary/Base32.java <clinit> 60:60
2021-07-03 20:17:35,897 DEBUG                  - depth 0, hash ad12e19, HEAD~796
2021-07-03 20:17:35,903 DEBUG    [line range] org/apache/commons/codec/binary/Base32.java <init> 280:311
2021-07-03 20:17:35,958 DEBUG                  - depth 0, hash 3792112, HEAD~119
2021-07-03 20:17:35,964 DEBUG                  - depth 1, hash ab1ee1b, HEAD~258
2021-07-03 20:17:35,968 DEBUG                  - depth 2, hash b66d41a, HEAD~390
2021-07-03 20:17:35,972 DEBUG                  - depth 3, hash 30bcd86, HEAD~744
2021-07-03 20:17:35,976 DEBUG                  - depth 4, hash d6f305d, HEAD~759
2021-07-03 20:17:35,980 DEBUG                  - depth 5, hash 7b6040c, HEAD~772
2021-07-03 20:17:35,984 DEBUG                  - depth 6, hash e810384, HEAD~779
2021-07-03 20:17:35,988 DEBUG                  - depth 7, hash ee4b722, HEAD~792
2021-07-03 20:17:35,992 DEBUG                  - depth 8, hash 86db746, HEAD~794
2021-07-03 20:17:35,996 DEBUG                  - depth 9, hash ad12e19, HEAD~796
2021-07-03 20:17:36,000 DEBUG    [line range] org/apache/commons/codec/binary/Base32.java <init> 192:194
2021-07-03 20:17:36,057 DEBUG                  - depth 0, hash 3792112, HEAD~119
2021-07-03 20:17:36,062 DEBUG                  - depth 1, hash 86db746, HEAD~794
2021-07-03 20:17:36,066 DEBUG                  - depth 2, hash ad12e19, HEAD~796
2021-07-03 20:17:36,070 DEBUG    [line range] org/apache/commons/codec/binary/Base32.java isInAlphabet 535:538
2021-07-03 20:17:36,127 DEBUG                  - depth 0, hash ab1ee1b, HEAD~258
2021-07-03 20:17:36,132 DEBUG                  - depth 1, hash 8c87835, HEAD~655
2021-07-03 20:17:36,137 DEBUG                  - depth 2, hash e6db010, HEAD~745
2021-07-03 20:17:36,141 DEBUG                  - depth 3, hash d6f305d, HEAD~759
2021-07-03 20:17:36,145 DEBUG                  - depth 4, hash 56730f9, HEAD~767
2021-07-03 20:17:36,149 DEBUG                  - depth 5, hash e7b46fd, HEAD~778
2021-07-03 20:17:36,153 DEBUG                  - depth 6, hash e810384, HEAD~779
2021-07-03 20:17:36,157 DEBUG                  - depth 7, hash ee4b722, HEAD~792
2021-07-03 20:17:36,161 DEBUG                  - depth 8, hash ad12e19, HEAD~796
2021-07-03 20:17:36,518 DEBUG    [line range] org/apache/commons/codec/binary/BaseNCodec.java <init> 159:160
2021-07-03 20:17:36,572 DEBUG                  - depth 0, hash 3792112, HEAD~119
2021-07-03 20:17:36,578 DEBUG                  - depth 1, hash effccf3, HEAD~773
2021-07-03 20:17:36,582 DEBUG                  - depth 2, hash e810384, HEAD~779
2021-07-03 20:17:36,586 INFO     The number of BIC candidates: 15
