2021-07-03 20:51:37,271 INFO     Search BICs for /tmp/Csv-11b/
2021-07-03 20:51:37,271 DEBUG    Reading the coverage of org.apache.commons.csv.CSVParserTest::testHeaderMissingWithNull (failings)
2021-07-03 20:51:37,277 INFO     Loaded 1x190 Coverage Matrix
2021-07-03 20:51:37,278 INFO     The number of total commits: 832
2021-07-03 20:51:37,571 DEBUG    [line range] org/apache/commons/csv/Assertions.java notNull 31:35
2021-07-03 20:51:37,597 DEBUG                  - depth 0, hash 5941149, HEAD~92
2021-07-03 20:51:37,602 DEBUG                  - depth 1, hash 724c88d, HEAD~133
2021-07-03 20:51:37,606 DEBUG                  - depth 2, hash a2fef00, HEAD~135
2021-07-03 20:51:38,005 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java <clinit> 175:176
2021-07-03 20:51:38,048 DEBUG                  - depth 0, hash 99c3819, HEAD~25
2021-07-03 20:51:38,053 DEBUG                  - depth 1, hash 5db1a2c, HEAD~142
2021-07-03 20:51:38,057 DEBUG                  - depth 2, hash 97d3457, HEAD~197
2021-07-03 20:51:38,061 DEBUG                  - depth 3, hash 75f39a8, HEAD~209
2021-07-03 20:51:38,066 DEBUG                  - depth 4, hash 60cc83a, HEAD~262
2021-07-03 20:51:38,070 DEBUG                  - depth 5, hash 50e2719, HEAD~453
2021-07-03 20:51:38,074 DEBUG                  - depth 6, hash 42476f4, HEAD~694
2021-07-03 20:51:38,078 DEBUG                  - depth 7, hash 1166ca6, HEAD~705
2021-07-03 20:51:38,082 DEBUG                  - depth 8, hash eac54a2, HEAD~810
2021-07-03 20:51:38,086 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java <init> 298:331
2021-07-03 20:51:38,125 DEBUG                  - depth 0, hash 3cd5067, HEAD~6
2021-07-03 20:51:38,131 DEBUG                  - depth 1, hash c1049b5, HEAD~14
2021-07-03 20:51:38,135 DEBUG                  - depth 2, hash cdbb1cd, HEAD~18
2021-07-03 20:51:38,139 DEBUG                  - depth 3, hash fa116dd, HEAD~19
2021-07-03 20:51:38,143 DEBUG                  - depth 4, hash 1fa12a6, HEAD~20
2021-07-03 20:51:38,147 DEBUG                  - depth 5, hash 4b2a4ca, HEAD~21
2021-07-03 20:51:38,151 DEBUG                  - depth 6, hash 99c3819, HEAD~25
2021-07-03 20:51:38,155 DEBUG                  - depth 7, hash 16b175b, HEAD~33
2021-07-03 20:51:38,159 DEBUG                  - depth 8, hash 35d101c, HEAD~35
2021-07-03 20:51:38,163 DEBUG                  - depth 9, hash 692a1e3, HEAD~36
2021-07-03 20:51:38,167 DEBUG                  - depth 10, hash 5941149, HEAD~92
2021-07-03 20:51:38,171 DEBUG                  - depth 11, hash 97d3457, HEAD~197
2021-07-03 20:51:38,175 DEBUG                  - depth 12, hash 5a0894f, HEAD~221
2021-07-03 20:51:38,179 DEBUG                  - depth 13, hash ab2e7eb, HEAD~225
2021-07-03 20:51:38,183 DEBUG                  - depth 14, hash 75b9a4b, HEAD~261
2021-07-03 20:51:38,187 DEBUG                  - depth 15, hash 60cc83a, HEAD~262
2021-07-03 20:51:38,191 DEBUG                  - depth 16, hash db11c04, HEAD~352
2021-07-03 20:51:38,195 DEBUG                  - depth 17, hash 6a34b82, HEAD~362
2021-07-03 20:51:38,199 DEBUG                  - depth 18, hash 0030e1a, HEAD~414
2021-07-03 20:51:38,204 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java getCommentStart 425:427
2021-07-03 20:51:38,241 DEBUG                  - depth 0, hash 60cc83a, HEAD~262
2021-07-03 20:51:38,246 DEBUG                  - depth 1, hash 9bafed6, HEAD~315
2021-07-03 20:51:38,250 DEBUG                  - depth 2, hash e28d4e9, HEAD~320
2021-07-03 20:51:38,254 DEBUG                  - depth 3, hash 2018c0c, HEAD~329
2021-07-03 20:51:38,258 DEBUG                  - depth 4, hash 5e0e770, HEAD~330
2021-07-03 20:51:38,262 DEBUG                  - depth 5, hash 71a6570, HEAD~346
2021-07-03 20:51:38,267 DEBUG                  - depth 6, hash 713e9c5, HEAD~350
2021-07-03 20:51:38,271 DEBUG                  - depth 7, hash db11c04, HEAD~352
2021-07-03 20:51:38,275 DEBUG                  - depth 8, hash 0383fd5, HEAD~358
2021-07-03 20:51:38,279 DEBUG                  - depth 9, hash 68352ee, HEAD~359
2021-07-03 20:51:38,283 DEBUG                  - depth 10, hash 6a34b82, HEAD~362
2021-07-03 20:51:38,287 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java getDelimiter 434:436
2021-07-03 20:51:38,323 DEBUG                  - depth 0, hash 60cc83a, HEAD~262
2021-07-03 20:51:38,329 DEBUG                  - depth 1, hash 759596a, HEAD~273
2021-07-03 20:51:38,333 DEBUG                  - depth 2, hash d10442b, HEAD~283
2021-07-03 20:51:38,337 DEBUG                  - depth 3, hash df08aca, HEAD~291
2021-07-03 20:51:38,341 DEBUG                  - depth 4, hash 6a34b82, HEAD~362
2021-07-03 20:51:38,345 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java getEscape 443:445
2021-07-03 20:51:38,382 DEBUG                  - depth 0, hash 60cc83a, HEAD~262
2021-07-03 20:51:38,387 DEBUG                  - depth 1, hash df08aca, HEAD~291
2021-07-03 20:51:38,391 DEBUG                  - depth 2, hash 961cce2, HEAD~327
2021-07-03 20:51:38,395 DEBUG                  - depth 3, hash db11c04, HEAD~352
2021-07-03 20:51:38,399 DEBUG                  - depth 4, hash 6a34b82, HEAD~362
2021-07-03 20:51:38,404 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java getHeader 452:454
2021-07-03 20:51:38,440 DEBUG                  - depth 0, hash 390800f, HEAD~202
2021-07-03 20:51:38,445 DEBUG                  - depth 1, hash 60cc83a, HEAD~262
2021-07-03 20:51:38,450 DEBUG                  - depth 2, hash 961cce2, HEAD~327
2021-07-03 20:51:38,454 DEBUG                  - depth 3, hash 6a34b82, HEAD~362
2021-07-03 20:51:38,458 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java getIgnoreEmptyLines 472:474
2021-07-03 20:51:38,493 DEBUG                  - depth 0, hash 60cc83a, HEAD~262
2021-07-03 20:51:38,499 DEBUG                  - depth 1, hash 961cce2, HEAD~327
2021-07-03 20:51:38,503 DEBUG                  - depth 2, hash db11c04, HEAD~352
2021-07-03 20:51:38,507 DEBUG                  - depth 3, hash 6a34b82, HEAD~362
2021-07-03 20:51:38,511 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java getIgnoreSurroundingSpaces 482:484
2021-07-03 20:51:38,546 DEBUG                  - depth 0, hash 60cc83a, HEAD~262
2021-07-03 20:51:38,552 DEBUG                  - depth 1, hash 961cce2, HEAD~327
2021-07-03 20:51:38,556 DEBUG                  - depth 2, hash db11c04, HEAD~352
2021-07-03 20:51:38,560 DEBUG                  - depth 3, hash 6a34b82, HEAD~362
2021-07-03 20:51:38,564 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java getNullString 499:501
2021-07-03 20:51:38,596 DEBUG                  - depth 0, hash 5a0894f, HEAD~221
2021-07-03 20:51:38,601 DEBUG                  - depth 1, hash 75b9a4b, HEAD~261
2021-07-03 20:51:38,606 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java getQuoteChar 508:510
2021-07-03 20:51:38,642 DEBUG                  - depth 0, hash 60cc83a, HEAD~262
2021-07-03 20:51:38,648 DEBUG                  - depth 1, hash 961cce2, HEAD~327
2021-07-03 20:51:38,652 DEBUG                  - depth 2, hash 6a34b82, HEAD~362
2021-07-03 20:51:38,656 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java isLineBreak 243:245
2021-07-03 20:51:38,699 DEBUG                  - depth 0, hash 9631efe, HEAD~151
2021-07-03 20:51:38,704 DEBUG                  - depth 1, hash 60cc83a, HEAD~262
2021-07-03 20:51:38,708 DEBUG                  - depth 2, hash 6a34b82, HEAD~362
2021-07-03 20:51:38,712 DEBUG                  - depth 3, hash 73ec29f, HEAD~368
2021-07-03 20:51:38,716 DEBUG                  - depth 4, hash 53f15f4, HEAD~408
2021-07-03 20:51:38,721 DEBUG                  - depth 5, hash 6e57364, HEAD~413
2021-07-03 20:51:38,725 DEBUG                  - depth 6, hash 0030e1a, HEAD~414
2021-07-03 20:51:38,729 DEBUG                  - depth 7, hash 53fd86d, HEAD~461
2021-07-03 20:51:38,733 DEBUG                  - depth 8, hash 6ab9b46, HEAD~470
2021-07-03 20:51:38,737 DEBUG                  - depth 9, hash 67bbc35, HEAD~473
2021-07-03 20:51:38,741 DEBUG                  - depth 10, hash 6c1b0fa, HEAD~488
2021-07-03 20:51:38,745 DEBUG                  - depth 11, hash 93fc1f9, HEAD~490
2021-07-03 20:51:38,749 DEBUG                  - depth 12, hash bf06bed, HEAD~493
2021-07-03 20:51:38,754 DEBUG                  - depth 13, hash 38741a4, HEAD~578
2021-07-03 20:51:38,758 DEBUG                  - depth 14, hash c9dedff, HEAD~613
2021-07-03 20:51:38,762 DEBUG                  - depth 15, hash aee6c50, HEAD~619
2021-07-03 20:51:38,766 DEBUG                  - depth 16, hash bbb2da1, HEAD~628
2021-07-03 20:51:38,770 DEBUG                  - depth 17, hash 740a1b6, HEAD~644
2021-07-03 20:51:38,774 DEBUG                  - depth 18, hash 194e21c, HEAD~662
2021-07-03 20:51:38,778 DEBUG                  - depth 19, hash 70337be, HEAD~683
2021-07-03 20:51:38,782 DEBUG                  - depth 20, hash cb99634, HEAD~693
2021-07-03 20:51:38,787 DEBUG                  - depth 21, hash 42476f4, HEAD~694
2021-07-03 20:51:38,791 DEBUG                  - depth 22, hash 43b777b, HEAD~699
2021-07-03 20:51:38,795 DEBUG                  - depth 23, hash 1166ca6, HEAD~705
2021-07-03 20:51:38,799 DEBUG                  - depth 24, hash 02b2146, HEAD~717
2021-07-03 20:51:38,803 DEBUG                  - depth 25, hash eac54a2, HEAD~810
2021-07-03 20:51:38,807 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java isLineBreak 255:257
2021-07-03 20:51:38,837 DEBUG                  - depth 0, hash 9631efe, HEAD~151
2021-07-03 20:51:38,842 DEBUG                  - depth 1, hash 15b4e3f, HEAD~152
2021-07-03 20:51:38,846 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java parse 610:612
2021-07-03 20:51:38,882 DEBUG                  - depth 0, hash f78b5a1, HEAD~206
2021-07-03 20:51:38,887 DEBUG                  - depth 1, hash 60cc83a, HEAD~262
2021-07-03 20:51:38,892 DEBUG                  - depth 2, hash 6a34b82, HEAD~362
2021-07-03 20:51:38,896 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java validate 674:710
2021-07-03 20:51:38,926 DEBUG                  - depth 0, hash 4117bb4, HEAD~1
2021-07-03 20:51:38,932 DEBUG                  - depth 1, hash 43560d9, HEAD~2
2021-07-03 20:51:38,936 DEBUG                  - depth 2, hash 3cd5067, HEAD~6
2021-07-03 20:51:38,940 DEBUG                  - depth 3, hash 35d101c, HEAD~35
2021-07-03 20:51:38,944 DEBUG                  - depth 4, hash fcc0d15, HEAD~187
2021-07-03 20:51:38,948 DEBUG                  - depth 5, hash f881372, HEAD~199
2021-07-03 20:51:38,952 DEBUG                  - depth 6, hash 75f39a8, HEAD~209
2021-07-03 20:51:38,956 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java withDelimiter 756:763
