2021-07-03 07:39:21,249 INFO     Search BICs for /tmp/Cli-36b/
2021-07-03 07:39:21,249 DEBUG    Reading the coverage of org.apache.commons.cli.bug.BugCLI266Test::testOptionComparatorInsertedOrder (failings)
2021-07-03 07:39:21,252 INFO     Loaded 1x83 Coverage Matrix
2021-07-03 07:39:21,252 INFO     The number of total commits: 822
2021-07-03 07:39:21,649 DEBUG    [line range] org/apache/commons/cli/Option.java <init> 72:72
2021-07-03 07:39:21,680 DEBUG                  - depth 0, hash 9b2b803, HEAD~737
2021-07-03 07:39:21,686 DEBUG                  - depth 1, hash 04490af, HEAD~785
2021-07-03 07:39:21,690 DEBUG                  - depth 2, hash 16b91ad, HEAD~793
2021-07-03 07:39:21,694 DEBUG                  - depth 3, hash aae50c5, HEAD~820
2021-07-03 07:39:21,699 DEBUG    [line range] org/apache/commons/cli/Option.java <init> 88:99
2021-07-03 07:39:21,720 DEBUG                  - depth 0, hash df52eee, HEAD~87
2021-07-03 07:39:21,726 DEBUG    [single line]   org/apache/commons/cli/Option.java <init> 42
2021-07-03 07:39:21,758 DEBUG                  - depth 0, hash 147df44, HEAD~338
2021-07-03 07:39:21,764 DEBUG                  - depth 1, hash 1b0a32d, HEAD~445
2021-07-03 07:39:21,768 DEBUG                  - depth 2, hash 1545ae4, HEAD~494
2021-07-03 07:39:21,772 DEBUG                  - depth 3, hash 8576b53, HEAD~582
2021-07-03 07:39:21,776 DEBUG                  - depth 4, hash f9df518, HEAD~789
2021-07-03 07:39:21,780 DEBUG                  - depth 5, hash aae50c5, HEAD~820
2021-07-03 07:39:21,784 DEBUG    [line range] org/apache/commons/cli/Option.java builder 764:767
2021-07-03 07:39:21,806 DEBUG                  - depth 0, hash faa6455, HEAD~75
2021-07-03 07:39:21,811 DEBUG    [line range] org/apache/commons/cli/Option.java getKey 177:181
2021-07-03 07:39:21,842 DEBUG                  - depth 0, hash ce5ebdf, HEAD~61
2021-07-03 07:39:21,847 DEBUG                  - depth 1, hash 147df44, HEAD~338
2021-07-03 07:39:21,852 DEBUG                  - depth 2, hash 9b2b803, HEAD~737
2021-07-03 07:39:21,856 DEBUG                  - depth 3, hash 347bbeb, HEAD~746
2021-07-03 07:39:21,860 DEBUG    [line range] org/apache/commons/cli/Option.java getLongOpt 239:242
2021-07-03 07:39:21,892 DEBUG                  - depth 0, hash 147df44, HEAD~338
2021-07-03 07:39:21,897 DEBUG                  - depth 1, hash 9b2b803, HEAD~737
2021-07-03 07:39:21,902 DEBUG                  - depth 2, hash aae50c5, HEAD~820
2021-07-03 07:39:21,906 DEBUG    [line range] org/apache/commons/cli/Option.java getOpt 193:196
2021-07-03 07:39:21,938 DEBUG                  - depth 0, hash 147df44, HEAD~338
2021-07-03 07:39:21,943 DEBUG                  - depth 1, hash 9b2b803, HEAD~737
2021-07-03 07:39:21,947 DEBUG                  - depth 2, hash 4cca25d, HEAD~817
2021-07-03 07:39:21,951 DEBUG                  - depth 3, hash aae50c5, HEAD~820
2021-07-03 07:39:21,955 DEBUG    [line range] org/apache/commons/cli/Option.java hasLongOpt 278:281
2021-07-03 07:39:21,988 DEBUG                  - depth 0, hash 147df44, HEAD~338
2021-07-03 07:39:21,993 DEBUG                  - depth 1, hash 9b2b803, HEAD~737
2021-07-03 07:39:21,997 DEBUG                  - depth 2, hash aae50c5, HEAD~820
2021-07-03 07:39:22,001 DEBUG    [line range] org/apache/commons/cli/Option.java isRequired 319:322
2021-07-03 07:39:22,034 DEBUG                  - depth 0, hash 147df44, HEAD~338
2021-07-03 07:39:22,040 DEBUG                  - depth 1, hash 9b2b803, HEAD~737
2021-07-03 07:39:22,044 DEBUG                  - depth 2, hash 5470bca, HEAD~741
2021-07-03 07:39:22,048 DEBUG                  - depth 3, hash 347bbeb, HEAD~746
2021-07-03 07:39:22,052 DEBUG                  - depth 4, hash 43a3545, HEAD~764
2021-07-03 07:39:22,056 DEBUG                  - depth 5, hash 62670f5, HEAD~770
2021-07-03 07:39:22,060 DEBUG                  - depth 6, hash 04490af, HEAD~785
2021-07-03 07:39:22,064 DEBUG                  - depth 7, hash 1060ee7, HEAD~791
2021-07-03 07:39:22,069 DEBUG                  - depth 8, hash 16b91ad, HEAD~793
2021-07-03 07:39:22,073 DEBUG                  - depth 9, hash 7f90b98, HEAD~796
2021-07-03 07:39:22,077 DEBUG                  - depth 10, hash aae50c5, HEAD~820
2021-07-03 07:39:22,081 DEBUG    [line range] org/apache/commons/cli/Option.java setRequired 329:332
2021-07-03 07:39:22,114 DEBUG                  - depth 0, hash 9b2b803, HEAD~737
2021-07-03 07:39:22,119 DEBUG                  - depth 1, hash 5470bca, HEAD~741
2021-07-03 07:39:22,123 DEBUG                  - depth 2, hash 347bbeb, HEAD~746
2021-07-03 07:39:22,127 DEBUG                  - depth 3, hash 43a3545, HEAD~764
2021-07-03 07:39:22,131 DEBUG                  - depth 4, hash 62670f5, HEAD~770
