2021-07-04 08:27:57,077 INFO     Search BICs for /tmp/Mockito-2b/
2021-07-04 08:27:57,077 DEBUG    Reading the coverage of org.mockito.internal.util.TimerTest::should_throw_friendly_reminder_exception_when_duration_is_negative (failings)
2021-07-04 08:27:57,092 DEBUG    Reading the coverage of org.mockito.verification.NegativeDurationTest::should_throw_exception_when_duration_is_negative_for_after_method (failings)
2021-07-04 08:27:57,106 DEBUG    Reading the coverage of org.mockito.verification.NegativeDurationTest::should_throw_exception_when_duration_is_negative_for_timeout_method (failings)
2021-07-04 08:27:57,120 INFO     Loaded 3x303 Coverage Matrix
2021-07-04 08:27:57,120 INFO     The number of total commits: 2571
2021-07-04 08:27:57,422 DEBUG    [line range] org/mockito/MockitoAnnotations.java initMocks 89:109
2021-07-04 08:27:57,552 DEBUG                  - depth 0, hash f920e3a, HEAD~1031
2021-07-04 08:27:57,558 DEBUG                  - depth 1, hash f8f76a4, HEAD~1081
2021-07-04 08:27:57,562 DEBUG                  - depth 2, hash feb23b0, HEAD~2227
2021-07-04 08:27:57,566 DEBUG                  - depth 3, hash ebcb3e7, HEAD~2229
2021-07-04 08:27:57,570 DEBUG                  - depth 4, hash 70eb8ea, HEAD~2277
2021-07-04 08:27:57,574 DEBUG    [line range] org/mockito/MockitoAnnotations.java scanDeprecatedWay 111:117
2021-07-04 08:27:57,701 DEBUG                  - depth 0, hash f8f76a4, HEAD~1081
2021-07-04 08:27:57,707 DEBUG                  - depth 1, hash 75e15e4, HEAD~1189
2021-07-04 08:27:57,711 DEBUG                  - depth 2, hash 3275500, HEAD~1255
2021-07-04 08:27:57,715 DEBUG                  - depth 3, hash 896c61e, HEAD~1258
2021-07-04 08:27:57,719 DEBUG                  - depth 4, hash 2a256b3, HEAD~1755
2021-07-04 08:27:57,723 DEBUG                  - depth 5, hash 2dc4ebd, HEAD~1978
2021-07-04 08:27:57,727 DEBUG                  - depth 6, hash 2aed41e, HEAD~2121
2021-07-04 08:27:57,731 DEBUG                  - depth 7, hash 83fcd71, HEAD~2228
2021-07-04 08:27:57,736 DEBUG                  - depth 8, hash ebcb3e7, HEAD~2229
2021-07-04 08:27:57,740 DEBUG                  - depth 9, hash 70eb8ea, HEAD~2277
2021-07-04 08:27:58,033 DEBUG    [single line]   org/mockito/configuration/DefaultMockitoConfiguration.java <init> 20
2021-07-04 08:27:58,161 DEBUG                  - depth 0, hash 2d152ee, HEAD~1784
2021-07-04 08:27:58,166 DEBUG    [line range] org/mockito/configuration/DefaultMockitoConfiguration.java getAnnotationEngine 38:40
2021-07-04 08:27:58,293 DEBUG                  - depth 0, hash 3275500, HEAD~1255
2021-07-04 08:27:58,299 DEBUG                  - depth 1, hash 7a6d0db, HEAD~1754
2021-07-04 08:27:58,303 DEBUG                  - depth 2, hash 2a256b3, HEAD~1755
2021-07-04 08:27:58,699 DEBUG    [single line]   org/mockito/exceptions/Reporter.java <init> 54
2021-07-04 08:27:58,840 DEBUG                  - depth 0, hash bcc618a, HEAD~2387
2021-07-04 08:27:58,846 DEBUG                  - depth 1, hash ce722d1, HEAD~2505
2021-07-04 08:27:59,132 DEBUG    [single line]   org/mockito/internal/configuration/CaptorAnnotationProcessor.java process 17
2021-07-04 08:27:59,258 DEBUG                  - depth 0, hash 5ea5f32, HEAD~905
2021-07-04 08:27:59,544 DEBUG    [single line]   org/mockito/internal/configuration/ClassPathLoader.java <init> 56
