2021-07-03 07:36:16,582 INFO     Search BICs for /tmp/Cli-27b/
2021-07-03 07:36:16,582 DEBUG    Reading the coverage of org.apache.commons.cli.GnuParserTest::testOptionGroupLong (failings)
2021-07-03 07:36:16,589 DEBUG    Reading the coverage of org.apache.commons.cli.BasicParserTest::testOptionGroupLong (failings)
2021-07-03 07:36:16,595 DEBUG    Reading the coverage of org.apache.commons.cli.PosixParserTest::testOptionGroupLong (failings)
2021-07-03 07:36:16,602 INFO     Loaded 3x233 Coverage Matrix
2021-07-03 07:36:16,602 INFO     The number of total commits: 595
2021-07-03 07:36:16,936 DEBUG    [line range] org/apache/commons/cli/CommandLine.java <init> 48:48
2021-07-03 07:36:16,960 DEBUG                  - depth 0, hash 9b2b803, HEAD~510
2021-07-03 07:36:16,966 DEBUG                  - depth 1, hash aae50c5, HEAD~593
2021-07-03 07:36:16,970 DEBUG    [line range] org/apache/commons/cli/CommandLine.java addOption 354:357
2021-07-03 07:36:16,995 DEBUG                  - depth 0, hash b0e1b80, HEAD~314
2021-07-03 07:36:17,000 DEBUG                  - depth 1, hash 9b2b803, HEAD~510
2021-07-03 07:36:17,004 DEBUG                  - depth 2, hash 0f52eff, HEAD~518
2021-07-03 07:36:17,008 DEBUG                  - depth 3, hash 347bbeb, HEAD~519
2021-07-03 07:36:17,013 DEBUG                  - depth 4, hash 0c281fb, HEAD~522
2021-07-03 07:36:17,017 DEBUG                  - depth 5, hash 872f1d5, HEAD~542
2021-07-03 07:36:17,021 DEBUG                  - depth 6, hash c08f738, HEAD~545
2021-07-03 07:36:17,025 DEBUG                  - depth 7, hash 04490af, HEAD~558
2021-07-03 07:36:17,029 DEBUG                  - depth 8, hash f9df518, HEAD~562
2021-07-03 07:36:17,033 DEBUG                  - depth 9, hash 5aa47b7, HEAD~567
2021-07-03 07:36:17,037 DEBUG                  - depth 10, hash 4cca25d, HEAD~590
2021-07-03 07:36:17,041 DEBUG                  - depth 11, hash aae50c5, HEAD~593
