2021-07-04 09:39:53,385 INFO     Search BICs for /tmp/Mockito-27b/
2021-07-04 09:39:53,385 DEBUG    Reading the coverage of org.mockitousage.bugs.ListenersLostOnResetMockTest::listener (failings)
2021-07-04 09:39:53,410 INFO     Loaded 1x587 Coverage Matrix
2021-07-04 09:39:53,411 INFO     The number of total commits: 1580
2021-07-04 09:39:53,696 DEBUG    [single line]   org/mockito/Answers.java <clinit> 26
2021-07-04 09:39:53,790 DEBUG                  - depth 0, hash 77fea3d, HEAD~223
2021-07-04 09:39:53,796 DEBUG    [single line]   org/mockito/Answers.java <clinit> 35
2021-07-04 09:39:53,890 DEBUG                  - depth 0, hash 77fea3d, HEAD~223
2021-07-04 09:39:53,895 DEBUG    [single line]   org/mockito/Answers.java <clinit> 44
2021-07-04 09:39:53,989 DEBUG                  - depth 0, hash 77fea3d, HEAD~223
2021-07-04 09:39:53,994 DEBUG    [single line]   org/mockito/Answers.java <clinit> 53
2021-07-04 09:39:54,088 DEBUG                  - depth 0, hash 77fea3d, HEAD~223
2021-07-04 09:39:54,093 DEBUG    [single line]   org/mockito/Answers.java <clinit> 63
2021-07-04 09:39:54,187 DEBUG                  - depth 0, hash 77fea3d, HEAD~223
2021-07-04 09:39:54,192 DEBUG    [single line]   org/mockito/Answers.java <clinit> 72
2021-07-04 09:39:54,286 DEBUG                  - depth 0, hash 77fea3d, HEAD~223
2021-07-04 09:39:54,291 DEBUG    [line range] org/mockito/Answers.java <init> 77:79
2021-07-04 09:39:54,388 DEBUG                  - depth 0, hash 77fea3d, HEAD~223
2021-07-04 09:39:54,394 DEBUG    [line range] org/mockito/Answers.java get 81:83
2021-07-04 09:39:54,491 DEBUG                  - depth 0, hash 77fea3d, HEAD~223
2021-07-04 09:39:54,791 DEBUG    [single line]   org/mockito/ArgumentMatcher.java <init> 58
2021-07-04 09:39:54,886 DEBUG                  - depth 0, hash 1532827, HEAD~325
2021-07-04 09:39:54,892 DEBUG                  - depth 1, hash cbc530c, HEAD~414
2021-07-04 09:39:54,896 DEBUG                  - depth 2, hash bf4eec3, HEAD~1252
2021-07-04 09:39:55,257 DEBUG    [line range] org/mockito/Matchers.java <clinit> 101:101
2021-07-04 09:39:55,364 DEBUG                  - depth 0, hash d94c8c1, HEAD~716
2021-07-04 09:39:55,369 DEBUG                  - depth 1, hash 7035637, HEAD~773
2021-07-04 09:39:55,374 DEBUG                  - depth 2, hash 863efe6, HEAD~792
2021-07-04 09:39:55,378 DEBUG                  - depth 3, hash 6d73019, HEAD~812
2021-07-04 09:39:55,382 DEBUG                  - depth 4, hash affa89d, HEAD~813
2021-07-04 09:39:55,386 DEBUG                  - depth 5, hash e6759cc, HEAD~894
2021-07-04 09:39:55,390 DEBUG                  - depth 6, hash 63fbcc7, HEAD~895
2021-07-04 09:39:55,394 DEBUG                  - depth 7, hash 9d1a555, HEAD~936
2021-07-04 09:39:55,398 DEBUG                  - depth 8, hash 97194a6, HEAD~966
2021-07-04 09:39:55,402 DEBUG                  - depth 9, hash eb1110e, HEAD~993
2021-07-04 09:39:55,406 DEBUG                  - depth 10, hash b0c3487, HEAD~1023
2021-07-04 09:39:55,410 DEBUG                  - depth 11, hash e71e3d3, HEAD~1054
2021-07-04 09:39:55,414 DEBUG                  - depth 12, hash b29cc4b, HEAD~1059
2021-07-04 09:39:55,418 DEBUG                  - depth 13, hash a56149b, HEAD~1067
2021-07-04 09:39:55,422 DEBUG                  - depth 14, hash 56b3503, HEAD~1071
2021-07-04 09:39:55,426 DEBUG                  - depth 15, hash a0e3112, HEAD~1162
2021-07-04 09:39:55,430 DEBUG                  - depth 16, hash f123fe1, HEAD~1170
2021-07-04 09:39:55,434 DEBUG                  - depth 17, hash 03444ce, HEAD~1177
2021-07-04 09:39:55,438 DEBUG                  - depth 18, hash 4f7f2f1, HEAD~1179
2021-07-04 09:39:55,443 DEBUG                  - depth 19, hash 868fcb0, HEAD~1182
2021-07-04 09:39:55,447 DEBUG                  - depth 20, hash 1b1c8f7, HEAD~1191
