2021-07-03 20:29:11,654 INFO     Search BICs for /tmp/Compress-13b/
2021-07-03 20:29:11,654 DEBUG    Reading the coverage of org.apache.commons.compress.archivers.zip.ZipFileTest::testWinzipBackSlashWorkaround (failings)
2021-07-03 20:29:11,677 DEBUG    Reading the coverage of org.apache.commons.compress.archivers.zip.ZipArchiveInputStreamTest::winzipBackSlashWorkaround (failings)
2021-07-03 20:29:11,701 INFO     Loaded 2x633 Coverage Matrix
2021-07-03 20:29:11,701 INFO     The number of total commits: 969
2021-07-03 20:29:12,036 DEBUG    [line range] org/apache/commons/compress/archivers/zip/AbstractUnicodeExtraField.java <init> 34:35
2021-07-03 20:29:12,068 DEBUG                  - depth 0, hash 4e2380b, HEAD~797
2021-07-03 20:29:12,074 DEBUG    [line range] org/apache/commons/compress/archivers/zip/AbstractUnicodeExtraField.java assembleData 73:83
2021-07-03 20:29:12,105 DEBUG                  - depth 0, hash 4e2380b, HEAD~797
2021-07-03 20:29:12,110 DEBUG    [line range] org/apache/commons/compress/archivers/zip/AbstractUnicodeExtraField.java getCentralDirectoryData 129:139
2021-07-03 20:29:12,142 DEBUG                  - depth 0, hash 4aea7b2, HEAD~149
2021-07-03 20:29:12,148 DEBUG                  - depth 1, hash 4e2380b, HEAD~797
2021-07-03 20:29:12,152 DEBUG    [line range] org/apache/commons/compress/archivers/zip/AbstractUnicodeExtraField.java getCentralDirectoryLength 142:147
2021-07-03 20:29:12,184 DEBUG                  - depth 0, hash 4e2380b, HEAD~797
2021-07-03 20:29:12,190 DEBUG    [line range] org/apache/commons/compress/archivers/zip/AbstractUnicodeExtraField.java getLocalFileDataData 150:152
2021-07-03 20:29:12,222 DEBUG                  - depth 0, hash 4e2380b, HEAD~797
2021-07-03 20:29:12,227 DEBUG    [line range] org/apache/commons/compress/archivers/zip/AbstractUnicodeExtraField.java getLocalFileDataLength 155:157
2021-07-03 20:29:12,259 DEBUG                  - depth 0, hash 4e2380b, HEAD~797
2021-07-03 20:29:12,265 DEBUG    [line range] org/apache/commons/compress/archivers/zip/AbstractUnicodeExtraField.java getNameCRC32 89:91
2021-07-03 20:29:12,296 DEBUG                  - depth 0, hash 4e2380b, HEAD~797
2021-07-03 20:29:12,301 DEBUG    [line range] org/apache/commons/compress/archivers/zip/AbstractUnicodeExtraField.java getUnicodeName 105:112
2021-07-03 20:29:12,333 DEBUG                  - depth 0, hash 4aea7b2, HEAD~149
2021-07-03 20:29:12,338 DEBUG                  - depth 1, hash 4e2380b, HEAD~797
2021-07-03 20:29:12,342 DEBUG    [line range] org/apache/commons/compress/archivers/zip/AbstractUnicodeExtraField.java parseFromCentralDirectoryData 184:188
2021-07-03 20:29:12,375 DEBUG                  - depth 0, hash dfbdfee, HEAD~764
2021-07-03 20:29:12,380 DEBUG    [line range] org/apache/commons/compress/archivers/zip/AbstractUnicodeExtraField.java parseFromLocalFileData 160:178
2021-07-03 20:29:12,412 DEBUG                  - depth 0, hash 7fce030, HEAD~479
2021-07-03 20:29:12,417 DEBUG                  - depth 1, hash 4e2380b, HEAD~797
2021-07-03 20:29:12,765 DEBUG    [line range] org/apache/commons/compress/archivers/zip/AsiExtraField.java <clinit> 55:55
2021-07-03 20:29:12,800 DEBUG                  - depth 0, hash ab9ebfc, HEAD~835
2021-07-03 20:29:12,805 DEBUG    [line range] org/apache/commons/compress/archivers/zip/AsiExtraField.java <init> 60:60
2021-07-03 20:29:12,840 DEBUG                  - depth 0, hash ab9ebfc, HEAD~835
2021-07-03 20:29:12,845 DEBUG                  - depth 1, hash 8822084, HEAD~927
2021-07-03 20:29:12,849 DEBUG    [line range] org/apache/commons/compress/archivers/zip/AsiExtraField.java getHeaderId 93:95
2021-07-03 20:29:12,884 DEBUG                  - depth 0, hash ab9ebfc, HEAD~835
2021-07-03 20:29:12,890 DEBUG                  - depth 1, hash 8822084, HEAD~927
2021-07-03 20:29:13,261 DEBUG    [single line]   org/apache/commons/compress/archivers/zip/ExtraFieldUtils.java <clinit> 41
2021-07-03 20:29:13,297 DEBUG                  - depth 0, hash e53e88a, HEAD~239
2021-07-03 20:29:13,303 DEBUG                  - depth 1, hash 2ae5e28, HEAD~830
2021-07-03 20:29:13,307 DEBUG                  - depth 2, hash ab9ebfc, HEAD~835
2021-07-03 20:29:13,311 DEBUG                  - depth 3, hash 8822084, HEAD~927
2021-07-03 20:29:13,315 DEBUG    [single line]   org/apache/commons/compress/archivers/zip/ExtraFieldUtils.java <clinit> 42
2021-07-03 20:29:13,351 DEBUG                  - depth 0, hash ab9ebfc, HEAD~835
2021-07-03 20:29:13,356 DEBUG                  - depth 1, hash 8822084, HEAD~927
2021-07-03 20:29:13,360 DEBUG    [single line]   org/apache/commons/compress/archivers/zip/ExtraFieldUtils.java <clinit> 43
2021-07-03 20:29:13,396 DEBUG                  - depth 0, hash ab9ebfc, HEAD~835
2021-07-03 20:29:13,401 DEBUG                  - depth 1, hash 8822084, HEAD~927
2021-07-03 20:29:13,405 DEBUG    [single line]   org/apache/commons/compress/archivers/zip/ExtraFieldUtils.java <clinit> 44
2021-07-03 20:29:13,440 DEBUG                  - depth 0, hash 4e2380b, HEAD~797
2021-07-03 20:29:13,445 DEBUG    [single line]   org/apache/commons/compress/archivers/zip/ExtraFieldUtils.java <clinit> 45
2021-07-03 20:29:13,480 DEBUG                  - depth 0, hash 4e2380b, HEAD~797
2021-07-03 20:29:13,485 DEBUG    [single line]   org/apache/commons/compress/archivers/zip/ExtraFieldUtils.java <clinit> 46
2021-07-03 20:29:13,520 DEBUG                  - depth 0, hash 60e2dec, HEAD~263
