2021-07-03 20:32:44,078 INFO     Search BICs for /tmp/Compress-21b/
2021-07-03 20:32:44,078 DEBUG    Reading the coverage of org.apache.commons.compress.archivers.sevenz.SevenZOutputFileTest::testSixEmptyFiles (failings)
2021-07-03 20:32:44,121 DEBUG    Reading the coverage of org.apache.commons.compress.archivers.sevenz.SevenZOutputFileTest::testNineEmptyFiles (failings)
2021-07-03 20:32:44,177 DEBUG    Reading the coverage of org.apache.commons.compress.archivers.sevenz.SevenZOutputFileTest::testSevenEmptyFiles (failings)
2021-07-03 20:32:44,220 DEBUG    Reading the coverage of org.apache.commons.compress.archivers.sevenz.SevenZOutputFileTest::testEightEmptyFiles (failings)
2021-07-03 20:32:44,272 DEBUG    Reading the coverage of org.apache.commons.compress.archivers.sevenz.SevenZOutputFileTest::testEightFilesSomeNotEmpty (failings)
2021-07-03 20:32:44,328 DEBUG    Reading the coverage of org.apache.commons.compress.archivers.sevenz.SevenZOutputFileTest::testSevenFilesSomeNotEmpty (failings)
2021-07-03 20:32:44,392 DEBUG    Reading the coverage of org.apache.commons.compress.archivers.sevenz.SevenZOutputFileTest::testSixFilesSomeNotEmpty (failings)
2021-07-03 20:32:44,447 DEBUG    Reading the coverage of org.apache.commons.compress.archivers.sevenz.SevenZOutputFileTest::testNineFilesSomeNotEmpty (failings)
2021-07-03 20:32:44,512 INFO     Loaded 8x752 Coverage Matrix
2021-07-03 20:32:44,512 INFO     The number of total commits: 1382
2021-07-03 20:32:44,852 DEBUG    [single line]   org/apache/commons/compress/archivers/ArchiveStreamFactory.java <init> 76
2021-07-03 20:32:44,901 DEBUG                  - depth 0, hash 6a70323, HEAD~1259
2021-07-03 20:32:44,907 DEBUG                  - depth 1, hash ca16539, HEAD~1269
2021-07-03 20:32:44,911 DEBUG    [line range] org/apache/commons/compress/archivers/ArchiveStreamFactory.java <init> 117:117
2021-07-03 20:32:44,959 DEBUG                  - depth 0, hash 2ab43b0, HEAD~317
2021-07-03 20:32:45,234 DEBUG    [single line]   org/apache/commons/compress/archivers/sevenz/Archive.java <init> 22
2021-07-03 20:32:45,280 DEBUG                  - depth 0, hash f69ccab, HEAD~197
2021-07-03 20:32:45,579 DEBUG    [line range] org/apache/commons/compress/archivers/sevenz/BoundedRandomAccessFileInputStream.java <init> 28:32
2021-07-03 20:32:45,625 DEBUG                  - depth 0, hash 1044ee4, HEAD~196
2021-07-03 20:32:45,630 DEBUG    [line range] org/apache/commons/compress/archivers/sevenz/BoundedRandomAccessFileInputStream.java close 60:63
2021-07-03 20:32:45,676 DEBUG                  - depth 0, hash 8279181, HEAD~85
2021-07-03 20:32:45,681 DEBUG                  - depth 1, hash 1044ee4, HEAD~196
2021-07-03 20:32:45,685 DEBUG    [line range] org/apache/commons/compress/archivers/sevenz/BoundedRandomAccessFileInputStream.java read 34:42
2021-07-03 20:32:45,731 DEBUG                  - depth 0, hash 1044ee4, HEAD~196
