2021-07-03 20:13:22,180 INFO     Search BICs for /tmp/Codec-4b/
2021-07-03 20:13:22,180 DEBUG    Reading the coverage of org.apache.commons.codec.binary.Base64Codec13Test::testEncoder (failings)
2021-07-03 20:13:22,183 DEBUG    Reading the coverage of org.apache.commons.codec.binary.Base64Codec13Test::testBinaryEncoder (failings)
2021-07-03 20:13:22,186 INFO     Loaded 2x82 Coverage Matrix
2021-07-03 20:13:22,186 INFO     The number of total commits: 591
2021-07-03 20:13:22,634 DEBUG    [line range] org/apache/commons/codec/binary/Base64.java <clinit> 79:79
2021-07-03 20:13:22,661 DEBUG                  - depth 0, hash 9333313, HEAD~99
2021-07-03 20:13:22,667 DEBUG                  - depth 1, hash a8502b5, HEAD~154
2021-07-03 20:13:22,671 DEBUG                  - depth 2, hash 01ca214, HEAD~384
2021-07-03 20:13:22,675 DEBUG                  - depth 3, hash 0e0d475, HEAD~575
2021-07-03 20:13:22,679 DEBUG                  - depth 4, hash 71205dd, HEAD~589
2021-07-03 20:13:22,683 DEBUG    [line range] org/apache/commons/codec/binary/Base64.java <init> 224:226
2021-07-03 20:13:22,709 DEBUG                  - depth 0, hash 2f7454a, HEAD~130
2021-07-03 20:13:22,714 DEBUG                  - depth 1, hash ce8a31b, HEAD~167
2021-07-03 20:13:22,718 DEBUG                  - depth 2, hash e2df850, HEAD~169
2021-07-03 20:13:22,722 DEBUG                  - depth 3, hash f064899, HEAD~215
2021-07-03 20:13:22,727 DEBUG                  - depth 4, hash 0e0d475, HEAD~575
2021-07-03 20:13:22,731 DEBUG                  - depth 5, hash 71205dd, HEAD~589
2021-07-03 20:13:22,735 DEBUG    [line range] org/apache/commons/codec/binary/Base64.java <init> 320:339
2021-07-03 20:13:22,761 DEBUG                  - depth 0, hash ffd08a4, HEAD~37
2021-07-03 20:13:22,766 DEBUG                  - depth 1, hash 20a88d9, HEAD~59
2021-07-03 20:13:22,771 DEBUG                  - depth 2, hash 4d67ff2, HEAD~97
2021-07-03 20:13:22,775 DEBUG                  - depth 3, hash 2f7454a, HEAD~130
2021-07-03 20:13:22,779 DEBUG                  - depth 4, hash cad6644, HEAD~145
2021-07-03 20:13:22,783 DEBUG                  - depth 5, hash d3dee54, HEAD~158
2021-07-03 20:13:22,787 DEBUG                  - depth 6, hash ce8a31b, HEAD~167
2021-07-03 20:13:22,791 DEBUG                  - depth 7, hash fa0f64d, HEAD~168
2021-07-03 20:13:22,795 DEBUG                  - depth 8, hash e2df850, HEAD~169
2021-07-03 20:13:22,799 DEBUG                  - depth 9, hash f064899, HEAD~215
2021-07-03 20:13:22,803 DEBUG                  - depth 10, hash 0e0d475, HEAD~575
2021-07-03 20:13:22,807 DEBUG                  - depth 11, hash 71205dd, HEAD~589
2021-07-03 20:13:22,811 DEBUG    [line range] org/apache/commons/codec/binary/Base64.java <init> 243:245
2021-07-03 20:13:22,837 DEBUG                  - depth 0, hash 2f7454a, HEAD~130
2021-07-03 20:13:22,843 DEBUG                  - depth 1, hash e2df850, HEAD~169
2021-07-03 20:13:22,847 DEBUG                  - depth 2, hash f064899, HEAD~215
2021-07-03 20:13:22,851 DEBUG                  - depth 3, hash 0e0d475, HEAD~575
2021-07-03 20:13:22,855 DEBUG                  - depth 4, hash 71205dd, HEAD~589
2021-07-03 20:13:22,859 DEBUG    [line range] org/apache/commons/codec/binary/Base64.java containsBase64Byte 625:632
2021-07-03 20:13:22,882 DEBUG                  - depth 0, hash d3dee54, HEAD~158
2021-07-03 20:13:22,887 DEBUG    [line range] org/apache/commons/codec/binary/Base64.java encode 902:907
2021-07-03 20:13:22,913 DEBUG                  - depth 0, hash f5185b0, HEAD~201
2021-07-03 20:13:22,919 DEBUG                  - depth 1, hash 0e82d92, HEAD~343
2021-07-03 20:13:22,923 DEBUG                  - depth 2, hash 1078329, HEAD~498
2021-07-03 20:13:22,927 DEBUG                  - depth 3, hash 7748f47, HEAD~561
2021-07-03 20:13:22,931 DEBUG                  - depth 4, hash 0e0d475, HEAD~575
2021-07-03 20:13:22,935 DEBUG                  - depth 5, hash 71205dd, HEAD~589
2021-07-03 20:13:22,939 DEBUG    [line range] org/apache/commons/codec/binary/Base64.java encode 928:950
2021-07-03 20:13:22,965 DEBUG                  - depth 0, hash e17d5c5, HEAD~43
2021-07-03 20:13:22,971 DEBUG                  - depth 1, hash 20a88d9, HEAD~59
2021-07-03 20:13:22,975 DEBUG                  - depth 2, hash 2f7454a, HEAD~130
2021-07-03 20:13:22,979 DEBUG                  - depth 3, hash c6812d6, HEAD~396
2021-07-03 20:13:22,983 DEBUG                  - depth 4, hash efed057, HEAD~484
2021-07-03 20:13:22,987 DEBUG                  - depth 5, hash 0e0d475, HEAD~575
2021-07-03 20:13:22,991 DEBUG                  - depth 6, hash 71205dd, HEAD~589
2021-07-03 20:13:22,996 DEBUG    [line range] org/apache/commons/codec/binary/Base64.java encode 452:513
2021-07-03 20:13:23,022 DEBUG                  - depth 0, hash 9333313, HEAD~99
2021-07-03 20:13:23,028 DEBUG                  - depth 1, hash b8c2d9d, HEAD~129
2021-07-03 20:13:23,032 DEBUG                  - depth 2, hash 2f7454a, HEAD~130
2021-07-03 20:13:23,036 DEBUG                  - depth 3, hash a8502b5, HEAD~154
2021-07-03 20:13:23,040 DEBUG                  - depth 4, hash e2df850, HEAD~169
2021-07-03 20:13:23,044 DEBUG                  - depth 5, hash 0e0d475, HEAD~575
2021-07-03 20:13:23,048 DEBUG                  - depth 6, hash 71205dd, HEAD~589
2021-07-03 20:13:23,053 DEBUG    [line range] org/apache/commons/codec/binary/Base64.java getEncodeLength 963:980
2021-07-03 20:13:23,079 DEBUG                  - depth 0, hash ffd08a4, HEAD~37
2021-07-03 20:13:23,085 DEBUG                  - depth 1, hash 20a88d9, HEAD~59
2021-07-03 20:13:23,089 DEBUG                  - depth 2, hash 2f7454a, HEAD~130
2021-07-03 20:13:23,093 DEBUG                  - depth 3, hash c6812d6, HEAD~396
2021-07-03 20:13:23,097 DEBUG                  - depth 4, hash 0e0d475, HEAD~575
2021-07-03 20:13:23,101 DEBUG                  - depth 5, hash 71205dd, HEAD~589
2021-07-03 20:13:23,105 DEBUG    [line range] org/apache/commons/codec/binary/Base64.java isBase64 596:598
2021-07-03 20:13:23,131 DEBUG                  - depth 0, hash 2f7454a, HEAD~130
2021-07-03 20:13:23,136 DEBUG                  - depth 1, hash 5e2c0d1, HEAD~156
2021-07-03 20:13:23,140 DEBUG                  - depth 2, hash d3dee54, HEAD~158
2021-07-03 20:13:23,145 DEBUG                  - depth 3, hash e2df850, HEAD~169
2021-07-03 20:13:23,149 DEBUG                  - depth 4, hash 3e7120c, HEAD~286
2021-07-03 20:13:23,153 DEBUG                  - depth 5, hash 7748f47, HEAD~561
