2021-07-03 20:33:12,719 INFO     Search BICs for /tmp/Compress-22b/
2021-07-03 20:33:12,719 DEBUG    Reading the coverage of org.apache.commons.compress.compressors.bzip2.PythonTruncatedBzip2Test::testPartialReadTruncatedData (failings)
2021-07-03 20:33:12,774 INFO     Loaded 1x1118 Coverage Matrix
2021-07-03 20:33:12,774 INFO     The number of total commits: 1437
2021-07-03 20:33:13,050 DEBUG    [single line]   org/apache/commons/compress/compressors/CompressorInputStream.java <init> 23
2021-07-03 20:33:13,097 DEBUG                  - depth 0, hash 90a05f7, HEAD~1281
2021-07-03 20:33:13,103 DEBUG                  - depth 1, hash 0f9b440, HEAD~1282
2021-07-03 20:33:13,107 DEBUG                  - depth 2, hash ca16539, HEAD~1324
2021-07-03 20:33:13,111 DEBUG    [line range] org/apache/commons/compress/compressors/CompressorInputStream.java <init> 24:24
2021-07-03 20:33:13,158 DEBUG                  - depth 0, hash 2dca661, HEAD~868
2021-07-03 20:33:13,164 DEBUG                  - depth 1, hash a6537fc, HEAD~970
2021-07-03 20:33:13,168 DEBUG                  - depth 2, hash 3f9bcc6, HEAD~1285
2021-07-03 20:33:13,172 DEBUG                  - depth 3, hash ca16539, HEAD~1324
2021-07-03 20:33:13,430 DEBUG    [single line]   org/apache/commons/compress/compressors/CompressorOutputStream.java <init> 23
2021-07-03 20:33:13,477 DEBUG                  - depth 0, hash 90a05f7, HEAD~1281
2021-07-03 20:33:13,483 DEBUG                  - depth 1, hash 60d3d77, HEAD~1283
2021-07-03 20:33:13,487 DEBUG                  - depth 2, hash ca16539, HEAD~1324
2021-07-03 20:33:13,968 DEBUG    [line range] org/apache/commons/compress/compressors/bzip2/BZip2CompressorInputStream.java <init> 60:60
2021-07-03 20:33:14,020 DEBUG                  - depth 0, hash c199737, HEAD~1309
2021-07-03 20:33:14,025 DEBUG                  - depth 1, hash ca16539, HEAD~1324
2021-07-03 20:33:14,029 DEBUG    [line range] org/apache/commons/compress/compressors/bzip2/BZip2CompressorInputStream.java bsGetBit 400:418
2021-07-03 20:33:14,080 DEBUG                  - depth 0, hash c199737, HEAD~1309
2021-07-03 20:33:14,086 DEBUG                  - depth 1, hash ca16539, HEAD~1324
2021-07-03 20:33:14,090 DEBUG    [line range] org/apache/commons/compress/compressors/bzip2/BZip2CompressorInputStream.java bsGetInt 424:426
2021-07-03 20:33:14,141 DEBUG                  - depth 0, hash c199737, HEAD~1309
2021-07-03 20:33:14,146 DEBUG                  - depth 1, hash ca16539, HEAD~1324
2021-07-03 20:33:14,150 DEBUG    [line range] org/apache/commons/compress/compressors/bzip2/BZip2CompressorInputStream.java bsGetUByte 420:422
2021-07-03 20:33:14,201 DEBUG                  - depth 0, hash c199737, HEAD~1309
2021-07-03 20:33:14,207 DEBUG                  - depth 1, hash ca16539, HEAD~1324
2021-07-03 20:33:14,211 DEBUG    [line range] org/apache/commons/compress/compressors/bzip2/BZip2CompressorInputStream.java bsR 376:398
2021-07-03 20:33:14,261 DEBUG                  - depth 0, hash c199737, HEAD~1309
2021-07-03 20:33:14,267 DEBUG                  - depth 1, hash ca16539, HEAD~1324
2021-07-03 20:33:14,271 DEBUG    [line range] org/apache/commons/compress/compressors/bzip2/BZip2CompressorInputStream.java close 361:374
2021-07-03 20:33:14,322 DEBUG                  - depth 0, hash 46628ef, HEAD~621
2021-07-03 20:33:14,327 DEBUG                  - depth 1, hash c199737, HEAD~1309
2021-07-03 20:33:14,331 DEBUG                  - depth 2, hash ca16539, HEAD~1324
2021-07-03 20:33:14,335 DEBUG    [line range] org/apache/commons/compress/compressors/bzip2/BZip2CompressorInputStream.java createHuffmanDecodingTables 553:579
2021-07-03 20:33:14,388 DEBUG                  - depth 0, hash b6363ff, HEAD~1195
2021-07-03 20:33:14,393 DEBUG                  - depth 1, hash c199737, HEAD~1309
2021-07-03 20:33:14,397 DEBUG                  - depth 2, hash ca16539, HEAD~1324
2021-07-03 20:33:14,402 DEBUG    [line range] org/apache/commons/compress/compressors/bzip2/BZip2CompressorInputStream.java endBlock 328:345
2021-07-03 20:33:14,453 DEBUG                  - depth 0, hash b6363ff, HEAD~1195
2021-07-03 20:33:14,459 DEBUG                  - depth 1, hash c199737, HEAD~1309
2021-07-03 20:33:14,463 DEBUG                  - depth 2, hash ca16539, HEAD~1324
2021-07-03 20:33:14,467 DEBUG    [line range] org/apache/commons/compress/compressors/bzip2/BZip2CompressorInputStream.java getAndMoveToFrontDecode 581:768
2021-07-03 20:33:14,519 DEBUG                  - depth 0, hash b6363ff, HEAD~1195
2021-07-03 20:33:14,524 DEBUG                  - depth 1, hash c199737, HEAD~1309
2021-07-03 20:33:14,528 DEBUG                  - depth 2, hash ca16539, HEAD~1324
2021-07-03 20:33:14,534 DEBUG    [line range] org/apache/commons/compress/compressors/bzip2/BZip2CompressorInputStream.java getAndMoveToFrontDecode0 770:801
2021-07-03 20:33:14,586 DEBUG                  - depth 0, hash b6363ff, HEAD~1195
2021-07-03 20:33:14,592 DEBUG                  - depth 1, hash c199737, HEAD~1309
2021-07-03 20:33:14,596 DEBUG                  - depth 2, hash ca16539, HEAD~1324
2021-07-03 20:33:14,600 DEBUG    [line range] org/apache/commons/compress/compressors/bzip2/BZip2CompressorInputStream.java hbCreateDecodeTables 431:467
2021-07-03 20:33:14,651 DEBUG                  - depth 0, hash b6363ff, HEAD~1195
2021-07-03 20:33:14,656 DEBUG                  - depth 1, hash c199737, HEAD~1309
2021-07-03 20:33:14,661 DEBUG                  - depth 2, hash ca16539, HEAD~1324
2021-07-03 20:33:14,665 DEBUG    [line range] org/apache/commons/compress/compressors/bzip2/BZip2CompressorInputStream.java init 237:266
2021-07-03 20:33:14,718 DEBUG                  - depth 0, hash 7d80791, HEAD~377
2021-07-03 20:33:14,723 DEBUG                  - depth 1, hash a0e435e, HEAD~433
2021-07-03 20:33:14,727 DEBUG                  - depth 2, hash 20fd83a, HEAD~512
2021-07-03 20:33:14,731 DEBUG                  - depth 3, hash 9f68b5d, HEAD~750
2021-07-03 20:33:14,736 DEBUG                  - depth 4, hash b6363ff, HEAD~1195
2021-07-03 20:33:14,740 DEBUG                  - depth 5, hash 7a5d18e, HEAD~1272
2021-07-03 20:33:14,744 DEBUG                  - depth 6, hash c199737, HEAD~1309
2021-07-03 20:33:14,748 DEBUG                  - depth 7, hash ca16539, HEAD~1324
2021-07-03 20:33:14,752 DEBUG    [line range] org/apache/commons/compress/compressors/bzip2/BZip2CompressorInputStream.java initBlock 268:326
2021-07-03 20:33:14,805 DEBUG                  - depth 0, hash a0e435e, HEAD~433
2021-07-03 20:33:14,810 DEBUG                  - depth 1, hash 20fd83a, HEAD~512
2021-07-03 20:33:14,814 DEBUG                  - depth 2, hash b6363ff, HEAD~1195
2021-07-03 20:33:14,819 DEBUG                  - depth 3, hash c199737, HEAD~1309
2021-07-03 20:33:14,823 DEBUG                  - depth 4, hash ca16539, HEAD~1324
2021-07-03 20:33:14,827 DEBUG    [line range] org/apache/commons/compress/compressors/bzip2/BZip2CompressorInputStream.java makeMaps 183:196
2021-07-03 20:33:14,880 DEBUG                  - depth 0, hash a0e435e, HEAD~433
2021-07-03 20:33:14,885 DEBUG                  - depth 1, hash b6363ff, HEAD~1195
2021-07-03 20:33:14,889 DEBUG    [line range] org/apache/commons/compress/compressors/bzip2/BZip2CompressorInputStream.java read 155:181
2021-07-03 20:33:14,942 DEBUG                  - depth 0, hash 0299191, HEAD~616
2021-07-03 20:33:14,947 DEBUG                  - depth 1, hash 46628ef, HEAD~621
2021-07-03 20:33:14,951 DEBUG                  - depth 2, hash b6363ff, HEAD~1195
2021-07-03 20:33:14,955 DEBUG                  - depth 3, hash c199737, HEAD~1309
2021-07-03 20:33:14,960 DEBUG                  - depth 4, hash ca16539, HEAD~1324
2021-07-03 20:33:14,964 DEBUG    [line range] org/apache/commons/compress/compressors/bzip2/BZip2CompressorInputStream.java read0 198:235
