2021-07-03 20:14:08,418 INFO     Search BICs for /tmp/Codec-7b/
2021-07-03 20:14:08,419 DEBUG    Reading the coverage of org.apache.commons.codec.binary.Base64Test::testByteToStringVariations (failings)
2021-07-03 20:14:08,422 DEBUG    Reading the coverage of org.apache.commons.codec.binary.Base64Test::testRfc4648Section10Encode (failings)
2021-07-03 20:14:08,426 INFO     Loaded 2x123 Coverage Matrix
2021-07-03 20:14:08,426 INFO     The number of total commits: 622
2021-07-03 20:14:08,896 DEBUG    [line range] org/apache/commons/codec/binary/Base64.java <clinit> 91:91
2021-07-03 20:14:08,923 DEBUG                  - depth 0, hash 9333313, HEAD~130
2021-07-03 20:14:08,929 DEBUG                  - depth 1, hash a8502b5, HEAD~185
2021-07-03 20:14:08,933 DEBUG                  - depth 2, hash 01ca214, HEAD~415
2021-07-03 20:14:08,937 DEBUG                  - depth 3, hash 0e0d475, HEAD~606
2021-07-03 20:14:08,941 DEBUG                  - depth 4, hash 71205dd, HEAD~620
2021-07-03 20:14:08,945 DEBUG    [line range] org/apache/commons/codec/binary/Base64.java <init> 277:279
2021-07-03 20:14:08,970 DEBUG                  - depth 0, hash ce8a31b, HEAD~198
2021-07-03 20:14:08,975 DEBUG                  - depth 1, hash e2df850, HEAD~200
2021-07-03 20:14:08,979 DEBUG    [line range] org/apache/commons/codec/binary/Base64.java <init> 303:305
2021-07-03 20:14:09,004 DEBUG                  - depth 0, hash 2f7454a, HEAD~161
2021-07-03 20:14:09,009 DEBUG                  - depth 1, hash e2df850, HEAD~200
2021-07-03 20:14:09,014 DEBUG                  - depth 2, hash 3f4e926, HEAD~318
2021-07-03 20:14:09,018 DEBUG    [line range] org/apache/commons/codec/binary/Base64.java <init> 332:351
2021-07-03 20:14:09,045 DEBUG                  - depth 0, hash ffd08a4, HEAD~68
2021-07-03 20:14:09,050 DEBUG                  - depth 1, hash 20a88d9, HEAD~90
2021-07-03 20:14:09,054 DEBUG                  - depth 2, hash 4d67ff2, HEAD~128
2021-07-03 20:14:09,058 DEBUG                  - depth 3, hash 2f7454a, HEAD~161
2021-07-03 20:14:09,063 DEBUG                  - depth 4, hash cad6644, HEAD~176
2021-07-03 20:14:09,067 DEBUG                  - depth 5, hash d3dee54, HEAD~189
2021-07-03 20:14:09,071 DEBUG                  - depth 6, hash ce8a31b, HEAD~198
2021-07-03 20:14:09,075 DEBUG                  - depth 7, hash fa0f64d, HEAD~199
2021-07-03 20:14:09,079 DEBUG                  - depth 8, hash e2df850, HEAD~200
2021-07-03 20:14:09,083 DEBUG                  - depth 9, hash f064899, HEAD~246
2021-07-03 20:14:09,087 DEBUG                  - depth 10, hash 0e0d475, HEAD~606
2021-07-03 20:14:09,091 DEBUG                  - depth 11, hash 71205dd, HEAD~620
2021-07-03 20:14:09,095 DEBUG    [line range] org/apache/commons/codec/binary/Base64.java <init> 255:257
2021-07-03 20:14:09,122 DEBUG                  - depth 0, hash 00da592, HEAD~27
2021-07-03 20:14:09,127 DEBUG                  - depth 1, hash 2f7454a, HEAD~161
2021-07-03 20:14:09,132 DEBUG                  - depth 2, hash e2df850, HEAD~200
2021-07-03 20:14:09,136 DEBUG                  - depth 3, hash f064899, HEAD~246
2021-07-03 20:14:09,140 DEBUG                  - depth 4, hash 0e0d475, HEAD~606
2021-07-03 20:14:09,144 DEBUG                  - depth 5, hash 71205dd, HEAD~620
2021-07-03 20:14:09,148 DEBUG    [line range] org/apache/commons/codec/binary/Base64.java containsBase64Byte 641:648
2021-07-03 20:14:09,172 DEBUG                  - depth 0, hash d3dee54, HEAD~189
2021-07-03 20:14:09,177 DEBUG    [line range] org/apache/commons/codec/binary/Base64.java encode 944:966
2021-07-03 20:14:09,205 DEBUG                  - depth 0, hash e17d5c5, HEAD~74
2021-07-03 20:14:09,210 DEBUG                  - depth 1, hash 20a88d9, HEAD~90
2021-07-03 20:14:09,214 DEBUG                  - depth 2, hash 2f7454a, HEAD~161
2021-07-03 20:14:09,219 DEBUG                  - depth 3, hash c6812d6, HEAD~427
2021-07-03 20:14:09,223 DEBUG                  - depth 4, hash efed057, HEAD~515
2021-07-03 20:14:09,227 DEBUG                  - depth 5, hash 0e0d475, HEAD~606
2021-07-03 20:14:09,231 DEBUG                  - depth 6, hash 71205dd, HEAD~620
2021-07-03 20:14:09,235 DEBUG    [line range] org/apache/commons/codec/binary/Base64.java encode 464:525
2021-07-03 20:14:09,263 DEBUG                  - depth 0, hash 9333313, HEAD~130
2021-07-03 20:14:09,268 DEBUG                  - depth 1, hash b8c2d9d, HEAD~160
2021-07-03 20:14:09,272 DEBUG                  - depth 2, hash 2f7454a, HEAD~161
2021-07-03 20:14:09,277 DEBUG                  - depth 3, hash a8502b5, HEAD~185
2021-07-03 20:14:09,281 DEBUG                  - depth 4, hash e2df850, HEAD~200
2021-07-03 20:14:09,285 DEBUG                  - depth 5, hash 0e0d475, HEAD~606
2021-07-03 20:14:09,289 DEBUG                  - depth 6, hash 71205dd, HEAD~620
2021-07-03 20:14:09,294 DEBUG    [line range] org/apache/commons/codec/binary/Base64.java encodeBase64 782:784
2021-07-03 20:14:09,321 DEBUG                  - depth 0, hash 2f7454a, HEAD~161
2021-07-03 20:14:09,326 DEBUG                  - depth 1, hash 0e0d475, HEAD~606
2021-07-03 20:14:09,330 DEBUG                  - depth 2, hash 71205dd, HEAD~620
2021-07-03 20:14:09,334 DEBUG    [line range] org/apache/commons/codec/binary/Base64.java encodeBase64 800:802
2021-07-03 20:14:09,357 DEBUG                  - depth 0, hash 7028095, HEAD~112
2021-07-03 20:14:09,362 DEBUG                  - depth 1, hash 2f7454a, HEAD~161
2021-07-03 20:14:09,367 DEBUG    [line range] org/apache/commons/codec/binary/Base64.java encodeBase64 820:835
2021-07-03 20:14:09,394 DEBUG                  - depth 0, hash 00da592, HEAD~27
2021-07-03 20:14:09,400 DEBUG                  - depth 1, hash 20a88d9, HEAD~90
2021-07-03 20:14:09,404 DEBUG                  - depth 2, hash 372c15e, HEAD~106
2021-07-03 20:14:09,408 DEBUG                  - depth 3, hash 7028095, HEAD~112
2021-07-03 20:14:09,412 DEBUG                  - depth 4, hash 165d33f, HEAD~117
2021-07-03 20:14:09,416 DEBUG                  - depth 5, hash 4d67ff2, HEAD~128
2021-07-03 20:14:09,420 DEBUG                  - depth 6, hash 9333313, HEAD~130
2021-07-03 20:14:09,424 DEBUG                  - depth 7, hash 2f7454a, HEAD~161
2021-07-03 20:14:09,428 DEBUG                  - depth 8, hash e2df850, HEAD~200
2021-07-03 20:14:09,432 DEBUG                  - depth 9, hash f5185b0, HEAD~232
2021-07-03 20:14:09,437 DEBUG                  - depth 10, hash 1078329, HEAD~529
2021-07-03 20:14:09,441 DEBUG                  - depth 11, hash 7748f47, HEAD~592
2021-07-03 20:14:09,445 DEBUG                  - depth 12, hash 0e0d475, HEAD~606
2021-07-03 20:14:09,449 DEBUG                  - depth 13, hash 71205dd, HEAD~620
2021-07-03 20:14:09,453 DEBUG    [line range] org/apache/commons/codec/binary/Base64.java encodeBase64String 669:671
2021-07-03 20:14:09,474 DEBUG                  - depth 0, hash e17d5c5, HEAD~74
2021-07-03 20:14:09,479 DEBUG    [line range] org/apache/commons/codec/binary/Base64.java encodeToString 933:935
2021-07-03 20:14:09,500 DEBUG                  - depth 0, hash e17d5c5, HEAD~74
2021-07-03 20:14:09,505 DEBUG    [line range] org/apache/commons/codec/binary/Base64.java getEncodeLength 979:996
2021-07-03 20:14:09,532 DEBUG                  - depth 0, hash ffd08a4, HEAD~68
2021-07-03 20:14:09,537 DEBUG                  - depth 1, hash 20a88d9, HEAD~90
2021-07-03 20:14:09,542 DEBUG                  - depth 2, hash 2f7454a, HEAD~161
2021-07-03 20:14:09,546 DEBUG                  - depth 3, hash c6812d6, HEAD~427
2021-07-03 20:14:09,550 DEBUG                  - depth 4, hash 0e0d475, HEAD~606
2021-07-03 20:14:09,554 DEBUG                  - depth 5, hash 71205dd, HEAD~620
2021-07-03 20:14:09,558 DEBUG    [line range] org/apache/commons/codec/binary/Base64.java isBase64 612:614
2021-07-03 20:14:09,586 DEBUG                  - depth 0, hash 2f7454a, HEAD~161
2021-07-03 20:14:09,591 DEBUG                  - depth 1, hash 5e2c0d1, HEAD~187
2021-07-03 20:14:09,596 DEBUG                  - depth 2, hash d3dee54, HEAD~189
2021-07-03 20:14:09,600 DEBUG                  - depth 3, hash e2df850, HEAD~200
2021-07-03 20:14:09,604 DEBUG                  - depth 4, hash 3e7120c, HEAD~317
2021-07-03 20:14:09,608 DEBUG                  - depth 5, hash 7748f47, HEAD~592
2021-07-03 20:14:09,612 DEBUG                  - depth 6, hash 0e0d475, HEAD~606
2021-07-03 20:14:09,616 DEBUG                  - depth 7, hash 71205dd, HEAD~620
2021-07-03 20:14:09,620 DEBUG    [line range] org/apache/commons/codec/binary/Base64.java isUrlSafe 359:361
2021-07-03 20:14:09,647 DEBUG                  - depth 0, hash 2f7454a, HEAD~161
2021-07-03 20:14:09,653 DEBUG                  - depth 1, hash e2df850, HEAD~200
2021-07-03 20:14:09,657 DEBUG                  - depth 2, hash 0e0d475, HEAD~606
2021-07-03 20:14:09,661 DEBUG                  - depth 3, hash 71205dd, HEAD~620
2021-07-03 20:14:09,665 DEBUG    [line range] org/apache/commons/codec/binary/Base64.java reset 1062:1069
2021-07-03 20:14:09,686 DEBUG                  - depth 0, hash e17d5c5, HEAD~74
2021-07-03 20:14:09,691 DEBUG    [line range] org/apache/commons/codec/binary/Base64.java setInitialBuffer 436:444
2021-07-03 20:14:09,719 DEBUG                  - depth 0, hash 9333313, HEAD~130
2021-07-03 20:14:09,724 DEBUG                  - depth 1, hash e2df850, HEAD~200
2021-07-03 20:14:09,728 DEBUG                  - depth 2, hash 0e0d475, HEAD~606
2021-07-03 20:14:09,733 DEBUG                  - depth 3, hash 71205dd, HEAD~620
2021-07-03 20:14:10,069 DEBUG    [line range] org/apache/commons/codec/binary/Hex.java <clinit> 48:48
2021-07-03 20:14:10,089 DEBUG                  - depth 0, hash b3607d8, HEAD~58
2021-07-03 20:14:10,095 DEBUG                  - depth 1, hash 981c000, HEAD~171
2021-07-03 20:14:10,099 DEBUG    [line range] org/apache/commons/codec/binary/Hex.java decodeHex 66:86
2021-07-03 20:14:10,120 DEBUG                  - depth 0, hash e203e82, HEAD~385
2021-07-03 20:14:10,126 DEBUG                  - depth 1, hash 5fc5353, HEAD~518
2021-07-03 20:14:10,130 DEBUG                  - depth 2, hash a0c7d99, HEAD~581
2021-07-03 20:14:10,134 DEBUG                  - depth 3, hash 7748f47, HEAD~592
2021-07-03 20:14:10,138 DEBUG                  - depth 4, hash 71205dd, HEAD~620
2021-07-03 20:14:10,143 DEBUG    [line range] org/apache/commons/codec/binary/Hex.java toDigit 164:170
2021-07-03 20:14:10,164 DEBUG                  - depth 0, hash c7d837d, HEAD~9
2021-07-03 20:14:10,170 DEBUG                  - depth 1, hash b3607d8, HEAD~58
2021-07-03 20:14:10,174 DEBUG                  - depth 2, hash 94a4db4, HEAD~172
2021-07-03 20:14:10,178 DEBUG                  - depth 3, hash 5fc5353, HEAD~518
2021-07-03 20:14:10,182 DEBUG                  - depth 4, hash a0c7d99, HEAD~581
2021-07-03 20:14:10,186 DEBUG                  - depth 5, hash 7748f47, HEAD~592
2021-07-03 20:14:10,190 DEBUG                  - depth 6, hash 71205dd, HEAD~620
2021-07-03 20:14:10,508 DEBUG    [line range] org/apache/commons/codec/binary/StringUtils.java getBytesUnchecked 151:160
2021-07-03 20:14:10,528 DEBUG                  - depth 0, hash b3607d8, HEAD~58
2021-07-03 20:14:10,533 DEBUG                  - depth 1, hash e17d5c5, HEAD~74
2021-07-03 20:14:10,537 DEBUG                  - depth 2, hash 20a88d9, HEAD~90
2021-07-03 20:14:10,541 DEBUG                  - depth 3, hash d6ce22b, HEAD~127
2021-07-03 20:14:10,546 DEBUG                  - depth 4, hash 4d67ff2, HEAD~128
2021-07-03 20:14:10,550 DEBUG    [line range] org/apache/commons/codec/binary/StringUtils.java getBytesUtf8 128:130
2021-07-03 20:14:10,571 DEBUG                  - depth 0, hash b3607d8, HEAD~58
2021-07-03 20:14:10,576 DEBUG                  - depth 1, hash 20a88d9, HEAD~90
2021-07-03 20:14:10,580 DEBUG                  - depth 2, hash a952f09, HEAD~93
2021-07-03 20:14:10,584 DEBUG                  - depth 3, hash d6ce22b, HEAD~127
2021-07-03 20:14:10,588 DEBUG                  - depth 4, hash 4d67ff2, HEAD~128
2021-07-03 20:14:10,593 DEBUG    [line range] org/apache/commons/codec/binary/StringUtils.java newString 185:194
2021-07-03 20:14:10,613 DEBUG                  - depth 0, hash e17d5c5, HEAD~74
