2021-07-03 20:49:07,607 INFO     Search BICs for /tmp/Csv-2b/
2021-07-03 20:49:07,607 DEBUG    Reading the coverage of org.apache.commons.csv.CSVRecordTest::testGetStringInconsistentRecord (failings)
2021-07-03 20:49:07,608 INFO     Loaded 1x10 Coverage Matrix
2021-07-03 20:49:07,608 INFO     The number of total commits: 567
2021-07-03 20:49:07,921 DEBUG    [line range] org/apache/commons/csv/CSVRecord.java <clinit> 34:34
2021-07-03 20:49:07,940 DEBUG                  - depth 0, hash 10bf28e, HEAD~339
2021-07-03 20:49:07,946 DEBUG                  - depth 1, hash 530c933, HEAD~352
2021-07-03 20:49:07,950 DEBUG                  - depth 2, hash aee6c50, HEAD~354
2021-07-03 20:49:07,954 DEBUG    [line range] org/apache/commons/csv/CSVRecord.java <init> 48:54
2021-07-03 20:49:07,972 DEBUG                  - depth 0, hash 20fe471, HEAD~60
2021-07-03 20:49:07,977 DEBUG                  - depth 1, hash 68352ee, HEAD~94
2021-07-03 20:49:07,981 DEBUG                  - depth 2, hash daf9849, HEAD~176
2021-07-03 20:49:07,985 DEBUG                  - depth 3, hash 6ab9b46, HEAD~205
2021-07-03 20:49:07,989 DEBUG                  - depth 4, hash 787ab08, HEAD~258
2021-07-03 20:49:07,993 DEBUG                  - depth 5, hash 10bf28e, HEAD~339
2021-07-03 20:49:07,997 DEBUG                  - depth 6, hash 530c933, HEAD~352
2021-07-03 20:49:08,001 DEBUG                  - depth 7, hash aee6c50, HEAD~354
2021-07-03 20:49:08,005 DEBUG    [line range] org/apache/commons/csv/CSVRecord.java get 76:83
2021-07-03 20:49:08,024 DEBUG                  - depth 0, hash 20fe471, HEAD~60
2021-07-03 20:49:08,029 DEBUG                  - depth 1, hash 625bafa, HEAD~204
2021-07-03 20:49:08,033 DEBUG                  - depth 2, hash 6ab9b46, HEAD~205
2021-07-03 20:49:08,037 DEBUG                  - depth 3, hash 3eededc, HEAD~207
2021-07-03 20:49:08,041 DEBUG                  - depth 4, hash 10bf28e, HEAD~339
2021-07-03 20:49:08,045 DEBUG                  - depth 5, hash 530c933, HEAD~352
2021-07-03 20:49:08,049 DEBUG                  - depth 6, hash aee6c50, HEAD~354
2021-07-03 20:49:08,053 INFO     The number of BIC candidates: 10
