2021-07-04 09:32:24,590 INFO     Search BICs for /tmp/Mockito-23b/
2021-07-04 09:32:24,590 DEBUG    Reading the coverage of org.mockitousage.stubbing.DeepStubsSerializableTest::should_serialize_and_deserialize_mock_created_by_deep_stubs (failings)
2021-07-04 09:32:24,622 INFO     Loaded 1x684 Coverage Matrix
2021-07-04 09:32:24,623 INFO     The number of total commits: 1943
2021-07-04 09:32:24,935 DEBUG    [single line]   org/mockito/Answers.java <clinit> 25
2021-07-04 09:32:25,051 DEBUG                  - depth 0, hash 77fea3d, HEAD~586
2021-07-04 09:32:25,057 DEBUG    [single line]   org/mockito/Answers.java <clinit> 34
2021-07-04 09:32:25,166 DEBUG                  - depth 0, hash 77fea3d, HEAD~586
2021-07-04 09:32:25,172 DEBUG    [single line]   org/mockito/Answers.java <clinit> 43
2021-07-04 09:32:25,281 DEBUG                  - depth 0, hash 77fea3d, HEAD~586
2021-07-04 09:32:25,287 DEBUG    [single line]   org/mockito/Answers.java <clinit> 52
2021-07-04 09:32:25,401 DEBUG                  - depth 0, hash 77fea3d, HEAD~586
2021-07-04 09:32:25,406 DEBUG    [single line]   org/mockito/Answers.java <clinit> 62
2021-07-04 09:32:25,520 DEBUG                  - depth 0, hash 77fea3d, HEAD~586
2021-07-04 09:32:25,526 DEBUG    [single line]   org/mockito/Answers.java <clinit> 71
2021-07-04 09:32:25,640 DEBUG                  - depth 0, hash 77fea3d, HEAD~586
2021-07-04 09:32:25,645 DEBUG    [line range] org/mockito/Answers.java <init> 76:78
2021-07-04 09:32:25,755 DEBUG                  - depth 0, hash 77fea3d, HEAD~586
2021-07-04 09:32:25,761 DEBUG    [line range] org/mockito/Answers.java get 80:82
2021-07-04 09:32:25,870 DEBUG                  - depth 0, hash 77fea3d, HEAD~586
2021-07-04 09:32:26,260 DEBUG    [line range] org/mockito/Matchers.java <clinit> 107:107
2021-07-04 09:32:26,384 DEBUG                  - depth 0, hash d94c8c1, HEAD~1079
2021-07-04 09:32:26,389 DEBUG                  - depth 1, hash 7035637, HEAD~1136
2021-07-04 09:32:26,394 DEBUG                  - depth 2, hash 863efe6, HEAD~1155
2021-07-04 09:32:26,398 DEBUG                  - depth 3, hash 6d73019, HEAD~1175
2021-07-04 09:32:26,402 DEBUG                  - depth 4, hash affa89d, HEAD~1176
2021-07-04 09:32:26,406 DEBUG                  - depth 5, hash e6759cc, HEAD~1257
2021-07-04 09:32:26,410 DEBUG                  - depth 6, hash 63fbcc7, HEAD~1258
2021-07-04 09:32:26,414 DEBUG                  - depth 7, hash 9d1a555, HEAD~1299
2021-07-04 09:32:26,418 DEBUG                  - depth 8, hash 97194a6, HEAD~1329
2021-07-04 09:32:26,422 DEBUG                  - depth 9, hash eb1110e, HEAD~1356
2021-07-04 09:32:26,426 DEBUG                  - depth 10, hash b0c3487, HEAD~1386
2021-07-04 09:32:26,430 DEBUG                  - depth 11, hash e71e3d3, HEAD~1417
2021-07-04 09:32:26,435 DEBUG                  - depth 12, hash b29cc4b, HEAD~1422
2021-07-04 09:32:26,439 DEBUG                  - depth 13, hash a56149b, HEAD~1430
2021-07-04 09:32:26,443 DEBUG                  - depth 14, hash 56b3503, HEAD~1434
2021-07-04 09:32:26,447 DEBUG                  - depth 15, hash a0e3112, HEAD~1525
2021-07-04 09:32:26,451 DEBUG                  - depth 16, hash f123fe1, HEAD~1533
2021-07-04 09:32:26,455 DEBUG                  - depth 17, hash 03444ce, HEAD~1540
2021-07-04 09:32:26,459 DEBUG                  - depth 18, hash 4f7f2f1, HEAD~1542
2021-07-04 09:32:26,463 DEBUG                  - depth 19, hash 868fcb0, HEAD~1545
2021-07-04 09:32:26,468 DEBUG                  - depth 20, hash 1b1c8f7, HEAD~1554
2021-07-04 09:32:26,472 DEBUG                  - depth 21, hash b866779, HEAD~1556
2021-07-04 09:32:26,476 DEBUG                  - depth 22, hash 05c8ca8, HEAD~1589
2021-07-04 09:32:26,480 DEBUG                  - depth 23, hash 5b494bf, HEAD~1591
2021-07-04 09:32:26,484 DEBUG                  - depth 24, hash 83e1a6d, HEAD~1594
2021-07-04 09:32:26,488 DEBUG                  - depth 25, hash 85cc060, HEAD~1596
2021-07-04 09:32:26,492 DEBUG                  - depth 26, hash 56d884c, HEAD~1597
2021-07-04 09:32:26,496 DEBUG                  - depth 27, hash feb23b0, HEAD~1599
2021-07-04 09:32:26,501 DEBUG                  - depth 28, hash bda14b0, HEAD~1612
2021-07-04 09:32:26,505 DEBUG                  - depth 29, hash bf4eec3, HEAD~1615
2021-07-04 09:32:26,509 DEBUG                  - depth 30, hash 71450e5, HEAD~1616
2021-07-04 09:32:26,513 DEBUG                  - depth 31, hash df23bd3, HEAD~1618
2021-07-04 09:32:26,517 DEBUG                  - depth 32, hash 824fbd7, HEAD~1631
2021-07-04 09:32:26,521 DEBUG                  - depth 33, hash 6127c09, HEAD~1666
2021-07-04 09:32:26,525 DEBUG                  - depth 34, hash bbd8d3c, HEAD~1667
2021-07-04 09:32:26,529 DEBUG                  - depth 35, hash 331f9b9, HEAD~1668
2021-07-04 09:32:26,534 DEBUG                  - depth 36, hash 8ddb75e, HEAD~1670
2021-07-04 09:32:26,538 DEBUG                  - depth 37, hash 057ebdd, HEAD~1671
2021-07-04 09:32:26,542 DEBUG                  - depth 38, hash 9f6cfd4, HEAD~1673
2021-07-04 09:32:26,546 DEBUG                  - depth 39, hash 1913433, HEAD~1674
2021-07-04 09:32:26,550 DEBUG                  - depth 40, hash 6a49c13, HEAD~1684
2021-07-04 09:32:26,554 DEBUG                  - depth 41, hash e056054, HEAD~1686
2021-07-04 09:32:26,558 DEBUG                  - depth 42, hash 389a09b, HEAD~1696
2021-07-04 09:32:26,562 DEBUG                  - depth 43, hash 272b3f0, HEAD~1726
2021-07-04 09:32:26,567 DEBUG                  - depth 44, hash 45b98cb, HEAD~1727
2021-07-04 09:32:26,571 DEBUG                  - depth 45, hash e86b9ac, HEAD~1734
2021-07-04 09:32:26,575 DEBUG                  - depth 46, hash d721a5a, HEAD~1742
2021-07-04 09:32:26,579 DEBUG                  - depth 47, hash 7862120, HEAD~1743
2021-07-04 09:32:26,583 DEBUG                  - depth 48, hash 85909dd, HEAD~1779
2021-07-04 09:32:26,587 DEBUG                  - depth 49, hash 9952454, HEAD~1781
2021-07-04 09:32:26,591 DEBUG                  - depth 50, hash 5f9f61a, HEAD~1878
2021-07-04 09:32:26,595 DEBUG                  - depth 51, hash 5f41dde, HEAD~1914
2021-07-04 09:32:26,600 DEBUG                  - depth 52, hash da791d6, HEAD~1916
2021-07-04 09:32:26,604 DEBUG                  - depth 53, hash 55db3c7, HEAD~1920
2021-07-04 09:32:26,608 DEBUG                  - depth 54, hash ce623bd, HEAD~1925
2021-07-04 09:32:26,993 DEBUG    [line range] org/mockito/Mockito.java <clinit> 934:934
2021-07-04 09:32:27,127 DEBUG                  - depth 0, hash 3275500, HEAD~627
2021-07-04 09:32:27,133 DEBUG                  - depth 1, hash 52a27f7, HEAD~1045
2021-07-04 09:32:27,137 DEBUG                  - depth 2, hash 7a9beaf, HEAD~1047
2021-07-04 09:32:27,141 DEBUG    [line range] org/mockito/Mockito.java mock 1244:1246
2021-07-04 09:32:27,308 DEBUG                  - depth 0, hash 72076a8, HEAD~676
2021-07-04 09:32:27,313 DEBUG                  - depth 1, hash 620f8fa, HEAD~677
2021-07-04 09:32:27,318 DEBUG                  - depth 2, hash c69a4d3, HEAD~960
2021-07-04 09:32:27,322 DEBUG                  - depth 3, hash 9a93c49, HEAD~961
2021-07-04 09:32:27,326 DEBUG                  - depth 4, hash 7a9beaf, HEAD~1047
2021-07-04 09:32:27,330 DEBUG                  - depth 5, hash b10d431, HEAD~1048
2021-07-04 09:32:27,334 DEBUG                  - depth 6, hash 51aca50, HEAD~1084
2021-07-04 09:32:27,338 DEBUG                  - depth 7, hash 42117fb, HEAD~1111
2021-07-04 09:32:27,342 DEBUG                  - depth 8, hash d5d05a2, HEAD~1121
2021-07-04 09:32:27,346 DEBUG                  - depth 9, hash 6680565, HEAD~1122
2021-07-04 09:32:27,351 DEBUG                  - depth 10, hash d9a7fe6, HEAD~1123
2021-07-04 09:32:27,355 DEBUG                  - depth 11, hash 1cdf03f, HEAD~1124
2021-07-04 09:32:27,359 DEBUG                  - depth 12, hash c0700cf, HEAD~1133
2021-07-04 09:32:27,363 DEBUG                  - depth 13, hash 115824f, HEAD~1134
2021-07-04 09:32:27,367 DEBUG                  - depth 14, hash 2ddf002, HEAD~1137
2021-07-04 09:32:27,371 DEBUG                  - depth 15, hash c81d6bd, HEAD~1141
2021-07-04 09:32:27,375 DEBUG                  - depth 16, hash 454dd73, HEAD~1154
2021-07-04 09:32:27,379 DEBUG                  - depth 17, hash 863efe6, HEAD~1155
2021-07-04 09:32:27,384 DEBUG                  - depth 18, hash 8928424, HEAD~1188
2021-07-04 09:32:27,388 DEBUG                  - depth 19, hash 2903175, HEAD~1192
2021-07-04 09:32:27,392 DEBUG                  - depth 20, hash 10f43cc, HEAD~1193
2021-07-04 09:32:27,396 DEBUG                  - depth 21, hash 197397b, HEAD~1202
2021-07-04 09:32:27,400 DEBUG                  - depth 22, hash f79e36a, HEAD~1204
2021-07-04 09:32:27,404 DEBUG                  - depth 23, hash 9aa4ac8, HEAD~1207
2021-07-04 09:32:27,408 DEBUG                  - depth 24, hash ae4edc5, HEAD~1209
2021-07-04 09:32:27,412 DEBUG                  - depth 25, hash 296a8a3, HEAD~1210
2021-07-04 09:32:27,417 DEBUG                  - depth 26, hash ee8cd08, HEAD~1213
2021-07-04 09:32:27,421 DEBUG                  - depth 27, hash 36f0f5a, HEAD~1216
2021-07-04 09:32:27,425 DEBUG                  - depth 28, hash 4a53794, HEAD~1241
2021-07-04 09:32:27,429 DEBUG                  - depth 29, hash e03ee92, HEAD~1255
2021-07-04 09:32:27,433 DEBUG                  - depth 30, hash 2faec95, HEAD~1256
2021-07-04 09:32:27,437 DEBUG                  - depth 31, hash 4aa8e25, HEAD~1259
2021-07-04 09:32:27,441 DEBUG                  - depth 32, hash ffdd141, HEAD~1262
2021-07-04 09:32:27,446 DEBUG                  - depth 33, hash eb59f08, HEAD~1266
2021-07-04 09:32:27,450 DEBUG                  - depth 34, hash 4701604, HEAD~1269
2021-07-04 09:32:27,454 DEBUG                  - depth 35, hash 2b4ae9f, HEAD~1277
