2021-07-04 09:07:23,803 INFO     Search BICs for /tmp/Mockito-15b/
2021-07-04 09:07:23,804 DEBUG    Reading the coverage of org.mockitousage.bugs.InjectMocksShouldTryPropertySettersFirstBeforeFieldAccessTest::shouldInjectUsingPropertySetterIfAvailable (failings)
2021-07-04 09:07:23,822 INFO     Loaded 1x481 Coverage Matrix
2021-07-04 09:07:23,823 INFO     The number of total commits: 1476
2021-07-04 09:07:24,099 DEBUG    [single line]   org/mockito/Answers.java <clinit> 25
2021-07-04 09:07:24,188 DEBUG                  - depth 0, hash 77fea3d, HEAD~119
2021-07-04 09:07:24,194 DEBUG    [single line]   org/mockito/Answers.java <clinit> 27
2021-07-04 09:07:24,282 DEBUG                  - depth 0, hash 77fea3d, HEAD~119
2021-07-04 09:07:24,287 DEBUG    [single line]   org/mockito/Answers.java <clinit> 28
2021-07-04 09:07:24,376 DEBUG                  - depth 0, hash 77fea3d, HEAD~119
2021-07-04 09:07:24,381 DEBUG    [single line]   org/mockito/Answers.java <clinit> 29
2021-07-04 09:07:24,473 DEBUG                  - depth 0, hash 77fea3d, HEAD~119
2021-07-04 09:07:24,478 DEBUG    [single line]   org/mockito/Answers.java <clinit> 30
2021-07-04 09:07:24,567 DEBUG                  - depth 0, hash 77fea3d, HEAD~119
2021-07-04 09:07:24,572 DEBUG    [single line]   org/mockito/Answers.java <clinit> 31
2021-07-04 09:07:24,661 DEBUG                  - depth 0, hash 77fea3d, HEAD~119
2021-07-04 09:07:24,666 DEBUG    [line range] org/mockito/Answers.java <init> 36:38
2021-07-04 09:07:24,755 DEBUG                  - depth 0, hash 77fea3d, HEAD~119
2021-07-04 09:07:24,760 DEBUG    [line range] org/mockito/Answers.java get 40:42
2021-07-04 09:07:24,852 DEBUG                  - depth 0, hash 77fea3d, HEAD~119
2021-07-04 09:07:25,229 DEBUG    [line range] org/mockito/Matchers.java <clinit> 100:100
2021-07-04 09:07:25,331 DEBUG                  - depth 0, hash d94c8c1, HEAD~612
2021-07-04 09:07:25,336 DEBUG                  - depth 1, hash 7035637, HEAD~669
2021-07-04 09:07:25,340 DEBUG                  - depth 2, hash 863efe6, HEAD~688
2021-07-04 09:07:25,344 DEBUG                  - depth 3, hash 6d73019, HEAD~708
2021-07-04 09:07:25,348 DEBUG                  - depth 4, hash affa89d, HEAD~709
2021-07-04 09:07:25,352 DEBUG                  - depth 5, hash e6759cc, HEAD~790
2021-07-04 09:07:25,356 DEBUG                  - depth 6, hash 63fbcc7, HEAD~791
2021-07-04 09:07:25,360 DEBUG                  - depth 7, hash 9d1a555, HEAD~832
2021-07-04 09:07:25,364 DEBUG                  - depth 8, hash 97194a6, HEAD~862
2021-07-04 09:07:25,369 DEBUG                  - depth 9, hash eb1110e, HEAD~889
2021-07-04 09:07:25,373 DEBUG                  - depth 10, hash b0c3487, HEAD~919
2021-07-04 09:07:25,377 DEBUG                  - depth 11, hash e71e3d3, HEAD~950
2021-07-04 09:07:25,381 DEBUG                  - depth 12, hash b29cc4b, HEAD~955
2021-07-04 09:07:25,385 DEBUG                  - depth 13, hash a56149b, HEAD~963
2021-07-04 09:07:25,389 DEBUG                  - depth 14, hash 56b3503, HEAD~967
2021-07-04 09:07:25,393 DEBUG                  - depth 15, hash a0e3112, HEAD~1058
2021-07-04 09:07:25,397 DEBUG                  - depth 16, hash f123fe1, HEAD~1066
2021-07-04 09:07:25,401 DEBUG                  - depth 17, hash 03444ce, HEAD~1073
2021-07-04 09:07:25,405 DEBUG                  - depth 18, hash 4f7f2f1, HEAD~1075
2021-07-04 09:07:25,409 DEBUG                  - depth 19, hash 868fcb0, HEAD~1078
2021-07-04 09:07:25,413 DEBUG                  - depth 20, hash 1b1c8f7, HEAD~1087
2021-07-04 09:07:25,418 DEBUG                  - depth 21, hash b866779, HEAD~1089
2021-07-04 09:07:25,422 DEBUG                  - depth 22, hash 05c8ca8, HEAD~1122
2021-07-04 09:07:25,426 DEBUG                  - depth 23, hash 5b494bf, HEAD~1124
2021-07-04 09:07:25,430 DEBUG                  - depth 24, hash 83e1a6d, HEAD~1127
2021-07-04 09:07:25,434 DEBUG                  - depth 25, hash 85cc060, HEAD~1129
2021-07-04 09:07:25,438 DEBUG                  - depth 26, hash 56d884c, HEAD~1130
2021-07-04 09:07:25,442 DEBUG                  - depth 27, hash feb23b0, HEAD~1132
2021-07-04 09:07:25,446 DEBUG                  - depth 28, hash bda14b0, HEAD~1145
2021-07-04 09:07:25,450 DEBUG                  - depth 29, hash bf4eec3, HEAD~1148
2021-07-04 09:07:25,454 DEBUG                  - depth 30, hash 71450e5, HEAD~1149
2021-07-04 09:07:25,459 DEBUG                  - depth 31, hash df23bd3, HEAD~1151
2021-07-04 09:07:25,463 DEBUG                  - depth 32, hash 824fbd7, HEAD~1164
2021-07-04 09:07:25,467 DEBUG                  - depth 33, hash 6127c09, HEAD~1199
2021-07-04 09:07:25,471 DEBUG                  - depth 34, hash bbd8d3c, HEAD~1200
2021-07-04 09:07:25,475 DEBUG                  - depth 35, hash 331f9b9, HEAD~1201
2021-07-04 09:07:25,479 DEBUG                  - depth 36, hash 8ddb75e, HEAD~1203
2021-07-04 09:07:25,483 DEBUG                  - depth 37, hash 057ebdd, HEAD~1204
2021-07-04 09:07:25,487 DEBUG                  - depth 38, hash 9f6cfd4, HEAD~1206
2021-07-04 09:07:25,491 DEBUG                  - depth 39, hash 1913433, HEAD~1207
2021-07-04 09:07:25,495 DEBUG                  - depth 40, hash 6a49c13, HEAD~1217
2021-07-04 09:07:25,499 DEBUG                  - depth 41, hash e056054, HEAD~1219
2021-07-04 09:07:25,503 DEBUG                  - depth 42, hash 389a09b, HEAD~1229
2021-07-04 09:07:25,508 DEBUG                  - depth 43, hash 272b3f0, HEAD~1259
2021-07-04 09:07:25,512 DEBUG                  - depth 44, hash 45b98cb, HEAD~1260
2021-07-04 09:07:25,516 DEBUG                  - depth 45, hash e86b9ac, HEAD~1267
2021-07-04 09:07:25,520 DEBUG                  - depth 46, hash d721a5a, HEAD~1275
2021-07-04 09:07:25,524 DEBUG                  - depth 47, hash 7862120, HEAD~1276
2021-07-04 09:07:25,528 DEBUG                  - depth 48, hash 85909dd, HEAD~1312
2021-07-04 09:07:25,532 DEBUG                  - depth 49, hash 9952454, HEAD~1314
2021-07-04 09:07:25,536 DEBUG                  - depth 50, hash 5f9f61a, HEAD~1411
2021-07-04 09:07:25,540 DEBUG                  - depth 51, hash 5f41dde, HEAD~1447
2021-07-04 09:07:25,544 DEBUG                  - depth 52, hash da791d6, HEAD~1449
2021-07-04 09:07:25,549 DEBUG                  - depth 53, hash 55db3c7, HEAD~1453
2021-07-04 09:07:25,553 DEBUG                  - depth 54, hash ce623bd, HEAD~1458
2021-07-04 09:07:25,923 DEBUG    [line range] org/mockito/Mockito.java <clinit> 697:697
2021-07-04 09:07:26,027 DEBUG                  - depth 0, hash 3275500, HEAD~160
2021-07-04 09:07:26,032 DEBUG                  - depth 1, hash 52a27f7, HEAD~578
2021-07-04 09:07:26,036 DEBUG                  - depth 2, hash 7a9beaf, HEAD~580
2021-07-04 09:07:26,040 DEBUG    [line range] org/mockito/Mockito.java mock 943:945
2021-07-04 09:07:26,177 DEBUG                  - depth 0, hash 72076a8, HEAD~209
2021-07-04 09:07:26,182 DEBUG                  - depth 1, hash 620f8fa, HEAD~210
2021-07-04 09:07:26,186 DEBUG                  - depth 2, hash c69a4d3, HEAD~493
2021-07-04 09:07:26,190 DEBUG                  - depth 3, hash 9a93c49, HEAD~494
2021-07-04 09:07:26,194 DEBUG                  - depth 4, hash 7a9beaf, HEAD~580
2021-07-04 09:07:26,198 DEBUG                  - depth 5, hash b10d431, HEAD~581
2021-07-04 09:07:26,202 DEBUG                  - depth 6, hash 51aca50, HEAD~617
2021-07-04 09:07:26,206 DEBUG                  - depth 7, hash 42117fb, HEAD~644
2021-07-04 09:07:26,211 DEBUG                  - depth 8, hash d5d05a2, HEAD~654
2021-07-04 09:07:26,215 DEBUG                  - depth 9, hash 6680565, HEAD~655
2021-07-04 09:07:26,219 DEBUG                  - depth 10, hash d9a7fe6, HEAD~656
2021-07-04 09:07:26,223 DEBUG                  - depth 11, hash 1cdf03f, HEAD~657
2021-07-04 09:07:26,227 DEBUG                  - depth 12, hash c0700cf, HEAD~666
2021-07-04 09:07:26,231 DEBUG                  - depth 13, hash 115824f, HEAD~667
2021-07-04 09:07:26,235 DEBUG                  - depth 14, hash 2ddf002, HEAD~670
2021-07-04 09:07:26,239 DEBUG                  - depth 15, hash c81d6bd, HEAD~674
2021-07-04 09:07:26,243 DEBUG                  - depth 16, hash 454dd73, HEAD~687
2021-07-04 09:07:26,248 DEBUG                  - depth 17, hash 863efe6, HEAD~688
2021-07-04 09:07:26,252 DEBUG                  - depth 18, hash 8928424, HEAD~721
2021-07-04 09:07:26,256 DEBUG                  - depth 19, hash 2903175, HEAD~725
2021-07-04 09:07:26,260 DEBUG                  - depth 20, hash 10f43cc, HEAD~726
2021-07-04 09:07:26,264 DEBUG                  - depth 21, hash 197397b, HEAD~735
2021-07-04 09:07:26,268 DEBUG                  - depth 22, hash f79e36a, HEAD~737
2021-07-04 09:07:26,272 DEBUG                  - depth 23, hash 9aa4ac8, HEAD~740
2021-07-04 09:07:26,276 DEBUG                  - depth 24, hash ae4edc5, HEAD~742
2021-07-04 09:07:26,280 DEBUG                  - depth 25, hash 296a8a3, HEAD~743
2021-07-04 09:07:26,285 DEBUG                  - depth 26, hash ee8cd08, HEAD~746
2021-07-04 09:07:26,289 DEBUG                  - depth 27, hash 36f0f5a, HEAD~749
2021-07-04 09:07:26,293 DEBUG                  - depth 28, hash 4a53794, HEAD~774
2021-07-04 09:07:26,297 DEBUG                  - depth 29, hash e03ee92, HEAD~788
2021-07-04 09:07:26,301 DEBUG                  - depth 30, hash 2faec95, HEAD~789
2021-07-04 09:07:26,305 DEBUG                  - depth 31, hash 4aa8e25, HEAD~792
2021-07-04 09:07:26,309 DEBUG                  - depth 32, hash ffdd141, HEAD~795
2021-07-04 09:07:26,313 DEBUG                  - depth 33, hash eb59f08, HEAD~799
2021-07-04 09:07:26,317 DEBUG                  - depth 34, hash 4701604, HEAD~802
2021-07-04 09:07:26,321 DEBUG                  - depth 35, hash 2b4ae9f, HEAD~810
2021-07-04 09:07:26,326 DEBUG                  - depth 36, hash 762e769, HEAD~821
2021-07-04 09:07:26,330 DEBUG                  - depth 37, hash c0b713b, HEAD~830
