2021-07-03 20:12:54,258 INFO     Search BICs for /tmp/Codec-2b/
2021-07-03 20:12:54,258 DEBUG    Reading the coverage of org.apache.commons.codec.binary.Base64InputStreamTest::testBase64EmptyInputStream (failings)
2021-07-03 20:12:54,261 DEBUG    Reading the coverage of org.apache.commons.codec.binary.Base64OutputStreamTest::testBase64EmptyOutputStream (failings)
2021-07-03 20:12:54,264 INFO     Loaded 2x86 Coverage Matrix
2021-07-03 20:12:54,264 INFO     The number of total commits: 461
2021-07-03 20:12:54,697 DEBUG    [line range] org/apache/commons/codec/binary/Base64.java <clinit> 59:59
2021-07-03 20:12:54,718 DEBUG                  - depth 0, hash a8502b5, HEAD~24
2021-07-03 20:12:54,724 DEBUG                  - depth 1, hash 01ca214, HEAD~254
2021-07-03 20:12:54,728 DEBUG                  - depth 2, hash 0e0d475, HEAD~445
2021-07-03 20:12:54,732 DEBUG                  - depth 3, hash 71205dd, HEAD~459
2021-07-03 20:12:54,736 DEBUG    [line range] org/apache/commons/codec/binary/Base64.java <init> 261:263
2021-07-03 20:12:54,754 DEBUG                  - depth 0, hash 2f7454a, HEAD~0
2021-07-03 20:12:54,759 DEBUG                  - depth 1, hash e2df850, HEAD~39
2021-07-03 20:12:54,763 DEBUG                  - depth 2, hash 3f4e926, HEAD~157
2021-07-03 20:12:54,768 DEBUG    [line range] org/apache/commons/codec/binary/Base64.java <init> 287:307
2021-07-03 20:12:54,789 DEBUG                  - depth 0, hash 2f7454a, HEAD~0
2021-07-03 20:12:54,794 DEBUG                  - depth 1, hash cad6644, HEAD~15
2021-07-03 20:12:54,798 DEBUG                  - depth 2, hash d3dee54, HEAD~28
2021-07-03 20:12:54,802 DEBUG                  - depth 3, hash ce8a31b, HEAD~37
2021-07-03 20:12:54,806 DEBUG                  - depth 4, hash fa0f64d, HEAD~38
2021-07-03 20:12:54,810 DEBUG                  - depth 5, hash e2df850, HEAD~39
2021-07-03 20:12:54,814 DEBUG                  - depth 6, hash f064899, HEAD~85
2021-07-03 20:12:54,818 DEBUG                  - depth 7, hash 0e0d475, HEAD~445
2021-07-03 20:12:54,822 DEBUG                  - depth 8, hash 71205dd, HEAD~459
2021-07-03 20:12:54,827 DEBUG    [line range] org/apache/commons/codec/binary/Base64.java avail 332:334
2021-07-03 20:12:54,847 DEBUG                  - depth 0, hash 2f7454a, HEAD~0
2021-07-03 20:12:54,852 DEBUG                  - depth 1, hash e2df850, HEAD~39
2021-07-03 20:12:54,856 DEBUG                  - depth 2, hash 0e0d475, HEAD~445
2021-07-03 20:12:54,860 DEBUG                  - depth 3, hash 71205dd, HEAD~459
2021-07-03 20:12:54,864 DEBUG    [line range] org/apache/commons/codec/binary/Base64.java containsBase64Byte 582:589
2021-07-03 20:12:54,881 DEBUG                  - depth 0, hash d3dee54, HEAD~28
2021-07-03 20:12:54,886 DEBUG    [line range] org/apache/commons/codec/binary/Base64.java encode 414:473
2021-07-03 20:12:54,906 DEBUG                  - depth 0, hash 2f7454a, HEAD~0
2021-07-03 20:12:54,911 DEBUG                  - depth 1, hash a8502b5, HEAD~24
2021-07-03 20:12:54,915 DEBUG                  - depth 2, hash e2df850, HEAD~39
2021-07-03 20:12:54,919 DEBUG                  - depth 3, hash 0e0d475, HEAD~445
2021-07-03 20:12:54,924 DEBUG                  - depth 4, hash 71205dd, HEAD~459
2021-07-03 20:12:54,928 DEBUG    [line range] org/apache/commons/codec/binary/Base64.java hasData 323:325
2021-07-03 20:12:54,948 DEBUG                  - depth 0, hash 2f7454a, HEAD~0
2021-07-03 20:12:54,954 DEBUG                  - depth 1, hash e2df850, HEAD~39
2021-07-03 20:12:54,958 DEBUG                  - depth 2, hash 0e0d475, HEAD~445
2021-07-03 20:12:54,962 DEBUG                  - depth 3, hash 71205dd, HEAD~459
2021-07-03 20:12:54,966 DEBUG    [line range] org/apache/commons/codec/binary/Base64.java isBase64 553:555
2021-07-03 20:12:54,987 DEBUG                  - depth 0, hash 2f7454a, HEAD~0
2021-07-03 20:12:54,992 DEBUG                  - depth 1, hash 5e2c0d1, HEAD~26
2021-07-03 20:12:54,996 DEBUG                  - depth 2, hash d3dee54, HEAD~28
2021-07-03 20:12:55,000 DEBUG                  - depth 3, hash e2df850, HEAD~39
2021-07-03 20:12:55,005 DEBUG                  - depth 4, hash 3e7120c, HEAD~156
2021-07-03 20:12:55,009 DEBUG                  - depth 5, hash 7748f47, HEAD~431
2021-07-03 20:12:55,013 DEBUG                  - depth 6, hash 0e0d475, HEAD~445
2021-07-03 20:12:55,017 DEBUG                  - depth 7, hash 71205dd, HEAD~459
2021-07-03 20:12:55,021 DEBUG    [line range] org/apache/commons/codec/binary/Base64.java readResults 361:378
2021-07-03 20:12:55,041 DEBUG                  - depth 0, hash 2f7454a, HEAD~0
2021-07-03 20:12:55,046 DEBUG                  - depth 1, hash e2df850, HEAD~39
2021-07-03 20:12:55,051 DEBUG                  - depth 2, hash 0e0d475, HEAD~445
2021-07-03 20:12:55,055 DEBUG                  - depth 3, hash 71205dd, HEAD~459
2021-07-03 20:12:55,059 DEBUG    [line range] org/apache/commons/codec/binary/Base64.java resizeBuf 337:347
2021-07-03 20:12:55,080 DEBUG                  - depth 0, hash e2df850, HEAD~39
2021-07-03 20:12:55,085 DEBUG                  - depth 1, hash 0e0d475, HEAD~445
2021-07-03 20:12:55,089 DEBUG                  - depth 2, hash 71205dd, HEAD~459
2021-07-03 20:12:55,394 DEBUG    [line range] org/apache/commons/codec/binary/Base64InputStream.java <init> 47:47
2021-07-03 20:12:55,410 DEBUG                  - depth 0, hash e2df850, HEAD~39
2021-07-03 20:12:55,415 DEBUG    [line range] org/apache/commons/codec/binary/Base64InputStream.java read 101:110
2021-07-03 20:12:55,431 DEBUG                  - depth 0, hash 875e5cf, HEAD~1
2021-07-03 20:12:55,436 DEBUG                  - depth 1, hash e2df850, HEAD~39
2021-07-03 20:12:55,440 DEBUG    [line range] org/apache/commons/codec/binary/Base64InputStream.java read 126:154
2021-07-03 20:12:55,455 DEBUG                  - depth 0, hash e2df850, HEAD~39
2021-07-03 20:12:55,761 DEBUG    [line range] org/apache/commons/codec/binary/Base64OutputStream.java <init> 46:46
2021-07-03 20:12:55,776 DEBUG                  - depth 0, hash e2df850, HEAD~39
2021-07-03 20:12:55,782 DEBUG    [line range] org/apache/commons/codec/binary/Base64OutputStream.java close 169:178
2021-07-03 20:12:55,797 DEBUG                  - depth 0, hash e2df850, HEAD~39
2021-07-03 20:12:55,802 DEBUG    [line range] org/apache/commons/codec/binary/Base64OutputStream.java flush 161:163
2021-07-03 20:12:55,817 DEBUG                  - depth 0, hash 8494bec, HEAD~23
2021-07-03 20:12:55,823 DEBUG                  - depth 1, hash e2df850, HEAD~39
2021-07-03 20:12:55,827 DEBUG    [line range] org/apache/commons/codec/binary/Base64OutputStream.java flush 141:153
2021-07-03 20:12:55,842 DEBUG                  - depth 0, hash e2df850, HEAD~39
2021-07-03 20:12:55,847 INFO     The number of BIC candidates: 17
