2021-07-04 09:12:02,915 INFO     Search BICs for /tmp/Mockito-18b/
2021-07-04 09:12:02,915 DEBUG    Reading the coverage of org.mockito.internal.stubbing.defaultanswers.ReturnsEmptyValuesTest::should_return_empty_iterable (failings)
2021-07-04 09:12:02,929 INFO     Loaded 1x318 Coverage Matrix
2021-07-04 09:12:02,929 INFO     The number of total commits: 2627
2021-07-04 09:12:03,244 DEBUG    [line range] org/mockito/MockitoAnnotations.java initMocks 89:109
2021-07-04 09:12:03,375 DEBUG                  - depth 0, hash f920e3a, HEAD~1087
2021-07-04 09:12:03,380 DEBUG                  - depth 1, hash f8f76a4, HEAD~1137
2021-07-04 09:12:03,385 DEBUG                  - depth 2, hash feb23b0, HEAD~2283
2021-07-04 09:12:03,389 DEBUG                  - depth 3, hash ebcb3e7, HEAD~2285
2021-07-04 09:12:03,393 DEBUG                  - depth 4, hash 70eb8ea, HEAD~2333
2021-07-04 09:12:03,397 DEBUG    [line range] org/mockito/MockitoAnnotations.java processAnnotationDeprecatedWay 119:135
2021-07-04 09:12:03,527 DEBUG                  - depth 0, hash 038235e, HEAD~1304
2021-07-04 09:12:03,532 DEBUG                  - depth 1, hash 3275500, HEAD~1311
2021-07-04 09:12:03,537 DEBUG                  - depth 2, hash 896c61e, HEAD~1314
2021-07-04 09:12:03,541 DEBUG                  - depth 3, hash 2a256b3, HEAD~1811
2021-07-04 09:12:03,545 DEBUG                  - depth 4, hash 2dc4ebd, HEAD~2034
2021-07-04 09:12:03,549 DEBUG                  - depth 5, hash 2aed41e, HEAD~2177
2021-07-04 09:12:03,553 DEBUG                  - depth 6, hash 83fcd71, HEAD~2284
2021-07-04 09:12:03,557 DEBUG                  - depth 7, hash 70eb8ea, HEAD~2333
2021-07-04 09:12:03,561 DEBUG    [line range] org/mockito/MockitoAnnotations.java scanDeprecatedWay 111:117
2021-07-04 09:12:03,692 DEBUG                  - depth 0, hash f8f76a4, HEAD~1137
2021-07-04 09:12:03,697 DEBUG                  - depth 1, hash 75e15e4, HEAD~1245
2021-07-04 09:12:03,701 DEBUG                  - depth 2, hash 3275500, HEAD~1311
2021-07-04 09:12:03,705 DEBUG                  - depth 3, hash 896c61e, HEAD~1314
2021-07-04 09:12:03,709 DEBUG                  - depth 4, hash 2a256b3, HEAD~1811
2021-07-04 09:12:03,714 DEBUG                  - depth 5, hash 2dc4ebd, HEAD~2034
2021-07-04 09:12:03,718 DEBUG                  - depth 6, hash 2aed41e, HEAD~2177
2021-07-04 09:12:03,722 DEBUG                  - depth 7, hash 83fcd71, HEAD~2284
2021-07-04 09:12:03,726 DEBUG                  - depth 8, hash ebcb3e7, HEAD~2285
2021-07-04 09:12:03,730 DEBUG                  - depth 9, hash 70eb8ea, HEAD~2333
2021-07-04 09:12:04,032 DEBUG    [single line]   org/mockito/configuration/DefaultMockitoConfiguration.java <init> 20
2021-07-04 09:12:04,181 DEBUG                  - depth 0, hash d26f5db, HEAD~12
2021-07-04 09:12:04,187 DEBUG                  - depth 1, hash 1351511, HEAD~645
2021-07-04 09:12:04,191 DEBUG                  - depth 2, hash 89a1ef4, HEAD~1021
2021-07-04 09:12:04,195 DEBUG                  - depth 3, hash 436dc93, HEAD~1046
2021-07-04 09:12:04,199 DEBUG                  - depth 4, hash 4bf949d, HEAD~1057
2021-07-04 09:12:04,203 DEBUG                  - depth 5, hash 3275500, HEAD~1311
2021-07-04 09:12:04,207 DEBUG                  - depth 6, hash bd70b9d, HEAD~1607
2021-07-04 09:12:04,211 DEBUG                  - depth 7, hash b5403f8, HEAD~1612
2021-07-04 09:12:04,215 DEBUG                  - depth 8, hash f375e67, HEAD~1613
2021-07-04 09:12:04,219 DEBUG                  - depth 9, hash cbca8d0, HEAD~1614
2021-07-04 09:12:04,223 DEBUG                  - depth 10, hash 845aa65, HEAD~1737
2021-07-04 09:12:04,228 DEBUG                  - depth 11, hash 42117fb, HEAD~1795
2021-07-04 09:12:04,232 DEBUG                  - depth 12, hash e12843b, HEAD~1798
2021-07-04 09:12:04,236 DEBUG                  - depth 13, hash d5d05a2, HEAD~1805
2021-07-04 09:12:04,240 DEBUG                  - depth 14, hash 7a6d0db, HEAD~1810
2021-07-04 09:12:04,244 DEBUG                  - depth 15, hash 2a256b3, HEAD~1811
2021-07-04 09:12:04,248 DEBUG                  - depth 16, hash 115824f, HEAD~1818
2021-07-04 09:12:04,252 DEBUG                  - depth 17, hash 6f20f5a, HEAD~1831
2021-07-04 09:12:04,257 DEBUG                  - depth 18, hash 454dd73, HEAD~1838
2021-07-04 09:12:04,261 DEBUG                  - depth 19, hash 863efe6, HEAD~1839
2021-07-04 09:12:04,265 DEBUG                  - depth 20, hash 2d152ee, HEAD~1840
2021-07-04 09:12:04,269 DEBUG    [line range] org/mockito/configuration/DefaultMockitoConfiguration.java getAnnotationEngine 38:40
2021-07-04 09:12:04,399 DEBUG                  - depth 0, hash d26f5db, HEAD~12
2021-07-04 09:12:04,404 DEBUG                  - depth 1, hash 1351511, HEAD~645
2021-07-04 09:12:04,408 DEBUG                  - depth 2, hash 89a1ef4, HEAD~1021
2021-07-04 09:12:04,413 DEBUG                  - depth 3, hash 436dc93, HEAD~1046
2021-07-04 09:12:04,417 DEBUG                  - depth 4, hash 4bf949d, HEAD~1057
2021-07-04 09:12:04,421 DEBUG                  - depth 5, hash 3275500, HEAD~1311
2021-07-04 09:12:04,425 DEBUG                  - depth 6, hash bd70b9d, HEAD~1607
2021-07-04 09:12:04,429 DEBUG                  - depth 7, hash b5403f8, HEAD~1612
2021-07-04 09:12:04,433 DEBUG                  - depth 8, hash f375e67, HEAD~1613
2021-07-04 09:12:04,437 DEBUG                  - depth 9, hash cbca8d0, HEAD~1614
2021-07-04 09:12:04,441 DEBUG                  - depth 10, hash 845aa65, HEAD~1737
2021-07-04 09:12:04,446 DEBUG                  - depth 11, hash 42117fb, HEAD~1795
2021-07-04 09:12:04,450 DEBUG                  - depth 12, hash e12843b, HEAD~1798
2021-07-04 09:12:04,454 DEBUG                  - depth 13, hash d5d05a2, HEAD~1805
2021-07-04 09:12:04,458 DEBUG                  - depth 14, hash 7a6d0db, HEAD~1810
2021-07-04 09:12:04,462 DEBUG                  - depth 15, hash 2a256b3, HEAD~1811
2021-07-04 09:12:04,466 DEBUG                  - depth 16, hash 115824f, HEAD~1818
2021-07-04 09:12:04,470 DEBUG                  - depth 17, hash 6f20f5a, HEAD~1831
2021-07-04 09:12:04,475 DEBUG                  - depth 18, hash 454dd73, HEAD~1838
2021-07-04 09:12:04,479 DEBUG                  - depth 19, hash 863efe6, HEAD~1839
2021-07-04 09:12:04,483 DEBUG                  - depth 20, hash 2d152ee, HEAD~1840
2021-07-04 09:12:04,876 DEBUG    [single line]   org/mockito/exceptions/Reporter.java <init> 54
2021-07-04 09:12:05,020 DEBUG                  - depth 0, hash bcc618a, HEAD~2443
2021-07-04 09:12:05,025 DEBUG                  - depth 1, hash ce722d1, HEAD~2561
2021-07-04 09:12:05,300 DEBUG    [single line]   org/mockito/internal/configuration/CaptorAnnotationProcessor.java process 17
2021-07-04 09:12:05,429 DEBUG                  - depth 0, hash 5ea5f32, HEAD~961
2021-07-04 09:12:05,724 DEBUG    [single line]   org/mockito/internal/configuration/ClassPathLoader.java <init> 56
2021-07-04 09:12:05,857 DEBUG                  - depth 0, hash d6fbda8, HEAD~784
2021-07-04 09:12:05,862 DEBUG                  - depth 1, hash e3923e3, HEAD~787
2021-07-04 09:12:05,866 DEBUG                  - depth 2, hash b206310, HEAD~828
2021-07-04 09:12:05,871 DEBUG                  - depth 3, hash f1290c4, HEAD~858
2021-07-04 09:12:05,875 DEBUG                  - depth 4, hash ff32a69, HEAD~892
2021-07-04 09:12:05,879 DEBUG                  - depth 5, hash f7fc2e1, HEAD~1020
2021-07-04 09:12:05,883 DEBUG                  - depth 6, hash f66dc40, HEAD~949
2021-07-04 09:12:05,887 DEBUG                  - depth 7, hash 4c1a6c2, HEAD~951
2021-07-04 09:12:05,891 DEBUG                  - depth 8, hash 1db289e, HEAD~958
2021-07-04 09:12:05,895 DEBUG                  - depth 9, hash b74f891, HEAD~966
2021-07-04 09:12:05,900 DEBUG                  - depth 10, hash c478e6c, HEAD~977
2021-07-04 09:12:05,904 DEBUG                  - depth 11, hash ce6b947, HEAD~984
2021-07-04 09:12:05,908 DEBUG                  - depth 12, hash a4c2825, HEAD~989
2021-07-04 09:12:05,912 DEBUG                  - depth 13, hash 89a1ef4, HEAD~1021
2021-07-04 09:12:05,916 DEBUG                  - depth 14, hash 4bf949d, HEAD~1057
2021-07-04 09:12:05,920 DEBUG                  - depth 15, hash 75f7c13, HEAD~1142
2021-07-04 09:12:05,924 DEBUG                  - depth 16, hash e12843b, HEAD~1798
