2021-07-03 07:31:07,177 INFO     Search BICs for /tmp/Cli-5b/
2021-07-03 07:31:07,178 DEBUG    Reading the coverage of org.apache.commons.cli.bug.BugCLI133Test::testOrder (failings)
2021-07-03 07:31:07,182 DEBUG    Reading the coverage of org.apache.commons.cli.UtilTest::testStripLeadingHyphens (failings)
2021-07-03 07:31:07,185 INFO     Loaded 2x86 Coverage Matrix
2021-07-03 07:31:07,185 INFO     The number of total commits: 282
2021-07-03 07:31:07,514 DEBUG    [line range] org/apache/commons/cli/CommandLine.java <init> 44:44
2021-07-03 07:31:07,528 DEBUG                  - depth 0, hash 9b2b803, HEAD~197
2021-07-03 07:31:07,533 DEBUG                  - depth 1, hash aae50c5, HEAD~280
2021-07-03 07:31:07,537 DEBUG    [line range] org/apache/commons/cli/CommandLine.java hasOption 66:69
2021-07-03 07:31:07,550 DEBUG                  - depth 0, hash b0e1b80, HEAD~18
2021-07-03 07:31:07,556 DEBUG                  - depth 1, hash 9b2b803, HEAD~197
2021-07-03 07:31:07,560 DEBUG                  - depth 2, hash 4cca25d, HEAD~277
2021-07-03 07:31:07,564 DEBUG                  - depth 3, hash aae50c5, HEAD~280
2021-07-03 07:31:07,568 DEBUG    [line range] org/apache/commons/cli/CommandLine.java resolveOption 164:181
2021-07-03 07:31:07,581 DEBUG                  - depth 0, hash b0e1b80, HEAD~18
2021-07-03 07:31:07,586 DEBUG                  - depth 1, hash 9b2b803, HEAD~197
2021-07-03 07:31:07,591 DEBUG                  - depth 2, hash 347bbeb, HEAD~206
2021-07-03 07:31:07,595 DEBUG                  - depth 3, hash 0c281fb, HEAD~209
2021-07-03 07:31:07,599 DEBUG                  - depth 4, hash 83b7ceb, HEAD~248
2021-07-03 07:31:07,603 DEBUG                  - depth 5, hash f9df518, HEAD~249
2021-07-03 07:31:07,607 DEBUG                  - depth 6, hash 5aa47b7, HEAD~254
2021-07-03 07:31:07,611 DEBUG                  - depth 7, hash 4cca25d, HEAD~277
2021-07-03 07:31:07,615 DEBUG                  - depth 8, hash aae50c5, HEAD~280
2021-07-03 07:31:07,987 DEBUG    [line range] org/apache/commons/cli/Option.java <init> 90:94
2021-07-03 07:31:08,002 DEBUG                  - depth 0, hash 9b2b803, HEAD~197
2021-07-03 07:31:08,007 DEBUG                  - depth 1, hash 04490af, HEAD~245
2021-07-03 07:31:08,011 DEBUG                  - depth 2, hash 16b91ad, HEAD~253
2021-07-03 07:31:08,016 DEBUG    [line range] org/apache/commons/cli/Option.java <init> 55:55
2021-07-03 07:31:08,029 DEBUG                  - depth 0, hash beb276c, HEAD~202
2021-07-03 07:31:08,034 DEBUG                  - depth 1, hash 62670f5, HEAD~230
2021-07-03 07:31:08,039 DEBUG    [line range] org/apache/commons/cli/Option.java clearValues 642:644
2021-07-03 07:31:08,050 DEBUG                  - depth 0, hash c155ceb, HEAD~16
2021-07-03 07:31:08,055 DEBUG    [line range] org/apache/commons/cli/Option.java getKey 160:169
2021-07-03 07:31:08,068 DEBUG                  - depth 0, hash 9b2b803, HEAD~197
2021-07-03 07:31:08,073 DEBUG                  - depth 1, hash 347bbeb, HEAD~206
2021-07-03 07:31:08,077 DEBUG    [line range] org/apache/commons/cli/Option.java hasLongOpt 250:253
2021-07-03 07:31:08,091 DEBUG                  - depth 0, hash 9b2b803, HEAD~197
2021-07-03 07:31:08,096 DEBUG                  - depth 1, hash aae50c5, HEAD~280
2021-07-03 07:31:08,101 DEBUG    [line range] org/apache/commons/cli/Option.java isRequired 290:293
2021-07-03 07:31:08,115 DEBUG                  - depth 0, hash 9b2b803, HEAD~197
2021-07-03 07:31:08,121 DEBUG                  - depth 1, hash 5470bca, HEAD~201
2021-07-03 07:31:08,125 DEBUG                  - depth 2, hash 347bbeb, HEAD~206
2021-07-03 07:31:08,129 DEBUG                  - depth 3, hash 43a3545, HEAD~224
2021-07-03 07:31:08,133 DEBUG                  - depth 4, hash 62670f5, HEAD~230
2021-07-03 07:31:08,137 DEBUG                  - depth 5, hash 04490af, HEAD~245
2021-07-03 07:31:08,141 DEBUG                  - depth 6, hash 1060ee7, HEAD~251
2021-07-03 07:31:08,145 DEBUG                  - depth 7, hash 16b91ad, HEAD~253
2021-07-03 07:31:08,149 DEBUG                  - depth 8, hash 7f90b98, HEAD~256
2021-07-03 07:31:08,153 DEBUG                  - depth 9, hash aae50c5, HEAD~280
2021-07-03 07:31:08,441 DEBUG    [line range] org/apache/commons/cli/OptionValidator.java isValidChar 97:100
2021-07-03 07:31:08,453 DEBUG                  - depth 0, hash 9b2b803, HEAD~197
2021-07-03 07:31:08,458 DEBUG                  - depth 1, hash 347bbeb, HEAD~206
2021-07-03 07:31:08,462 DEBUG    [line range] org/apache/commons/cli/OptionValidator.java isValidOpt 86:89
2021-07-03 07:31:08,473 DEBUG                  - depth 0, hash 9b2b803, HEAD~197
2021-07-03 07:31:08,479 DEBUG                  - depth 1, hash 347bbeb, HEAD~206
2021-07-03 07:31:08,483 DEBUG    [line range] org/apache/commons/cli/OptionValidator.java validateOption 41:77
2021-07-03 07:31:08,494 DEBUG                  - depth 0, hash 9b2b803, HEAD~197
2021-07-03 07:31:08,499 DEBUG                  - depth 1, hash 347bbeb, HEAD~206
2021-07-03 07:31:08,827 DEBUG    [line range] org/apache/commons/cli/Options.java <init> 46:46
2021-07-03 07:31:08,841 DEBUG                  - depth 0, hash 9b2b803, HEAD~197
2021-07-03 07:31:08,846 DEBUG                  - depth 1, hash aae50c5, HEAD~280
2021-07-03 07:31:08,850 DEBUG    [line range] org/apache/commons/cli/Options.java addOption 144:166
2021-07-03 07:31:08,864 DEBUG                  - depth 0, hash 500e99f, HEAD~193
2021-07-03 07:31:08,869 DEBUG                  - depth 1, hash 9b2b803, HEAD~197
2021-07-03 07:31:08,873 DEBUG                  - depth 2, hash 5470bca, HEAD~201
2021-07-03 07:31:08,878 DEBUG                  - depth 3, hash 347bbeb, HEAD~206
2021-07-03 07:31:08,882 DEBUG                  - depth 4, hash d30f12f, HEAD~239
2021-07-03 07:31:08,886 DEBUG                  - depth 5, hash 5e98762, HEAD~266
2021-07-03 07:31:08,890 DEBUG                  - depth 6, hash 929f397, HEAD~267
2021-07-03 07:31:08,894 DEBUG                  - depth 7, hash aae50c5, HEAD~280
2021-07-03 07:31:08,898 DEBUG    [line range] org/apache/commons/cli/Options.java getRequiredOptions 210:213
2021-07-03 07:31:08,912 DEBUG                  - depth 0, hash 9b2b803, HEAD~197
2021-07-03 07:31:08,917 DEBUG                  - depth 1, hash d30f12f, HEAD~239
2021-07-03 07:31:08,921 DEBUG                  - depth 2, hash f9df518, HEAD~249
2021-07-03 07:31:08,925 DEBUG                  - depth 3, hash 66d0ae6, HEAD~269
2021-07-03 07:31:08,929 DEBUG    [line range] org/apache/commons/cli/Options.java helpOptions 183:202
2021-07-03 07:31:08,943 DEBUG                  - depth 0, hash 9b2b803, HEAD~197
2021-07-03 07:31:08,948 DEBUG                  - depth 1, hash 3b8e3de, HEAD~207
2021-07-03 07:31:08,952 DEBUG                  - depth 2, hash 62670f5, HEAD~230
2021-07-03 07:31:08,956 DEBUG                  - depth 3, hash 5c427dd, HEAD~237
2021-07-03 07:31:08,960 DEBUG                  - depth 4, hash 5e98762, HEAD~266
2021-07-03 07:31:08,964 DEBUG                  - depth 5, hash 66d0ae6, HEAD~269
2021-07-03 07:31:08,969 DEBUG                  - depth 6, hash aae50c5, HEAD~280
2021-07-03 07:31:09,309 DEBUG    [single line]   org/apache/commons/cli/Parser.java <init> 33
2021-07-03 07:31:09,322 DEBUG                  - depth 0, hash dde6993, HEAD~244
2021-07-03 07:31:09,328 DEBUG    [line range] org/apache/commons/cli/Parser.java checkRequiredOptions 290:311
2021-07-03 07:31:09,341 DEBUG                  - depth 0, hash f789594, HEAD~4
2021-07-03 07:31:09,346 DEBUG                  - depth 1, hash 9b2b803, HEAD~197
2021-07-03 07:31:09,351 DEBUG                  - depth 2, hash d30f12f, HEAD~239
2021-07-03 07:31:09,355 DEBUG                  - depth 3, hash 745d1a5, HEAD~243
2021-07-03 07:31:09,359 DEBUG                  - depth 4, hash dde6993, HEAD~244
2021-07-03 07:31:09,363 DEBUG    [line range] org/apache/commons/cli/Parser.java parse 68:72
2021-07-03 07:31:09,376 DEBUG                  - depth 0, hash 9b2b803, HEAD~197
2021-07-03 07:31:09,382 DEBUG                  - depth 1, hash 347bbeb, HEAD~206
2021-07-03 07:31:09,386 DEBUG                  - depth 2, hash d30f12f, HEAD~239
2021-07-03 07:31:09,390 DEBUG                  - depth 3, hash dde6993, HEAD~244
