2021-07-03 20:41:03,572 INFO     Search BICs for /tmp/Compress-37b/
2021-07-03 20:41:03,573 DEBUG    Reading the coverage of org.apache.commons.compress.archivers.tar.TarArchiveInputStreamTest::survivesBlankLinesInPaxHeader (failings)
2021-07-03 20:41:03,583 INFO     Loaded 1x269 Coverage Matrix
2021-07-03 20:41:03,583 INFO     The number of total commits: 1867
2021-07-03 20:41:03,884 DEBUG    [single line]   org/apache/commons/compress/archivers/ArchiveInputStream.java <init> 40
2021-07-03 20:41:03,947 DEBUG                  - depth 0, hash ca16539, HEAD~1754
2021-07-03 20:41:03,953 DEBUG    [line range] org/apache/commons/compress/archivers/ArchiveInputStream.java <init> 42:42
2021-07-03 20:41:04,017 DEBUG                  - depth 0, hash 2a207ec, HEAD~736
2021-07-03 20:41:04,022 DEBUG                  - depth 1, hash 253196a, HEAD~1518
2021-07-03 20:41:04,026 DEBUG    [line range] org/apache/commons/compress/archivers/ArchiveInputStream.java count 91:93
2021-07-03 20:41:04,090 DEBUG                  - depth 0, hash 478bef3, HEAD~20
2021-07-03 20:41:04,095 DEBUG                  - depth 1, hash 2dca661, HEAD~1298
2021-07-03 20:41:04,099 DEBUG                  - depth 2, hash 4bce1fb, HEAD~1452
2021-07-03 20:41:04,103 DEBUG    [line range] org/apache/commons/compress/archivers/ArchiveInputStream.java count 102:106
2021-07-03 20:41:04,167 DEBUG                  - depth 0, hash 478bef3, HEAD~20
2021-07-03 20:41:04,173 DEBUG                  - depth 1, hash 2dca661, HEAD~1298
2021-07-03 20:41:04,177 DEBUG                  - depth 2, hash 4bce1fb, HEAD~1452
2021-07-03 20:41:04,181 DEBUG    [line range] org/apache/commons/compress/archivers/ArchiveInputStream.java read 79:83
2021-07-03 20:41:04,246 DEBUG                  - depth 0, hash 3f2c760, HEAD~18
2021-07-03 20:41:04,251 DEBUG                  - depth 1, hash fb06e3a, HEAD~1015
2021-07-03 20:41:04,255 DEBUG                  - depth 2, hash 253196a, HEAD~1518
2021-07-03 20:41:04,714 DEBUG    [line range] org/apache/commons/compress/archivers/tar/TarArchiveEntry.java <clinit> 146:146
2021-07-03 20:41:04,780 DEBUG                  - depth 0, hash 9cc0604, HEAD~24
2021-07-03 20:41:04,785 DEBUG    [line range] org/apache/commons/compress/archivers/tar/TarArchiveEntry.java <init> 225:234
2021-07-03 20:41:04,869 DEBUG                  - depth 0, hash ce9e0ce, HEAD~93
2021-07-03 20:41:04,874 DEBUG                  - depth 1, hash 7aa8e75, HEAD~106
2021-07-03 20:41:04,878 DEBUG                  - depth 2, hash 1930eed, HEAD~116
2021-07-03 20:41:04,882 DEBUG                  - depth 3, hash 1dcab3f, HEAD~119
2021-07-03 20:41:04,886 DEBUG                  - depth 4, hash 9e1ac89, HEAD~123
2021-07-03 20:41:04,890 DEBUG                  - depth 5, hash 9b3e389, HEAD~134
2021-07-03 20:41:04,894 DEBUG                  - depth 6, hash 24a3100, HEAD~136
2021-07-03 20:41:04,898 DEBUG                  - depth 7, hash 31b546a, HEAD~141
2021-07-03 20:41:04,902 DEBUG                  - depth 8, hash 09aecce, HEAD~221
2021-07-03 20:41:04,906 DEBUG                  - depth 9, hash 8a2f04c, HEAD~475
2021-07-03 20:41:04,910 DEBUG                  - depth 10, hash c873310, HEAD~625
2021-07-03 20:41:04,914 DEBUG                  - depth 11, hash 601e4d7, HEAD~649
2021-07-03 20:41:04,918 DEBUG                  - depth 12, hash ddbca72, HEAD~693
2021-07-03 20:41:04,922 DEBUG                  - depth 13, hash 31184ea, HEAD~695
2021-07-03 20:41:04,926 DEBUG                  - depth 14, hash c1fd317, HEAD~697
2021-07-03 20:41:04,930 DEBUG                  - depth 15, hash 6583714, HEAD~769
2021-07-03 20:41:04,934 DEBUG                  - depth 16, hash c0a9923, HEAD~770
2021-07-03 20:41:04,938 DEBUG                  - depth 17, hash 811fb4e, HEAD~804
2021-07-03 20:41:04,942 DEBUG                  - depth 18, hash f36320a, HEAD~808
2021-07-03 20:41:04,946 DEBUG                  - depth 19, hash 2bd0dd4, HEAD~847
2021-07-03 20:41:04,950 DEBUG                  - depth 20, hash aa1a75c, HEAD~849
2021-07-03 20:41:04,954 DEBUG                  - depth 21, hash 70d0fce, HEAD~862
2021-07-03 20:41:04,958 DEBUG                  - depth 22, hash a0e435e, HEAD~863
2021-07-03 20:41:04,962 DEBUG                  - depth 23, hash 32619a8, HEAD~876
2021-07-03 20:41:04,966 DEBUG                  - depth 24, hash e4ee376, HEAD~881
2021-07-03 20:41:04,970 DEBUG                  - depth 25, hash 69ceb4e, HEAD~882
2021-07-03 20:41:04,974 DEBUG                  - depth 26, hash 5b13f84, HEAD~886
2021-07-03 20:41:04,978 DEBUG                  - depth 27, hash 9a1011d, HEAD~887
2021-07-03 20:41:04,982 DEBUG                  - depth 28, hash be286da, HEAD~889
2021-07-03 20:41:04,986 DEBUG                  - depth 29, hash 6c71a2b, HEAD~892
2021-07-03 20:41:04,990 DEBUG                  - depth 30, hash b23b5c8, HEAD~902
2021-07-03 20:41:04,995 DEBUG                  - depth 31, hash 16dc21b, HEAD~904
2021-07-03 20:41:04,999 DEBUG                  - depth 32, hash 7ee6b67, HEAD~905
2021-07-03 20:41:05,003 DEBUG                  - depth 33, hash a6fbdae, HEAD~917
2021-07-03 20:41:05,007 DEBUG                  - depth 34, hash 5dad112, HEAD~921
2021-07-03 20:41:05,011 DEBUG                  - depth 35, hash 6846564, HEAD~925
2021-07-03 20:41:05,015 DEBUG                  - depth 36, hash e81176f, HEAD~1048
2021-07-03 20:41:05,019 DEBUG                  - depth 37, hash 46628ef, HEAD~1051
2021-07-03 20:41:05,023 DEBUG                  - depth 38, hash aa9d0bc, HEAD~1150
2021-07-03 20:41:05,027 DEBUG                  - depth 39, hash 86aaf84, HEAD~1183
2021-07-03 20:41:05,032 DEBUG                  - depth 40, hash 6209f81, HEAD~1221
2021-07-03 20:41:05,036 DEBUG                  - depth 41, hash 5b85bf1, HEAD~1226
2021-07-03 20:41:05,040 DEBUG                  - depth 42, hash 5b25f6c, HEAD~1227
2021-07-03 20:41:05,044 DEBUG                  - depth 43, hash 05b6eb1, HEAD~1228
2021-07-03 20:41:05,048 DEBUG                  - depth 44, hash 33cd35e, HEAD~1230
2021-07-03 20:41:05,052 DEBUG                  - depth 45, hash 7b115db, HEAD~1256
2021-07-03 20:41:05,056 DEBUG                  - depth 46, hash bed564b, HEAD~1302
2021-07-03 20:41:05,060 DEBUG                  - depth 47, hash 7bb5d88, HEAD~1326
2021-07-03 20:41:05,064 DEBUG                  - depth 48, hash 3e2ddad, HEAD~1327
2021-07-03 20:41:05,069 DEBUG                  - depth 49, hash 17ffd7f, HEAD~1337
2021-07-03 20:41:05,073 DEBUG                  - depth 50, hash 3bb9282, HEAD~1364
2021-07-03 20:41:05,077 DEBUG                  - depth 51, hash 8118f82, HEAD~1472
2021-07-03 20:41:05,081 DEBUG                  - depth 52, hash 1d55670, HEAD~1475
2021-07-03 20:41:05,085 DEBUG                  - depth 53, hash 24f9c9b, HEAD~1477
2021-07-03 20:41:05,089 DEBUG                  - depth 54, hash 26d12c5, HEAD~1496
2021-07-03 20:41:05,093 DEBUG                  - depth 55, hash fec51a1, HEAD~1511
2021-07-03 20:41:05,097 DEBUG                  - depth 56, hash 99870ef, HEAD~1562
2021-07-03 20:41:05,101 DEBUG                  - depth 57, hash c013e28, HEAD~1630
2021-07-03 20:41:05,105 DEBUG                  - depth 58, hash 32eea1e, HEAD~1632
2021-07-03 20:41:05,109 DEBUG                  - depth 59, hash 75f92f6, HEAD~1633
2021-07-03 20:41:05,113 DEBUG                  - depth 60, hash 46ad24d, HEAD~1740
2021-07-03 20:41:05,117 DEBUG                  - depth 61, hash d1789e6, HEAD~1746
2021-07-03 20:41:05,121 DEBUG                  - depth 62, hash a8a9e64, HEAD~1752
2021-07-03 20:41:05,125 DEBUG                  - depth 63, hash ca16539, HEAD~1754
2021-07-03 20:41:05,129 DEBUG    [line range] org/apache/commons/compress/archivers/tar/TarArchiveEntry.java <init> 149:149
2021-07-03 20:41:05,214 DEBUG                  - depth 0, hash ce9e0ce, HEAD~93
2021-07-03 20:41:05,219 DEBUG                  - depth 1, hash 7aa8e75, HEAD~106
2021-07-03 20:41:05,223 DEBUG                  - depth 2, hash 1930eed, HEAD~116
2021-07-03 20:41:05,227 DEBUG                  - depth 3, hash 1dcab3f, HEAD~119
2021-07-03 20:41:05,231 DEBUG                  - depth 4, hash 9e1ac89, HEAD~123
2021-07-03 20:41:05,235 DEBUG                  - depth 5, hash 9b3e389, HEAD~134
2021-07-03 20:41:05,240 DEBUG                  - depth 6, hash 24a3100, HEAD~136
2021-07-03 20:41:05,244 DEBUG                  - depth 7, hash 31b546a, HEAD~141
2021-07-03 20:41:05,248 DEBUG                  - depth 8, hash 09aecce, HEAD~221
2021-07-03 20:41:05,252 DEBUG                  - depth 9, hash 8a2f04c, HEAD~475
2021-07-03 20:41:05,256 DEBUG                  - depth 10, hash c873310, HEAD~625
2021-07-03 20:41:05,260 DEBUG                  - depth 11, hash 601e4d7, HEAD~649
2021-07-03 20:41:05,264 DEBUG                  - depth 12, hash ddbca72, HEAD~693
2021-07-03 20:41:05,268 DEBUG                  - depth 13, hash 31184ea, HEAD~695
2021-07-03 20:41:05,273 DEBUG                  - depth 14, hash c1fd317, HEAD~697
2021-07-03 20:41:05,277 DEBUG                  - depth 15, hash 6583714, HEAD~769
2021-07-03 20:41:05,281 DEBUG                  - depth 16, hash c0a9923, HEAD~770
2021-07-03 20:41:05,285 DEBUG                  - depth 17, hash 811fb4e, HEAD~804
2021-07-03 20:41:05,289 DEBUG                  - depth 18, hash f36320a, HEAD~808
2021-07-03 20:41:05,293 DEBUG                  - depth 19, hash 2bd0dd4, HEAD~847
2021-07-03 20:41:05,297 DEBUG                  - depth 20, hash aa1a75c, HEAD~849
2021-07-03 20:41:05,302 DEBUG                  - depth 21, hash 70d0fce, HEAD~862
2021-07-03 20:41:05,306 DEBUG                  - depth 22, hash a0e435e, HEAD~863
2021-07-03 20:41:05,310 DEBUG                  - depth 23, hash 32619a8, HEAD~876
2021-07-03 20:41:05,314 DEBUG                  - depth 24, hash e4ee376, HEAD~881
2021-07-03 20:41:05,318 DEBUG                  - depth 25, hash 69ceb4e, HEAD~882
2021-07-03 20:41:05,322 DEBUG                  - depth 26, hash 5b13f84, HEAD~886
2021-07-03 20:41:05,326 DEBUG                  - depth 27, hash 9a1011d, HEAD~887
2021-07-03 20:41:05,331 DEBUG                  - depth 28, hash be286da, HEAD~889
2021-07-03 20:41:05,335 DEBUG                  - depth 29, hash 6c71a2b, HEAD~892
2021-07-03 20:41:05,339 DEBUG                  - depth 30, hash b23b5c8, HEAD~902
2021-07-03 20:41:05,343 DEBUG                  - depth 31, hash 16dc21b, HEAD~904
2021-07-03 20:41:05,347 DEBUG                  - depth 32, hash 7ee6b67, HEAD~905
2021-07-03 20:41:05,351 DEBUG                  - depth 33, hash a6fbdae, HEAD~917
2021-07-03 20:41:05,355 DEBUG                  - depth 34, hash 5dad112, HEAD~921
2021-07-03 20:41:05,360 DEBUG                  - depth 35, hash 6846564, HEAD~925
2021-07-03 20:41:05,364 DEBUG                  - depth 36, hash e81176f, HEAD~1048
2021-07-03 20:41:05,368 DEBUG                  - depth 37, hash 46628ef, HEAD~1051
2021-07-03 20:41:05,372 DEBUG                  - depth 38, hash aa9d0bc, HEAD~1150
2021-07-03 20:41:05,376 DEBUG                  - depth 39, hash 86aaf84, HEAD~1183
2021-07-03 20:41:05,380 DEBUG                  - depth 40, hash 6209f81, HEAD~1221
2021-07-03 20:41:05,385 DEBUG                  - depth 41, hash 5b85bf1, HEAD~1226
2021-07-03 20:41:05,389 DEBUG                  - depth 42, hash 5b25f6c, HEAD~1227
2021-07-03 20:41:05,393 DEBUG                  - depth 43, hash 05b6eb1, HEAD~1228
2021-07-03 20:41:05,397 DEBUG                  - depth 44, hash 33cd35e, HEAD~1230
2021-07-03 20:41:05,401 DEBUG                  - depth 45, hash 7b115db, HEAD~1256
2021-07-03 20:41:05,405 DEBUG                  - depth 46, hash bed564b, HEAD~1302
2021-07-03 20:41:05,409 DEBUG                  - depth 47, hash 7bb5d88, HEAD~1326
2021-07-03 20:41:05,414 DEBUG                  - depth 48, hash 3e2ddad, HEAD~1327
2021-07-03 20:41:05,418 DEBUG                  - depth 49, hash 17ffd7f, HEAD~1337
2021-07-03 20:41:05,422 DEBUG                  - depth 50, hash 3bb9282, HEAD~1364
2021-07-03 20:41:05,426 DEBUG                  - depth 51, hash 8118f82, HEAD~1472
2021-07-03 20:41:05,430 DEBUG                  - depth 52, hash 1d55670, HEAD~1475
2021-07-03 20:41:05,434 DEBUG                  - depth 53, hash 24f9c9b, HEAD~1477
2021-07-03 20:41:05,439 DEBUG                  - depth 54, hash 26d12c5, HEAD~1496
2021-07-03 20:41:05,443 DEBUG                  - depth 55, hash fec51a1, HEAD~1511
2021-07-03 20:41:05,447 DEBUG                  - depth 56, hash 99870ef, HEAD~1562
2021-07-03 20:41:05,451 DEBUG                  - depth 57, hash c013e28, HEAD~1630
2021-07-03 20:41:05,455 DEBUG                  - depth 58, hash 32eea1e, HEAD~1632
2021-07-03 20:41:05,459 DEBUG                  - depth 59, hash 75f92f6, HEAD~1633
2021-07-03 20:41:05,463 DEBUG                  - depth 60, hash 46ad24d, HEAD~1740
2021-07-03 20:41:05,468 DEBUG                  - depth 61, hash d1789e6, HEAD~1746
2021-07-03 20:41:05,472 DEBUG                  - depth 62, hash a8a9e64, HEAD~1752
2021-07-03 20:41:05,476 DEBUG                  - depth 63, hash ca16539, HEAD~1754
2021-07-03 20:41:05,480 DEBUG    [line range] org/apache/commons/compress/archivers/tar/TarArchiveEntry.java <init> 365:369
2021-07-03 20:41:05,567 DEBUG                  - depth 0, hash 478bef3, HEAD~20
2021-07-03 20:41:05,573 DEBUG                  - depth 1, hash ce9e0ce, HEAD~93
2021-07-03 20:41:05,577 DEBUG                  - depth 2, hash 7aa8e75, HEAD~106
