2021-07-03 20:50:16,055 INFO     Search BICs for /tmp/Csv-6b/
2021-07-03 20:50:16,055 DEBUG    Reading the coverage of org.apache.commons.csv.CSVRecordTest::testToMapWithShortRecord (failings)
2021-07-03 20:50:16,061 INFO     Loaded 1x200 Coverage Matrix
2021-07-03 20:50:16,062 INFO     The number of total commits: 778
2021-07-03 20:50:16,343 DEBUG    [line range] org/apache/commons/csv/Assertions.java notNull 31:35
2021-07-03 20:50:16,366 DEBUG                  - depth 0, hash 5941149, HEAD~38
2021-07-03 20:50:16,372 DEBUG                  - depth 1, hash 724c88d, HEAD~79
2021-07-03 20:50:16,376 DEBUG                  - depth 2, hash a2fef00, HEAD~81
2021-07-03 20:50:16,790 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java <clinit> 174:175
2021-07-03 20:50:16,828 DEBUG                  - depth 0, hash 5db1a2c, HEAD~88
2021-07-03 20:50:16,834 DEBUG                  - depth 1, hash 97d3457, HEAD~143
2021-07-03 20:50:16,838 DEBUG                  - depth 2, hash 75f39a8, HEAD~155
2021-07-03 20:50:16,842 DEBUG                  - depth 3, hash 60cc83a, HEAD~208
2021-07-03 20:50:16,846 DEBUG                  - depth 4, hash 50e2719, HEAD~399
2021-07-03 20:50:16,850 DEBUG                  - depth 5, hash 42476f4, HEAD~640
2021-07-03 20:50:16,854 DEBUG                  - depth 6, hash 1166ca6, HEAD~651
2021-07-03 20:50:16,859 DEBUG                  - depth 7, hash eac54a2, HEAD~756
2021-07-03 20:50:16,863 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java <init> 292:311
2021-07-03 20:50:16,897 DEBUG                  - depth 0, hash 5941149, HEAD~38
2021-07-03 20:50:16,902 DEBUG                  - depth 1, hash 97d3457, HEAD~143
2021-07-03 20:50:16,906 DEBUG                  - depth 2, hash 5a0894f, HEAD~167
2021-07-03 20:50:16,911 DEBUG                  - depth 3, hash ab2e7eb, HEAD~171
2021-07-03 20:50:16,915 DEBUG                  - depth 4, hash 75b9a4b, HEAD~207
2021-07-03 20:50:16,919 DEBUG                  - depth 5, hash 60cc83a, HEAD~208
2021-07-03 20:50:16,923 DEBUG                  - depth 6, hash db11c04, HEAD~298
2021-07-03 20:50:16,927 DEBUG                  - depth 7, hash 6a34b82, HEAD~308
2021-07-03 20:50:16,931 DEBUG                  - depth 8, hash 0030e1a, HEAD~360
2021-07-03 20:50:16,936 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java getCommentStart 395:397
2021-07-03 20:50:16,968 DEBUG                  - depth 0, hash 60cc83a, HEAD~208
2021-07-03 20:50:16,974 DEBUG                  - depth 1, hash 9bafed6, HEAD~261
2021-07-03 20:50:16,978 DEBUG                  - depth 2, hash e28d4e9, HEAD~266
2021-07-03 20:50:16,982 DEBUG                  - depth 3, hash 2018c0c, HEAD~275
2021-07-03 20:50:16,986 DEBUG                  - depth 4, hash 5e0e770, HEAD~276
2021-07-03 20:50:16,990 DEBUG                  - depth 5, hash 71a6570, HEAD~292
2021-07-03 20:50:16,994 DEBUG                  - depth 6, hash 713e9c5, HEAD~296
2021-07-03 20:50:16,998 DEBUG                  - depth 7, hash db11c04, HEAD~298
2021-07-03 20:50:17,003 DEBUG                  - depth 8, hash 0383fd5, HEAD~304
2021-07-03 20:50:17,007 DEBUG                  - depth 9, hash 68352ee, HEAD~305
2021-07-03 20:50:17,011 DEBUG                  - depth 10, hash 6a34b82, HEAD~308
2021-07-03 20:50:17,015 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java getDelimiter 404:406
2021-07-03 20:50:17,047 DEBUG                  - depth 0, hash 60cc83a, HEAD~208
2021-07-03 20:50:17,052 DEBUG                  - depth 1, hash 759596a, HEAD~219
2021-07-03 20:50:17,056 DEBUG                  - depth 2, hash d10442b, HEAD~229
2021-07-03 20:50:17,060 DEBUG                  - depth 3, hash df08aca, HEAD~237
2021-07-03 20:50:17,064 DEBUG                  - depth 4, hash 6a34b82, HEAD~308
2021-07-03 20:50:17,068 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java getEscape 413:415
2021-07-03 20:50:17,101 DEBUG                  - depth 0, hash 60cc83a, HEAD~208
2021-07-03 20:50:17,107 DEBUG                  - depth 1, hash df08aca, HEAD~237
2021-07-03 20:50:17,111 DEBUG                  - depth 2, hash 961cce2, HEAD~273
2021-07-03 20:50:17,115 DEBUG                  - depth 3, hash db11c04, HEAD~298
2021-07-03 20:50:17,119 DEBUG                  - depth 4, hash 6a34b82, HEAD~308
2021-07-03 20:50:17,123 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java getHeader 422:424
2021-07-03 20:50:17,156 DEBUG                  - depth 0, hash 390800f, HEAD~148
2021-07-03 20:50:17,161 DEBUG                  - depth 1, hash 60cc83a, HEAD~208
2021-07-03 20:50:17,165 DEBUG                  - depth 2, hash 961cce2, HEAD~273
2021-07-03 20:50:17,169 DEBUG                  - depth 3, hash 6a34b82, HEAD~308
2021-07-03 20:50:17,174 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java getIgnoreEmptyLines 432:434
2021-07-03 20:50:17,206 DEBUG                  - depth 0, hash 60cc83a, HEAD~208
2021-07-03 20:50:17,211 DEBUG                  - depth 1, hash 961cce2, HEAD~273
2021-07-03 20:50:17,215 DEBUG                  - depth 2, hash db11c04, HEAD~298
2021-07-03 20:50:17,219 DEBUG                  - depth 3, hash 6a34b82, HEAD~308
2021-07-03 20:50:17,224 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java getIgnoreSurroundingSpaces 442:444
2021-07-03 20:50:17,256 DEBUG                  - depth 0, hash 60cc83a, HEAD~208
2021-07-03 20:50:17,262 DEBUG                  - depth 1, hash 961cce2, HEAD~273
2021-07-03 20:50:17,266 DEBUG                  - depth 2, hash db11c04, HEAD~298
2021-07-03 20:50:17,270 DEBUG                  - depth 3, hash 6a34b82, HEAD~308
2021-07-03 20:50:17,274 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java getNullString 459:461
2021-07-03 20:50:17,302 DEBUG                  - depth 0, hash 5a0894f, HEAD~167
2021-07-03 20:50:17,307 DEBUG                  - depth 1, hash 75b9a4b, HEAD~207
2021-07-03 20:50:17,312 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java getQuoteChar 468:470
2021-07-03 20:50:17,344 DEBUG                  - depth 0, hash 60cc83a, HEAD~208
2021-07-03 20:50:17,349 DEBUG                  - depth 1, hash 961cce2, HEAD~273
2021-07-03 20:50:17,353 DEBUG                  - depth 2, hash 6a34b82, HEAD~308
2021-07-03 20:50:17,357 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java getSkipHeaderRecord 495:497
2021-07-03 20:50:17,383 DEBUG                  - depth 0, hash 97d3457, HEAD~143
2021-07-03 20:50:17,388 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java isLineBreak 237:239
