2021-07-03 07:31:30,559 INFO     Search BICs for /tmp/Cli-8b/
2021-07-03 07:31:30,559 DEBUG    Reading the coverage of org.apache.commons.cli.HelpFormatterTest::testPrintWrapped (failings)
2021-07-03 07:31:30,561 INFO     Loaded 1x37 Coverage Matrix
2021-07-03 07:31:30,561 INFO     The number of total commits: 319
2021-07-03 07:31:30,969 DEBUG    [single line]   org/apache/commons/cli/HelpFormatter.java <init> 34
2021-07-03 07:31:30,984 DEBUG                  - depth 0, hash 9b2b803, HEAD~234
2021-07-03 07:31:30,990 DEBUG                  - depth 1, hash 6bcbf15, HEAD~240
2021-07-03 07:31:30,994 DEBUG                  - depth 2, hash 4c34483, HEAD~245
2021-07-03 07:31:30,998 DEBUG                  - depth 3, hash a021283, HEAD~265
2021-07-03 07:31:31,002 DEBUG                  - depth 4, hash 62670f5, HEAD~267
2021-07-03 07:31:31,006 DEBUG                  - depth 5, hash 821b85f, HEAD~272
2021-07-03 07:31:31,010 DEBUG                  - depth 6, hash c712732, HEAD~299
2021-07-03 07:31:31,015 DEBUG                  - depth 7, hash 4dcbfa6, HEAD~301
2021-07-03 07:31:31,019 DEBUG                  - depth 8, hash 4cca25d, HEAD~314
2021-07-03 07:31:31,023 DEBUG                  - depth 9, hash aae50c5, HEAD~317
2021-07-03 07:31:31,027 DEBUG    [line range] org/apache/commons/cli/HelpFormatter.java <init> 69:69
2021-07-03 07:31:31,042 DEBUG                  - depth 0, hash c29455d, HEAD~22
2021-07-03 07:31:31,048 DEBUG                  - depth 1, hash 9b2b803, HEAD~234
2021-07-03 07:31:31,052 DEBUG                  - depth 2, hash 6bcbf15, HEAD~240
2021-07-03 07:31:31,056 DEBUG                  - depth 3, hash 4c34483, HEAD~245
2021-07-03 07:31:31,060 DEBUG                  - depth 4, hash a021283, HEAD~265
2021-07-03 07:31:31,064 DEBUG                  - depth 5, hash 62670f5, HEAD~267
2021-07-03 07:31:31,068 DEBUG                  - depth 6, hash 821b85f, HEAD~272
2021-07-03 07:31:31,072 DEBUG                  - depth 7, hash c712732, HEAD~299
2021-07-03 07:31:31,076 DEBUG                  - depth 8, hash 4dcbfa6, HEAD~301
2021-07-03 07:31:31,080 DEBUG                  - depth 9, hash 4cca25d, HEAD~314
2021-07-03 07:31:31,084 DEBUG                  - depth 10, hash aae50c5, HEAD~317
2021-07-03 07:31:31,089 DEBUG    [line range] org/apache/commons/cli/HelpFormatter.java createPadding 891:901
2021-07-03 07:31:31,103 DEBUG                  - depth 0, hash 9b2b803, HEAD~234
2021-07-03 07:31:31,109 DEBUG                  - depth 1, hash 821b85f, HEAD~272
2021-07-03 07:31:31,113 DEBUG                  - depth 2, hash aae50c5, HEAD~317
2021-07-03 07:31:31,117 DEBUG    [line range] org/apache/commons/cli/HelpFormatter.java findWrapPos 838:882
2021-07-03 07:31:31,132 DEBUG                  - depth 0, hash a8a8ec0, HEAD~151
2021-07-03 07:31:31,137 DEBUG                  - depth 1, hash 9cb37e0, HEAD~161
2021-07-03 07:31:31,141 DEBUG                  - depth 2, hash 9b2b803, HEAD~234
2021-07-03 07:31:31,145 DEBUG                  - depth 3, hash 821b85f, HEAD~272
