2021-07-03 20:40:26,869 INFO     Search BICs for /tmp/Compress-36b/
2021-07-03 20:40:26,869 DEBUG    Reading the coverage of org.apache.commons.compress.archivers.sevenz.SevenZFileTest::readEntriesOfSize0 (failings)
2021-07-03 20:40:26,918 INFO     Loaded 1x621 Coverage Matrix
2021-07-03 20:40:26,918 INFO     The number of total commits: 1857
2021-07-03 20:40:27,267 DEBUG    [line range] org/apache/commons/compress/archivers/ArchiveStreamFactory.java <init> 135:137
2021-07-03 20:40:27,333 DEBUG                  - depth 0, hash 0b33b14, HEAD~155
2021-07-03 20:40:27,339 DEBUG                  - depth 1, hash 2ab43b0, HEAD~792
2021-07-03 20:40:27,343 DEBUG    [line range] org/apache/commons/compress/archivers/ArchiveStreamFactory.java <init> 130:130
2021-07-03 20:40:27,409 DEBUG                  - depth 0, hash 0b33b14, HEAD~155
2021-07-03 20:40:27,415 DEBUG                  - depth 1, hash 2ab43b0, HEAD~792
2021-07-03 20:40:27,766 DEBUG    [single line]   org/apache/commons/compress/archivers/sevenz/AES256SHA256Decoder.java <init> 32
2021-07-03 20:40:27,862 DEBUG                  - depth 0, hash 303a757, HEAD~382
2021-07-03 20:40:28,154 DEBUG    [single line]   org/apache/commons/compress/archivers/sevenz/Archive.java <init> 22
2021-07-03 20:40:28,217 DEBUG                  - depth 0, hash f69ccab, HEAD~672
2021-07-03 20:40:28,521 DEBUG    [line range] org/apache/commons/compress/archivers/sevenz/BoundedRandomAccessFileInputStream.java <init> 28:32
2021-07-03 20:40:28,584 DEBUG                  - depth 0, hash 1044ee4, HEAD~671
2021-07-03 20:40:28,590 DEBUG    [line range] org/apache/commons/compress/archivers/sevenz/BoundedRandomAccessFileInputStream.java close 59:62
2021-07-03 20:40:28,652 DEBUG                  - depth 0, hash 8279181, HEAD~560
2021-07-03 20:40:28,658 DEBUG                  - depth 1, hash 1044ee4, HEAD~671
2021-07-03 20:40:28,662 DEBUG    [line range] org/apache/commons/compress/archivers/sevenz/BoundedRandomAccessFileInputStream.java read 34:41
2021-07-03 20:40:28,726 DEBUG                  - depth 0, hash 8954b8b, HEAD~17
2021-07-03 20:40:28,731 DEBUG                  - depth 1, hash 1044ee4, HEAD~671
2021-07-03 20:40:28,736 DEBUG    [line range] org/apache/commons/compress/archivers/sevenz/BoundedRandomAccessFileInputStream.java read 43:57
2021-07-03 20:40:28,800 DEBUG                  - depth 0, hash 478bef3, HEAD~10
