2021-07-03 07:32:38,505 INFO     Search BICs for /tmp/Cli-12b/
2021-07-03 07:32:38,506 DEBUG    Reading the coverage of org.apache.commons.cli.GnuParserTest::testShortWithEqual (failings)
2021-07-03 07:32:38,511 DEBUG    Reading the coverage of org.apache.commons.cli.GnuParserTest::testLongWithEqual (failings)
2021-07-03 07:32:38,516 DEBUG    Reading the coverage of org.apache.commons.cli.GnuParserTest::testLongWithEqualSingleDash (failings)
2021-07-03 07:32:38,521 INFO     Loaded 3x213 Coverage Matrix
2021-07-03 07:32:38,522 INFO     The number of total commits: 353
2021-07-03 07:32:38,864 DEBUG    [line range] org/apache/commons/cli/CommandLine.java <init> 47:47
2021-07-03 07:32:38,879 DEBUG                  - depth 0, hash 9b2b803, HEAD~268
2021-07-03 07:32:38,884 DEBUG                  - depth 1, hash aae50c5, HEAD~351
2021-07-03 07:32:38,889 DEBUG    [line range] org/apache/commons/cli/CommandLine.java addOption 290:293
2021-07-03 07:32:38,904 DEBUG                  - depth 0, hash b0e1b80, HEAD~89
2021-07-03 07:32:38,909 DEBUG                  - depth 1, hash 9b2b803, HEAD~268
2021-07-03 07:32:38,913 DEBUG                  - depth 2, hash 0f52eff, HEAD~276
2021-07-03 07:32:38,917 DEBUG                  - depth 3, hash 347bbeb, HEAD~277
2021-07-03 07:32:38,921 DEBUG                  - depth 4, hash 0c281fb, HEAD~280
2021-07-03 07:32:38,925 DEBUG                  - depth 5, hash 872f1d5, HEAD~300
2021-07-03 07:32:38,930 DEBUG                  - depth 6, hash c08f738, HEAD~303
2021-07-03 07:32:38,933 DEBUG                  - depth 7, hash 04490af, HEAD~316
2021-07-03 07:32:38,938 DEBUG                  - depth 8, hash f9df518, HEAD~320
2021-07-03 07:32:38,942 DEBUG                  - depth 9, hash 5aa47b7, HEAD~325
2021-07-03 07:32:38,946 DEBUG                  - depth 10, hash 4cca25d, HEAD~348
2021-07-03 07:32:38,950 DEBUG                  - depth 11, hash aae50c5, HEAD~351
2021-07-03 07:32:38,954 DEBUG    [line range] org/apache/commons/cli/CommandLine.java getOptionValue 124:129
2021-07-03 07:32:38,969 DEBUG                  - depth 0, hash 9b2b803, HEAD~268
2021-07-03 07:32:38,974 DEBUG                  - depth 1, hash f9df518, HEAD~320
2021-07-03 07:32:38,978 DEBUG                  - depth 2, hash 5aa47b7, HEAD~325
2021-07-03 07:32:38,982 DEBUG                  - depth 3, hash 4cca25d, HEAD~348
2021-07-03 07:32:38,986 DEBUG                  - depth 4, hash aae50c5, HEAD~351
