2021-07-03 20:37:06,006 INFO     Search BICs for /tmp/Compress-30b/
2021-07-03 20:37:06,007 DEBUG    Reading the coverage of org.apache.commons.compress.compressors.bzip2.BZip2CompressorInputStreamTest::readOfLength0ShouldReturn0 (failings)
2021-07-03 20:37:06,067 INFO     Loaded 1x1168 Coverage Matrix
2021-07-03 20:37:06,068 INFO     The number of total commits: 1719
2021-07-03 20:37:06,346 DEBUG    [single line]   org/apache/commons/compress/compressors/CompressorInputStream.java <init> 23
2021-07-03 20:37:06,403 DEBUG                  - depth 0, hash 90a05f7, HEAD~1563
2021-07-03 20:37:06,409 DEBUG                  - depth 1, hash 0f9b440, HEAD~1564
2021-07-03 20:37:06,413 DEBUG                  - depth 2, hash ca16539, HEAD~1606
2021-07-03 20:37:06,417 DEBUG    [line range] org/apache/commons/compress/compressors/CompressorInputStream.java <init> 24:24
2021-07-03 20:37:06,473 DEBUG                  - depth 0, hash 2dca661, HEAD~1150
2021-07-03 20:37:06,479 DEBUG                  - depth 1, hash a6537fc, HEAD~1252
2021-07-03 20:37:06,483 DEBUG                  - depth 2, hash 3f9bcc6, HEAD~1567
2021-07-03 20:37:06,487 DEBUG                  - depth 3, hash ca16539, HEAD~1606
2021-07-03 20:37:06,491 DEBUG    [line range] org/apache/commons/compress/compressors/CompressorInputStream.java count 34:36
2021-07-03 20:37:06,548 DEBUG                  - depth 0, hash 2dca661, HEAD~1150
2021-07-03 20:37:06,553 DEBUG                  - depth 1, hash a6537fc, HEAD~1252
2021-07-03 20:37:06,557 DEBUG                  - depth 2, hash 3f9bcc6, HEAD~1567
2021-07-03 20:37:06,561 DEBUG                  - depth 3, hash ca16539, HEAD~1606
2021-07-03 20:37:06,565 DEBUG    [line range] org/apache/commons/compress/compressors/CompressorInputStream.java count 44:48
2021-07-03 20:37:06,624 DEBUG                  - depth 0, hash 161781f, HEAD~394
2021-07-03 20:37:06,629 DEBUG                  - depth 1, hash 2dca661, HEAD~1150
2021-07-03 20:37:06,633 DEBUG                  - depth 2, hash a6537fc, HEAD~1252
2021-07-03 20:37:06,637 DEBUG                  - depth 3, hash 3f9bcc6, HEAD~1567
2021-07-03 20:37:06,641 DEBUG                  - depth 4, hash ca16539, HEAD~1606
2021-07-03 20:37:06,898 DEBUG    [single line]   org/apache/commons/compress/compressors/CompressorOutputStream.java <init> 23
2021-07-03 20:37:06,954 DEBUG                  - depth 0, hash 90a05f7, HEAD~1563
2021-07-03 20:37:06,960 DEBUG                  - depth 1, hash 60d3d77, HEAD~1565
2021-07-03 20:37:06,964 DEBUG                  - depth 2, hash ca16539, HEAD~1606
2021-07-03 20:37:07,405 DEBUG    [line range] org/apache/commons/compress/compressors/bzip2/BZip2CompressorInputStream.java <init> 108:110
2021-07-03 20:37:07,466 DEBUG                  - depth 0, hash 20fd83a, HEAD~794
2021-07-03 20:37:07,472 DEBUG                  - depth 1, hash c199737, HEAD~1591
2021-07-03 20:37:07,476 DEBUG                  - depth 2, hash ca16539, HEAD~1606
2021-07-03 20:37:07,480 DEBUG    [line range] org/apache/commons/compress/compressors/bzip2/BZip2CompressorInputStream.java <init> 60:60
2021-07-03 20:37:07,542 DEBUG                  - depth 0, hash c199737, HEAD~1591
2021-07-03 20:37:07,547 DEBUG                  - depth 1, hash ca16539, HEAD~1606
2021-07-03 20:37:07,551 DEBUG    [line range] org/apache/commons/compress/compressors/bzip2/BZip2CompressorInputStream.java bsGetBit 390:408
2021-07-03 20:37:07,613 DEBUG                  - depth 0, hash c199737, HEAD~1591
2021-07-03 20:37:07,618 DEBUG                  - depth 1, hash ca16539, HEAD~1606
2021-07-03 20:37:07,623 DEBUG    [line range] org/apache/commons/compress/compressors/bzip2/BZip2CompressorInputStream.java bsGetInt 414:416
2021-07-03 20:37:07,685 DEBUG                  - depth 0, hash c199737, HEAD~1591
2021-07-03 20:37:07,690 DEBUG                  - depth 1, hash ca16539, HEAD~1606
2021-07-03 20:37:07,694 DEBUG    [line range] org/apache/commons/compress/compressors/bzip2/BZip2CompressorInputStream.java bsGetUByte 410:412
2021-07-03 20:37:07,755 DEBUG                  - depth 0, hash c199737, HEAD~1591
2021-07-03 20:37:07,761 DEBUG                  - depth 1, hash ca16539, HEAD~1606
2021-07-03 20:37:07,765 DEBUG    [line range] org/apache/commons/compress/compressors/bzip2/BZip2CompressorInputStream.java bsR 366:388
2021-07-03 20:37:07,828 DEBUG                  - depth 0, hash c199737, HEAD~1591
2021-07-03 20:37:07,834 DEBUG                  - depth 1, hash ca16539, HEAD~1606
