2021-07-03 20:48:32,152 INFO     Search BICs for /tmp/Compress-47b/
2021-07-03 20:48:32,152 DEBUG    Reading the coverage of org.apache.commons.compress.archivers.zip.ZipArchiveInputStreamTest::properlyMarksEntriesAsUnreadableIfUncompressedSizeIsUnknown (failings)
2021-07-03 20:48:32,168 INFO     Loaded 1x166 Coverage Matrix
2021-07-03 20:48:32,169 INFO     The number of total commits: 2458
2021-07-03 20:48:32,470 DEBUG    [single line]   org/apache/commons/compress/archivers/ArchiveInputStream.java <init> 40
2021-07-03 20:48:32,552 DEBUG                  - depth 0, hash ca16539, HEAD~2345
2021-07-03 20:48:32,558 DEBUG    [line range] org/apache/commons/compress/archivers/ArchiveInputStream.java <init> 42:42
2021-07-03 20:48:32,640 DEBUG                  - depth 0, hash c61c68d, HEAD~438
2021-07-03 20:48:32,645 DEBUG                  - depth 1, hash 2a207ec, HEAD~1327
2021-07-03 20:48:32,650 DEBUG                  - depth 2, hash 253196a, HEAD~2109
2021-07-03 20:48:32,981 DEBUG    [line range] org/apache/commons/compress/archivers/zip/GeneralPurposeBit.java <init> 72:72
2021-07-03 20:48:33,063 DEBUG                  - depth 0, hash 4d68dda, HEAD~1883
2021-07-03 20:48:33,069 DEBUG    [line range] org/apache/commons/compress/archivers/zip/GeneralPurposeBit.java usesDataDescriptor 104:106
2021-07-03 20:48:33,150 DEBUG                  - depth 0, hash 4d68dda, HEAD~1883
2021-07-03 20:48:33,155 DEBUG    [line range] org/apache/commons/compress/archivers/zip/GeneralPurposeBit.java usesEncryption 122:124
2021-07-03 20:48:33,238 DEBUG                  - depth 0, hash b7bd6e4, HEAD~1882
2021-07-03 20:48:33,589 DEBUG    [line range] org/apache/commons/compress/archivers/zip/NioZipEncoding.java <clinit> 42:42
2021-07-03 20:48:33,670 DEBUG                  - depth 0, hash fde6670, HEAD~145
2021-07-03 20:48:33,675 DEBUG                  - depth 1, hash db586ba, HEAD~152
2021-07-03 20:48:33,680 DEBUG    [line range] org/apache/commons/compress/archivers/zip/NioZipEncoding.java <init> 54:57
2021-07-03 20:48:33,761 DEBUG                  - depth 0, hash fde6670, HEAD~145
2021-07-03 20:48:33,766 DEBUG                  - depth 1, hash a67bdc0, HEAD~151
2021-07-03 20:48:33,770 DEBUG                  - depth 2, hash db586ba, HEAD~152
2021-07-03 20:48:34,228 DEBUG    [line range] org/apache/commons/compress/archivers/zip/ZipArchiveEntry.java <clinit> 60:60
2021-07-03 20:48:34,318 DEBUG                  - depth 0, hash a2f978e, HEAD~1355
2021-07-03 20:48:34,323 DEBUG    [line range] org/apache/commons/compress/archivers/zip/ZipArchiveEntry.java <init> 157:160
2021-07-03 20:48:34,416 DEBUG                  - depth 0, hash 478bef3, HEAD~611
2021-07-03 20:48:34,421 DEBUG                  - depth 1, hash 5066e9a, HEAD~1910
2021-07-03 20:48:34,425 DEBUG                  - depth 2, hash 463d6eb, HEAD~2310
2021-07-03 20:48:34,429 DEBUG                  - depth 3, hash ab9ebfc, HEAD~2324
2021-07-03 20:48:34,433 DEBUG                  - depth 4, hash 8822084, HEAD~2416
