2021-07-03 07:33:48,960 INFO     Search BICs for /tmp/Cli-18b/
2021-07-03 07:33:48,961 DEBUG    Reading the coverage of org.apache.commons.cli.PosixParserTest::testStop2 (failings)
2021-07-03 07:33:48,966 INFO     Loaded 1x147 Coverage Matrix
2021-07-03 07:33:48,966 INFO     The number of total commits: 373
2021-07-03 07:33:49,310 DEBUG    [line range] org/apache/commons/cli/CommandLine.java <init> 47:47
2021-07-03 07:33:49,326 DEBUG                  - depth 0, hash 9b2b803, HEAD~288
2021-07-03 07:33:49,332 DEBUG                  - depth 1, hash aae50c5, HEAD~371
2021-07-03 07:33:49,336 DEBUG    [line range] org/apache/commons/cli/CommandLine.java addArg 323:326
2021-07-03 07:33:49,351 DEBUG                  - depth 0, hash 9b2b803, HEAD~288
2021-07-03 07:33:49,357 DEBUG                  - depth 1, hash aae50c5, HEAD~371
2021-07-03 07:33:49,361 DEBUG    [line range] org/apache/commons/cli/CommandLine.java addOption 334:337
2021-07-03 07:33:49,377 DEBUG                  - depth 0, hash b0e1b80, HEAD~109
2021-07-03 07:33:49,382 DEBUG                  - depth 1, hash 9b2b803, HEAD~288
2021-07-03 07:33:49,386 DEBUG                  - depth 2, hash 0f52eff, HEAD~296
2021-07-03 07:33:49,390 DEBUG                  - depth 3, hash 347bbeb, HEAD~297
2021-07-03 07:33:49,394 DEBUG                  - depth 4, hash 0c281fb, HEAD~300
2021-07-03 07:33:49,398 DEBUG                  - depth 5, hash 872f1d5, HEAD~320
2021-07-03 07:33:49,402 DEBUG                  - depth 6, hash c08f738, HEAD~323
2021-07-03 07:33:49,406 DEBUG                  - depth 7, hash 04490af, HEAD~336
2021-07-03 07:33:49,410 DEBUG                  - depth 8, hash f9df518, HEAD~340
2021-07-03 07:33:49,414 DEBUG                  - depth 9, hash 5aa47b7, HEAD~345
2021-07-03 07:33:49,419 DEBUG                  - depth 10, hash 4cca25d, HEAD~368
2021-07-03 07:33:49,423 DEBUG                  - depth 11, hash aae50c5, HEAD~371
2021-07-03 07:33:49,427 DEBUG    [line range] org/apache/commons/cli/CommandLine.java hasOption 69:72
2021-07-03 07:33:49,443 DEBUG                  - depth 0, hash b0e1b80, HEAD~109
2021-07-03 07:33:49,448 DEBUG                  - depth 1, hash 9b2b803, HEAD~288
2021-07-03 07:33:49,452 DEBUG                  - depth 2, hash 4cca25d, HEAD~368
2021-07-03 07:33:49,456 DEBUG                  - depth 3, hash aae50c5, HEAD~371
2021-07-03 07:33:49,460 DEBUG    [line range] org/apache/commons/cli/CommandLine.java resolveOption 171:188
2021-07-03 07:33:49,476 DEBUG                  - depth 0, hash b0e1b80, HEAD~109
2021-07-03 07:33:49,481 DEBUG                  - depth 1, hash 9b2b803, HEAD~288
2021-07-03 07:33:49,485 DEBUG                  - depth 2, hash 347bbeb, HEAD~297
2021-07-03 07:33:49,489 DEBUG                  - depth 3, hash 0c281fb, HEAD~300
2021-07-03 07:33:49,493 DEBUG                  - depth 4, hash 83b7ceb, HEAD~339
2021-07-03 07:33:49,497 DEBUG                  - depth 5, hash f9df518, HEAD~340
2021-07-03 07:33:49,501 DEBUG                  - depth 6, hash 5aa47b7, HEAD~345
2021-07-03 07:33:49,506 DEBUG                  - depth 7, hash 4cca25d, HEAD~368
2021-07-03 07:33:49,510 DEBUG                  - depth 8, hash aae50c5, HEAD~371
2021-07-03 07:33:49,884 DEBUG    [line range] org/apache/commons/cli/Option.java <init> 55:55
2021-07-03 07:33:49,901 DEBUG                  - depth 0, hash beb276c, HEAD~293
2021-07-03 07:33:49,906 DEBUG                  - depth 1, hash 62670f5, HEAD~321
2021-07-03 07:33:49,911 DEBUG    [line range] org/apache/commons/cli/Option.java clearValues 665:667
2021-07-03 07:33:49,925 DEBUG                  - depth 0, hash c155ceb, HEAD~107
2021-07-03 07:33:49,930 DEBUG    [line range] org/apache/commons/cli/Option.java clone 648:656
2021-07-03 07:33:49,944 DEBUG                  - depth 0, hash 4cf1b71, HEAD~69
2021-07-03 07:33:49,950 DEBUG                  - depth 1, hash 1545ae4, HEAD~74
2021-07-03 07:33:49,954 DEBUG    [line range] org/apache/commons/cli/Option.java equals 604:628
2021-07-03 07:33:49,969 DEBUG                  - depth 0, hash b0e1b80, HEAD~109
2021-07-03 07:33:49,974 DEBUG    [line range] org/apache/commons/cli/Option.java getKey 159:168
2021-07-03 07:33:49,990 DEBUG                  - depth 0, hash 9b2b803, HEAD~288
2021-07-03 07:33:49,995 DEBUG                  - depth 1, hash 347bbeb, HEAD~297
2021-07-03 07:33:49,999 DEBUG    [line range] org/apache/commons/cli/Option.java getLongOpt 210:213
2021-07-03 07:33:50,017 DEBUG                  - depth 0, hash 9b2b803, HEAD~288
2021-07-03 07:33:50,023 DEBUG                  - depth 1, hash aae50c5, HEAD~371
2021-07-03 07:33:50,027 DEBUG    [line range] org/apache/commons/cli/Option.java getOpt 180:183
2021-07-03 07:33:50,045 DEBUG                  - depth 0, hash 9b2b803, HEAD~288
2021-07-03 07:33:50,050 DEBUG                  - depth 1, hash 4cca25d, HEAD~368
2021-07-03 07:33:50,054 DEBUG                  - depth 2, hash aae50c5, HEAD~371
2021-07-03 07:33:50,058 DEBUG    [line range] org/apache/commons/cli/Option.java hasArg 259:262
2021-07-03 07:33:50,076 DEBUG                  - depth 0, hash 9b2b803, HEAD~288
2021-07-03 07:33:50,081 DEBUG                  - depth 1, hash 16b91ad, HEAD~344
2021-07-03 07:33:50,085 DEBUG                  - depth 2, hash aae50c5, HEAD~371
2021-07-03 07:33:50,090 DEBUG    [line range] org/apache/commons/cli/Option.java hasLongOpt 249:252
2021-07-03 07:33:50,108 DEBUG                  - depth 0, hash 9b2b803, HEAD~288
2021-07-03 07:33:50,113 DEBUG                  - depth 1, hash aae50c5, HEAD~371
2021-07-03 07:33:50,117 DEBUG    [line range] org/apache/commons/cli/Option.java isRequired 290:293
2021-07-03 07:33:50,135 DEBUG                  - depth 0, hash 9b2b803, HEAD~288
2021-07-03 07:33:50,140 DEBUG                  - depth 1, hash 5470bca, HEAD~292
2021-07-03 07:33:50,145 DEBUG                  - depth 2, hash 347bbeb, HEAD~297
2021-07-03 07:33:50,149 DEBUG                  - depth 3, hash 43a3545, HEAD~315
2021-07-03 07:33:50,153 DEBUG                  - depth 4, hash 62670f5, HEAD~321
2021-07-03 07:33:50,157 DEBUG                  - depth 5, hash 04490af, HEAD~336
2021-07-03 07:33:50,161 DEBUG                  - depth 6, hash 1060ee7, HEAD~342
2021-07-03 07:33:50,165 DEBUG                  - depth 7, hash 16b91ad, HEAD~344
2021-07-03 07:33:50,169 DEBUG                  - depth 8, hash 7f90b98, HEAD~347
2021-07-03 07:33:50,173 DEBUG                  - depth 9, hash aae50c5, HEAD~371
2021-07-03 07:33:50,477 DEBUG    [line range] org/apache/commons/cli/OptionValidator.java isValidChar 95:98
2021-07-03 07:33:50,491 DEBUG                  - depth 0, hash 9b2b803, HEAD~288
2021-07-03 07:33:50,497 DEBUG                  - depth 1, hash 347bbeb, HEAD~297
2021-07-03 07:33:50,501 DEBUG    [line range] org/apache/commons/cli/OptionValidator.java isValidOpt 84:87
2021-07-03 07:33:50,514 DEBUG                  - depth 0, hash 9b2b803, HEAD~288
2021-07-03 07:33:50,520 DEBUG                  - depth 1, hash 347bbeb, HEAD~297
2021-07-03 07:33:50,524 DEBUG    [line range] org/apache/commons/cli/OptionValidator.java validateOption 43:75
2021-07-03 07:33:50,537 DEBUG                  - depth 0, hash 8f8639f, HEAD~9
2021-07-03 07:33:50,543 DEBUG                  - depth 1, hash 9b2b803, HEAD~288
2021-07-03 07:33:50,547 DEBUG                  - depth 2, hash 347bbeb, HEAD~297
2021-07-03 07:33:50,872 DEBUG    [line range] org/apache/commons/cli/Options.java <init> 50:50
2021-07-03 07:33:50,888 DEBUG                  - depth 0, hash 9b2b803, HEAD~288
2021-07-03 07:33:50,893 DEBUG                  - depth 1, hash aae50c5, HEAD~371
2021-07-03 07:33:50,897 DEBUG    [line range] org/apache/commons/cli/Options.java addOption 136:142
2021-07-03 07:33:50,913 DEBUG                  - depth 0, hash 9b2b803, HEAD~288
2021-07-03 07:33:50,918 DEBUG                  - depth 1, hash fbc0bd0, HEAD~346
2021-07-03 07:33:50,923 DEBUG                  - depth 2, hash 4cca25d, HEAD~368
