2021-07-03 07:39:36,749 INFO     Search BICs for /tmp/Cli-37b/
2021-07-03 07:39:36,750 DEBUG    Reading the coverage of org.apache.commons.cli.bug.BugCLI265Test::shouldParseShortOptionWithoutValue (failings)
2021-07-03 07:39:36,756 INFO     Loaded 1x180 Coverage Matrix
2021-07-03 07:39:36,756 INFO     The number of total commits: 829
2021-07-03 07:39:37,098 DEBUG    [line range] org/apache/commons/cli/CommandLine.java <init> 46:46
2021-07-03 07:39:37,129 DEBUG                  - depth 0, hash ccae69f, HEAD~169
2021-07-03 07:39:37,135 DEBUG                  - depth 1, hash a1b5d44, HEAD~179
2021-07-03 07:39:37,139 DEBUG                  - depth 2, hash 9b2b803, HEAD~744
2021-07-03 07:39:37,143 DEBUG                  - depth 3, hash aae50c5, HEAD~827
2021-07-03 07:39:37,147 DEBUG    [line range] org/apache/commons/cli/CommandLine.java addOption 349:352
2021-07-03 07:39:37,178 DEBUG                  - depth 0, hash 5de96d7, HEAD~185
2021-07-03 07:39:37,183 DEBUG                  - depth 1, hash b0e1b80, HEAD~548
2021-07-03 07:39:37,187 DEBUG                  - depth 2, hash 9b2b803, HEAD~744
2021-07-03 07:39:37,191 DEBUG                  - depth 3, hash 0f52eff, HEAD~752
2021-07-03 07:39:37,195 DEBUG                  - depth 4, hash 347bbeb, HEAD~753
2021-07-03 07:39:37,199 DEBUG                  - depth 5, hash 0c281fb, HEAD~756
2021-07-03 07:39:37,203 DEBUG                  - depth 6, hash 872f1d5, HEAD~776
2021-07-03 07:39:37,208 DEBUG                  - depth 7, hash c08f738, HEAD~779
2021-07-03 07:39:37,212 DEBUG                  - depth 8, hash 04490af, HEAD~792
2021-07-03 07:39:37,216 DEBUG                  - depth 9, hash f9df518, HEAD~796
2021-07-03 07:39:37,220 DEBUG                  - depth 10, hash 5aa47b7, HEAD~801
2021-07-03 07:39:37,224 DEBUG                  - depth 11, hash 4cca25d, HEAD~824
2021-07-03 07:39:37,228 DEBUG                  - depth 12, hash aae50c5, HEAD~827
2021-07-03 07:39:37,232 DEBUG    [line range] org/apache/commons/cli/CommandLine.java getOptionValue 142:147
2021-07-03 07:39:37,263 DEBUG                  - depth 0, hash 9b2b803, HEAD~744
2021-07-03 07:39:37,268 DEBUG                  - depth 1, hash f9df518, HEAD~796
2021-07-03 07:39:37,272 DEBUG                  - depth 2, hash 5aa47b7, HEAD~801
