2021-07-03 07:34:04,700 INFO     Search BICs for /tmp/Cli-19b/
2021-07-03 07:34:04,701 DEBUG    Reading the coverage of org.apache.commons.cli.PosixParserTest::testUnrecognizedOption2 (failings)
2021-07-03 07:34:04,706 INFO     Loaded 1x173 Coverage Matrix
2021-07-03 07:34:04,706 INFO     The number of total commits: 374
2021-07-03 07:34:05,054 DEBUG    [line range] org/apache/commons/cli/CommandLine.java <init> 47:47
2021-07-03 07:34:05,070 DEBUG                  - depth 0, hash 9b2b803, HEAD~289
2021-07-03 07:34:05,076 DEBUG                  - depth 1, hash aae50c5, HEAD~372
2021-07-03 07:34:05,080 DEBUG    [line range] org/apache/commons/cli/CommandLine.java addArg 323:326
2021-07-03 07:34:05,096 DEBUG                  - depth 0, hash 9b2b803, HEAD~289
2021-07-03 07:34:05,101 DEBUG                  - depth 1, hash aae50c5, HEAD~372
2021-07-03 07:34:05,105 DEBUG    [line range] org/apache/commons/cli/CommandLine.java addOption 334:337
2021-07-03 07:34:05,121 DEBUG                  - depth 0, hash b0e1b80, HEAD~110
2021-07-03 07:34:05,126 DEBUG                  - depth 1, hash 9b2b803, HEAD~289
2021-07-03 07:34:05,130 DEBUG                  - depth 2, hash 0f52eff, HEAD~297
2021-07-03 07:34:05,134 DEBUG                  - depth 3, hash 347bbeb, HEAD~298
2021-07-03 07:34:05,138 DEBUG                  - depth 4, hash 0c281fb, HEAD~301
2021-07-03 07:34:05,142 DEBUG                  - depth 5, hash 872f1d5, HEAD~321
2021-07-03 07:34:05,146 DEBUG                  - depth 6, hash c08f738, HEAD~324
2021-07-03 07:34:05,150 DEBUG                  - depth 7, hash 04490af, HEAD~337
2021-07-03 07:34:05,154 DEBUG                  - depth 8, hash f9df518, HEAD~341
2021-07-03 07:34:05,159 DEBUG                  - depth 9, hash 5aa47b7, HEAD~346
2021-07-03 07:34:05,163 DEBUG                  - depth 10, hash 4cca25d, HEAD~369
2021-07-03 07:34:05,167 DEBUG                  - depth 11, hash aae50c5, HEAD~372
2021-07-03 07:34:05,527 DEBUG    [line range] org/apache/commons/cli/Option.java <init> 55:55
2021-07-03 07:34:05,544 DEBUG                  - depth 0, hash beb276c, HEAD~294
2021-07-03 07:34:05,549 DEBUG                  - depth 1, hash 62670f5, HEAD~322
2021-07-03 07:34:05,553 DEBUG    [line range] org/apache/commons/cli/Option.java add 476:486
2021-07-03 07:34:05,571 DEBUG                  - depth 0, hash 9b2b803, HEAD~289
2021-07-03 07:34:05,577 DEBUG                  - depth 1, hash 5470bca, HEAD~293
2021-07-03 07:34:05,581 DEBUG                  - depth 2, hash f9df518, HEAD~341
2021-07-03 07:34:05,585 DEBUG                  - depth 3, hash 16b91ad, HEAD~345
2021-07-03 07:34:05,589 DEBUG                  - depth 4, hash aae50c5, HEAD~372
2021-07-03 07:34:05,593 DEBUG    [line range] org/apache/commons/cli/Option.java addValueForProcessing 405:415
2021-07-03 07:34:05,611 DEBUG                  - depth 0, hash 9774480, HEAD~72
2021-07-03 07:34:05,617 DEBUG                  - depth 1, hash 9b2b803, HEAD~289
2021-07-03 07:34:05,621 DEBUG                  - depth 2, hash 7e6dedb, HEAD~292
2021-07-03 07:34:05,625 DEBUG                  - depth 3, hash 5470bca, HEAD~293
