2021-07-03 07:36:35,415 INFO     Search BICs for /tmp/Cli-28b/
2021-07-03 07:36:35,415 DEBUG    Reading the coverage of org.apache.commons.cli.ValueTest::testPropertyOptionFlags (failings)
2021-07-03 07:36:35,423 INFO     Loaded 1x275 Coverage Matrix
2021-07-03 07:36:35,423 INFO     The number of total commits: 614
2021-07-03 07:36:35,765 DEBUG    [line range] org/apache/commons/cli/CommandLine.java <init> 48:48
2021-07-03 07:36:35,790 DEBUG                  - depth 0, hash 9b2b803, HEAD~529
2021-07-03 07:36:35,796 DEBUG                  - depth 1, hash aae50c5, HEAD~612
2021-07-03 07:36:35,800 DEBUG    [line range] org/apache/commons/cli/CommandLine.java addOption 354:357
2021-07-03 07:36:35,825 DEBUG                  - depth 0, hash b0e1b80, HEAD~333
2021-07-03 07:36:35,830 DEBUG                  - depth 1, hash 9b2b803, HEAD~529
2021-07-03 07:36:35,834 DEBUG                  - depth 2, hash 0f52eff, HEAD~537
2021-07-03 07:36:35,838 DEBUG                  - depth 3, hash 347bbeb, HEAD~538
2021-07-03 07:36:35,842 DEBUG                  - depth 4, hash 0c281fb, HEAD~541
2021-07-03 07:36:35,846 DEBUG                  - depth 5, hash 872f1d5, HEAD~561
2021-07-03 07:36:35,850 DEBUG                  - depth 6, hash c08f738, HEAD~564
2021-07-03 07:36:35,854 DEBUG                  - depth 7, hash 04490af, HEAD~577
2021-07-03 07:36:35,858 DEBUG                  - depth 8, hash f9df518, HEAD~581
2021-07-03 07:36:35,862 DEBUG                  - depth 9, hash 5aa47b7, HEAD~586
2021-07-03 07:36:35,867 DEBUG                  - depth 10, hash 4cca25d, HEAD~609
2021-07-03 07:36:35,871 DEBUG                  - depth 11, hash aae50c5, HEAD~612
2021-07-03 07:36:35,875 DEBUG    [line range] org/apache/commons/cli/CommandLine.java hasOption 67:70
2021-07-03 07:36:35,900 DEBUG                  - depth 0, hash 147df44, HEAD~130
2021-07-03 07:36:35,905 DEBUG                  - depth 1, hash b0e1b80, HEAD~333
2021-07-03 07:36:35,909 DEBUG                  - depth 2, hash 9b2b803, HEAD~529
2021-07-03 07:36:35,913 DEBUG                  - depth 3, hash 4cca25d, HEAD~609
2021-07-03 07:36:35,917 DEBUG                  - depth 4, hash aae50c5, HEAD~612
2021-07-03 07:36:35,922 DEBUG    [line range] org/apache/commons/cli/CommandLine.java resolveOption 191:209
2021-07-03 07:36:35,947 DEBUG                  - depth 0, hash 147df44, HEAD~130
2021-07-03 07:36:35,952 DEBUG                  - depth 1, hash b0e1b80, HEAD~333
2021-07-03 07:36:35,956 DEBUG                  - depth 2, hash 9b2b803, HEAD~529
2021-07-03 07:36:35,960 DEBUG                  - depth 3, hash 347bbeb, HEAD~538
2021-07-03 07:36:35,964 DEBUG                  - depth 4, hash 0c281fb, HEAD~541
2021-07-03 07:36:35,968 DEBUG                  - depth 5, hash 83b7ceb, HEAD~580
2021-07-03 07:36:35,972 DEBUG                  - depth 6, hash f9df518, HEAD~581
2021-07-03 07:36:35,976 DEBUG                  - depth 7, hash 5aa47b7, HEAD~586
2021-07-03 07:36:35,980 DEBUG                  - depth 8, hash 4cca25d, HEAD~609
2021-07-03 07:36:35,985 DEBUG                  - depth 9, hash aae50c5, HEAD~612
2021-07-03 07:36:36,347 DEBUG    [line range] org/apache/commons/cli/Option.java <init> 88:91
2021-07-03 07:36:36,372 DEBUG                  - depth 0, hash 147df44, HEAD~130
2021-07-03 07:36:36,377 DEBUG                  - depth 1, hash 9b2b803, HEAD~529
2021-07-03 07:36:36,381 DEBUG                  - depth 2, hash 04490af, HEAD~577
2021-07-03 07:36:36,385 DEBUG                  - depth 3, hash 16b91ad, HEAD~585
2021-07-03 07:36:36,389 DEBUG    [line range] org/apache/commons/cli/Option.java <init> 56:56
2021-07-03 07:36:36,413 DEBUG                  - depth 0, hash beb276c, HEAD~534
2021-07-03 07:36:36,418 DEBUG                  - depth 1, hash 62670f5, HEAD~562
2021-07-03 07:36:36,423 DEBUG    [line range] org/apache/commons/cli/Option.java acceptsArg 680:683
2021-07-03 07:36:36,442 DEBUG                  - depth 0, hash f436985, HEAD~15
2021-07-03 07:36:36,447 DEBUG    [line range] org/apache/commons/cli/Option.java add 466:475
