2021-07-03 20:30:40,089 INFO     Search BICs for /tmp/Compress-17b/
2021-07-03 20:30:40,090 DEBUG    Reading the coverage of org.apache.commons.compress.archivers.tar.TarArchiveInputStreamTest::testCompress197 (failings)
2021-07-03 20:30:40,098 INFO     Loaded 1x162 Coverage Matrix
2021-07-03 20:30:40,099 INFO     The number of total commits: 1073
2021-07-03 20:30:40,404 DEBUG    [single line]   org/apache/commons/compress/archivers/ArchiveInputStream.java <init> 40
2021-07-03 20:30:40,464 DEBUG                  - depth 0, hash ca16539, HEAD~960
2021-07-03 20:30:40,470 DEBUG    [line range] org/apache/commons/compress/archivers/ArchiveInputStream.java <init> 42:42
2021-07-03 20:30:40,506 DEBUG                  - depth 0, hash 253196a, HEAD~724
2021-07-03 20:30:40,934 DEBUG    [line range] org/apache/commons/compress/archivers/tar/TarArchiveEntry.java <init> 185:202
2021-07-03 20:30:40,978 DEBUG                  - depth 0, hash 69ceb4e, HEAD~88
2021-07-03 20:30:40,983 DEBUG                  - depth 1, hash 8118f82, HEAD~678
2021-07-03 20:30:40,987 DEBUG                  - depth 2, hash 1d55670, HEAD~681
2021-07-03 20:30:40,991 DEBUG                  - depth 3, hash 24f9c9b, HEAD~683
2021-07-03 20:30:40,995 DEBUG                  - depth 4, hash 46ad24d, HEAD~946
2021-07-03 20:30:40,999 DEBUG                  - depth 5, hash 8822084, HEAD~1031
2021-07-03 20:30:41,004 DEBUG    [line range] org/apache/commons/compress/archivers/tar/TarArchiveEntry.java <init> 328:332
2021-07-03 20:30:41,046 DEBUG                  - depth 0, hash e4ee376, HEAD~87
2021-07-03 20:30:41,051 DEBUG                  - depth 1, hash 69ceb4e, HEAD~88
2021-07-03 20:30:41,055 DEBUG                  - depth 2, hash 46ad24d, HEAD~946
2021-07-03 20:30:41,059 DEBUG                  - depth 3, hash 8822084, HEAD~1031
2021-07-03 20:30:41,064 DEBUG    [line range] org/apache/commons/compress/archivers/tar/TarArchiveEntry.java parseTarHeader 936:939
2021-07-03 20:30:41,103 DEBUG                  - depth 0, hash 69ceb4e, HEAD~88
2021-07-03 20:30:41,108 DEBUG    [line range] org/apache/commons/compress/archivers/tar/TarArchiveEntry.java parseTarHeader 941:1010
2021-07-03 20:30:41,150 DEBUG                  - depth 0, hash 811fb4e, HEAD~10
2021-07-03 20:30:41,155 DEBUG                  - depth 1, hash 69ceb4e, HEAD~88
2021-07-03 20:30:41,159 DEBUG                  - depth 2, hash 6c71a2b, HEAD~98
2021-07-03 20:30:41,163 DEBUG                  - depth 3, hash 7ee6b67, HEAD~111
2021-07-03 20:30:41,168 DEBUG                  - depth 4, hash 6846564, HEAD~131
2021-07-03 20:30:41,172 DEBUG                  - depth 5, hash aa9d0bc, HEAD~356
2021-07-03 20:30:41,176 DEBUG                  - depth 6, hash 5b25f6c, HEAD~433
2021-07-03 20:30:41,180 DEBUG                  - depth 7, hash 33cd35e, HEAD~436
2021-07-03 20:30:41,184 DEBUG                  - depth 8, hash 8118f82, HEAD~678
2021-07-03 20:30:41,188 DEBUG                  - depth 9, hash 46ad24d, HEAD~946
2021-07-03 20:30:41,193 DEBUG                  - depth 10, hash ca16539, HEAD~960
2021-07-03 20:30:41,600 DEBUG    [line range] org/apache/commons/compress/archivers/tar/TarArchiveInputStream.java <init> 63:65
2021-07-03 20:30:41,641 DEBUG                  - depth 0, hash 0a986c6, HEAD~910
2021-07-03 20:30:41,646 DEBUG                  - depth 1, hash a7049ab, HEAD~912
2021-07-03 20:30:41,650 DEBUG                  - depth 2, hash 55c78f6, HEAD~914
2021-07-03 20:30:41,655 DEBUG                  - depth 3, hash 0ba4e2a, HEAD~915
