2021-07-04 09:15:29,127 INFO     Search BICs for /tmp/Mockito-19b/
2021-07-04 09:15:29,127 DEBUG    Reading the coverage of org.mockitousage.annotation.MockInjectionUsingSetterOrPropertyTest::shouldInsertFieldWithCorrectNameWhenMultipleTypesAvailable (failings)
2021-07-04 09:15:29,167 INFO     Loaded 1x887 Coverage Matrix
2021-07-04 09:15:29,168 INFO     The number of total commits: 2619
2021-07-04 09:15:29,477 DEBUG    [single line]   org/mockito/Answers.java <clinit> 26
2021-07-04 09:15:29,596 DEBUG                  - depth 0, hash 34f4436, HEAD~167
2021-07-04 09:15:29,602 DEBUG                  - depth 1, hash 1351511, HEAD~637
2021-07-04 09:15:29,606 DEBUG                  - depth 2, hash f7fc2e1, HEAD~1012
2021-07-04 09:15:29,610 DEBUG                  - depth 3, hash b64e775, HEAD~1020
2021-07-04 09:15:29,615 DEBUG                  - depth 4, hash 4bf949d, HEAD~1049
2021-07-04 09:15:29,619 DEBUG                  - depth 5, hash af1b08c, HEAD~1128
2021-07-04 09:15:29,623 DEBUG                  - depth 6, hash 346dc99, HEAD~1261
2021-07-04 09:15:29,627 DEBUG                  - depth 7, hash 77fea3d, HEAD~1262
2021-07-04 09:15:29,631 DEBUG    [single line]   org/mockito/Answers.java <clinit> 34
2021-07-04 09:15:29,751 DEBUG                  - depth 0, hash 34f4436, HEAD~167
2021-07-04 09:15:29,757 DEBUG                  - depth 1, hash 1351511, HEAD~637
2021-07-04 09:15:29,761 DEBUG                  - depth 2, hash f7fc2e1, HEAD~1012
2021-07-04 09:15:29,765 DEBUG                  - depth 3, hash b64e775, HEAD~1020
2021-07-04 09:15:29,769 DEBUG                  - depth 4, hash 4bf949d, HEAD~1049
2021-07-04 09:15:29,773 DEBUG                  - depth 5, hash af1b08c, HEAD~1128
2021-07-04 09:15:29,777 DEBUG                  - depth 6, hash 346dc99, HEAD~1261
2021-07-04 09:15:29,781 DEBUG                  - depth 7, hash 77fea3d, HEAD~1262
2021-07-04 09:15:29,786 DEBUG    [single line]   org/mockito/Answers.java <clinit> 43
2021-07-04 09:15:29,905 DEBUG                  - depth 0, hash 34f4436, HEAD~167
2021-07-04 09:15:29,911 DEBUG                  - depth 1, hash 1351511, HEAD~637
2021-07-04 09:15:29,915 DEBUG                  - depth 2, hash f7fc2e1, HEAD~1012
2021-07-04 09:15:29,919 DEBUG                  - depth 3, hash b64e775, HEAD~1020
2021-07-04 09:15:29,923 DEBUG                  - depth 4, hash 4bf949d, HEAD~1049
2021-07-04 09:15:29,927 DEBUG                  - depth 5, hash af1b08c, HEAD~1128
2021-07-04 09:15:29,931 DEBUG                  - depth 6, hash 346dc99, HEAD~1261
2021-07-04 09:15:29,935 DEBUG                  - depth 7, hash 77fea3d, HEAD~1262
2021-07-04 09:15:29,940 DEBUG    [single line]   org/mockito/Answers.java <clinit> 52
2021-07-04 09:15:30,064 DEBUG                  - depth 0, hash 34f4436, HEAD~167
2021-07-04 09:15:30,069 DEBUG                  - depth 1, hash 1351511, HEAD~637
2021-07-04 09:15:30,073 DEBUG                  - depth 2, hash f7fc2e1, HEAD~1012
2021-07-04 09:15:30,077 DEBUG                  - depth 3, hash b64e775, HEAD~1020
2021-07-04 09:15:30,081 DEBUG                  - depth 4, hash 4bf949d, HEAD~1049
2021-07-04 09:15:30,086 DEBUG                  - depth 5, hash af1b08c, HEAD~1128
2021-07-04 09:15:30,090 DEBUG                  - depth 6, hash 346dc99, HEAD~1261
2021-07-04 09:15:30,094 DEBUG                  - depth 7, hash 77fea3d, HEAD~1262
2021-07-04 09:15:30,098 DEBUG    [single line]   org/mockito/Answers.java <clinit> 62
2021-07-04 09:15:30,218 DEBUG                  - depth 0, hash 34f4436, HEAD~167
2021-07-04 09:15:30,223 DEBUG                  - depth 1, hash 1351511, HEAD~637
2021-07-04 09:15:30,228 DEBUG                  - depth 2, hash f7fc2e1, HEAD~1012
2021-07-04 09:15:30,232 DEBUG                  - depth 3, hash b64e775, HEAD~1020
2021-07-04 09:15:30,236 DEBUG                  - depth 4, hash 4bf949d, HEAD~1049
2021-07-04 09:15:30,240 DEBUG                  - depth 5, hash af1b08c, HEAD~1128
2021-07-04 09:15:30,244 DEBUG                  - depth 6, hash 346dc99, HEAD~1261
2021-07-04 09:15:30,248 DEBUG                  - depth 7, hash 77fea3d, HEAD~1262
2021-07-04 09:15:30,253 DEBUG    [single line]   org/mockito/Answers.java <clinit> 71
2021-07-04 09:15:30,377 DEBUG                  - depth 0, hash 34f4436, HEAD~167
2021-07-04 09:15:30,382 DEBUG                  - depth 1, hash 1351511, HEAD~637
2021-07-04 09:15:30,386 DEBUG                  - depth 2, hash f7fc2e1, HEAD~1012
